{' No': -9.308281, ' ': -12.225896, ' Yes': -0.0017987726, ' yes': -10.136244, 'Yes': -6.40177}
{' No': -0.01332518, ' ': -11.395073, 'No': -4.6279016, ' Yes': -5.67642, 'Yes': -10.716024}
{' No': -0.047200922, ' ': -9.119322, 'No': -3.4872582, ' Yes': -4.1896567, 'Yes': -8.378711}
{' No': -0.060053993, ' ': -8.602557, 'No': -3.8878222, ' Yes': -3.2892544, 'Yes': -8.087068}
{' No': -0.1929201, ' ': -9.894319, 'No': -6.977324, ' Yes': -1.747228, 'Yes': -8.611819}
{' No': -0.018617941, ' ': -9.78677, 'No': -4.614723, ' Yes': -4.778698, 'Yes': -9.58924}
{' No': -0.037251767, ' ': -8.775783, 'No': -4.7901263, ' Yes': -3.5810502, 'Yes': -8.55305}
{' No': -0.0070058983, ' ': -10.195417, 'No': -6.171673, ' Yes': -5.331064, 'Yes': -11.302794}
{' No': -0.032176618, ' ': -8.111027, 'No': -4.7663302, ' Yes': -3.7899165, 'Yes': -8.688145}
{' No': -0.14549422, ' ': -7.7034755, 'No': -4.7533603, ' Yes': -2.0766714, 'Yes': -7.137979}
{' No': -0.03201733, ' ': -10.092834, 'No': -3.9844115, ' Yes': -4.365378, 'Yes': -8.893473}
{' No': -0.05895448, ' ': -11.160396, 'No': -3.5521414, ' Yes': -3.5707858, 'Yes': -7.7508583}
{' No': -0.22336625, ' ': -9.361526, 'No': -3.3570921, ' Yes': -1.8209653, 'Yes': -5.7077775}
{' No': -0.039553896, ' ': -10.404428, 'No': -4.8239202, ' Yes': -3.4898865, 'Yes': -8.521628}
{' No': -0.8381787, 'No': -3.8926163, ' Yes': -0.623148, ' yes': -8.657125, 'Yes': -4.559166}
{' No': -3.183467, 'No': -5.965468, ' Yes': -0.05958105, ' yes': -7.371344, 'Yes': -4.3395987}
{' No': -0.02071423, ' ': -8.8498535, 'No': -6.5455937, ' Yes': -3.97045, 'Yes': -10.428713}
{' No': -0.01409043, ' ': -9.2041855, 'No': -4.3776116, ' Yes': -6.6398315, 'Yes': -11.127523}
{' No': -0.029816598, ' ': -8.480394, 'No': -4.8956327, ' Yes': -3.839772, 'Yes': -8.825015}
{' No': -0.0046335123, '\n': -12.023477, ' ': -8.888426, 'No': -5.7832146, ' Yes': -6.5808263}
{' No': -0.008075894, '\n': -9.352569, ' ': -8.238876, 'No': -5.076174, ' Yes': -6.549868}
{' No': -0.01926809, '\n': -8.600895, ' ': -7.0942364, 'No': -4.5036297, ' Yes': -4.9808407}
{' No': -0.031575814, '\n': -10.676894, ' ': -9.334933, 'No': -7.3961444, ' Yes': -3.4956279}
{' No': -0.005940264, '\n': -11.588417, ' ': -9.515438, 'No': -5.406798, ' Yes': -6.613646}
{' No': -0.0098166475, '\n': -8.16767, ' ': -8.433923, 'No': -5.1144934, ' Yes': -5.733821}
{' No': -0.0023864529, '\n': -11.707146, ' ': -9.487215, 'No': -6.861002, ' Yes': -6.6872616}
{' No': -0.018578956, '\n': -7.8323736, ' ': -7.7528715, 'No': -5.255185, ' Yes': -4.399213}
{' No': -0.005611021, '\n': -9.97597, ' ': -8.520314, 'No': -6.4487624, ' Yes': -5.5842032}
{' YES': -12.340717, ' ': -12.543075, ' Yes': -0.0025746739, ' yes': -10.171434, 'Yes': -5.9822435}
{' YES': -11.502771, ' ': -11.780123, ' Yes': -0.009831516, ' yes': -9.212081, 'Yes': -4.640069}
{' YES': -11.368055, ' ': -11.395279, ' Yes': -0.016097046, ' yes': -9.363533, 'Yes': -4.144505}
{' YES': -12.377878, ' ': -12.657009, ' Yes': -0.0044930377, ' yes': -10.487238, 'Yes': -5.415881}
{' ': -11.0922165, ' Yes': -0.014812467, ' yes': -9.4056835, 'Yes': -4.2278557, 'yes': -11.33313}
{' YES': -11.762124, ' ': -10.636091, ' Yes': -0.008266811, ' yes': -9.078426, 'Yes': -4.818493}
{' YES': -11.959202, ' ': -12.179879, ' Yes': -0.0008712142, ' yes': -9.837241, 'Yes': -7.1276736}
{' YES': -11.544917, ' ': -10.824761, ' Yes': -0.006532006, ' yes': -9.323998, 'Yes': -5.0543356}
{'\n': -10.5340395, ' ': -10.144492, ' Yes': -0.005082306, ' yes': -9.41866, 'Yes': -5.316636}
{' YES': -12.423982, ' ': -11.794782, ' Yes': -0.0014409816, ' yes': -10.166787, 'Yes': -6.5806737}
{'\n': -10.146835, ' ': -9.356987, ' Yes': -0.006855313, ' yes': -9.359049, 'Yes': -5.020399}
{'\n': -9.758129, ' ': -9.572687, ' Yes': -0.007276461, ' yes': -8.145665, 'Yes': -4.9913063}
{' YES': -11.247231, ' Yes': -0.008944177, ' yes': -8.220175, 'Yes': -4.7569222, 'yes': -10.964283}
{' YES': -12.671206, ' Yes': -0.015209989, ' yes': -9.553984, 'Yes': -4.1990266, 'yes': -11.652868}
{' ': -11.186009, ' Yes': -0.023822373, ' yes': -8.470611, 'Yes': -3.760057, 'yes': -10.830823}
{' YES': -11.992367, ' Yes': -0.0065744226, ' yes': -8.98623, 'Yes': -5.05002, 'yes': -11.885784}
{' ': -11.185222, ' Yes': -0.023426358, ' yes': -8.695522, 'Yes': -3.775116, 'yes': -10.527573}
{' ': -10.641861, ' Yes': -0.019210426, ' yes': -7.768056, 'Yes': -3.9888012, 'yes': -10.206704}
{' YES': -11.865071, ' ': -10.953842, ' Yes': -0.0016481897, ' yes': -8.343283, 'Yes': -6.588566}
{' ': -10.055617, ' Yes': -0.010416592, ' yes': -7.9863834, 'Yes': -4.611233, 'yes': -10.74584}
{'\n': -10.940944, ' ': -10.097491, ' Yes': -0.006135335, ' yes': -9.1989565, 'Yes': -5.1254454}
{' ': -10.280894, ' Yes': -0.0032345105, ' yes': -8.391259, 'Yes': -5.8284144, 'yes': -11.338566}
{'\n': -10.076432, ' ': -9.334666, ' Yes': -0.007707339, ' yes': -8.956393, 'Yes': -4.9067497}
{'\n': -8.612436, ' ': -8.547002, ' Yes': -0.0112818545, ' yes': -6.463674, 'Yes': -4.6879406}
{'\n': -11.104116, ' ': -10.944096, ' Yes': -0.00076377817, ' yes': -10.261598, 'Yes': -7.2844186}
{'\n': -11.175145, ' ': -10.119784, ' Yes': -0.0046015936, ' yes': -9.589044, 'Yes': -5.414937}
{'\n': -8.971235, ' ': -9.686691, ' Yes': -0.004543811, ' yes': -9.771774, 'Yes': -5.4546533}
{'\n': -11.530148, ' ': -10.569041, ' Yes': -0.0012106603, ' yes': -10.335273, 'Yes': -6.7830896}
{'\n': -8.827796, ' ': -9.2257, ' Yes': -0.006543765, ' yes': -9.8938465, 'Yes': -5.080583}
{'\n': -10.229877, ' ': -9.958989, ' Yes': -0.0013567003, ' yes': -9.933073, 'Yes': -6.7109547}
{' No': -10.87086, ' ': -11.952384, ' Yes': -0.0019446604, ' yes': -10.269203, 'Yes': -6.27743}
{' No': -10.139726, ' ': -10.635233, ' Yes': -0.010591451, ' yes': -9.047189, 'Yes': -4.572204}
{' No': -9.224991, ' ': -10.214787, ' Yes': -0.018074296, ' yes': -9.145613, 'Yes': -4.0375004}
{' No': -11.2593975, ' ': -11.772496, ' Yes': -0.0035399469, ' yes': -10.435572, 'Yes': -5.6610827}
{' No': -8.578624, ' ': -10.023286, ' Yes': -0.015748257, ' yes': -9.272054, 'Yes': -4.182351}
{' No': -11.09053, ' ': -10.687701, ' Yes': -0.006684464, ' yes': -8.882638, 'Yes': -5.040284}
{' YES': -12.170146, ' ': -10.891606, ' Yes': -0.00073914323, ' yes': -9.35658, 'Yes': -7.3794866}
{' No': -11.670741, ' ': -10.172136, ' Yes': -0.0057494934, ' yes': -9.113189, 'Yes': -5.1923585}
{'\n': -10.2673435, ' ': -9.211578, ' Yes': -0.006383946, ' yes': -8.988169, 'Yes': -5.105842}
{' No': -11.552906, ' ': -10.653596, ' Yes': -0.0013521638, ' yes': -9.784476, 'Yes': -6.6817265}
{'\n': -9.7951975, ' ': -8.598271, ' Yes': -0.007199614, ' yes': -9.104617, 'Yes': -4.992627}
{'\n': -9.963756, ' ': -8.869456, ' Yes': -0.0053573255, ' yes': -7.7062483, 'Yes': -5.3681006}
{' No': -9.781298, ' ': -10.804152, ' Yes': -0.008282316, ' yes': -7.883488, 'Yes': -4.858258}
{' ': -12.593012, ' Yes': -0.014572273, ' yes': -9.176782, 'Yes': -4.2444286, 'yes': -11.347052}
{' ': -10.376485, ' Yes': -0.016761247, ' yes': -8.065654, 'Yes': -4.1205378, 'yes': -10.755902}
{' No': -9.889879, ' ': -11.419382, ' Yes': -0.0047611883, ' yes': -8.8694515, 'Yes': -5.39609}
{' ': -10.314865, ' Yes': -0.024912117, ' yes': -8.205572, 'Yes': -3.719734, 'yes': -10.122959}
{' ': -10.532902, ' Yes': -0.01591444, ' yes': -7.2314525, 'Yes': -4.2016177, 'yes': -9.936398}
{' ': -9.800045, ' Yes': -0.0017778117, ' yes': -7.61211, 'Yes': -6.719896, 'yes': -11.770422}
{' No': -10.636376, ' ': -9.163839, ' Yes': -0.008883198, ' yes': -7.8567395, 'Yes': -4.792475}
{'\n': -11.132485, ' ': -9.08684, ' Yes': -0.006481912, ' yes': -8.667404, 'Yes': -5.09438}
{' No': -9.044446, ' ': -8.695566, ' Yes': -0.003113607, ' yes': -8.273909, 'Yes': -5.9755487}
{'\n': -9.082882, ' ': -8.1583185, ' Yes': -0.0077797207, ' yes': -8.562341, 'Yes': -4.9451156}
{'\n': -8.80722, ' ': -7.6699476, ' Yes': -0.010254827, ' yes': -5.8434873, 'Yes': -5.0254316}
{'\n': -10.981411, ' ': -9.9396305, ' Yes': -0.0008951977, ' yes': -9.743116, 'Yes': -7.183024}
{' No': -9.854322, ' ': -9.238413, ' Yes': -0.0041853357, ' yes': -9.347628, 'Yes': -5.543181}
{'\n': -8.768822, ' ': -8.754511, ' Yes': -0.0051465896, ' yes': -9.556723, 'Yes': -5.3653207}
{' No': -9.153539, ' ': -9.180578, ' Yes': -0.0011329035, ' yes': -10.090272, 'Yes': -7.055298}
{'\n': -7.629287, ' ': -8.026374, ' Yes': -0.0072512454, ' yes': -9.62069, 'Yes': -5.0644107}
{'\n': -9.907297, ' ': -9.206322, ' Yes': -0.0016439507, ' yes': -9.443849, 'Yes': -6.568016}
{' No': -0.004846714, ' ': -11.091334, 'No': -5.33571, ' no': -14.130972, ' NO': -13.485927}
{' No': -0.020856816, ' ': -10.312839, 'No': -3.8825433, ' no': -13.171434, ' NO': -12.221999}
{' No': -0.034236953, '\n': -12.974082, ' ': -9.529853, 'No': -3.3940713, ' NO': -12.161042}
{' No': -0.008760047, ' ': -11.228669, 'No': -4.7438197, ' no': -14.159509, ' NO': -13.423625}
{' No': -0.026819583, '\n': -11.407037, ' ': -9.125231, 'No': -3.6370945, ' NO': -12.313685}
{' No': -0.019142497, '\n': -11.9761, ' ': -9.177963, 'No': -3.972077, ' no': -12.294188}
{' No': -0.0014991799, '\n': -11.995207, ' ': -10.204448, 'No': -6.53609, ' NO': -12.997673}
{' No': -0.011159612, '\n': -11.428917, ' ': -9.337025, 'No': -4.5107474, ' NO': -12.633281}
{' No': -0.011083548, '\n': -8.880398, ' ': -8.381744, 'No': -4.543068, ' no': -12.489544}
{' No': -0.0026101135, '\n': -12.621625, ' ': -10.201585, 'No': -5.9670205, ' NO': -13.075817}
{' No': -0.010218517, '\n': -8.82046, ' ': -8.108098, 'No': -4.6353135, ' no': -12.434933}
{' No': -0.010446825, '\n': -8.990043, ' ': -8.37574, 'No': -4.603991, ' no': -11.366505}
{' No': -0.013692746, ' ': -9.8384, 'No': -4.3035693, ' no': -11.360602, ' NO': -12.060499}
{' No': -0.026491532, ' ': -10.8279915, 'No': -3.6452599, 'no': -13.063541, ' no': -12.642947}
{' No': -0.05045332, '\n': -11.017163, ' ': -9.156284, 'No': -3.0148754, ' no': -11.705574}
{' No': -0.007819847, ' ': -10.429111, 'No': -4.860376, ' no': -12.121444, ' NO': -12.621954}
{' No': -0.05019112, '\n': -11.285617, ' ': -9.072609, 'No': -3.0202954, ' no': -11.384088}
{' No': -0.040254205, '\n': -10.050588, ' ': -8.998195, 'No': -3.2388873, ' no': -10.542739}
{' No': -0.0019421513, '\n': -11.274939, ' ': -9.051018, 'No': -6.3214555, ' no': -11.659124}
{' No': -0.015757902, '\n': -11.394152, ' ': -8.701369, 'No': -4.1709356, ' no': -11.510118}
{' No': -0.011418639, '\n': -8.952457, ' ': -8.136357, 'No': -4.517223, ' no': -12.414785}
{' No': -0.004276978, '\n': -11.154438, ' ': -8.63849, 'No': -5.5065727, ' no': -11.596853}
{' No': -0.010920956, '\n': -8.320596, ' ': -7.854751, 'No': -4.5841284, ' no': -11.833554}
{' No': -0.012994459, '\n': -8.310857, ' ': -7.5092325, 'No': -4.4202247, ' no': -9.678029}
{' No': -0.001029498, '\n': -10.490964, ' ': -9.390201, 'No': -6.9978995, ' NO': -13.102701}
{' No': -0.007573522, '\n': -10.461486, ' ': -8.737689, 'No': -4.91339, ' NO': -12.256646}
{' No': -0.008315675, '\n': -7.323127, ' ': -7.818492, 'No': -4.932496, ' NO': -12.602718}
{' No': -0.0017071172, '\n': -10.665816, ' ': -8.945961, 'No': -6.472608, ' NO': -12.447559}
{' No': -0.0076447516, '\n': -7.7456064, ' ': -8.02255, 'No': -4.984125, ' NO': -12.703876}
{' No': -0.0027281477, '\n': -9.366836, ' ': -8.636001, 'No': -6.0089993, ' no': -13.208783}
{' No': -0.005043067, ' ': -11.595645, 'No': -5.588028, ' Yes': -6.667036, 'Yes': -12.244033}
{' No': -0.022090679, ' ': -10.496189, 'No': -3.898664, ' Yes': -6.4867377, 'Yes': -10.787555}
{' No': -0.036939632, ' ': -9.938058, 'No': -3.3756158, ' Yes': -6.2302184, 'Yes': -10.069232}
{' No': -0.010220867, ' ': -11.341485, 'No': -4.809104, ' Yes': -6.2208877, 'Yes': -11.300563}
{' No': -0.044700142, ' ': -9.249093, 'No': -3.4636471, ' Yes': -4.4164724, 'Yes': -8.517291}
{' No': -0.09400189, ' ': -8.846928, 'No': -4.1096535, ' Yes': -2.6229115, 'Yes': -7.5274177}
{' No': -0.34408298, ' ': -9.82738, 'No': -7.324092, ' Yes': -1.2374814, 'Yes': -8.244897}
{' No': -0.027062427, ' ': -9.665244, 'No': -4.8526387, ' Yes': -3.9795578, 'Yes': -9.018723}
{' No': -0.13033848, ' ': -8.496438, 'No': -5.0998263, ' Yes': -2.1613843, 'Yes': -7.3754854}
{' No': -0.0073892227, ' ': -10.201612, 'No': -6.4174004, ' Yes': -5.1717377, 'Yes': -11.34108}
{' No': -0.21307354, ' ': -7.5370936, 'No': -4.8515506, ' Yes': -1.703899, 'Yes': -6.647727}
{' No': -0.60653615, ' ': -7.488181, 'No': -5.278922, ' Yes': -0.80709773, 'Yes': -5.966356}
{' No': -0.02599908, ' ': -10.160883, 'No': -4.2160606, ' Yes': -4.533462, 'Yes': -9.160691}
{' No': -0.030676432, ' ': -11.695585, 'No': -3.9984782, ' Yes': -4.448197, 'Yes': -8.775106}
{' No': -0.37642187, ' ': -9.0853405, 'No': -3.613118, ' Yes': -1.2693186, 'Yes': -5.207631}
{' No': -0.1137615, ' ': -10.389846, 'No': -5.1048217, ' Yes': -2.2938056, 'Yes': -7.546306}
{' No': -1.350986, 'No': -4.391317, ' Yes': -0.33668292, ' yes': -8.4514475, 'Yes': -4.264377}
{' No': -2.0124567, 'No': -4.7881465, ' Yes': -0.17015615, ' yes': -7.4735312, 'Yes': -4.2984385}
{' No': -0.03994486, ' ': -8.82799, 'No': -6.740485, ' Yes': -3.2770624, 'Yes': -9.826194}
{' No': -0.01504709, ' ': -9.027773, 'No': -4.553266, ' Yes': -5.467157, 'Yes': -10.126231}
{' No': -0.31849846, ' ': -7.885978, 'No': -5.174398, ' Yes': -1.328102, 'Yes': -6.4340067}
{' No': -0.0047671176, '\n': -11.806057, ' ': -8.877377, 'No': -5.748219, ' Yes': -6.566786}
{' No': -0.023232222, '\n': -8.647729, ' ': -7.78444, 'No': -4.8654237, ' Yes': -4.2305837}
{' No': -0.04113824, '\n': -8.021806, ' ': -6.8861394, 'No': -4.654469, ' Yes': -3.5379624}
{' No': -0.03962713, ' ': -9.427954, 'No': -7.4235377, ' Yes': -3.2672346, 'Yes': -10.446265}
{' No': -0.0059427833, '\n': -11.506543, ' ': -9.534549, 'No': -5.6337385, ' Yes': -6.095033}
{' No': -0.045583803, '\n': -7.6412234, ' ': -7.9391, 'No': -5.3630714, ' Yes': -3.2476656}
{' No': -0.0025065504, '\n': -11.673349, ' ': -9.47005, 'No': -7.0022717, ' Yes': -6.5007305}
{' No': -0.033165094, '\n': -7.404728, ' ': -7.7103705, 'No': -5.3484187, ' Yes': -3.624281}
{' No': -0.023080332, '\n': -9.496259, ' ': -8.4197855, 'No': -6.564151, ' Yes': -3.8597462}
{' YES': -11.903744, ' ': -12.468467, ' Yes': -0.0024609591, ' yes': -10.263533, 'Yes': -6.0280476}
{' YES': -11.2152605, ' ': -11.650988, ' Yes': -0.008388339, ' yes': -9.339101, 'Yes': -4.7993045}
{' YES': -11.177001, ' ': -11.57222, ' Yes': -0.015215981, ' yes': -9.434378, 'Yes': -4.2005143}
{' YES': -12.019677, ' ': -12.685817, ' Yes': -0.004275122, ' yes': -10.601986, 'Yes': -5.465632}
{' ': -10.947255, ' Yes': -0.014689612, ' yes': -9.420842, 'Yes': -4.236684, 'yes': -11.238168}
{' YES': -11.529687, ' ': -10.846742, ' Yes': -0.0075777867, ' yes': -9.224639, 'Yes': -4.904575}
{' YES': -11.661755, ' ': -12.231031, ' Yes': -0.00078799913, ' yes': -9.849611, 'Yes': -7.2383633}
{' YES': -11.220405, ' ': -10.92714, ' Yes': -0.00581466, ' yes': -9.439134, 'Yes': -5.1715364}
{'\n': -10.463246, ' ': -10.291542, ' Yes': -0.0050145527, ' yes': -9.515739, 'Yes': -5.3287697}
{' YES': -12.073843, ' ': -11.885859, ' Yes': -0.0013722198, ' yes': -10.27207, 'Yes': -6.6295686}
{'\n': -9.663822, ' ': -9.332538, ' Yes': -0.008240909, ' yes': -9.21651, 'Yes': -4.8369894}
{'\n': -9.826231, ' ': -9.676758, ' Yes': -0.007692803, ' yes': -8.180473, 'Yes': -4.9301744}
{' YES': -11.097919, ' Yes': -0.007896731, ' yes': -8.439594, 'Yes': -4.8782845, 'yes': -11.177351}
{' YES': -12.428359, ' Yes': -0.014293563, ' yes': -9.646977, 'Yes': -4.2606997, 'yes': -11.580066}
{' YES': -10.950813, ' Yes': -0.023298416, ' yes': -8.446655, 'Yes': -3.7830944, 'yes': -10.600298}
{' YES': -11.695581, ' Yes': -0.0052178884, ' yes': -9.349067, 'Yes': -5.2784724, 'yes': -12.198705}
{' ': -10.824401, ' Yes': -0.02676093, ' yes': -8.621839, 'Yes': -3.6438034, 'yes': -10.226027}
{' ': -10.506246, ' Yes': -0.02257127, ' yes': -7.7126765, 'Yes': -3.827703, 'yes': -9.827927}
{' YES': -11.639142, ' ': -11.198573, ' Yes': -0.0014937479, ' yes': -8.520367, 'Yes': -6.673626}
{' ': -9.975265, ' Yes': -0.010402557, ' yes': -8.006345, 'Yes': -4.613359, 'yes': -10.642829}
{'\n': -10.826743, ' ': -10.093677, ' Yes': -0.0063793287, ' yes': -9.251771, 'Yes': -5.0853724}
{' ': -10.336142, ' Yes': -0.0035979112, ' yes': -8.524096, 'Yes': -5.704857, 'yes': -11.303853}
{'\n': -9.747672, ' ': -9.432232, ' Yes': -0.007941068, ' yes': -9.168225, 'Yes': -4.8737454}
{'\n': -8.659157, ' ': -8.678709, ' Yes': -0.011791237, ' yes': -6.518505, 'Yes': -4.6241817}
{'\n': -11.421755, ' ': -11.37438, ' Yes': -0.00073675625, ' yes': -10.283346, 'Yes': -7.3078747}
{' YES': -11.049735, ' ': -10.473545, ' Yes': -0.004074131, ' yes': -9.795519, 'Yes': -5.5340533}
{'\n': -9.224005, ' ': -9.933228, ' Yes': -0.0044726213, ' yes': -9.9087105, 'Yes': -5.4600463}
{'\n': -11.677817, ' ': -10.834091, ' Yes': -0.0010824228, ' yes': -10.53558, 'Yes': -6.889523}
{'\n': -8.936904, ' ': -9.43639, ' Yes': -0.0060153976, ' yes': -10.20028, 'Yes': -5.160384}
{'\n': -10.316608, ' ': -10.305414, ' Yes': -0.0015055082, ' yes': -10.108931, 'Yes': -6.5774727}
{' No': -6.9083567, ' ': -11.625716, ' Yes': -0.0028659236, ' yes': -10.200197, 'Yes': -6.3160024}
{' No': -5.856703, 'No': -9.488551, ' Yes': -0.010695489, ' yes': -9.176084, 'Yes': -4.8856688}
{' No': -4.5532207, 'No': -7.449041, ' Yes': -0.028022816, ' yes': -9.093815, 'Yes': -4.1171913}
{' No': -7.3362446, ' ': -11.599163, ' Yes': -0.003404771, ' yes': -10.485189, 'Yes': -5.9144225}
{' No': -3.4348562, ' ': -9.104915, 'No': -6.301698, ' Yes': -0.050727814, 'Yes': -4.189546}
{' No': -6.7419777, ' ': -9.794521, ' Yes': -0.0071431827, ' yes': -8.831567, 'Yes': -5.168913}
{' No': -11.043863, ' ': -10.96231, ' Yes': -0.0007066368, ' yes': -9.300761, 'Yes': -7.462448}
{' No': -6.123271, ' ': -9.500468, ' Yes': -0.007466565, ' yes': -9.192201, 'Yes': -5.2933073}
{' No': -5.9927564, ' ': -8.792337, ' Yes': -0.008274623, ' yes': -9.109615, 'Yes': -5.2253423}
{' No': -7.336334, ' ': -10.176623, ' Yes': -0.0020104146, ' yes': -9.700214, 'Yes': -6.6861815}
{' No': -6.313683, ' ': -7.9326534, ' Yes': -0.009037038, ' yes': -8.9207535, 'Yes': -5.0289154}
{' No': -8.56998, ' ': -8.430453, ' Yes': -0.0054655564, ' yes': -7.8295755, 'Yes': -5.3926725}
{' No': -7.128098, ' ': -10.596318, ' Yes': -0.008101432, ' yes': -8.208047, 'Yes': -4.971902}
{' No': -10.0884075, ' Yes': -0.010906795, ' yes': -9.031174, 'Yes': -4.5402837, 'yes': -11.702619}
{' No': -9.881352, ' ': -10.504564, ' Yes': -0.016216014, ' yes': -8.308433, 'Yes': -4.1520495}
{' No': -7.1752834, ' ': -11.152213, ' Yes': -0.0051939217, ' yes': -8.849987, 'Yes': -5.4637184}
{' No': -9.336382, ' ': -10.431887, ' Yes': -0.01780929, ' yes': -8.325342, 'Yes': -4.059805}
{' ': -10.771881, ' Yes': -0.0121973995, ' yes': -7.477171, 'Yes': -4.466734, 'yes': -10.658572}
{' No': -10.523609, ' ': -9.904285, ' Yes': -0.0014480244, ' yes': -7.9013596, 'Yes': -6.9211655}
{' No': -5.097108, ' ': -8.334527, ' Yes': -0.014186248, ' yes': -8.054786, 'Yes': -4.924981}
{' No': -7.2618637, ' ': -8.082623, ' Yes': -0.0068713943, ' yes': -8.680032, 'Yes': -5.186198}
{' No': -5.169379, ' ': -7.950404, ' Yes': -0.008713868, ' yes': -8.2878275, 'Yes': -6.0641985}
{' No': -7.507207, '\n': -8.304534, ' ': -7.61918, ' Yes': -0.00791481, 'Yes': -5.053603}
{' No': -6.546785, ' ': -6.7040224, ' Yes': -0.012278797, ' yes': -6.092401, 'Yes': -4.9984694}
{' No': -8.441038, ' ': -9.663113, ' Yes': -0.0011008588, ' yes': -9.600906, 'Yes': -7.2308965}
{' No': -4.063177, ' ': -8.087585, 'No': -8.778015, ' Yes': -0.021694003, 'Yes': -5.610332}
{' No': -3.4632475, '\n': -6.443886, ' ': -6.9753118, ' Yes': -0.039516877, 'Yes': -5.401512}
{' No': -4.0717006, ' ': -8.058126, ' Yes': -0.018482106, ' yes': -9.980165, 'Yes': -7.094871}
{' No': -5.4725323, '\n': -6.524803, ' ': -6.988101, ' Yes': -0.012180928, 'Yes': -5.2263894}
{' No': -7.407874, '\n': -9.071948, ' ': -8.459472, ' Yes': -0.002215768, 'Yes': -6.720675}
{' No': -0.005459622, ' ': -11.375802, 'No': -5.215714, ' no': -14.253701, ' NO': -13.686355}
{' No': -0.017509598, ' ': -10.727114, 'No': -4.055439, ' no': -13.307032, ' NO': -12.531902}
{' No': -0.041523878, '\n': -12.531142, ' ': -9.488521, 'No': -3.2043865, ' NO': -12.241106}
{' No': -0.009165879, ' ': -11.506841, 'No': -4.698283, ' no': -14.18426, ' NO': -13.4178095}
{' No': -0.030550444, '\n': -11.195916, ' ': -9.40077, 'No': -3.5072503, ' NO': -12.48461}
{' No': -0.021625297, '\n': -12.017993, ' ': -9.190507, 'No': -3.8505034, ' no': -12.352263}
{' No': -0.0014324456, '\n': -11.852487, ' ': -10.461695, 'No': -6.5771785, ' NO': -13.25974}
{' No': -0.009509534, '\n': -11.9196615, ' ': -9.793933, 'No': -4.6674776, ' NO': -12.957566}
{' No': -0.0109044425, '\n': -9.226789, ' ': -8.782064, 'No': -4.5484505, ' NO': -12.778193}
{' No': -0.0025174874, '\n': -12.306277, ' ': -10.334528, 'No': -6.002008, ' NO': -13.404758}
{' No': -0.010863768, '\n': -9.15311, ' ': -8.563577, 'No': -4.5565996, ' no': -12.646188}
{' No': -0.0107729705, '\n': -8.844492, ' ': -8.500807, 'No': -4.57106, ' no': -11.547546}
{' No': -0.0145355025, ' ': -10.010531, 'No': -4.243036, ' no': -11.6319685, ' NO': -12.304706}
{' No': -0.02755473, ' ': -11.318939, 'No': -3.6060307, ' no': -12.939046, ' NO': -13.303462}
{' No': -0.055170346, '\n': -11.351687, ' ': -9.443634, 'No': -2.9269392, ' no': -11.901372}
{' No': -0.00868044, ' ': -10.57493, 'No': -4.7553406, ' no': -12.246326, ' NO': -12.680822}
{' No': -0.05366739, '\n': -11.071596, ' ': -9.395459, 'No': -2.9542637, ' Yes': -11.09991}
{' No': -0.059413597, '\n': -9.781146, ' ': -8.913856, 'No': -2.8585334, ' Yes': -9.396499}
{' No': -0.0018877472, '\n': -11.23176, ' ': -9.250703, 'No': -6.339087, ' no': -11.832979}
{' No': -0.014498796, '\n': -11.493853, ' ': -8.927936, 'No': -4.2519135, ' no': -11.874859}
{' No': -0.011125736, '\n': -9.27377, ' ': -8.588427, 'No': -4.530451, ' no': -12.785645}
{' No': -0.004078738, '\n': -11.427538, ' ': -9.123929, 'No': -5.5364137, ' no': -12.125684}
{' No': -0.011528133, '\n': -8.256548, ' ': -8.029415, 'No': -4.5224934, ' no': -11.995252}
{' No': -0.015506387, '\n': -7.9038687, ' ': -7.459428, 'No': -4.2426753, ' no': -9.829188}
{' No': -0.00105205, '\n': -10.28361, ' ': -9.48636, 'No': -6.972495, ' NO': -12.967233}
