{' Up': -0.2724869, ' up': -1.4387046, ' "': -7.1159296, ' UP': -8.748977, ' Down': -9.052027}
{' Up': -0.25435942, ' up': -2.1577845, ' Down': -2.5634701, ' down': -3.455737, ' 3': -9.363824}
{' Up': -0.5449602, ' Down': -1.4698429, ' up': -2.2100735, ' down': -2.5237103, 'down': -9.181801}
{' Down': -0.7161396, ' Up': -1.1625909, ' down': -1.797017, ' up': -3.4271438, 'down': -8.528109}
{' Up': -0.5522881, ' up': -0.9674207, ' down': -3.5604057, ' Down': -4.349148, 'Up': -6.397802}
{' down': -0.55040896, ' Down': -1.4966885, ' up': -2.186136, ' Up': -2.5009172, 'down': -6.0189695}
{' Up': -1.1292659, ' up': -1.1768562, ' down': -1.4814713, ' Down': -1.9933445, 'down': -6.4167147}
{' down': -1.0311762, ' Up': -1.2981039, ' up': -1.4994683, ' Down': -1.9576117, 'down': -5.9371014}
{' Down': -0.3542497, ' down': -1.2829913, ' Up': -4.302194, ' up': -4.9799476, 'down': -8.051498}
{' Down': -0.6081644, ' down': -0.84340155, ' Up': -4.137442, ' up': -4.7639413, 'down': -7.635395}
{' down': -0.49690932, ' Down': -1.3735936, ' up': -2.5422184, ' Up': -2.8304796, 'down': -7.988261}
{' down': -0.8204241, ' Down': -0.9729376, ' up': -2.2619352, ' Up': -2.5624723, 'down': -8.20982}
{' Down': -0.53355056, ' down': -0.94256055, ' Up': -4.2992287, ' up': -4.9124436, 'down': -6.348582}
{' Down': -0.2823429, ' down': -1.4213485, ' Up': -6.239721, 'down': -6.6540546, 'Down': -6.8905444}
{' Down': -0.6869538, ' down': -0.9595787, ' Up': -2.4688768, ' up': -3.631198, 'down': -6.4394617}
{' down': -0.8149242, ' Down': -1.1029949, ' up': -2.1242638, ' Up': -2.2699735, 'down': -6.479902}
{' Down': -0.24737953, ' down': -1.9873867, ' Up': -2.6249983, ' up': -5.181175, 'Down': -6.129862}
{' Down': -0.414117, ' down': -1.0941325, 'down': -6.1738143, 'Down': -6.375348, ' Up': -8.428399}
{' Down': -0.445891, ' down': -1.2012221, ' Up': -3.0316834, ' up': -5.0905037, 'down': -6.0269217}
{' Up': -0.36165622, ' up': -1.4771156, ' Down': -3.171358, ' down': -3.4366872, 'up': -7.864467}
{' down': -0.40254512, ' Down': -1.4994287, ' up': -2.5957615, ' Up': -3.4656477, 'down': -6.5413365}
{' down': -0.48657778, ' Down': -1.5448759, ' up': -2.344303, ' Up': -2.6013582, 'down': -6.728793}
{' down': -0.22528009, ' up': -2.2551758, ' Down': -2.621341, ' Up': -3.7894373, 'down': -6.7896724}
{' up': -0.65086246, ' down': -1.0367154, ' Up': -2.5580282, ' Down': -3.1012905, 'down': -7.46842}
{' Down': -0.27571198, ' down': -1.470046, 'Down': -5.1991186, 'down': -5.5948744, ' Up': -6.661771}
{' Down': -0.29551777, ' down': -1.4038665, 'Down': -5.283406, 'down': -5.7229066, ' Up': -6.519339}
{' Down': -0.5252513, ' down': -0.92364687, 'down': -5.3424683, 'Down': -5.671476, ' Up': -5.972379}
{' Down': -0.5921461, ' Up': -1.3255942, ' down': -1.8774989, ' up': -3.8107855, 'Down': -5.8523326}
{' Down': -0.40910515, ' Up': -1.7248628, ' down': -2.0232599, ' up': -3.743692, 'down': -7.039575}
{' Down': -0.28616303, ' down': -1.4074417, ' Up': -6.1911426, 'down': -6.7925773, 'Down': -7.529548}
{' Up': -0.284702, ' Down': -2.14723, ' up': -2.3843038, ' down': -3.293243, ' "': -6.8054824}
{' Down': -0.74221426, ' Up': -1.4143258, ' down': -1.5937557, ' up': -2.5753307, 'down': -7.0080256}
{' down': -0.21659674, ' up': -2.1068213, ' Down': -3.0354252, ' Up': -4.180357, 'down': -4.9914875}
{' down': -0.4697099, ' up': -1.3893589, ' Down': -2.7899039, ' Up': -2.8899481, 'down': -5.2484}
{' down': -0.11437773, ' up': -3.0616298, ' Down': -3.1130235, 'down': -4.7029247, ' Up': -5.098594}
{' up': -0.3882166, ' down': -1.4869487, ' Up': -2.617888, ' Down': -4.083365, 'up': -6.087151}
{' down': -0.44441858, ' Down': -1.3703926, ' Up': -2.8708615, ' up': -3.0647247, 'down': -6.787806}
{' down': -0.8726239, ' Down': -1.2850097, ' Up': -1.7794651, ' up': -1.9969047, 'down': -7.3170266}
{' up': -0.42498836, ' Up': -1.6550088, ' down': -2.051436, ' Down': -3.6365206, 'down': -9.426445}
{' down': -0.27440763, ' Down': -1.4594967, ' up': -5.6036572, ' Up': -5.715344, 'down': -7.639596}
{' down': -0.42369485, ' Down': -1.2785381, ' up': -3.4155047, ' Up': -3.4686892, 'down': -6.0746865}
{' down': -0.60692877, ' Down': -0.9722948, ' Up': -3.239667, ' up': -3.3520763, 'down': -6.3942227}
{' down': -0.61445653, ' Down': -1.4702535, ' up': -2.0266805, ' Up': -2.3571706, 'down': -6.281618}
{' down': -0.24709699, ' Down': -1.7099931, ' up': -3.7644746, ' Up': -4.3966866, 'down': -6.24773}
{' down': -0.6570386, ' Down': -0.97236717, ' Up': -2.6535194, ' up': -3.6330156, 'down': -5.5410924}
{' Down': -0.6952288, ' down': -0.81548333, ' Up': -3.2249682, ' up': -4.38123, 'down': -5.694723}
{' Up': -0.51182026, ' up': -1.5286278, ' Down': -2.3507848, ' down': -2.4414887, 'down': -7.9634824}
{' down': -0.24703495, ' Down': -1.5359524, 'down': -6.0226636, 'Down': -7.504653, ' up': -8.139329}
{' down': -0.45997348, ' Down': -1.62844, ' Up': -2.36345, ' up': -2.5714352, 'down': -6.6238565}
{' down': -0.89249516, ' up': -1.4978876, ' Up': -1.5108023, ' Down': -1.931575, 'down': -7.3456483}
{' up': -0.67796886, ' down': -1.2846696, ' Up': -1.7648752, ' Down': -3.127073, 'down': -8.251272}
{' down': -0.17006443, ' Down': -2.1574605, ' up': -3.5873945, ' Up': -4.417476, 'down': -7.188575}
{' down': -0.6760491, ' Down': -0.8525551, ' Up': -3.1092536, ' up': -4.3424063, 'down': -5.5768147}
{' Down': -0.5952686, ' down': -0.9296135, ' Up': -3.276066, ' up': -4.8886724, 'down': -5.554604}
{' Down': -0.7091912, ' Up': -1.1404008, ' down': -1.878928, ' up': -3.4329517, 'Down': -6.4614754}
{' Down': -0.48947075, ' down': -1.0960687, ' Up': -3.1916573, ' up': -4.910474, 'Down': -6.1411448}
{' Down': -0.6700475, ' Up': -1.3696307, ' down': -1.6175364, ' up': -3.3866172, 'down': -6.775844}
{' Down': -0.69669557, ' down': -1.3227674, ' Up': -1.6247197, ' up': -3.3340132, 'down': -6.409498}
{' Up': -0.17353775, ' up': -1.9517837, ' Down': -4.4318266, ' down': -5.3166175, 'Up': -8.734748}
{' down': -0.5427519, ' Down': -0.8803221, 'down': -5.9843545, ' Up': -7.215853, 'Down': -7.6190743}
{' down': -0.23128225, ' Down': -2.0995834, ' up': -3.067603, ' Up': -3.678382, 'down': -4.7143807}
{' down': -0.15326719, ' up': -2.3797019, ' Down': -3.5316162, 'down': -4.6623154, ' Up': -4.6839237}
{' down': -0.16101065, ' up': -2.6052034, ' Down': -3.0271282, ' Up': -4.116016, 'down': -4.829485}
{' down': -0.54268175, ' up': -1.1237136, ' Up': -2.8943071, ' Down': -3.6210928, 'down': -4.907605}
{' Down': -0.046679307, ' down': -3.1177678, ' Up': -6.9079614, 'Down': -8.650678, 'down': -9.18539}
{' Up': -0.10148945, ' up': -2.639175, ' Down': -3.8842785, ' down': -5.4547625, 'Up': -9.498614}
{' Down': -0.3199818, ' down': -1.304641, ' Up': -6.331177, ' up': -8.14603, 'down': -8.214795}
{' Up': -0.17093526, ' up': -2.2646434, ' Down': -3.1215043, ' down': -4.7095475, ' UP': -9.799213}
{' Down': -0.7070535, ' Up': -1.0543494, ' down': -2.1689599, ' up': -3.1848385, 'down': -6.6229963}
{' Up': -0.87487483, ' Down': -1.25364, ' down': -1.6333244, ' up': -2.305884, 'down': -6.51645}
{' Up': -0.1643258, ' up': -2.46517, ' Down': -2.9407694, ' down': -4.345579, 'Up': -8.177258}
{' Down': -0.2051257, ' down': -2.2681653, ' Up': -2.6193407, ' up': -4.942226, 'down': -6.9873176}
{' Down': -0.6940644, ' Up': -0.8421166, ' down': -2.9552643, ' up': -4.134252, 'Down': -7.350219}
{' Down': -0.30948454, ' down': -1.4812412, ' Up': -3.430376, ' up': -5.8826427, 'down': -6.143047}
{' Up': -0.14917621, ' Down': -2.513047, ' up': -3.1395993, ' down': -4.303023, 'Up': -8.477106}
{' Down': -0.17678602, ' down': -2.5389552, ' Up': -2.5691638, ' up': -5.3287597, 'Down': -7.131116}
{' Down': -0.7154571, ' down': -0.7462703, ' Up': -3.8890145, ' up': -4.2762213, 'down': -6.421802}
{' Up': -0.7129429, ' up': -0.7743576, ' down': -3.326344, ' Down': -4.442557, ' "': -7.9825234}
{' up': -0.6501621, ' Up': -1.5018924, ' down': -1.518086, ' Down': -3.3571627, 'down': -7.516529}
{' down': -0.74325013, ' up': -1.0075762, ' Up': -2.4235156, ' Down': -2.673199, 'down': -6.839788}
{' Up': -1.1404879, ' down': -1.1746312, ' Down': -1.3496058, ' up': -2.2520049, 'down': -5.475472}
{' down': -0.51825565, ' Down': -0.95003164, 'down': -4.940226, ' Up': -5.060656, ' up': -6.121628}
{' Up': -0.4241953, ' Down': -1.5210695, ' down': -2.643899, ' up': -2.9177904, 'down': -7.3878675}
{' Down': -0.6425741, ' down': -1.230171, ' Up': -1.9633939, ' up': -3.311035, 'down': -5.8649473}
{' Down': -0.076401755, ' down': -2.7208757, ' Up': -5.0371027, 'down': -7.7176843, 'Down': -7.967446}
{' Up': -0.2806967, ' Down': -1.666273, ' up': -3.5272863, ' down': -3.6856096, ' "': -7.1891227}
{' Down': -0.1091477, ' down': -2.3045385, ' Up': -6.0329533, 'down': -7.4339747, 'Down': -7.900602}
{' Up': -0.041568678, ' up': -3.3740501, ' Down': -5.1705112, ' down': -7.4812407, 'Up': -9.302475}
{' down': -0.54897064, ' up': -1.389604, ' Up': -2.3643317, ' Down': -2.6924317, 'down': -4.834451}
{' down': -0.35765335, ' up': -1.7649505, ' Down': -2.7973945, ' Up': -2.9322095, 'down': -4.396338}
{' Up': -0.61319226, ' up': -1.3863037, ' down': -2.1839492, ' Down': -2.4120777, 'down': -6.3114014}
{' down': -0.64527184, ' Down': -1.5431676, ' up': -2.001515, ' Up': -2.165873, 'down': -4.879881}
{' down': -0.118674085, ' Down': -2.2645729, ' even': -6.021097, ' Even': -6.173014, 'down': -6.4122205}
{' up': -0.55755997, ' Up': -0.8645724, ' down': -5.906225, ' Down': -6.834142, ' e': -7.3250113}
{' down': -0.081810065, ' Down': -2.9167306, ' e': -3.8419435, 'down': -6.549963, ' up': -7.496193}
{' up': -0.18331233, ' Up': -1.8031873, ' e': -6.828366, ' down': -7.5354867, ' UP': -7.5385885}
{' down': -0.049277313, ' Down': -3.3233457, ' even': -5.3311415, 'down': -5.578435, ' Even': -5.9649053}
{' up': -0.21837303, ' Up': -1.6916872, ' even': -5.692557, ' e': -5.7737103, 'up': -6.2026787}
{' down': -0.05656861, ' Down': -3.2523236, ' e': -4.482241, 'down': -5.491425, 'Down': -7.955211}
{' up': -0.34050727, ' Up': -1.2494506, 'up': -7.1120677, 'Up': -7.6563525, ' UP': -7.7063594}
{' down': -0.12136769, ' Down': -2.7001088, ' even': -3.6833394, ' Even': -4.4210978, 'down': -5.023664}
{' up': -0.44666734, ' Up': -1.0819402, ' e': -4.5797734, ' even': -5.6501336, ' Even': -6.012614}
{' e': -0.47064608, ' down': -1.0817357, ' Down': -4.1035023, ' even': -4.7372246, 'down': -5.774516}
{' up': -0.13776444, ' Up': -2.1025167, ' e': -5.5583267, 'up': -6.514429, ' ': -7.81775}
{' down': -0.06838839, ' even': -3.7475626, ' Down': -4.00029, ' e': -4.267931, ' Even': -5.42103}
{' up': -0.120414026, ' Up': -2.4923909, ' e': -3.778863, ' even': -5.77402, 'up': -6.5647783}
{' down': -0.0933068, ' e': -2.829032, ' Down': -3.7043927, 'down': -5.572728, ' up': -7.5567136}
{' up': -0.10223389, ' Up': -2.3672714, ' e': -6.4689546, 'up': -7.0059547, ' UP': -7.650841}
{' down': -0.2269148, ' Down': -1.67806, 'down': -4.8282104, ' even': -5.5527987, ' Even': -6.3194933}
{' Up': -0.6717015, ' up': -0.7463819, ' even': -5.548826, 'up': -5.889009, ' Even': -6.00844}
{' down': -0.15598749, ' Down': -2.2249134, ' e': -3.9623344, 'down': -4.6603017, ' even': -5.7787843}
{' up': -0.47890165, ' Up': -0.9784783, 'up': -6.216847, 'Up': -6.6859303, ' UP': -7.16527}
{' e': -0.6152995, ' down': -1.8011172, ' even': -1.956795, ' Even': -2.181496, ' Down': -3.533478}
{' e': -0.16454536, ' up': -2.6684763, ' Up': -2.9714546, ' Even': -4.25162, ' even': -4.292591}
{' e': -0.050548863, ' down': -3.3965912, ' Down': -4.59202, ' Even': -6.641282, ' even': -6.6868553}
{' up': -0.66453063, ' Up': -1.148797, ' e': -1.8074443, 'up': -6.6841226, ' ': -6.9727793}
{' down': -0.08913502, 'down': -2.9906735, ' Down': -3.6444519, ' even': -5.8697042, 'Down': -5.871943}
{' up': -0.22381483, ' Up': -1.7609394, 'up': -3.777295, 'Up': -5.580857, ' ': -7.0981603}
{' down': -0.05260421, 'down': -3.410146, ' Down': -4.120387, 'Down': -6.709447, ' e': -8.092449}
{' up': -0.12776284, ' Up': -2.295823, 'up': -4.240594, 'Up': -5.659795, ' UP': -6.9484606}
{' Down': -0.388758, ' Up': -1.57811, ' down': -2.3664935, ' up': -3.8379462, 'Down': -8.482214}
{' Down': -0.3682269, ' Up': -1.749872, ' down': -2.127939, ' up': -4.2157936, 'Down': -8.418664}
{' Down': -0.22021021, ' down': -1.7433084, ' Up': -3.898673, ' up': -6.174048, 'Down': -8.508245}
{' Up': -0.55404514, ' Down': -1.1768516, ' up': -2.6296887, ' down': -3.1052494, 'Down': -9.490016}
{' Down': -0.2339407, ' Up': -2.2812295, ' down': -2.3668447, ' up': -4.463705, 'Down': -7.323965}
{' Up': -0.67473865, ' Down': -0.90323704, ' down': -2.9319234, ' up': -3.4618957, 'Down': -7.926457}
{' Down': -0.38744718, ' down': -1.743736, ' Up': -2.0558488, ' up': -4.077839, 'Down': -7.2095823}
{' Up': -0.52166605, ' Down': -1.2522969, ' up': -2.6063771, ' down': -3.07725, 'Down': -8.26318}
{' Down': -0.61591077, ' Up': -0.8499996, ' down': -3.747081, ' up': -4.785533, 'Down': -8.159503}
{' Down': -0.2546861, ' Up': -1.9420888, ' down': -2.5732133, ' up': -5.4420886, 'Down': -7.634515}
{' Down': -0.23173018, ' down': -1.9320266, ' Up': -2.8595834, ' up': -5.6156545, 'Down': -7.4558816}
{' Up': -0.22801125, ' Down': -1.7970343, ' up': -3.6221838, ' down': -4.50978, 'Up': -9.029532}
{' Down': -0.8521575, ' Up': -1.0336056, ' down': -2.0627594, ' up': -2.412508, 'Down': -7.7097735}
{' Up': -0.78409564, ' Down': -1.2559184, ' down': -1.8911742, ' up': -2.2381382, 'Down': -7.8616557}
{' Down': -1.011208, ' down': -1.1671721, ' Up': -1.4532666, ' up': -2.4140632, 'down': -7.247278}
{' Up': -0.7026105, ' up': -1.5177331, ' Down': -1.7235285, ' down': -2.244452, 'down': -8.143043}
{' Down': -0.47696754, ' Up': -1.0670726, ' down': -3.618832, ' up': -5.031838, 'Down': -6.620989}
{' Down': -0.15597683, ' Up': -2.4794135, ' down': -2.8626838, 'Down': -6.484137, ' up': -6.5769744}
{' Down': -0.14301176, ' down': -2.5098598, ' Up': -3.0242755, 'Down': -6.5768013, ' up': -6.6639137}
{' Up': -0.67105937, ' Down': -0.7705485, ' down': -4.043574, ' up': -4.880217, 'Down': -7.540784}
{' Up': -0.071555585, ' Down': -3.027652, ' up': -4.0504165, ' down': -5.806792, 'Up': -9.358302}
{' Down': -0.19917126, ' Up': -2.0248241, ' down': -3.0846484, ' up': -6.1407065, 'Down': -7.8436217}
{' Down': -0.111394055, ' Up': -2.8559923, ' down': -3.0762873, ' up': -6.752425, 'Down': -7.9402547}
{' Up': -0.13557298, ' Down': -2.2368703, ' up': -4.152336, ' down': -5.5010076, 'Up': -9.694006}
{' down': -0.9036948, ' Down': -0.9385173, ' Up': -2.044131, ' up': -2.722409, 'down': -5.405583}
{' Up': -0.43111622, ' up': -1.691929, ' Down': -2.4698393, ' down': -2.5773582, 'Up': -6.2786217}
{' down': -0.69050443, ' Down': -1.2272208, ' Up': -2.0998614, ' up': -2.6196482, 'down': -5.110842}
{' Up': -1.0740159, ' up': -1.0846647, ' down': -1.6106179, ' Down': -2.1644242, 'down': -6.173177}
{' Up': -0.42845163, ' up': -1.0600147, ' down': -6.8374925, ' Down': -7.251634, ' UP': -9.259859}
{' Down': -0.69132227, ' down': -0.6983127, ' Up': -7.395241, 'down': -7.693912, ' up': -7.814018}
{' up': -0.6766627, ' Up': -0.7104685, ' UP': -9.174717, 'up': -9.240679, 'Up': -9.867342}
{' down': -0.17963202, ' Down': -1.810001, 'down': -7.2881746, 'Down': -9.678153, ' DOWN': -11.341031}
{' Up': -0.079352155, ' Down': -3.1176841, ' up': -3.6167362, ' down': -5.3903203, ' "': -8.1742525}
{' Down': -0.20167184, ' down': -1.7546333, ' Up': -4.9254875, 'down': -6.8870277, ' up': -7.197607}
{' Up': -0.051779844, ' up': -3.0222273, ' Down': -6.7691984, 'Up': -8.563151, 'up': -8.628488}
{' Down': -0.29206875, ' down': -1.383366, 'down': -6.2707596, 'Down': -7.455967, ' "': -10.626982}
{' Up': -0.34231505, ' Down': -1.3114066, ' down': -4.4080667, ' up': -5.0693903, ' "': -6.761501}
{' Down': -0.064176425, ' down': -2.8463666, ' Up': -6.21483, 'Down': -7.0116496, 'down': -7.032253}
{' Up': -0.015782425, ' up': -4.209281, 'Up': -8.075793, ' Down': -8.700923, ' UP': -8.788121}
{' Down': -0.08114728, ' down': -2.5771532, 'down': -6.967696, 'Down': -7.0189543, ' "': -9.786168}
{' Up': -0.6338167, ' Down': -1.8334188, ' down': -1.870036, ' up': -1.8704042, ' "': -7.3735414}
{' down': -0.68302035, ' Down': -0.810191, ' Up': -3.4887662, ' up': -4.022429, 'down': -6.75045}
{' up': -0.37531504, ' Up': -1.1654284, 'up': -7.6173477, ' down': -8.115044, 'Up': -8.805706}
{' down': -0.19989014, ' Down': -1.7216454, 'down': -6.1583037, 'Down': -8.386356, ' "': -10.76939}
{' Up': -0.020450775, ' up': -4.0932374, ' Down': -6.092901, 'Up': -7.571579, ' UP': -8.331718}
{' Down': -0.06318773, ' down': -2.9318209, ' Up': -5.4234834, 'Down': -6.319941, 'down': -6.5834756}
{' Up': -0.009964072, ' up': -4.717176, 'Up': -7.52301, ' UP': -8.433896, 'up': -8.790974}
{' Down': -0.12667854, ' down': -2.1709747, 'down': -5.924822, 'Down': -6.1504345, ' DOWN': -9.907436}
{' Up': -0.025724813, ' Down': -4.082962, ' up': -4.8745346, ' down': -7.523874, ' "': -8.293764}
{' Down': -0.047204353, ' down': -3.126033, ' Up': -6.415395, 'down': -8.369073, 'Down': -8.370154}
{' Up': -0.04279249, ' up': -3.1824753, ' Down': -9.047357, 'Up': -9.050841, ' UP': -9.491517}
{' Down': -0.25307062, ' down': -1.5031813, 'down': -7.114898, 'Down': -8.162911, ' "': -10.2659}
{' down': -0.8762165, ' Up': -1.4268662, ' Down': -1.4583279, ' up': -2.3464103, 'down': -4.9113955}
{' Down': -0.6807928, ' down': -0.86110026, ' Up': -3.2141771, ' up': -4.2063394, 'down': -4.6089163}
{' Up': -0.56711173, ' up': -0.8590659, 'up': -5.410192, 'Up': -5.9512763, ' down': -7.207372}
{' down': -0.24019533, ' Down': -1.6079112, 'down': -4.490037, 'Down': -6.3625574, ' ': -8.41804}
{' Down': -0.84356093, ' down': -1.2351378, ' Up': -1.4811343, ' up': -2.9772623, 'down': -7.793382}
{' Down': -0.8980403, ' down': -1.3513006, ' Up': -1.3775648, ' up': -2.5135052, 'down': -8.090156}
{' Up': -0.79239297, ' up': -1.2486786, ' down': -2.0170271, ' Down': -2.0622962, 'down': -9.918558}
{' down': -0.66338766, ' Down': -0.7451824, ' Up': -4.9226747, ' up': -5.9620113, 'down': -8.228027}
{' Down': -0.7510887, ' Up': -0.9426723, ' down': -2.233852, ' up': -3.4835792, 'Down': -8.075301}
{' Up': -0.57187307, ' Down': -1.4479525, ' down': -2.2488787, ' up': -2.362448, 'down': -8.013264}
{' Down': -0.92128134, ' Up': -1.0718455, ' down': -1.7061571, ' up': -2.558229, 'down': -8.079738}
{' Down': -0.5347499, ' down': -1.2050017, ' Up': -2.311878, ' up': -4.229126, 'down': -7.5719333}
{' Down': -0.48955932, ' down': -1.3772051, ' Up': -2.1093998, ' up': -4.4483604, 'down': -7.03412}
{' Up': -0.07361211, ' up': -2.9415433, ' Down': -4.2356224, ' down': -5.7253776, 'Up': -8.338078}
{' Up': -0.25615174, ' Down': -2.3110054, ' up': -2.3748994, ' down': -3.4038014, 'down': -8.766073}
{' Down': -0.51689065, ' down': -1.1461136, ' Up': -2.5998242, ' up': -4.615506, 'down': -7.0318265}
{' down': -0.7377268, ' up': -1.3293273, ' Up': -1.8471247, ' Down': -2.3124473, 'down': -8.277449}
{' up': -1.0445341, ' down': -1.1747696, ' Up': -1.4048703, ' Down': -2.3707573, 'down': -8.471681}
{' up': -0.6320113, ' down': -1.2206631, ' Up': -2.033611, ' Down': -3.1665533, 'down': -8.405136}
{' down': -0.24045905, ' Down': -1.9991966, ' up': -3.0045314, ' Up': -3.5705123, 'down': -7.7269354}
{' Down': -0.24470147, ' Up': -2.1828442, ' down': -2.3202, ' up': -5.5765204, 'Down': -6.520347}
{' Up': -0.07300147, ' Down': -3.1184704, ' up': -3.84654, ' down': -5.4931097, 'Up': -7.7408915}
{' Up': -0.1719255, ' Down': -2.2207687, ' up': -3.4004774, ' down': -4.176738, 'Up': -8.147425}
{' Down': -0.23419796, ' down': -1.6503012, ' Up': -4.286812, 'Down': -6.726337, 'down': -6.8015723}
{' Down': -0.54782456, ' down': -1.4196222, ' Up': -1.8192841, ' up': -4.0761123, 'down': -7.6466684}
{' Up': -0.088611715, ' up': -2.605421, ' Down': -4.7991257, ' down': -6.038482, 'up': -9.028158}
{' Up': -0.74513096, ' Down': -0.9866661, ' down': -2.3273168, ' up': -2.9107, 'down': -8.276615}
{' Up': -0.5041577, ' Down': -1.2958313, ' down': -2.539308, ' up': -3.1455588, 'down': -8.813935}
{' up': -0.74534005, ' Up': -1.1931111, ' down': -1.6951482, ' Down': -3.3570879, 'down': -6.7340636}
{' up': -0.88401806, ' down': -0.8973734, ' Up': -2.0876942, ' Down': -2.996008, 'down': -5.868137}
{' up': -0.33426836, ' Up': -1.8968865, ' down': -2.1272447, ' Down': -4.450556, 'up': -6.360275}
{' down': -0.16314524, ' up': -2.777399, ' Down': -2.8036134, ' Up': -3.8441527, 'down': -5.244402}
{' Up': -0.29900515, ' up': -1.4736382, ' Down': -4.013889, ' down': -4.57151, 'up': -7.8888283}
{' Down': -0.66884303, ' down': -0.71942794, 'down': -7.8405194, 'Down': -8.329602, ' DOWN': -10.948096}
{' Up': -0.28092775, ' up': -1.41045, ' Down': -7.993631, ' down': -8.241039, ' UP': -8.946021}
{' Down': -0.2992611, ' down': -1.3544464, 'down': -8.088612, 'Down': -8.490098, ' DOWN': -11.101754}
{' Up': -0.25787497, ' up': -2.2226634, ' Down': -2.4689612, ' down': -3.470741, 'up': -6.8007708}
{' Down': -0.26754087, ' down': -1.4632939, 'down': -6.1983385, 'Down': -6.7559075, ' Up': -10.623109}
