{' !': -0.0001226242, '!': -9.049479, ' @': -12.556361, ' ': -13.919071, '!.': -14.5979395}
{' @': -0.6906344, ' #': -0.69815314, '@': -7.231547, '#': -8.431194, ' ': -8.769779}
{' $': -0.09226824, ' #': -2.4474661, '$': -6.67428, ' $$': -8.825418, ' ': -9.831085}
{' $': -0.20063168, ' #': -1.712051, '$': -7.0633307, ' $$': -8.528892, ' ': -9.666079}
{' !': -0.0024777516, ' $': -6.318386, '!': -7.389971, ' ': -10.457765, ' 3': -12.201478}
{' !': -0.005787381, ' $': -5.2576337, '!': -7.710535, ' 3': -10.051007, ' ': -10.167591}
{' @': -0.016592521, ' $': -4.1775823, '@': -7.214134, ' ': -9.083452, ' @@': -9.257781}
{' @': -0.026036948, ' $': -3.6968036, '@': -7.664903, ' ': -8.955062, ' @@': -9.134634}
{' #': -0.0013338423, ' $': -6.739813, '#': -9.347937, ' ': -10.584465, '\n': -11.57853}
{' #': -0.0013476864, ' $': -6.732838, '#': -9.36047, ' ': -10.280065, '\n': -11.710605}
{' !': -5.693833e-05, '!': -10.398612, ' @': -10.871071, ' ': -12.022168, ' !!': -14.614531}
{' !': -4.048565e-05, '!': -10.357317, ' ': -12.11218, ' @': -13.245211, ' !!': -14.214386}
{' !': -0.00048477546, ' #': -7.735784, '!': -10.068277, ' ': -12.58131, ' !!': -14.55473}
{' !': -0.0013356323, ' #': -6.645733, '!': -10.448534, ' ': -12.508878, ' !!': -14.196644}
{' !': -0.00042508479, ' $': -7.970091, '!': -9.579899, ' ': -12.239847, '$': -12.914491}
{' !': -0.0005314086, ' $': -7.6603694, '!': -9.9097185, ' ': -12.375349, '$': -12.514487}
{' @': -0.0034003465, ' !': -6.227481, '@': -6.7617373, ' ': -8.467483, ' @@': -11.286116}
{' @': -0.004967348, ' !': -5.6777496, '@': -6.6585884, ' ': -8.5641, ' @@': -10.710624}
{' @': -0.011827062, ' #': -4.5981345, '@': -6.513974, ' ': -9.056193, ' @@': -9.971062}
{' @': -0.028509274, ' #': -3.6290894, '@': -6.695242, ' @@': -8.682148, ' ': -9.170496}
{' @': -0.00580177, ' $': -5.7102556, '@': -6.136733, ' ': -8.919158, ' @@': -9.345213}
{' @': -0.014566468, ' $': -4.4261284, '@': -6.2686076, ' @@': -8.461063, ' ': -8.690273}
{' #': -0.0004368883, ' !': -7.87236, '#': -10.175282, ' ': -11.212352, '  ': -14.053313}
{' #': -0.00031787396, ' !': -8.182522, '#': -10.509457, ' ': -11.685714, ' "#': -14.812465}
{' #': -0.000549242, ' @': -7.738944, '#': -9.567304, ' ': -10.5356, '  ': -12.843922}
{' #': -0.00084813, ' @': -7.200074, '#': -9.71897, ' ': -10.503842, '\n': -12.970084}
{' #': -0.0009290248, ' $': -7.085449, '#': -10.044233, ' ': -10.841725, '#$': -11.62337}
{' #': -0.002395356, ' $': -6.0867586, '#': -10.041162, ' ': -10.4176035, '#$': -11.099503}
{' $': -0.05825294, ' !': -2.8895593, '$': -7.7853866, '$.': -8.70751, ' ': -9.13073}
{' $': -0.0773352, ' !': -2.6113338, '$': -7.768691, ' ': -9.042931, ' $$': -9.094861}
{' $': -0.0019096627, ' @': -6.9894447, ' $$': -8.2024, ' ': -8.640287, '$': -8.776855}
{' $': -0.008652541, ' @': -4.9697747, ' $$': -7.4002366, '$': -8.178499, ' ': -8.195645}
{' $': -0.011198368, ' #': -4.570238, ' $$': -8.403294, '$': -8.80858, ' ': -8.897075}
{' $': -0.038068812, ' #': -3.3148518, ' $$': -8.130039, ' ': -8.318104, '$': -8.632686}
{' !': -3.8577375e-05, '!': -10.355545, ' ': -12.217288, ' @': -14.34772, ' !!': -14.79139}
{' !': -5.0140625e-05, '!': -10.075096, ' ': -11.942063, ' !!': -14.475061, '  ': -15.247112}
{' !': -5.7413286e-05, '!': -9.93702, ' ': -12.373274, ' #': -12.804349, '!.': -14.508798}
{' !': -4.7875652e-05, '!': -10.014648, ' ': -13.119318, ' !!': -14.915443, '!.': -15.7854395}
{' !': -5.3363005e-05, '!': -10.059361, ' $': -12.182479, ' ': -12.537725, '!.': -13.929277}
{' !': -6.921402e-05, '!': -9.993769, ' $': -11.391876, ' ': -11.619301, '!.': -14.458107}
{' @': -0.0011135691, '@': -6.937249, ' ': -9.194831, ' @@': -11.389976, ' !': -11.706933}
{' @': -0.0009747258, '@': -7.15048, ' ': -9.011852, ' @@': -10.48052, ' !': -11.377492}
{' @': -0.0019805515, '@': -6.5423765, ' #': -7.746831, ' ': -9.602264, ' @@': -10.815552}
{' @': -0.0017248502, '@': -6.6903806, ' #': -7.9886036, ' ': -9.531616, ' @@': -9.923201}
{' @': -0.0023938017, '@': -6.200445, ' $': -8.628229, ' ': -9.395876, ' @@': -9.708574}
{' @': -0.0036303343, '@': -6.261503, ' $': -6.690329, ' @@': -8.2510395, ' ': -8.937483}
{' #': -3.8457234e-05, '#': -10.784903, ' ': -11.543302, ' !': -12.210524, ' "#': -14.54323}
{' #': -3.6670972e-05, '#': -10.870514, ' ': -11.589366, ' !': -12.109573, ' "#': -14.597114}
{' #': -6.051553e-05, '#': -10.186635, ' ': -11.210627, ' @': -12.244775, '  ': -13.895841}
{' #': -0.0001015252, '#': -10.180954, ' @': -10.19278, ' ': -10.849276, '\n': -13.304509}
{' #': -8.6025255e-05, ' $': -10.375174, '#': -10.440046, ' ': -11.076458, '\n': -12.813471}
{' #': -0.00018987012, ' $': -8.95367, '#': -10.437436, ' ': -10.973508, '\n': -12.698037}
{' $': -0.0009564099, '$.': -8.058122, '$': -8.117109, ' $\\': -8.877404, ' ': -9.544102}
{' $': -0.0014656343, '$': -7.6580644, ' !': -7.78007, '$.': -8.556167, ' $\\': -9.091611}
{' $': -0.00072035525, ' $\\': -8.8217745, '$': -8.838819, ' ': -8.854491, '$.': -9.186767}
{' $': -0.0012438417, ' @': -8.297106, ' ': -8.32445, '$': -8.608078, ' $$': -8.692755}
{' $': -0.0007648529, '$': -8.550358, ' #': -8.850695, ' $\\': -8.986677, ' $$': -9.181515}
{' $': -0.0017918454, ' #': -6.920796, ' $$': -8.384472, '$': -8.449516, ' ': -8.726611}
{' @': -0.0023488724, '@': -6.1307607, ' ': -9.128328, ' @@': -10.908959, '\n': -11.936977}
{' @': -0.0030046718, '@': -5.8827477, ' ': -8.962435, ' @@': -10.874451, ' !': -10.967647}
{' #': -0.0001878445, '#': -8.791421, ' ': -10.973139, '               ': -12.579936, '\n': -13.025611}
{' #': -0.00015160035, '#': -8.964692, ' ': -11.121016, '\n': -13.348136, '               ': -13.643116}
{' $': -0.0025487407, '$': -6.2294917, ' $\\': -7.920013, ' $$': -9.141775, '$,': -10.387084}
{' $': -0.0032807363, '$': -5.927429, ' $$': -8.247117, ' $\\': -8.448608, '$,': -10.037673}
{' !': -0.00026158962, '!': -8.697233, ' @': -9.521145, ' ': -11.707016, ' !!': -12.409804}
{' !': -0.00026552632, ' @': -8.939762, '!': -9.061836, ' ': -11.65791, ' !!': -12.541309}
{' #': -0.00029545708, '#': -8.913958, ' @': -8.92446, ' ': -11.604734, '\n': -12.390581}
{' #': -0.0003137007, ' @': -8.488403, '#': -9.397935, ' ': -11.340729, ' ##': -12.720769}
{' $': -0.002137936, '$': -6.5788813, ' @': -8.34043, ' $$': -8.424626, ' $\\': -8.630598}
{' $': -0.0022400226, '$': -6.7361493, ' @': -7.5732102, ' $$': -8.147517, ' $\\': -8.840067}
{' !': -0.00075417483, ' #': -7.2938633, '!': -9.767661, ' ': -11.780194, ' !!': -12.6200695}
{' !': -0.0016255016, ' #': -6.4850564, '!': -9.488396, ' ': -11.908539, ' !!': -12.001467}
{' @': -0.015747651, ' #': -4.3862805, '@': -5.8773594, ' ': -8.4915695, ' @@': -10.170233}
{' @': -0.043894857, ' #': -3.218873, '@': -6.008509, ' ': -8.257087, ' @@': -9.529695}
{' $': -0.0056833127, ' #': -5.6357164, '$': -6.506583, ' $$': -8.166375, ' $\\': -8.883492}
{' $': -0.024221778, ' #': -3.8346887, '$': -6.3352227, ' $$': -8.252625, ' $\\': -9.2612}
{' !': -0.00023977255, '!': -8.632577, ' $': -10.583629, '!.': -10.8800955, ' ': -11.896021}
{' !': -0.0006900547, ' $': -7.9198647, '!': -8.292024, '!.': -10.461538, '!,': -10.692378}
{' @': -0.0028305354, '@': -6.324608, ' $': -7.679932, ' ': -8.275847, ' @@': -8.731443}
{' @': -0.005407484, ' $': -5.967041, '@': -6.1814265, ' ': -8.008224, ' @@': -8.467516}
{' #': -0.0002311867, ' $': -9.2341385, '#': -10.0287895, ' ': -10.4273815, '               ': -11.643939}
{' #': -0.00037720232, ' $': -8.291272, '#': -10.233228, ' ': -10.261727, '                ': -11.8350725}
{' @': -0.0026792, '@': -6.00278, ' ': -8.851493, ' @@': -10.979626, '\n': -11.71413}
{' @': -0.0032901245, '@': -5.780622, ' ': -8.879887, ' @@': -11.160477, '\n': -11.465356}
{' #': -0.00017425283, '#': -8.866615, ' ': -10.935934, '\n': -12.874249, '               ': -13.013369}
{' #': -0.00012596205, '#': -9.173462, ' ': -11.087459, '\n': -13.459941, '               ': -13.927762}
{' $': -0.0022602158, '$': -6.3304095, ' $\\': -8.046862, ' $$': -9.502627, ' ': -10.702477}
{' $': -0.002951166, '$': -5.9762197, ' $$': -8.71978, ' $\\': -8.756765, ' ': -10.426642}
{' !': -0.0001635231, '!': -9.030549, ' @': -10.637589, ' ': -11.668188, '!,': -12.535552}
{' !': -0.00021491051, '!': -8.951457, ' @': -9.614438, ' ': -11.529988, ' !!': -12.83587}
{' #': -0.000306306, '#': -8.79613, ' @': -9.030862, ' ': -10.982796, '\n': -12.170604}
{' #': -0.00030606854, ' @': -8.727683, '#': -9.088806, ' ': -10.96778, '\n': -12.339733}
{' $': -0.0013399285, '$': -6.9151793, ' $$': -8.942266, ' $\\': -9.056985, ' ': -10.728759}
{' $': -0.0025947543, '$': -6.1818357, ' $$': -8.668957, ' @': -9.04634, ' $\\': -9.234756}
{' !': -6.933416e-05, '!': -9.879579, ' #': -11.770034, ' ': -12.380072, ' !!': -12.940421}
{' !': -0.00012417485, '!': -9.772341, ' #': -9.902158, ' ': -11.98585, ' !!': -12.370476}
{' @': -0.006566023, ' #': -5.595618, '@': -6.0171185, ' ': -8.285147, ' @@': -9.897924}
{' @': -0.022002261, ' #': -4.042884, '@': -5.582261, ' ': -8.128909, ' @@': -9.872035}
{' $': -0.0030638603, '$': -6.5847573, ' #': -6.8560295, ' $$': -8.039869, ' $\\': -9.104255}
{' $': -0.0034526186, '$': -6.4436784, ' #': -6.5647836, ' $$': -8.412668, ' $\\': -9.42079}
{' !': -0.00011058788, '!': -9.281424, '!.': -11.865345, ' ': -12.297567, ' !!': -12.708634}
{' !': -0.00020298682, '!': -8.798047, ' $': -10.868138, '!.': -11.2563505, ' ': -11.508677}
{' @': -0.003042936, '@': -5.9992414, ' ': -8.240374, ' $': -8.914923, ' @@': -9.583004}
{' @': -0.003853255, '@': -5.883129, ' $': -7.473963, ' ': -8.127251, ' @@': -9.379191}
{' #': -0.00025062053, '#': -9.417383, ' $': -9.551961, ' ': -9.929175, '\n': -11.4464855}
{' #': -0.00025825272, ' $': -9.003277, '#': -9.782581, ' ': -10.026064, '\n': -11.652901}
{' !': -0.00011702421, '!': -9.20405, ' ': -11.700043, ' @': -12.18735, '!.': -13.225372}
{' !': -0.00014063035, '!': -9.040502, ' @': -11.447981, ' ': -11.645131, '!.': -13.4078}
{' !': -0.0014458749, ' #': -6.699699, '!': -8.519924, ' ': -11.758852, '!.': -12.785417}
{' !': -0.002112249, ' #': -6.295905, '!': -8.285277, ' ': -11.885234, '#': -12.650746}
{' !': -0.0016972669, ' $': -6.5379443, '!': -8.445207, ' ': -11.178989, '$': -11.296899}
{' !': -0.001704611, ' $': -6.546162, '!': -8.366714, '$': -11.095041, ' ': -11.21831}
{' @': -0.07177406, ' !': -2.70719, '@': -6.1200356, ' ': -8.292774, '!': -10.632813}
{' @': -0.09939552, ' !': -2.3827035, '@': -6.2217426, ' ': -8.329999, '!': -10.444515}
{' @': -0.031819433, ' #': -3.631631, '@': -5.434371, ' ': -7.9607587, '@#': -9.764447}
{' @': -0.047683414, ' #': -3.1652064, '@': -5.5636516, ' ': -7.94744, '@#': -9.332549}
{' @': -0.0064604925, '@': -5.763487, ' $': -5.7809734, ' ': -8.919722, '\n': -10.851489}
{' @': -0.010542116, ' $': -4.9394665, '@': -5.776523, ' ': -8.920922, '\n': -10.6473675}
{' #': -0.06987863, ' !': -2.701146, '#': -8.123875, ' ': -10.206219, '!': -10.9103985}
{' #': -0.06295322, ' !': -2.80219, '#': -8.271609, ' ': -9.933896, '!': -10.956582}
{' #': -0.0010948947, ' @': -7.069124, '#': -8.901129, ' ': -9.411945, '  ': -11.940049}
{' #': -0.0010554508, ' @': -7.029326, '#': -9.361725, ' ': -9.667786, '\n': -12.234377}
{' #': -0.0017340452, ' $': -6.432535, '#': -9.648664, ' ': -10.474294, '#$': -11.091222}
{' #': -0.0018470793, ' $': -6.373238, '#': -9.597685, ' ': -10.228879, '#$': -11.034968}
{' $': -0.348929, ' !': -1.2264696, '$': -7.810143, '$,': -8.402735, ' ': -8.589007}
{' $': -0.21280354, ' !': -1.6580532, '$': -7.6914816, '$,': -8.47351, ' ': -8.484921}
{' $': -0.004978311, ' @': -5.644606, '$.': -7.377857, ' ': -7.80107, '$': -9.051995}
{' $': -0.005720058, ' @': -5.400713, '$.': -7.9169626, ' ': -7.979716, '$': -8.462536}
{' $': -0.049059868, ' #': -3.063815, ' ': -7.930822, '$': -8.257334, '$.': -8.517869}
{' $': -0.04008885, ' #': -3.2699163, ' ': -7.915748, '$,': -8.144226, '$': -8.168781}
{' !': -0.00014015351, '!': -9.160094, ' @': -10.756797, ' ': -11.452817, '!.': -13.154583}
{' !': -0.00015791749, '!': -8.917006, ' ': -11.421412, ' @': -11.501567, '!.': -13.402529}
{' !': -0.0028203137, ' #': -5.981326, '!': -8.21025, ' ': -11.480364, '#': -12.581743}
{' !': -0.0028698698, ' #': -5.9699297, '!': -8.136239, ' ': -11.60032, '#': -12.357342}
{' !': -0.0017813944, ' $': -6.4770613, '!': -8.462138, ' ': -11.318036, '$': -11.440859}
{' !': -0.0012089905, ' $': -6.90813, '!': -8.610902, ' ': -11.461852, '$': -11.539477}
{' @': -0.051324215, ' !': -3.0549667, '@': -5.9586177, ' ': -8.3085575, '!': -10.979344}
{' @': -0.043611087, ' !': -3.2177997, '@': -6.0744805, ' ': -8.25405, '!': -11.082719}
{' @': -0.027201882, ' #': -3.8407602, '@': -5.311366, ' ': -8.062892, '@#': -10.111044}
{' @': -0.030100588, ' #': -3.679291, '@': -5.516566, ' ': -8.207119, '@#': -9.789958}
{' @': -0.0058559077, '@': -5.558426, ' $': -6.3429832, ' ': -8.842519, '\n': -10.605391}
{' @': -0.0071051847, ' $': -5.57423, '@': -5.778702, ' ': -9.022368, '\n': -10.743949}
{' #': -0.035104, ' !': -3.377433, '#': -8.108486, ' ': -10.207018, '!': -11.502205}
{' #': -0.03345139, ' !': -3.4239788, '#': -8.291952, ' ': -10.061445, '!': -11.424862}
{' #': -0.000962376, ' @': -7.22135, '#': -8.9590435, ' ': -9.430657, '  ': -11.988648}
{' #': -0.0008429984, ' @': -7.315609, '#': -9.245397, ' ': -9.655207, '  ': -12.403003}
{' #': -0.0007742779, ' $': -7.297027, '#': -9.9407835, ' ': -10.535852, '#$': -11.829862}
{' #': -0.0008582684, ' $': -7.180181, '#': -9.944947, ' ': -10.5513935, '#$': -11.61064}
{' $': -0.13467197, ' !': -2.0808084, '$': -7.8719273, '$.': -7.920581, ' ': -8.825741}
{' $': -0.079941325, ' !': -2.5814328, '$': -7.8744025, '$,': -8.320344, ' ': -8.465185}
{' $': -0.0036247706, ' @': -6.1725965, '$.': -6.9940057, ' ': -8.144189, '$': -9.10508}
{' $': -0.0048498274, ' @': -5.7044287, '$.': -7.277375, ' ': -7.968105, '$': -8.412259}
{' $': -0.024352895, ' #': -3.7810342, '$.': -7.631334, ' ': -8.270029, '$': -8.292916}
{' $': -0.029965157, ' #': -3.5791385, '$.': -7.5883393, ' ': -7.973567, '$,': -8.036585}
{' @': -0.049726505, ' !': -3.1117725, '@': -5.5881805, ' ': -8.609601, '  ': -11.458668}
{' @': -0.33940646, ' !': -1.2540812, '@': -6.110135, ' ': -8.723403, '!': -9.9074955}
{' #': -0.011814821, ' !': -4.480145, '#': -7.8710146, ' ': -10.805463, '!': -13.003218}
{' #': -0.032673102, ' !': -3.4621792, '#': -7.20632, ' ': -10.545644, '!': -11.806276}
{' $': -0.02231848, ' !': -4.0957246, '$': -5.2727666, '$,': -9.100474, ' ': -9.809555}
{' $': -0.14133984, ' !': -2.0973258, '$': -4.747066, ' ': -9.164767, '$,': -9.379354}
{' !': -0.013678849, ' @': -4.342155, '!': -7.6193914, '@': -9.556176, ' ': -11.83402}
{' !': -0.021194289, ' @': -3.8974435, '!': -7.5035477, '@': -9.1375675, ' ': -11.351245}
{' #': -0.06906847, ' @': -2.7199855, '@': -7.875858, '#': -8.411689, ' ': -9.248468}
{' #': -0.087897725, ' @': -2.486316, '@': -7.7080503, '#': -8.278628, ' ': -9.164546}
{' $': -0.12703928, ' @': -2.1422942, '$': -6.8358645, '@': -7.5962124, '$,': -9.512957}
{' $': -0.08995737, ' @': -2.478801, '$': -6.647641, '@': -7.8200407, ' ': -8.90684}
{' !': -0.086316146, ' #': -2.4968116, '!': -8.135927, '#': -10.168271, ' ': -11.887844}
{' !': -0.12958938, ' #': -2.1104853, '!': -8.161596, '#': -9.913113, ' ': -10.962592}
{' @': -0.35110602, ' #': -1.2378782, '@': -5.2283626, ' ': -8.246528, '@#': -8.522534}
{' #': -0.5841782, ' @': -0.8224976, '@': -6.046344, ' ': -8.260898, '@#': -8.474235}
{' $': -0.233243, ' #': -1.5735807, '$': -7.710601, '#$': -9.792592, ' $(': -9.794844}
{' #': -0.61634594, ' $': -0.777805, '$': -8.000848, '#$': -9.295775, ' ': -9.731617}
{' !': -0.055784322, ' $': -2.9311886, '!': -7.186016, '$': -9.479479, '!.': -10.544365}
{' !': -0.10783863, ' $': -2.2931776, '!': -6.9620767, '$': -8.443655, ' ': -10.030594}
{' @': -0.100022055, ' $': -2.385058, '@': -6.1637564, ' ': -7.7743278, ' $$': -9.162046}
{' @': -0.18929152, ' $': -1.7734532, '@': -6.504633, ' ': -7.6226425, '$': -8.734809}
{' #': -0.039683383, ' $': -3.2582252, '#$': -8.98001, '#': -9.19668, ' ': -9.463952}
{' #': -0.08782432, ' $': -2.4818387, ' ': -9.050161, '#$': -9.154745, '#': -9.410597}
{' @': -0.31088468, ' !': -1.334532, '@': -5.6167545, ' ': -8.57875, '!': -10.065065}
{' !': -0.5177489, ' @': -0.91162205, '@': -6.2221985, ' ': -8.768334, '!': -9.219627}
{' #': -0.013408479, ' !': -4.3497443, '#': -7.9044986, ' ': -10.523092, '!': -13.106387}
{' #': -0.05058874, ' !': -3.0194452, '#': -7.7106338, ' ': -10.135954, '!': -11.76199}
{' $': -0.021880288, ' !': -4.085667, '$': -5.436811, '$,': -8.250952, ' ': -9.354835}
{' $': -0.15431203, ' !': -2.0045812, '$': -4.845175, ' ': -8.910075, '$,': -9.224373}
{' !': -0.10112858, ' @': -2.349965, '!': -7.803914, '@': -7.9350853, ' ': -10.536637}
{' !': -0.050225154, ' @': -3.0311627, '!': -7.6639733, '@': -8.4277115, ' ': -10.666107}
{' #': -0.20754081, ' @': -1.6828595, '@': -6.9356747, '#': -8.423908, ' ': -8.770684}
{' #': -0.27749404, ' @': -1.4264312, '@': -6.4995856, '@#': -8.523162, ' ': -8.5584135}
{' $': -0.24637184, ' @': -1.5320487, '$': -6.868362, '@': -7.049543, ' ': -9.168964}
{' $': -0.58297724, ' @': -0.82655716, '@': -6.038532, '$': -6.5667033, ' ': -8.742847}
{' !': -0.04539941, ' #': -3.122649, '!': -8.096287, '#': -10.894022, ' ': -11.479624}
{' !': -0.058855038, ' #': -2.867235, '!': -8.293103, '#': -10.86167, ' ': -10.907025}
{' @': -0.4349063, ' #': -1.0576385, '@': -5.417677, ' ': -7.665861, '@#': -8.580076}
{' #': -0.57534677, ' @': -0.8334531, '@': -6.1120477, ' ': -8.078825, '#': -8.66332}
{' $': -0.13666551, ' #': -2.062281, '$': -7.9887543, '$,': -9.645837, ' $(': -10.11685}
{' $': -0.3441563, ' #': -1.2360498, '$': -7.7936454, '$,': -9.718044, ' ': -9.844923}
{' !': -0.020629833, ' $': -3.9390924, '!': -7.13468, '$': -9.739087, '!.': -10.328203}
{' !': -0.04543353, ' $': -3.1409898, '!': -6.9431195, '$': -8.963295, ' ': -10.14833}
{' @': -0.03825743, ' $': -3.392492, '@': -5.7743826, ' ': -7.797088, ' @@': -9.5727215}
{' @': -0.12664567, ' $': -2.1514182, '@': -6.3625, ' ': -7.7929215, '$': -8.908933}
{' #': -0.037589435, ' $': -3.311746, '#': -9.067122, ' ': -9.218612, '#$': -9.4777155}
{' #': -0.09032609, ' $': -2.4552038, ' ': -8.811516, '#': -9.313036, '#$': -9.461659}
{' !': -0.004177733, '!': -5.9694104, ' @': -6.859963, ' ': -7.975151, ' !!': -9.743394}
{' !': -0.0034135636, '!': -6.1664, ' @': -6.8759184, ' ': -8.843718, ' !!': -10.116179}
{' !': -0.34774032, ' #': -1.2298527, '!': -7.4902806, '#': -7.717429, ' ': -8.313533}
{' !': -0.47484532, ' #': -0.97557014, '#': -7.8819747, '!': -8.116175, ' ': -8.429999}
{' !': -0.06368539, ' $': -2.8526354, '!': -6.353865, '$': -6.4899583, ' ': -8.306535}
{' !': -0.061983358, ' $': -2.8797953, '!': -6.301977, '$': -6.5136895, ' ': -8.387856}
{' @': -0.024677126, ' !': -4.0334983, '@': -5.1350093, ' ': -7.6468763, '\n': -9.51331}
{' @': -0.05812722, ' !': -2.9798782, '@': -5.286956, ' ': -8.072076, '!': -9.334227}
{' @': -0.10135752, ' #': -2.4003248, '@': -5.4443903, ' ': -7.4153223, '\n': -8.289147}
{' @': -0.20851018, ' #': -1.6960245, '@': -5.64374, ' ': -7.757319, '@#': -8.235578}
{' @': -0.022490187, ' $': -4.2948785, '@': -4.9098763, ' ': -7.9620757, '\n': -8.273685}
{' @': -0.048295032, ' $': -3.2612143, '@': -4.9169874, ' ': -8.057478, '\n': -8.177375}
{' #': -0.033627056, ' !': -3.428965, '#': -7.860962, ' ': -8.955601, '!': -10.002563}
{' #': -0.021431508, ' !': -3.8775964, '#': -7.964871, ' ': -9.420065, '!': -10.7355795}
{' #': -0.0007118858, ' @': -8.023392, '#': -8.737429, ' ': -9.119666, '\n': -10.230154}
{' #': -0.0008856516, ' @': -7.600185, '#': -8.73118, ' ': -9.146814, '\n': -9.930373}
{' #': -0.0017576907, ' $': -6.658656, '\n': -9.052181, ' ': -9.215702, '#': -9.238809}
{' #': -0.0018427793, ' $': -6.536045, '#': -8.910058, ' ': -9.4396925, '\n': -9.48855}
{' $': -0.44707286, ' !': -1.0558432, '$': -5.3679156, ' w': -6.070274, ' ': -6.502928}
{' $': -0.37185243, ' !': -1.1987262, '$': -5.357471, ' ': -6.8707495, '!': -7.138154}
{' $': -0.019012667, ' @': -4.8574185, '$': -5.906651, '$.': -6.0207353, '$,': -6.296614}
{' $': -0.022216577, ' @': -4.3418345, '$.': -5.830795, '$': -6.097845, '$,': -6.785045}
{' $': -0.40918654, ' #': -1.1188023, ' ': -6.074458, '$': -6.3280325, '$,': -6.927504}
{' $': -0.5595507, ' #': -0.8584952, ' ': -6.8188505, '$': -6.943509, '$,': -7.322791}
{' !': -0.005023716, '!': -5.561761, ' ': -7.3030024, ' @': -8.958104, '  ': -9.226834}
{' !': -0.0035805632, '!': -5.945395, ' ': -7.6586123, ' @': -8.343632, ' !!': -9.778608}
{' !': -0.07135866, ' #': -2.715655, '!': -6.455464, ' ': -7.3530154, '#': -8.874496}
{' !': -0.057772513, ' #': -2.9085164, '!': -7.155095, ' ': -7.820215, '#': -9.293701}
{' !': -0.017420802, ' $': -4.288539, '!': -6.0465703, '$': -7.839327, ' ': -7.9401402}
{' !': -0.013101223, ' $': -4.64731, '!': -6.037172, ' ': -8.034121, '$': -8.195312}
{' @': -0.020403933, ' !': -4.5504503, '@': -4.76929, ' ': -7.4327836, '\n': -8.984005}
{' @': -0.014735644, '@': -4.959811, ' !': -4.9854593, ' ': -7.819372, '\n': -8.998242}
{' @': -0.07183266, ' #': -2.8067608, '@': -5.034477, ' ': -6.82727, '\n': -7.7020316}
{' @': -0.069774576, ' #': -2.782026, '@': -5.5213695, ' ': -7.3397117, '\n': -8.204768}
{' @': -0.020714961, '@': -4.6373568, ' $': -4.673991, ' ': -7.711571, '\n': -7.902008}
{' @': -0.019035935, ' $': -4.538155, '@': -4.966244, ' ': -8.035699, '\n': -8.094529}
{' #': -0.00392404, ' !': -5.7006006, '#': -8.243861, ' ': -8.756229, '  ': -10.135594}
{' #': -0.0033206232, ' !': -5.858131, '#': -8.34775, ' ': -9.169393, '  ': -10.472966}
{' #': -0.0006261147, ' ': -8.605585, '#': -8.7231865, ' @': -9.265664, '\n': -9.386481}
{' #': -0.00047785952, ' ': -8.842468, '#': -8.913066, '\n': -9.657201, ' @': -10.057018}
