{' Right': -0.041503377, ' right': -3.2299895, 'Right': -7.226049, 'right': -8.495124, ' ': -10.113856}
{' Right': -0.4297827, ' right': -1.5279176, 'Right': -2.3923488, 'right': -3.2332969, ' ': -6.845661}
{' Left': -0.5232597, ' left': -1.2157397, 'Left': -2.5225046, 'left': -3.5145411, ' ': -7.321455}
{' Right': -0.5091304, ' right': -1.1289043, 'Right': -3.0653837, 'right': -3.6159244, ' ': -6.6877775}
{' left': -0.7381146, ' Left': -0.7813656, 'Left': -3.2684088, 'left': -3.664117, ' ': -7.776833}
{' Left': -0.42557484, ' left': -1.2601123, 'Left': -3.1193862, 'left': -4.0065894, ' ': -7.575759}
{' Right': -0.24524617, ' right': -2.0626614, 'Right': -2.6526196, 'right': -3.9786139, ' ': -7.086854}
{' Left': -0.5307744, ' left': -1.1242269, 'Left': -3.3466673, 'left': -3.897512, ' Right': -3.9870348}
{' Right': -0.45081264, ' right': -1.3103936, 'Right': -2.9107103, 'right': -3.3253374, ' ': -6.53768}
{' Left': -0.6820034, ' left': -1.1957382, ' Right': -3.011635, 'Left': -3.0482183, 'left': -3.168625}
{' Right': -0.7155223, ' right': -1.1321769, 'right': -2.2936454, 'Right': -2.4619708, ' ': -6.3973455}
{' Left': -0.6808656, ' left': -0.9401125, 'Left': -2.9221585, 'left': -3.0354302, ' ': -7.128331}
{' Right': -0.6904595, ' right': -1.1764271, 'Right': -2.203254, 'right': -2.5698254, ' ': -6.4374313}
{' Right': -0.2415209, ' right': -2.1041193, 'Right': -2.6197388, 'right': -4.00569, ' ': -7.1097016}
{' Left': -0.5092174, ' left': -1.0947218, 'Left': -3.1360674, 'left': -3.896306, ' ': -7.6334014}
{' Right': -0.32105544, ' right': -1.7416983, 'Right': -2.6984205, 'right': -3.46901, ' ': -7.3893323}
{' Left': -0.41307384, ' left': -1.3927417, 'Left': -2.6880448, 'left': -3.8553364, ' ': -7.527073}
{' Right': -0.4571633, ' right': -1.9345077, ' Left': -2.2573953, 'Right': -3.023455, ' left': -3.4592957}
{' Left': -0.3889783, ' left': -1.4465135, 'Left': -3.5038118, ' Right': -3.691953, 'left': -3.9550717}
{' Left': -0.37365478, ' left': -1.3420862, 'Left': -3.5805771, 'left': -3.9165394, ' Right': -6.572339}
{' Right': -0.52960104, ' right': -1.3904219, ' Left': -2.9964702, 'Right': -3.200799, 'right': -3.3761318}
{' Right': -0.57470685, ' right': -1.1910533, 'Right': -2.5563486, 'right': -2.916828, ' ': -6.8790946}
{' Left': -0.60204726, ' left': -1.0828707, 'Left': -2.5866416, 'left': -3.2765086, ' ': -7.656687}
{' Right': -0.5807334, ' right': -1.0215981, 'Right': -3.1699953, 'right': -3.4356508, ' left': -6.174368}
{' Left': -0.74091417, ' left': -0.7622651, 'Left': -3.43591, 'left': -3.7279348, ' ': -7.86872}
{' Left': -0.506644, ' left': -1.0450579, 'Left': -3.5379589, 'left': -4.1362653, ' ': -7.4575143}
{' Right': -0.24085324, ' right': -1.9041318, 'Right': -3.0026135, 'right': -4.248734, ' ': -7.1613646}
{' Right': -0.8578964, ' Left': -1.5004574, ' right': -1.8573642, ' left': -1.9995953, 'Right': -3.7068744}
{' Right': -0.53081363, ' right': -1.3010962, 'Right': -3.1372168, ' Left': -3.3947985, 'right': -3.4088137}
{' Left': -0.7487692, ' left': -1.1483682, 'Left': -2.7829413, 'left': -2.926698, ' Right': -3.197812}
{' Right': -0.8251948, ' right': -1.0416598, 'right': -2.0778499, 'Right': -2.526996, ' ': -6.0853305}
{' left': -0.6303133, ' Left': -1.0077261, 'left': -2.9089732, 'Left': -3.061784, ' ': -6.9946756}
{' Right': -0.7881493, ' right': -1.0138783, 'Right': -2.3993478, 'right': -2.41923, ' ': -6.4721465}
{' Right': -0.24973905, ' right': -2.0870938, 'Right': -2.593012, 'right': -3.901083, ' ': -6.8052583}
{' Left': -0.4794123, ' left': -1.1663058, 'Left': -3.0508442, 'left': -3.8564453, ' ': -7.264462}
{' Right': -0.34932715, ' right': -1.6128997, 'Right': -2.8050137, 'right': -3.3902433, ' ': -6.957657}
{' Left': -0.4647498, ' left': -1.2516265, 'Left': -2.7950184, 'left': -3.761043, ' ': -7.1516204}
{' Right': -0.53010416, ' right': -1.405232, ' Left': -2.9548533, 'Right': -3.090279, 'right': -3.281645}
{' Left': -0.5461689, ' left': -1.2081658, ' Right': -3.0932097, 'Left': -3.7807744, ' right': -3.7956154}
{' Left': -0.49536568, ' left': -1.0783697, 'Left': -3.6809201, 'left': -3.752911, ' Right': -7.165501}
{' Right': -0.5957565, ' right': -1.0638695, 'right': -3.122772, 'Right': -3.2947178, ' Left': -4.5666327}
{' Right': -0.6351142, ' right': -1.0660721, 'Right': -2.7047303, 'right': -2.8571181, ' ': -6.8379617}
{' Left': -0.56815964, ' left': -1.1536089, 'Left': -2.5083108, 'left': -3.3247898, ' ': -7.718613}
{' Right': -0.6235862, ' right': -0.9604031, 'Right': -3.2300754, 'right': -3.3754, ' left': -5.943597}
{' Left': -0.6620935, ' left': -0.8517355, 'Left': -3.3747075, 'left': -3.7795005, ' ': -7.760143}
{' Right': -0.97524774, ' Left': -1.5390028, ' right': -1.7363333, ' left': -1.8396505, 'Right': -3.635854}
{' Right': -0.36863136, ' right': -1.6103381, 'Right': -3.033199, 'right': -3.7862682, ' Left': -3.8300188}
{' Right': -0.33883458, ' right': -1.4908196, 'Right': -3.2733207, 'right': -3.9414687, ' Left': -6.296658}
{' Left': -0.4914548, ' left': -1.0615784, 'Left': -3.8125567, 'left': -4.168752, ' Right': -5.9524455}
{' Left': -0.7148662, ' left': -1.2265526, 'Left': -2.6406417, 'left': -2.8705761, ' Right': -3.275594}
{' Right': -0.7930735, ' right': -1.1513765, 'right': -2.0183065, 'Right': -2.3680437, ' ': -5.956845}
{' left': -0.7944769, ' Left': -0.8491568, 'left': -2.817041, 'Left': -2.8282619, ' ': -6.7672253}
{' Right': -0.85830444, ' right': -0.99690205, 'right': -2.2544684, 'Right': -2.3110843, ' ': -6.371015}
{' Right': -0.2198004, ' right': -2.2291732, 'Right': -2.6730568, 'right': -3.9858925, ' ': -6.921508}
{' Left': -0.44402742, ' left': -1.2367483, 'Left': -3.0698857, 'left': -3.8661902, ' ': -7.4213953}
{' Right': -0.37722015, ' right': -1.5520496, 'Right': -2.7815533, 'right': -3.2496834, ' ': -6.8366528}
{' Left': -0.38194203, ' left': -1.4165412, 'Left': -2.9441311, 'left': -3.9488823, ' Right': -6.6454554}
{' Right': -0.57310146, ' right': -1.1597751, 'Right': -2.6898196, 'right': -2.9289553, ' ': -6.9230886}
{' Left': -0.54204637, ' left': -1.1856983, 'Left': -2.5317583, 'left': -3.4145799, ' ': -7.8014436}
{' Right': -0.6201041, ' right': -0.96568894, 'Right': -3.2866364, 'right': -3.399275, ' left': -5.4752903}
{' Left': -0.6299885, ' left': -0.9000309, 'Left': -3.294276, 'left': -3.758435, ' ': -7.9140453}
{' left': -0.7698173, ' Left': -0.9336452, ' Right': -2.9464757, ' right': -3.2250214, 'left': -3.8002186}
{' Right': -0.48097867, ' right': -1.2121398, 'Right': -3.0012538, 'right': -3.5847728, ' ': -6.105124}
{' left': -0.9748391, ' Left': -1.0024481, ' Right': -2.157443, ' right': -2.5071154, 'left': -3.884156}
{' Right': -0.6811111, ' right': -0.88150096, 'right': -3.2482688, 'Right': -3.366904, ' ': -6.1966515}
{' Left': -0.71629685, ' left': -1.1349123, 'Left': -2.2616367, 'left': -2.6773336, ' Right': -5.12924}
{' Right': -0.76401186, ' right': -1.2662606, 'right': -2.0012002, 'Right': -2.1711981, ' ': -6.203488}
{' left': -0.7270154, ' Left': -0.9718427, 'Left': -2.6339006, 'left': -2.7304962, ' ': -6.8832173}
{' right': -0.84949046, ' Right': -1.0689843, 'right': -2.0358286, 'Right': -2.3459446, ' ': -6.530515}
{' Right': -0.21761432, ' right': -2.2375667, 'Right': -2.6846724, 'right': -4.0238543, ' ': -6.5986457}
{' Left': -0.35690296, ' left': -1.4764861, 'Left': -3.0507927, 'left': -3.8674314, ' Right': -6.5185432}
{' Right': -0.33658752, ' right': -1.6381887, 'Right': -2.9189239, 'right': -3.346248, ' ': -6.5642776}
{' Left': -0.35497665, ' left': -1.5091573, 'Left': -2.943199, 'left': -3.913065, ' Right': -5.9998684}
{' Right': -0.60081756, ' right': -1.0584898, 'Right': -2.9588268, 'right': -2.966706, ' ': -6.9324574}
{' Left': -0.5437182, ' left': -1.1387976, 'Left': -2.695879, 'left': -3.4708385, ' ': -7.5749717}
{' Right': -0.5501901, ' right': -1.073515, 'Right': -3.226141, 'right': -3.418129, ' Left': -5.7926445}
{' Left': -0.6952421, ' left': -0.8171122, 'Left': -3.4068604, 'left': -3.6636603, ' ': -7.635898}
{' Right': -1.3898273, ' left': -1.3966215, ' right': -1.4445282, ' Left': -1.6810184, 'right': -3.4537823}
{' Right': -0.5481246, ' right': -1.1283953, 'Right': -3.0847323, 'right': -3.4237537, ' Left': -4.859198}
{' Right': -1.1930768, ' Left': -1.4444426, ' left': -1.5781649, ' right': -1.6949881, 'right': -3.930418}
{' Right': -0.72761333, ' right': -0.8803978, 'right': -3.0513399, 'Right': -3.474798, ' left': -4.611534}
{' Left': -0.7086757, ' left': -1.0968307, 'Left': -2.4566443, 'left': -2.687672, ' Right': -4.983734}
{' Right': -0.7977118, ' right': -1.2594008, 'right': -1.9096903, 'Right': -2.172067, ' ': -5.96334}
{' left': -0.6768501, ' Left': -1.0313613, 'left': -2.6806362, 'Left': -2.7356193, ' ': -6.491311}
{' right': -0.8690521, ' Right': -1.0535805, 'right': -2.0063279, 'Right': -2.3596907, ' ': -6.3651423}
{' Right': -0.22400741, ' right': -2.347224, 'Right': -2.4947057, 'right': -3.8867002, ' ': -6.8161936}
{' Left': -0.3880457, ' left': -1.4044166, 'Left': -2.9580796, 'left': -3.7573447, ' ': -7.427647}
{' Right': -0.2862479, ' right': -1.908978, 'Right': -2.7315392, 'right': -3.3717084, ' ': -7.0264683}
{' Left': -0.38914075, ' left': -1.4888378, 'Left': -2.6603217, 'left': -3.677383, ' ': -7.124567}
{' Right': -0.5429629, ' right': -1.1771505, 'Right': -2.85416, 'right': -2.9689312, ' ': -6.5638556}
{' Left': -0.58111095, ' left': -1.040391, 'Left': -2.8886783, 'left': -3.482068, ' ': -7.250836}
{' Right': -0.64412373, ' right': -0.9455668, 'Right': -3.2212205, 'right': -3.2482877, ' left': -5.908173}
{' Left': -0.6711507, ' left': -0.84468883, 'Left': -3.4535356, 'left': -3.6143804, ' ': -7.551041}
{' Right': -0.8038025, ' right': -0.8500518, 'right': -3.0005608, 'Right': -3.4442806, ' left': -3.8503551}
{' Right': -0.6244123, ' right': -0.9846704, 'Right': -3.2283666, 'right': -3.4738138, ' left': -4.8170147}
{' Right': -0.51014894, ' right': -1.1031169, 'Right': -3.3965564, 'right': -3.5937917, ' Left': -6.1265273}
{' left': -1.0978036, ' Left': -1.2378163, ' Right': -1.7761196, ' right': -1.895392, 'right': -4.0394554}
{' Left': -0.71042204, ' left': -1.1779742, 'Left': -2.4652896, 'left': -2.6511416, ' Right': -4.055431}
{' Right': -0.78011864, ' right': -1.2552049, 'right': -1.8981299, 'Right': -2.2769659, ' ': -6.1872435}
{' left': -0.6891907, ' Left': -1.0271537, 'left': -2.609183, 'Left': -2.739798, ' ': -6.5430994}
{' right': -0.8564129, ' Right': -1.0633831, 'right': -2.0125008, 'Right': -2.3715975, ' ': -6.40193}
{' Right': -0.25867313, 'Right': -2.4778693, ' right': -2.5676694, ' Left': -3.3825247, 'right': -3.8329108}
{' Left': -0.64361465, ' Right': -1.4109905, ' left': -2.3449144, 'Left': -3.2750096, ' right': -3.290984}
{' Right': -0.31042475, ' right': -1.8064823, 'Right': -2.8033829, 'right': -3.3199937, ' Left': -6.0600452}
{' Left': -0.34092122, ' left': -1.670553, 'Left': -2.7623746, 'left': -3.863401, ' Right': -4.6602855}
{' Right': -0.65711564, ' right': -0.9510915, 'right': -2.9874892, 'Right': -3.1523817, ' ': -6.465217}
{' Left': -0.5262327, ' left': -1.1063393, 'Left': -2.992459, 'left': -3.6203752, ' ': -7.246346}
{' Right': -0.78178346, ' right': -0.79878366, 'right': -3.010585, 'Right': -3.358186, ' left': -5.6761255}
{' left': -0.7292549, ' Left': -0.7678292, 'Left': -3.6206696, 'left': -3.6412685, ' ': -7.422889}
{' Right': -0.6632854, ' right': -1.1727746, 'right': -2.8037844, 'Right': -3.1490507, ' Left': -3.4277332}
{' Right': -0.6139586, ' right': -1.1616138, 'right': -3.0781307, 'Right': -3.127617, ' Left': -3.6455195}
{' Right': -0.561748, ' right': -1.1280111, 'Right': -3.1926339, 'right': -3.230367, ' Left': -4.4814925}
{' Left': -0.60051966, ' left': -1.0117689, ' Right': -3.6112442, 'left': -3.8539221, 'Left': -3.8824792}
{' Left': -0.870667, ' left': -0.8864731, 'Left': -2.651127, 'left': -2.7011778, ' Right': -4.484076}
{' Right': -0.8911843, ' right': -1.1145042, 'right': -1.8167232, 'Right': -2.388308, ' Left': -6.090606}
{' left': -0.5787885, ' Left': -1.1427268, 'left': -2.7246072, 'Left': -2.9288404, ' ': -6.7608323}
{' right': -0.703355, ' Right': -1.27028, 'right': -1.9126579, 'Right': -2.6099255, ' ': -6.4161186}
{' Right': -0.19838741, ' right': -2.5972693, 'Right': -2.646828, 'right': -4.0132565, ' Left': -4.4031105}
{' Left': -0.28979632, ' left': -1.7835592, 'Left': -2.9677403, 'left': -3.9872983, ' Right': -4.7639837}
{' Right': -0.27286652, ' right': -1.8869966, 'Right': -2.8999074, 'right': -3.540677, ' ': -6.442612}
{' Left': -0.30942938, ' left': -1.7449268, 'Left': -2.8787174, 'left': -4.04422, ' Right': -4.510971}
{' Right': -0.5954791, ' right': -1.0112602, 'right': -3.1614828, 'Right': -3.2095423, ' ': -6.503261}
{' Left': -0.49242175, ' left': -1.1435143, 'Left': -3.0919163, 'left': -3.7910056, ' Right': -7.078868}
{' Right': -0.76360327, ' right': -0.863144, 'right': -3.1026993, 'Right': -3.3566933, ' left': -4.169504}
{' Left': -0.644169, ' left': -0.85409945, 'Left': -3.5937366, 'left': -3.8633673, ' ': -7.3895288}
{' Left': -0.85173064, ' left': -0.89539754, 'Left': -2.6961691, 'left': -2.7370148, ' Right': -4.4675236}
{' Right': -0.8598276, ' right': -1.0292021, 'right': -1.9768053, 'Right': -2.5885224, ' ': -6.208339}
{' left': -0.5967891, ' Left': -1.0792893, 'left': -2.8488872, 'Left': -2.9884117, ' ': -6.8430424}
{' right': -0.69535065, ' Right': -1.2054253, 'right': -2.0363445, 'Right': -2.6862752, ' ': -6.4834385}
{' Right': -0.21308763, ' right': -2.3576055, 'Right': -2.6787553, 'right': -3.8646855, ' Left': -5.4280148}
{' Left': -0.30239838, ' left': -1.6854817, 'Left': -2.9596362, 'left': -3.9252543, ' Right': -6.2419333}
{' Right': -0.29304403, ' right': -1.7970533, 'Right': -2.9154365, 'right': -3.4444053, ' ': -6.600119}
{' Left': -0.3466696, ' left': -1.558614, 'Left': -2.9148703, 'left': -3.8954766, ' Right': -5.5299907}
{' Right': -0.4570301, ' right': -1.2725686, 'Right': -3.1134825, 'right': -3.2034023, ' ': -6.773492}
{' Left': -0.5119944, ' left': -1.1246768, 'Left': -3.0157518, 'left': -3.6827075, ' ': -7.3216825}
{' Right': -0.6735373, ' right': -0.9275142, 'right': -3.147311, 'Right': -3.2305365, ' left': -5.272603}
{' Left': -0.5489994, ' left': -1.0056567, 'Left': -3.3980918, 'left': -3.7908702, ' ': -7.4977436}
{' Left': -0.7931429, ' left': -0.9283816, 'Left': -2.7522972, 'left': -2.8078697, ' Right': -4.611796}
{' Right': -0.83491254, ' right': -1.1462032, 'right': -1.891227, 'Right': -2.3813221, ' ': -6.0682893}
{' left': -0.65288705, ' Left': -1.0191667, 'left': -2.8057325, 'Left': -2.8722513, ' ': -6.6819186}
{' right': -0.7367184, ' Right': -1.106578, 'right': -2.1325924, 'Right': -2.6766007, ' ': -6.3152847}
{' Right': -0.20789267, ' right': -2.297002, 'Right': -2.7813923, 'right': -3.8796625, ' Left': -6.078341}
{' Left': -0.3147754, ' left': -1.6062164, 'Left': -3.0732534, 'left': -3.9393785, ' Right': -6.329452}
{' Right': -0.33680162, ' right': -1.6081715, 'Right': -3.0474815, 'right': -3.330904, ' ': -6.565035}
{' Left': -0.38155106, ' left': -1.4707617, 'Left': -2.963237, 'left': -3.7889168, ' Right': -4.9409323}
{' Right': -0.672147, ' right': -0.9266789, 'right': -3.0237074, 'Right': -3.310855, ' Left': -5.746696}
{' Left': -0.674065, ' left': -0.9709017, 'Left': -3.1133022, 'left': -3.4783325, ' Right': -3.943083}
{' right': -0.69986886, ' Right': -0.9034765, 'right': -3.0007892, 'Right': -3.4930224, ' left': -4.635404}
{' Left': -0.6893691, ' left': -0.8087386, 'Left': -3.5814226, 'left': -3.7246552, ' ': -7.511226}
{' Left': -0.84038424, ' left': -0.8717734, 'left': -2.852435, 'Left': -2.883057, ' Right': -4.2979207}
{' Right': -0.80946153, ' right': -1.0728854, 'right': -1.991005, 'Right': -2.6333008, ' ': -6.433454}
{' left': -0.66585433, ' Left': -0.94128317, 'left': -3.0340414, 'Left': -3.0626588, ' ': -6.9680257}
{' right': -0.63047415, ' Right': -1.2254677, 'right': -2.1467686, 'Right': -2.9084435, ' ': -6.6000814}
{' Right': -0.18598665, ' right': -2.606271, 'Right': -2.7975874, 'right': -4.1046877, ' Left': -4.279603}
{' Left': -0.49921972, ' left': -1.863281, ' Right': -2.024618, 'Left': -3.404554, ' right': -3.5099368}
{' Right': -0.4153315, ' right': -1.4764869, 'Right': -3.0847137, 'right': -3.1171365, ' Left': -4.4077797}
{' Left': -0.5914085, ' left': -1.5652835, ' Right': -2.189164, ' right': -3.1580107, 'Left': -3.239228}
{' Right': -0.70117193, ' right': -0.89315987, 'right': -2.932531, 'Right': -3.306793, ' Left': -6.5041327}
{' Left': -0.59619606, ' left': -1.0915059, 'Left': -3.2373457, ' Right': -3.5847347, 'left': -3.6733253}
{' right': -0.7511008, ' Right': -0.856293, 'right': -2.848011, 'Right': -3.4097693, ' left': -5.1023426}
{' left': -0.699499, ' Left': -0.81624967, 'left': -3.4568117, 'Left': -3.543949, ' ': -7.590244}
{' left': -0.76462203, ' Left': -0.9192375, 'left': -2.9458275, 'Left': -3.0704272, ' right': -4.2130756}
{' Right': -0.8315628, ' right': -1.0142391, 'right': -2.0112407, 'Right': -2.764346, ' Left': -6.4392195}
{' left': -0.62829936, ' Left': -0.97270936, 'left': -3.0799267, 'Left': -3.183574, ' ': -7.078369}
{' right': -0.6105649, ' Right': -1.2226617, 'right': -2.2006721, 'Right': -3.0109785, ' ': -6.6309752}
{' Right': -0.2606737, ' right': -2.2566948, 'Right': -2.9022293, ' Left': -3.3752918, 'right': -3.667156}
{' Right': -0.9157684, ' Left': -1.002217, ' left': -2.5417335, ' right': -2.5806472, 'Right': -3.617915}
{' Right': -0.42167583, ' right': -1.4304668, 'right': -3.1468818, 'Right': -3.1974459, ' Left': -4.4240465}
{' Left': -0.5176066, ' left': -1.6123713, ' Right': -2.3369427, 'Left': -3.3082466, ' right': -3.3872316}
{' Left': -0.79560256, ' left': -1.3117007, ' Right': -1.9764766, ' right': -2.5217452, 'Left': -3.8555658}
{' Right': -0.6676151, ' right': -1.2808735, ' Left': -2.5900242, ' left': -2.9573052, 'Right': -3.2795117}
{' right': -0.77787894, ' Right': -0.965421, 'right': -2.9782038, ' left': -3.079633, 'Right': -3.5514004}
{' Left': -0.5803382, ' left': -0.96091336, 'Left': -3.6233237, 'left': -3.8140821, ' Right': -5.38996}
{' left': -0.7863016, ' Left': -0.9288493, 'left': -2.8551185, 'Left': -3.0095396, ' right': -4.0472956}
{' Right': -0.8947051, ' right': -0.96156335, 'right': -1.9450363, 'Right': -2.7935965, ' Left': -6.5331225}
{' left': -0.61820143, ' Left': -1.0088017, 'left': -2.9691076, 'Left': -3.1210225, ' ': -7.1768327}
{' right': -0.56974685, ' Right': -1.3463316, 'right': -2.088042, 'Right': -3.0370395, ' ': -6.7885275}
{' Right': -0.22236426, ' right': -2.2999609, 'Right': -2.656534, 'right': -3.711868, ' Left': -6.2651}
{' Left': -0.2970111, ' left': -1.6877676, 'Left': -2.9912746, 'left': -3.941054, ' ': -6.7070675}
{' Right': -0.26498762, ' right': -1.9414632, 'Right': -2.8853679, 'right': -3.457931, ' ': -6.5593624}
{' Left': -0.34233764, ' left': -1.5910693, 'Left': -2.8075588, 'left': -3.7993703, ' ': -6.587018}
{' Right': -0.53823173, ' right': -1.0604963, 'right': -3.3013408, 'Right': -3.4784229, ' ': -6.6562295}
{' Left': -0.49953166, ' left': -1.1114948, 'Left': -3.2958858, 'left': -3.7609682, ' Right': -6.208613}
{' right': -0.6982032, ' Right': -0.86603457, 'right': -3.09888, 'Right': -3.8258045, ' left': -4.794614}
{' Left': -0.66618174, ' left': -0.8272631, 'Left': -3.7108152, 'left': -3.7244935, ' ': -7.822983}
{' Left': -0.78437304, ' left': -0.9230965, 'Left': -2.8655517, 'left': -2.9363427, ' Right': -4.2196374}
{' Right': -0.7794655, ' right': -1.0587758, 'right': -2.0684154, 'Right': -2.7351463, ' ': -6.489466}
{' left': -0.68278396, ' Left': -0.9133709, 'left': -3.0390708, 'Left': -3.1061773, ' ': -7.1413007}
{' right': -0.6496309, ' Right': -1.2226348, 'right': -2.0907397, 'Right': -2.8597996, ' ': -6.684759}
{' Right': -0.30077797, ' right': -2.1494927, 'Right': -2.5162988, 'right': -3.2933717, ' Left': -4.038115}
{' Right': -0.9740073, ' Left': -1.0481879, ' left': -2.5456245, ' right': -2.5649843, 'Right': -3.2003922}
