{' Up': -0.1780345, ' up': -1.8195369, ' UP': -7.5168424, 'Up': -8.332804, 'up': -9.8074875}
{' down': -0.24727985, ' Down': -2.1044555, 'down': -2.4913538, 'Down': -4.3597655, ' ': -7.1740465}
{' up': -0.5002062, ' Up': -1.0856193, 'up': -3.5721133, 'Up': -3.7826138, ' ': -6.1160865}
{' Down': -0.3929341, ' down': -1.1475041, ' Up': -5.3249483, ' up': -6.9112196, 'Down': -7.380304}
{' Down': -0.69147676, ' Up': -1.0461938, ' down': -2.258297, ' up': -3.186979, '\n': -7.5689325}
{' Up': -0.17397566, ' up': -1.891526, ' Down': -5.151215, ' down': -6.3036656, '\n': -8.047248}
{' Down': -0.5858749, ' down': -0.81996757, 'down': -6.4659142, 'Down': -6.963932, '\n': -8.884839}
{' Down': -0.18339595, ' down': -1.8190237, 'Down': -5.909176, 'down': -6.4984818, ' Up': -7.47565}
{' Down': -0.38417533, ' Up': -1.3336612, ' down': -3.1276617, ' up': -4.8258276, 'Down': -6.3542647}
{' Up': -0.050504416, ' up': -3.0831203, ' Down': -6.6716647, 'Up': -6.9375353, ' UP': -7.703719}
{' Down': -0.22170399, ' down': -1.6448606, 'Down': -5.760556, 'down': -6.088855, ' DOWN': -8.82121}
{' Down': -0.18447436, ' down': -1.819608, 'Down': -5.7154756, 'down': -6.3865633, ' Up': -7.549775}
{' Down': -0.30904302, ' Up': -1.5429028, ' down': -3.17504, ' up': -5.4588823, 'Down': -5.885928}
{' Up': -0.09195101, ' up': -3.0016952, ' Down': -3.5137992, ' down': -5.288141, 'Up': -6.8436637}
{' Down': -0.2827314, ' down': -1.4291605, 'Down': -5.7185054, 'down': -5.889716, ' ': -8.267036}
{' Down': -0.5965842, ' down': -0.8163738, 'Down': -5.882242, 'down': -6.0617003, ' Up': -6.863699}
{' Up': -0.35373497, ' Down': -1.8675156, ' up': -2.3777733, ' down': -3.0670376, ' ': -6.9082694}
{' Up': -0.25439748, ' up': -1.5094482, 'Up': -6.640897, 'up': -7.031535, ' UP': -7.9510508}
{' down': -0.65625995, ' Down': -0.7490086, 'down': -5.3869596, 'Down': -5.7516694, ' ': -8.219895}
{' Down': -0.3209636, ' down': -1.4087187, ' Up': -4.1811852, 'Down': -5.362675, ' ': -5.736101}
{' Down': -0.16263168, ' down': -1.9710633, 'Down': -5.1759696, 'down': -5.8450217, ' ': -7.2031927}
{' Up': -0.09245704, ' up': -2.5019722, 'Up': -5.9144015, 'up': -6.556438, ' UP': -7.1910353}
{' Down': -0.47546974, ' down': -1.0105479, 'down': -4.919937, 'Down': -5.122158, ' ': -7.7098465}
{' Up': -0.5016515, ' Down': -1.0367334, ' down': -3.7242525, ' up': -4.367164, ' ': -7.122114}
{' Down': -0.047343265, ' down': -3.1396036, 'Down': -6.3202634, 'down': -7.161074, ' Up': -9.1714}
{' Up': -0.009591856, ' up': -4.774141, 'Up': -7.4470115, ' UP': -8.317382, 'up': -9.153175}
{' Down': -0.091872856, ' down': -2.4739053, 'Down': -6.228897, 'down': -6.63561, ' ': -9.365368}
{' Down': -0.7522384, ' down': -0.7653114, 'down': -3.448907, 'Down': -3.6034555, ' ': -5.839862}
{' Up': -0.2516757, ' up': -1.7838659, 'Up': -4.0019574, ' Down': -4.247786, 'up': -4.7653036}
{' Up': -0.6730584, ' up': -1.1375932, ' Down': -2.8884149, ' down': -2.9398181, 'up': -3.907359}
{' down': -0.6006931, ' Down': -0.9699196, 'down': -3.1353247, 'Down': -3.7330842, ' ': -5.6998897}
{' Up': -0.43650758, ' up': -1.4888357, ' down': -2.6717486, ' Down': -2.8530803, '\n': -8.129803}
{' down': -0.38336527, ' Down': -1.1483343, 'down': -7.0858793, 'Down': -7.968587, '\n': -10.301463}
{' down': -0.19998689, ' Down': -1.740249, ' up': -6.42608, ' Up': -6.4814196, 'down': -6.5264487}
{' down': -0.33187878, ' Down': -1.2714616, 'down': -6.5003924, 'Down': -7.9576607, '\n': -10.001465}
{' Up': -0.4699112, ' Down': -1.1439013, ' down': -3.4924388, ' up': -3.7242026, 'Down': -7.2709613}
{' Down': -0.13985486, ' down': -2.0539382, 'Down': -6.5277443, 'down': -7.269785, ' DOWN': -10.097393}
{' Down': -0.35367927, ' down': -1.2423873, ' Up': -5.305876, 'Down': -6.338247, 'down': -6.56735}
{' Down': -0.13922198, ' down': -2.190148, ' Up': -4.2676454, 'Down': -6.286854, 'down': -6.843123}
{' Up': -0.40291247, ' Down': -1.1895164, ' down': -4.167309, ' up': -4.6218762, 'Down': -7.147921}
{' Down': -0.07205247, ' down': -2.7085557, 'Down': -6.133286, 'down': -7.4605026, ' DOWN': -9.832697}
{' Down': -0.18305147, ' down': -1.814073, 'Down': -6.06746, 'down': -6.9171834, ' Up': -7.5224276}
{' Down': -0.09285554, ' down': -2.4918804, ' Up': -6.068538, 'Down': -6.075235, 'down': -6.9942493}
{' Up': -0.41597202, ' up': -1.7518257, ' Down': -2.4191287, ' down': -2.5837004, 'up': -7.661215}
{' down': -0.5613506, ' Down': -0.852141, 'down': -6.472407, 'Down': -6.6033516, ' ': -9.59739}
{' down': -0.14020447, ' Down': -2.0738418, 'down': -6.058844, ' up': -6.8980203, 'Down': -7.2815366}
{' down': -0.40083078, ' Down': -1.1280646, 'down': -6.035724, ' Up': -6.3857136, 'Down': -6.760062}
{' Up': -0.63619995, ' Down': -1.1454468, ' down': -2.2619228, ' up': -3.1800041, ' ': -6.248504}
{' Down': -0.35682863, ' down': -1.2231159, 'Down': -5.7653556, 'down': -6.030351, ' ': -8.883767}
{' down': -0.69459784, ' Down': -0.709088, 'down': -5.3765607, 'Down': -5.784489, ' ': -7.8779793}
{' Down': -0.46458438, ' down': -1.035366, ' Up': -5.040706, 'down': -5.373852, 'Down': -5.630258}
{' Down': -0.7029194, ' Up': -0.78155184, ' down': -3.3831694, ' up': -4.550362, 'Down': -6.8957176}
{' Down': -0.063333265, ' down': -2.8285062, 'Down': -6.543619, 'down': -7.246637, ' ': -9.89039}
{' Down': -0.23574528, ' down': -1.5875481, 'down': -6.303389, ' Up': -6.4051023, 'Down': -6.4165936}
{' Down': -0.19188069, ' down': -1.7688956, 'down': -6.1171465, 'Down': -6.4170675, ' DOWN': -9.676511}
{' down': -0.5145108, ' Down': -1.6673504, ' up': -2.2197092, ' Up': -2.840074, 'down': -3.6371684}
{' down': -0.3975929, ' up': -2.0925047, ' Down': -2.205517, ' Up': -2.9967003, 'down': -3.5991404}
{' down': -0.3222778, ' Down': -1.6258742, 'down': -2.9565568, 'Down': -4.3716664, ' up': -4.917954}
{' up': -0.8055024, ' Up': -1.2451599, ' down': -1.8494841, ' Down': -2.6254718, 'up': -4.550191}
{' down': -0.2657833, ' Down': -1.4675921, 'down': -6.6383114, 'Down': -7.305282, '\n': -7.5069404}
{' Up': -0.47212574, ' up': -0.9821374, ' UP': -7.704223, 'Up': -7.7446647, '\n': -7.825156}
{' down': -0.18749763, ' Down': -1.7979808, 'down': -6.031686, '\n': -6.9534326, 'Down': -7.2606153}
{' up': -0.55698955, ' Up': -0.8569334, ' UP': -6.888885, '\n': -7.5868163, 'Up': -7.615663}
{' down': -0.27049193, ' Down': -1.479133, 'down': -5.248674, 'Down': -6.1993246, '\n': -6.9272695}
{' Up': -0.30126533, ' up': -1.3636471, 'Up': -6.719573, '\n': -6.7940702, 'up': -6.872504}
{' down': -0.44478732, ' Down': -1.0518812, 'down': -5.1348658, 'Down': -5.9610853, '\n': -7.3604364}
{' Up': -0.47624487, ' up': -0.98859876, 'Up': -6.153786, 'up': -6.3613896, '\n': -6.442662}
{' down': -0.39218837, ' Down': -1.1492094, 'down': -5.3770304, 'Down': -6.220468, ' ': -7.7600083}
{' Up': -0.14526124, ' up': -2.0275834, 'Up': -6.6171937, ' UP': -7.053155, 'up': -7.5691957}
{' down': -0.38672355, ' Down': -1.1633294, 'down': -5.3042345, 'Down': -6.146182, ' DOWN': -7.5810328}
{' Up': -0.5564295, ' up': -0.8635563, ' UP': -6.3786044, 'Up': -6.4257836, 'up': -6.961899}
{' down': -0.20797066, ' Down': -1.7170247, 'down': -5.561051, 'Down': -6.2857575, '\n': -6.3914557}
{' Up': -0.48178613, ' up': -0.9819006, '\n': -5.695527, 'Up': -6.454524, 'up': -6.937206}
{' down': -0.2773522, ' Down': -1.4695634, 'down': -5.0384703, 'Down': -5.9099526, '\n': -6.200703}
{' up': -0.62176585, ' Up': -0.7880695, '\n': -6.0019135, 'Up': -6.228564, 'up': -6.39944}
{' down': -0.5056677, ' Down': -0.9465741, 'down': -5.2867856, 'Down': -5.7864842, ' ': -7.815315}
{' Up': -0.16327226, ' up': -1.9254087, 'Up': -6.0068407, 'up': -6.9272585, ' UP': -7.2020984}
{' Down': -0.6240352, ' down': -0.79020345, 'down': -5.28155, 'Down': -5.386494, ' DOWN': -7.9671836}
{' Up': -0.30220684, ' up': -1.3659924, 'Up': -5.9413824, ' UP': -6.4628663, 'up': -7.133006}
{' Down': -0.64610875, ' down': -0.75647366, 'down': -5.868664, 'Down': -6.4998283, ' Even': -7.0445576}
{' Up': -0.11171565, ' up': -2.2705083, 'Up': -7.4001307, ' e': -7.617954, 'up': -7.9091706}
{' Down': -0.66050625, ' down': -0.7562093, 'down': -5.3507032, ' Up': -5.8733754, 'Down': -6.2221804}
{' Up': -0.36469662, ' up': -1.1955148, ' UP': -7.086172, 'Up': -7.092514, 'up': -7.263667}
{' down': -0.20113583, 'down': -2.163229, ' Down': -2.8812315, 'Down': -4.6589737, ' ': -6.62013}
{' up': -0.5826312, ' Up': -0.9812251, 'up': -3.1161525, 'Up': -4.0231733, ' ': -5.859343}
{' down': -0.21025762, 'down': -2.1911726, ' Down': -2.7131681, 'Down': -4.56775, ' ': -7.270881}
{' up': -0.41832376, ' Up': -1.2833637, 'up': -3.2951455, 'Up': -3.724663, ' ': -6.30181}
{' Down': -0.54046434, ' down': -0.9706669, ' Up': -3.5375233, ' up': -4.929449, 'down': -7.2718086}
{' Down': -0.2822572, ' down': -1.5071737, ' Up': -3.9839, ' up': -5.6007667, 'Down': -7.2048125}
{' Up': -0.16977935, ' up': -1.8635546, 'Up': -8.300545, ' UP': -8.647869, 'up': -8.693123}
{' Down': -0.39088255, ' down': -1.1352731, 'down': -6.837703, 'Down': -7.1040587, ' ': -9.072139}
{' Down': -0.15393507, ' down': -1.984034, 'Down': -6.0059996, 'down': -6.5824337, ' Up': -7.3181577}
{' Up': -0.25207457, ' Down': -1.6458142, ' up': -4.075031, ' down': -4.535247, ' ': -7.5485616}
{' Up': -0.057228, ' up': -3.0271358, ' Down': -5.353046, 'Up': -7.0615745, ' down': -7.431408}
{' Down': -0.20885268, ' down': -1.7008799, 'Down': -5.8733063, 'down': -6.2013264, ' Up': -7.7298594}
{' Down': -0.18682685, ' down': -1.8119489, 'Down': -5.662819, 'down': -6.3348446, ' Up': -7.144285}
{' Down': -0.33643872, ' Up': -1.557464, ' down': -2.7806275, ' up': -5.0051436, 'Down': -5.9332495}
{' Up': -0.101409025, ' up': -2.7704287, ' Down': -3.7037802, ' down': -5.215678, 'Up': -6.720324}
{' Down': -0.3391078, ' down': -1.2749275, 'Down': -5.5876484, 'down': -5.63821, ' ': -8.075332}
{' Down': -0.6085408, ' down': -0.7989514, 'down': -6.229733, 'Down': -6.371142, ' Up': -6.678508}
{' Up': -0.15284687, ' up': -2.245729, ' Down': -3.6892219, ' down': -4.781324, ' ': -7.263373}
{' Up': -0.35524148, ' up': -1.2200754, 'Up': -6.9044466, 'up': -6.9498262, ' ': -7.6853933}
{' down': -0.48735344, ' Down': -0.973159, 'down': -5.300147, 'Down': -6.2001657, ' ': -7.874646}
{' Down': -0.25074178, ' down': -1.6988008, ' Up': -3.7226505, 'Down': -5.3650303, ' ': -5.649952}
{' Down': -0.122562036, ' down': -2.2465224, 'Down': -5.2142134, 'down': -6.0532107, ' Up': -7.4644265}
{' Up': -0.07791842, ' up': -2.8277254, ' Down': -4.8077536, 'Up': -6.1011214, ' down': -6.531587}
{' Down': -0.42846653, ' down': -1.0941883, 'down': -4.9936843, 'Down': -5.187675, ' ': -7.490858}
{' Down': -0.10809818, ' down': -2.8579757, ' Up': -3.1978445, 'Down': -6.6851816, ' up': -6.7660494}
{' Down': -0.05744432, ' down': -2.9583955, 'Down': -6.240561, 'down': -6.9632306, ' Up': -7.5023313}
{' Up': -0.012998748, ' up': -4.4603844, 'Up': -7.27256, ' UP': -8.169468, 'up': -8.772289}
{' Down': -0.106386445, ' down': -2.340298, 'Down': -6.065767, 'down': -6.2584877, ' ': -8.766029}
{' Down': -0.5655601, ' down': -0.9586132, 'Down': -3.6973426, 'down': -3.869092, ' ': -6.352328}
{' Up': -0.17997085, ' up': -2.0965872, 'Up': -4.1509504, ' Down': -4.42118, 'up': -5.285308}
{' Up': -0.53749543, ' up': -1.1804837, ' Down': -3.3319976, ' down': -3.5314813, 'up': -4.1979456}
{' down': -0.67522794, ' Down': -0.8367346, 'down': -3.3993413, 'Down': -3.8663688, ' ': -6.1434007}
{' Up': -0.7814762, ' Down': -1.2280837, ' down': -1.9372208, ' up': -2.2789109, ' ': -6.970643}
{' Down': -0.581211, ' down': -0.8226774, 'down': -7.280866, 'Down': -7.439531, ' ': -9.07521}
{' down': -0.42237484, ' Down': -1.1401788, ' Up': -4.323833, ' up': -4.809116, 'down': -6.675983}
{' Down': -0.5303374, ' down': -0.90032494, ' Up': -5.981816, 'down': -6.9986157, ' up': -7.3247194}
{' Down': -0.057015326, ' down': -3.2166066, ' Up': -4.34854, 'Down': -6.5535774, ' up': -7.9052663}
{' Down': -0.10826447, ' down': -2.2977195, 'Down': -6.5808096, 'down': -7.6354666, ' ': -9.319312}
{' Down': -0.18460119, ' down': -1.8070223, 'Down': -6.1398263, 'down': -6.8169327, ' Up': -7.2538433}
{' Down': -0.10894855, ' down': -2.8591256, ' Up': -3.176295, ' up': -6.3214917, 'Down': -6.544764}
{' Down': -0.15013681, ' Up': -2.3329732, ' down': -3.2906415, 'Down': -6.10416, ' up': -6.356777}
{' Down': -0.08296395, ' down': -2.5702324, 'Down': -6.087442, 'down': -7.4074454, ' ': -9.435731}
{' Down': -0.12158138, ' down': -2.202615, 'Down': -5.9778795, 'down': -7.0053415, ' Up': -8.584559}
{' Down': -0.3993512, ' Up': -1.3037093, ' down': -3.0686512, ' up': -4.882662, 'Down': -6.2723365}
{' Down': -0.44369516, ' down': -1.3546335, ' Up': -2.5403137, ' up': -4.1283836, 'Down': -6.2616196}
{' Down': -0.50159174, ' down': -0.9383459, 'Down': -6.494656, 'down': -6.709803, ' ': -8.490467}
{' down': -0.469029, ' Down': -1.0028559, 'down': -6.0319614, ' Up': -6.4202213, 'Down': -6.5111713}
{' Down': -0.5789378, ' down': -0.8498862, ' Up': -5.114308, ' up': -6.2773685, 'down': -6.384121}
{' Down': -0.48430526, ' Up': -1.1027535, ' down': -3.199168, ' up': -5.2261553, 'Down': -5.933516}
{' Down': -0.1255361, ' down': -2.1807632, 'Down': -5.62253, 'down': -6.8280334, ' ': -8.766691}
{' Down': -0.15897372, ' down': -1.9735107, 'Down': -5.4323997, 'down': -6.285373, ' Up': -7.340711}
{' Down': -0.11102148, ' down': -2.3314557, 'Down': -5.407723, 'down': -6.307646, ' Up': -7.0926113}
{' Down': -0.124934494, ' Up': -2.5103047, ' down': -3.4601984, 'Down': -6.3156743, ' up': -6.5172167}
{' Down': -0.06949091, ' down': -2.7371469, 'Down': -6.484644, 'down': -7.309456, ' ': -9.360155}
{' Down': -0.10236515, ' down': -2.3766265, 'Down': -6.412608, ' Up': -6.6184974, 'down': -7.0078783}
{' Down': -0.07870186, ' down': -2.6307113, 'Down': -6.4236817, 'down': -6.7930017, ' Up': -7.425963}
{' down': -0.8494527, ' up': -1.3232688, ' Down': -1.9868408, ' Up': -1.9937112, 'down': -4.1125827}
{' down': -0.80187863, ' Down': -1.6473242, ' up': -1.7941234, ' Up': -1.8291727, 'down': -4.2664647}
{' down': -0.37818912, ' Down': -1.6166898, ' up': -3.1968117, 'down': -3.3798845, ' Up': -3.607254}
{' up': -0.99767506, ' Up': -1.3754064, ' down': -1.4521563, ' Down': -2.1493568, 'down': -4.605137}
{' down': -0.31759268, ' Down': -1.310009, 'down': -6.8233256, 'Down': -7.509142, '\n': -8.589704}
{' Up': -0.43869343, ' up': -1.0400901, ' UP': -7.3956265, 'Up': -7.884154, '\n': -8.256761}
{' down': -0.22761302, ' Down': -1.6135439, 'down': -6.0685725, 'Down': -7.404113, '\n': -7.828491}
{' up': -0.65461624, ' Up': -0.7400635, ' UP': -6.627898, 'Up': -7.439259, '\n': -7.4938235}
{' down': -0.4566968, ' Down': -1.0261511, 'down': -5.369985, 'Down': -6.050557, '\n': -7.977025}
{' Up': -0.20632538, ' up': -1.6983069, 'Up': -6.6533327, 'up': -7.2050676, '\n': -7.7266006}
{' down': -0.46810618, ' Down': -1.0125073, 'down': -5.081248, 'Down': -5.8655343, '\n': -7.5090594}
{' Up': -0.44380036, ' up': -1.0434364, 'Up': -6.196526, 'up': -6.587587, '\n': -6.6696186}
{' down': -0.57393223, ' Down': -0.8417831, 'down': -5.7303, 'Down': -6.243573, ' ': -8.456094}
{' Up': -0.16829495, ' up': -1.8857211, 'Up': -6.706802, ' UP': -6.983715, 'up': -7.4570746}
{' down': -0.38961318, ' Down': -1.1616184, 'down': -5.141682, 'Down': -6.1394143, ' DOWN': -7.27255}
{' Up': -0.47395402, ' up': -0.98896676, ' UP': -6.073987, 'Up': -6.5027, 'up': -7.1149216}
{' down': -0.30720893, ' Down': -1.3655643, 'down': -5.5616584, 'Down': -6.0158687, '\n': -6.2898993}
{' Up': -0.3813844, ' up': -1.1805884, '\n': -5.4181523, 'Up': -6.2034135, ' ': -6.710962}
{' down': -0.36996123, ' Down': -1.2210678, 'down': -4.9983215, 'Down': -5.671959, '\n': -5.930487}
{' Up': -0.6966603, ' up': -0.7113888, '\n': -5.514909, 'Up': -6.078704, 'up': -6.370671}
{' down': -0.63505054, ' Down': -0.77295566, 'down': -5.4285455, 'Down': -5.6333795, ' ': -8.314117}
{' Up': -0.11039068, ' up': -2.2928133, 'Up': -6.2470574, ' UP': -7.1382756, 'up': -7.5717707}
{' down': -0.6790248, ' Down': -0.7301036, 'down': -5.148692, 'Down': -5.4430532, ' DOWN': -7.7138643}
{' Up': -0.31388992, ' up': -1.3324542, 'Up': -5.9522543, ' UP': -6.5117564, 'up': -7.0815225}
{' down': -0.5858258, ' Down': -0.8391235, 'down': -5.5602555, ' Even': -5.695763, 'Down': -6.503857}
{' Up': -0.1311092, ' up': -2.1133995, 'Up': -7.299897, 'up': -7.7067, ' UP': -7.908564}
{' down': -0.74549633, ' Down': -0.8920168, ' Up': -2.867473, ' up': -3.2185833, ' e': -4.5739036}
{' Up': -0.4025193, ' up': -1.1205674, 'up': -6.859005, 'Up': -6.942088, ' Down': -7.1162724}
{' down': -0.18755263, ' Down': -2.4400933, 'down': -2.6168566, 'Down': -4.6857004, ' ': -6.8868527}
{' up': -0.60164255, ' Up': -0.9270039, 'up': -3.3820245, 'Up': -4.0929813, ' ': -5.8063836}
{' down': -0.2183462, ' Down': -2.3367505, 'down': -2.4536443, 'Down': -4.4444084, ' ': -6.991329}
{' up': -0.4300537, ' Up': -1.2092913, 'up': -3.595255, 'Up': -3.952772, ' ': -6.1987557}
{' Down': -0.33425826, ' down': -1.3158981, ' Up': -4.397605, ' up': -6.2657743, 'Down': -7.4575696}
{' Down': -0.32155284, ' Up': -1.9649739, ' down': -2.1347737, ' up': -4.215164, 'Down': -7.4649663}
{' Up': -0.11858778, ' up': -2.1990914, 'Up': -8.30438, ' Down': -8.678677, ' UP': -8.7818}
{' Down': -0.33412722, ' down': -1.266361, 'down': -6.862697, 'Down': -7.0564513, ' ': -9.337977}
{' Down': -0.14486949, ' down': -2.0377452, 'Down': -5.9845033, 'down': -6.639508, ' ': -8.327848}
{' Up': -0.11574235, ' Down': -2.4160259, ' up': -4.246083, ' down': -5.518082, 'Up': -7.481573}
{' Up': -0.11480538, ' Down': -2.9853516, ' up': -3.0081081, ' down': -5.0917683, 'Up': -7.18507}
{' Down': -0.1988618, ' down': -1.7451953, 'Down': -5.84533, 'down': -6.2575736, ' Up': -8.127573}
{' Down': -0.19788583, ' down': -1.765116, 'Down': -5.666519, ' Up': -6.2671604, 'down': -6.3533874}
{' Down': -0.35357344, ' Up': -1.4269911, ' down': -3.0823638, ' up': -5.067166, 'Down': -5.9713387}
{' Up': -0.098923355, ' up': -2.9911945, ' Down': -3.3749604, ' down': -5.065871, 'Up': -6.789011}
{' Down': -0.34205726, ' down': -1.2670623, 'Down': -5.583073, 'down': -5.6743, ' DOWN': -8.190434}
{' Down': -0.34012237, ' down': -1.261473, 'Down': -6.075664, 'down': -6.561128, ' Up': -7.387893}
{' Up': -0.1316164, ' up': -2.501024, ' Down': -3.4607697, ' down': -4.8885517, 'Up': -7.315277}
{' Up': -0.20497558, ' up': -1.7025608, 'Up': -6.7687116, 'up': -7.2707887, ' UP': -7.816155}
{' Down': -0.68598866, ' down': -0.7150337, 'down': -5.536275, 'Down': -5.9843683, ' ': -7.881227}
{' Down': -0.18903778, ' down': -1.9120715, ' Up': -4.269654, 'Down': -5.438729, 'down': -6.291363}
{' Down': -0.115200914, ' down': -2.3137157, 'Down': -5.268615, 'down': -6.20576, ' Up': -6.575274}
{' Up': -0.07488926, ' up': -2.8949232, ' Down': -4.668174, 'Up': -6.074401, ' down': -6.4190774}
{' Down': -0.4253582, ' down': -1.0962262, 'down': -5.1448746, 'Down': -5.2397957, ' ': -7.636947}
{' Down': -0.18554771, ' Up': -2.0064974, ' down': -3.4960775, ' up': -6.1657605, 'Down': -6.9389753}
{' Down': -0.0334101, ' down': -3.772912, ' Up': -4.9330587, 'Down': -6.4781294, 'down': -7.3107824}
{' Up': -0.010218517, ' up': -4.7236714, 'Up': -7.4109006, ' UP': -8.433482, ' Down': -8.446751}
{' Down': -0.08216189, ' down': -2.5912807, 'Down': -6.17627, 'down': -6.4707036, ' ': -9.023663}
{' Down': -0.5892447, ' down': -0.955265, 'Down': -3.4633403, 'down': -3.6242518, ' ': -6.3759565}
{' Up': -0.13075738, ' up': -2.3892717, 'Up': -4.152205, ' Down': -5.076989, 'up': -5.6385756}
{' Up': -0.65249825, ' up': -1.4854145, ' Down': -2.058258, ' down': -2.5141582, 'Up': -4.4219837}
{' Down': -0.74335265, ' down': -0.7776582, 'down': -3.4322927, 'Down': -3.6750712, ' ': -5.756866}
{' Up': -0.28154695, ' Down': -2.0197272, ' up': -2.6900055, ' down': -3.132936, 'Up': -8.406486}
{' Down': -0.5252091, ' down': -0.899532, 'down': -7.050937, 'Down': -7.1401916, ' ': -9.674719}
{' down': -0.48108646, ' Down': -1.0202157, ' Up': -4.4383216, ' up': -5.0300765, 'down': -6.65319}
{' Down': -0.3610265, ' down': -1.2002141, 'down': -7.0728965, 'Down': -7.2088637, ' Up': -9.075144}
{' Down': -0.06854477, ' down': -3.2588332, ' Up': -3.6930218, 'Down': -6.4304523, ' up': -7.3757453}
{' Down': -0.089974985, ' down': -2.482677, 'Down': -6.3251657, 'down': -7.529164, ' ': -9.695849}
{' Down': -0.1706385, ' down': -1.8782476, 'Down': -6.013175, 'down': -6.7801175, ' Up': -8.791072}
{' Down': -0.14270587, ' Up': -2.6578348, ' down': -2.865114, ' up': -5.771373, 'Down': -6.406261}
{' Down': -0.104268484, ' Up': -2.8158941, ' down': -3.3712933, 'Down': -5.907355, ' up': -6.849622}
{' Down': -0.07251737, ' down': -2.707958, 'Down': -5.998424, 'down': -7.3875594, ' DOWN': -9.748853}
{' Down': -0.12945816, ' down': -2.1414723, 'Down': -5.9418893, 'down': -6.917214, ' ': -9.197592}
{' Down': -0.25010002, ' Up': -1.7901734, ' down': -3.0752132, ' up': -5.464827, 'Down': -6.059298}
{' Down': -0.62908274, ' Up': -1.357566, ' down': -1.7845222, ' up': -3.33216, 'Down': -6.1673145}
{' Down': -0.30401385, ' down': -1.3568285, 'Down': -5.878469, 'down': -6.4995, ' ': -8.618585}
{' down': -0.44282126, ' Down': -1.065748, ' Up': -5.452003, 'down': -5.7428184, ' up': -5.857827}
{' Down': -0.42204005, ' down': -1.0844146, 'Down': -6.1136975, 'down': -6.1730084, ' Up': -6.8924074}
