{'\n': -10.568761, ' ': -9.932915, ' Yes': -0.002365244, ' yes': -9.487791, 'Yes': -6.126602}
{' No': -3.985445, '\n': -2.906439, ' Yes': -0.16460826, ' yes': -4.0179367, 'Yes': -3.2216187}
{'\n': -6.946076, ' ': -6.4748635, ' Yes': -0.018038427, ' yes': -5.156632, 'Yes': -4.6950727}
{' No': -0.8660245, '\n': -2.2514422, 'No': -2.5479932, ' Yes': -1.1289428, 'Yes': -3.19076}
{'\n': -4.424399, ' ': -5.131105, ' Yes': -0.3077685, ' yes': -1.4992377, 'Yes': -4.4768853}
{'\n': -6.989335, ' ': -6.8167443, ' Yes': -0.0061714384, ' yes': -7.0168657, 'Yes': -5.781162}
{' No': -4.4045315, '\n': -5.599312, ' ': -5.8565936, ' Yes': -0.034532506, 'Yes': -4.319832}
{' No': -4.5374565, '\n': -4.3082047, ' ': -4.834364, ' Yes': -0.055948198, 'Yes': -3.928339}
{'\n': -7.1193376, ' ': -6.0499544, ' Yes': -0.006184931, ' yes': -7.741649, 'Yes': -6.097802}
{' No': -0.3629098, '\n': -2.6570249, ' ': -4.165337, 'No': -3.2666745, ' Yes': -1.7632737}
{'\n': -4.1831107, ' ': -4.3235, ' Yes': -0.07463619, ' yes': -4.0194755, 'Yes': -4.5017056}
{' No': -0.006611143, '\n': -9.051083, ' ': -8.356838, 'No': -5.081091, ' no': -11.928383}
{' No': -0.054636817, '\n': -9.191271, ' ': -6.8108926, 'No': -2.9606252, ' no': -10.11267}
{' No': -0.055927202, '\xa0': -9.101864, '\n': -7.1448483, ' ': -6.6376376, 'No': -2.9578607}
{' No': -0.009230847, '\xa0': -11.642746, ' ': -8.09644, 'No': -4.7318106, ' Six': -10.195436}
{' No': -0.06099632, '\n': -6.9603777, ' ': -6.2353883, 'No': -2.8841774, ' Six': -9.21973}
{' No': -0.05968942, '\n': -7.7508016, ' ': -6.949754, 'No': -2.881102, ' no': -8.880205}
{' No': -0.005812322, '\n': -6.692827, ' ': -5.968909, 'No': -6.31048, ' no': -9.28092}
{' No': -0.03104889, '\n': -6.1473284, ' ': -5.6519423, 'No': -3.7059298, ' no': -8.927341}
{' No': -0.0701523, '\n': -3.8197458, ' ': -4.6338744, 'No': -3.352232, ' no': -8.201974}
{' No': -0.004392277, '\n': -8.860461, ' ': -6.3663206, 'No': -6.01686, ' no': -10.295832}
{' No': -0.12769525, '\n': -4.5196905, ' ': -4.5346117, 'No': -2.3368645, ' no': -7.726757}
{' No': -0.031799253, '\n': -6.72735, ' ': -5.349903, 'No': -3.7550924, ' no': -6.7051163}
{' No': -0.047774438, '\n': -7.64215, ' ': -5.9847045, 'No': -3.2214994, ' no': -5.762659}
{' No': -0.075174905, ' ': -6.7251444, 'No': -2.652413, 'no': -9.107723, ' no': -7.868238}
{' No': -0.11168046, '\n': -7.191966, ' ': -6.410927, 'No': -2.2860827, ' no': -7.137877}
{' No': -0.015327581, ' ': -7.249256, 'No': -4.262064, 'no': -10.21929, ' no': -8.321652}
{' No': -0.35096928, '\n': -6.7379146, ' ': -6.225556, 'No': -1.2308426, 'no': -8.389204}
{' No': -0.08545179, ' ': -7.2767873, 'No': -2.5200467, 'no': -8.680672, ' no': -7.803896}
{' No': -0.05907835, '\n': -6.175398, ' ': -4.8483276, 'No': -5.1223755, ' no': -3.204733}
{' No': -0.06609425, '\n': -5.1147428, ' ': -4.893692, 'No': -3.087632, ' no': -5.5105214}
{' No': -0.0985346, '\n': -4.027768, ' ': -4.893462, 'No': -2.7414348, ' no': -5.8036995}
{' No': -0.024282297, '\n': -6.22297, ' ': -5.4678836, 'No': -4.118652, ' no': -6.6867924}
{' No': -0.18637733, '\n': -3.2406156, ' ': -4.6002755, 'No': -2.1742332, ' no': -5.3219376}
{' No': -0.13209291, '\n': -4.667728, ' ': -4.8765593, 'No': -3.9378757, ' no': -2.4824135}
{' No': -0.011651265, '\n': -5.581229, ' ': -5.5948358, 'No': -5.5676236, ' no': -8.681262}
{' No': -0.036829364, '\n': -4.7062936, ' ': -5.2967567, 'No': -3.8345492, ' no': -8.589592}
{' No': -0.06345469, '\n': -3.9620218, ' ': -4.567279, 'No': -3.4758673, ' no': -8.164898}
{' No': -0.013746831, '\n': -5.8563194, ' ': -5.2369046, 'No': -5.2514634, ' no': -9.495239}
{' No': -0.08090581, '\n': -3.5939136, ' ': -4.8847795, 'No': -3.1923025, ' no': -7.417484}
{' No': -0.049283456, '\n': -4.3844237, ' ': -4.520816, 'No': -3.8895578, ' no': -5.8052735}
{' No': -0.00847676, '\n': -8.96303, ' ': -7.907604, 'No': -4.8641624, ' Yes': -9.0228}
{' No': -0.050115224, '\n': -9.882504, ' ': -7.4460464, 'No': -3.0362964, ' Yes': -9.529366}
{' No': -0.04364054, '\n': -7.906619, ' ': -7.1473064, 'No': -3.1908286, ' Yes': -8.895397}
{' No': -0.017587608, ' Eight': -8.022034, ' ': -8.141167, 'No': -4.098207, ' Yes': -8.754522}
{' No': -0.058402624, ' Eight': -9.261049, '\n': -7.227733, ' ': -6.450456, 'No': -2.919172}
{' No': -0.053775188, '\n': -8.5486145, ' ': -7.523977, 'No': -2.9772027, ' Yes': -8.135022}
{' No': -0.003762908, ' Eight': -8.926658, '\n': -7.89278, ' ': -6.2314444, 'No': -6.7630973}
{' No': -0.026902424, '\n': -6.256448, ' ': -6.131846, 'No': -3.8070364, ' no': -9.268311}
{' No': -0.07205407, '\n': -3.6168175, ' ': -4.540264, 'No': -3.475111, '  ': -8.428885}
{' No': -0.00297777, '\n': -9.855755, ' ': -7.057504, 'No': -6.216831, ' no': -10.538518}
{' No': -0.1295936, '\n': -4.321955, ' ': -4.6695337, 'No': -2.3255105, ' no': -8.0687065}
{' No': -0.025922187, '\n': -7.0758286, ' ': -5.734767, 'No': -3.9253778, ' no': -7.0659437}
{' No': -0.06109839, ' ': -6.0577693, 'No': -2.9662952, ' Yes': -7.0282297, ' no': -5.805384}
{' No': -0.06895319, ' ': -7.5769033, 'No': -2.728148, 'no': -9.274309, ' no': -8.077479}
{' No': -0.19486798, ' ': -6.4678597, 'No': -2.7541196, ' Yes': -2.2649746, 'Yes': -5.359704}
{' No': -0.013311104, ' ': -7.988595, 'No': -4.3907485, ' Yes': -8.542754, ' no': -8.529423}
{' No': -0.4334453, '\n': -7.5594435, ' ': -7.2068152, 'No': -1.0499594, 'no': -8.511532}
{' No': -0.09370269, ' ': -8.371603, 'No': -2.4222548, 'no': -9.093324, ' no': -8.4381275}
{' No': -0.032062385, '\n': -7.1624546, ' ': -5.0468116, 'No': -5.7497883, ' no': -3.8810308}
{' No': -0.042224664, '\n': -5.80471, ' ': -5.3920455, 'No': -3.4681122, ' no': -6.1045012}
{' No': -0.10615351, '\n': -3.511133, ' ': -4.686545, 'No': -2.8566759, ' no': -5.786902}
{' No': -0.023832994, '\n': -6.3355336, ' ': -5.429463, 'No': -4.127505, ' no': -7.114318}
{' No': -0.21056792, '\n': -3.1683714, ' ': -4.7907395, 'No': -2.01084, ' no': -5.6787367}
{' No': -0.18772902, '\n': -4.1811314, ' ': -4.629215, 'No': -4.0816174, ' no': -2.1044292}
{' No': -0.009733529, '\n': -6.0407276, ' ': -5.6208224, 'No': -5.668663, ' no': -9.437611}
{' No': -0.029939665, '\n': -4.7907505, ' ': -5.382187, 'No': -4.1196647, ' no': -9.439175}
{' No': -0.056672495, '\n': -4.026504, ' ': -4.573556, 'No': -3.6489594, '  ': -8.829563}
{' No': -0.009407665, ' Eight': -8.56707, '\n': -7.0174108, ' ': -5.579756, 'No': -5.4227014}
{' No': -0.046685804, '\n': -4.1219707, ' ': -5.3658442, 'No': -3.7222838, ' no': -8.547787}
{' No': -0.051991917, '\n': -4.447869, ' ': -4.321758, 'No': -3.9183877, ' no': -6.0162177}
{'\n': -10.195992, ' ': -9.512406, ' Yes': -0.0037931814, ' yes': -9.515683, 'Yes': -5.630147}
{' ': -8.236884, ' Yes': -0.017886717, ' yes': -8.026378, 'Yes': -4.0721583, 'yes': -10.546235}
{'\n': -8.151701, ' ': -7.2685966, ' Yes': -0.025430933, ' yes': -7.4414787, 'Yes': -3.7578871}
{' YES': -12.641242, ' ': -9.961457, ' Yes': -0.002506312, ' yes': -9.804342, 'Yes': -6.0367694}
{'\n': -8.236831, ' ': -7.3759556, ' Yes': -0.028740263, ' yes': -8.213449, 'Yes': -3.6116908}
{'\n': -8.384892, ' ': -7.9757795, ' Yes': -0.01991033, ' yes': -7.679319, 'Yes': -3.9884999}
{'\n': -7.422949, ' ': -6.9957027, ' Yes': -0.0038321344, ' yes': -7.466421, 'Yes': -6.391861}
{'\n': -6.8102503, ' ': -6.6650457, ' Yes': -0.02223882, ' yes': -7.160973, 'Yes': -3.9822643}
{'\n': -4.366737, ' ': -5.467403, ' Yes': -0.06154987, ' yes': -6.5482974, 'Yes': -3.2018888}
{'\n': -9.279068, ' ': -7.341461, ' Yes': -0.0032416254, ' yes': -8.308532, 'Yes': -6.113842}
{'\n': -5.3215528, ' ': -5.5109763, ' Yes': -0.12488324, ' yes': -5.9658475, 'Yes': -2.2555156}
{'\n': -7.005311, ' ': -6.2800612, ' Yes': -0.018386241, ' yes': -5.709056, 'Yes': -4.4733534}
{' ': -6.663109, ' Yes': -0.03574606, ' yes': -4.574776, 'Yes': -3.7913022, 'yes': -7.8398776}
{' ': -7.5830007, ' Yes': -0.041333213, ' yes': -6.168719, 'Yes': -3.284188, 'yes': -8.499125}
{' ': -6.525129, ' Yes': -0.052905813, ' yes': -5.285558, 'Yes': -3.1352632, 'yes': -7.6904993}
{' ': -7.6411705, ' Yes': -0.011185046, ' yes': -6.6644897, 'Yes': -4.6897564, 'yes': -9.734386}
{' ': -7.2505193, ' Yes': -0.16223945, ' yes': -6.5161595, 'Yes': -1.9197679, 'yes': -7.5655427}
{' ': -8.035141, ' Yes': -0.030834274, ' yes': -5.88912, 'Yes': -3.6163235, 'yes': -8.115398}
{'\n': -6.609111, ' ': -5.8547263, ' Yes': -0.06669236, ' yes': -2.9335878, 'Yes': -5.1223335}
{'\n': -5.6011004, ' ': -5.4947085, ' Yes': -0.0576896, ' yes': -4.6058846, 'Yes': -3.292585}
{'\n': -3.7528112, ' ': -4.8865776, ' Yes': -0.09921061, ' yes': -4.340111, 'Yes': -3.0314405}
{'\n': -7.3501315, ' ': -6.559686, ' Yes': -0.017982597, ' yes': -5.842489, 'Yes': -4.3750343}
{'\n': -3.103668, ' ': -5.0539904, ' Yes': -0.2449835, ' yes': -4.0061045, 'Yes': -1.9538859}
{'\n': -5.007884, ' ': -5.421734, ' Yes': -0.13671109, ' yes': -2.3133583, 'Yes': -4.2309093}
{'\n': -6.4571476, ' ': -6.747469, ' Yes': -0.00684403, ' yes': -7.369282, 'Yes': -5.7009754}
{'\n': -5.4067883, ' ': -5.9430447, ' Yes': -0.023668805, ' yes': -6.9913063, 'Yes': -4.195267}
{'\n': -4.066685, ' ': -4.9590516, ' Yes': -0.057326023, ' yes': -6.3325143, 'Yes': -3.543288}
{'\n': -6.595211, ' ': -6.1271877, ' Yes': -0.008255152, ' yes': -7.989668, 'Yes': -5.4563484}
{'\n': -3.7236302, ' ': -5.4265356, ' Yes': -0.086957164, ' yes': -6.209191, 'Yes': -2.9611464}
{'\n': -4.13516, ' ': -4.5848517, ' Yes': -0.05312334, ' yes': -4.549545, 'Yes': -4.284162}
{'\n': -10.739446, ' ': -9.700187, ' Yes': -0.00181376, ' yes': -10.043824, 'Yes': -6.398528}
{' No': -3.0667398, ' ': -7.424555, 'No': -6.532551, ' Yes': -0.06095888, 'Yes': -4.5976315}
{' No': -3.236632, ' ': -7.3946233, 'No': -6.59204, ' Yes': -0.058133036, 'Yes': -4.249995}
{' No': -5.353222, ' ': -10.082735, ' Yes': -0.006118843, ' yes': -9.981542, 'Yes': -6.698471}
{' No': -2.934663, ' ': -6.551196, 'No': -5.766194, ' Yes': -0.081460245, 'Yes': -3.9373238}
{' No': -5.6088996, ' ': -7.7606387, ' Yes': -0.019032532, ' yes': -6.9938116, 'Yes': -4.3267126}
{'\n': -9.187934, ' ': -7.92113, ' Yes': -0.0015846664, ' yes': -8.260622, 'Yes': -7.109052}
{' No': -0.47526103, '\n': -5.302865, ' ': -5.0148573, 'No': -3.9935582, ' Yes': -1.0710596}
{' No': -2.8398604, '\n': -3.5245166, ' ': -4.300966, ' Yes': -0.1472089, 'Yes': -3.536241}
{' No': -4.934492, ' ': -7.298745, ' Yes': -0.009534748, ' yes': -8.780823, 'Yes': -6.6190434}
{' No': -0.28560016, '\n': -3.7757602, ' ': -4.0701394, 'No': -2.0862477, ' Yes': -2.600944}
{' No': -5.376832, ' ': -6.4789467, ' Yes': -0.022550177, ' yes': -5.257638, 'Yes': -4.7148895}
{' No': -1.5959595, 'No': -4.6934237, ' Yes': -0.2733048, ' yes': -4.585835, 'Yes': -4.4014573}
{' No': -0.8620106, 'No': -4.161453, ' Yes': -0.5999599, ' yes': -6.410135, 'Yes': -4.6465507}
{' No': -1.5762439, 'No': -3.9779048, ' Yes': -0.31121212, ' yes': -4.76094, 'Yes': -3.5171905}
{' No': -1.8515248, 'No': -6.6680183, ' Yes': -0.17992267, ' yes': -6.63814, 'Yes': -5.551773}
{' No': -2.5024254, 'No': -3.7126532, ' Yes': -0.2084706, ' yes': -6.4445257, 'Yes': -2.5537806}
{' No': -0.30988252, ' ': -6.273528, 'No': -3.4403887, ' Yes': -1.4806551, 'Yes': -5.5831823}
{'\n': -7.217409, ' ': -5.7654705, ' Yes': -0.055431582, ' yes': -3.099663, 'Yes': -5.6316047}
{' No': -2.568832, ' ': -4.679458, ' Yes': -0.12889251, ' yes': -4.7090235, 'Yes': -4.214561}
{' No': -2.2820852, '\n': -2.5164316, ' ': -3.6421907, ' Yes': -0.30923253, 'Yes': -3.4636326}
{'\n': -7.360428, ' ': -6.9015355, ' Yes': -0.013086609, ' yes': -5.528927, 'Yes': -4.9710007}
{' No': -0.3826174, '\n': -2.290855, ' ': -4.2290206, 'No': -1.9018433, ' Yes': -3.2540514}
{' No': -4.8885155, '\n': -4.7412243, ' Yes': -0.25757623, ' yes': -1.667372, 'Yes': -4.59906}
{'\n': -7.175672, ' ': -7.069246, ' Yes': -0.00520159, ' yes': -7.288154, 'Yes': -5.904588}
{' No': -4.567095, '\n': -5.744232, ' ': -5.794941, ' Yes': -0.033128742, 'Yes': -4.284265}
{' No': -5.2048984, '\n': -4.323917, ' ': -4.8982234, ' Yes': -0.049833134, 'Yes': -3.918657}
{'\n': -7.1144342, ' ': -6.120282, ' Yes': -0.0057349256, ' yes': -8.028028, 'Yes': -6.1963983}
{' No': -0.17253521, '\n': -3.3037891, ' ': -4.5003166, 'No': -3.1566298, ' Yes': -2.7480106}
{' No': -4.341963, '\n': -4.272522, ' ': -4.3693256, ' Yes': -0.07133901, 'Yes': -4.407341}
{' No': -0.009160945, '\n': -8.947103, ' ': -8.367369, 'No': -4.74102, ' Six': -11.601742}
{' No': -0.055763774, '\n': -9.036353, ' ': -6.953593, 'No': -2.937985, ' no': -10.101168}
{' No': -0.061661888, '\xa0': -8.937526, '\n': -6.954722, ' ': -6.490058, 'No': -2.8670416}
{' No': -0.009756459, '\n': -11.45454, ' ': -8.218941, 'No': -4.669655, ' Six': -10.452655}
{' No': -0.06365737, '\xa0': -9.203605, '\n': -6.489091, ' ': -6.022163, 'No': -2.8602326}
{' No': -0.05666089, '\n': -7.901861, ' ': -7.035863, 'No': -2.9302225, ' no': -9.153496}
{' No': -0.005192845, '\n': -6.9278607, ' ': -6.239291, 'No': -6.1915326, ' no': -9.347484}
{' No': -0.03723438, '\n': -5.9102025, ' ': -5.737668, 'No': -3.4976547, ' no': -9.016788}
{' No': -0.08579418, '\n': -3.6082451, ' ': -4.5969462, 'No': -3.1286502, ' no': -8.133179}
{' No': -0.0049102004, '\n': -8.894821, ' ': -6.478724, 'No': -5.7604003, ' no': -10.62587}
{' No': -0.14039306, '\n': -4.3951917, ' ': -4.557321, 'No': -2.2431114, ' no': -7.4938965}
{' No': -0.034463406, '\n': -6.807234, ' ': -5.5036554, 'No': -3.6089244, ' no': -6.964036}
{' No': -0.055913843, '\n': -7.0897727, ' ': -6.1398396, 'No': -3.0566177, ' no': -5.640581}
{' No': -0.08505999, ' ': -6.6535497, 'No': -2.531263, 'no': -9.386349, ' no': -8.027285}
{' No': -0.15926221, '\n': -6.9125094, ' ': -6.352064, 'No': -1.9463258, ' no': -7.1533785}
{' No': -0.017205086, ' ': -7.268123, 'No': -4.1408663, 'no': -10.403266, ' no': -8.211087}
{' No': -0.3363023, '\n': -6.7201686, ' ': -5.949726, 'No': -1.2702794, 'no': -8.161459}
{' No': -0.06952752, ' ': -7.271713, 'No': -2.7209194, 'no': -9.133494, ' no': -7.9123073}
{' No': -0.03736542, '\n': -6.278037, ' ': -5.250241, 'No': -4.668265, ' no': -3.946219}
{' No': -0.07599607, '\n': -4.917557, ' ': -4.821079, 'No': -2.9358706, ' no': -5.557548}
{' No': -0.13277599, '\n': -3.596582, ' ': -4.8047414, 'No': -2.4742792, ' no': -5.735034}
{' No': -0.02713659, '\n': -6.0620637, ' ': -5.4412217, 'No': -3.9809902, ' no': -6.7653666}
{' No': -0.21058807, '\n': -3.203405, ' ': -4.5122514, 'No': -2.0526671, ' no': -4.976023}
{' No': -0.15070249, '\n': -4.548173, ' ': -4.874427, 'No': -3.736332, ' no': -2.3718672}
{' No': -0.010877809, '\n': -5.7862144, ' ': -5.8447514, 'No': -5.3889523, ' no': -8.695404}
{' No': -0.045232452, '\n': -4.5502715, ' ': -5.2402053, 'No': -3.5841901, ' no': -8.554725}
{' No': -0.07718098, '\n': -3.7643378, ' ': -4.5321617, 'No': -3.2451189, ' no': -8.139804}
{' No': -0.01656452, '\n': -5.653672, ' ': -5.2240252, 'No': -4.9300184, ' Six': -9.137589}
{' No': -0.084161766, '\n': -3.7654765, ' ': -4.9531813, 'No': -3.0179613, ' no': -7.489681}
{' No': -0.055877283, '\n': -4.3421097, ' ': -4.51885, 'No': -3.6709151, ' no': -5.666362}
{' No': -0.010844068, ' Nine': -9.219374, '\n': -9.220147, ' ': -8.196443, 'No': -4.578461}
{' No': -0.042550333, ' Nine': -9.425913, '\n': -9.705445, ' ': -7.3807783, 'No': -3.2017393}
{' No': -0.04240897, '\n': -7.6322355, ' ': -7.012839, 'No': -3.2313833, ' Yes': -8.408547}
{' No': -0.013361421, ' Nine': -7.328324, ' ': -8.426514, 'No': -4.3995075, ' Yes': -9.76053}
{' No': -0.06061057, ' Nine': -7.376751, '\n': -6.8862815, ' ': -6.278271, 'No': -2.9036508}
{' No': -0.058335144, ' Nine': -8.382247, '\n': -8.469928, ' ': -7.440904, 'No': -2.8994148}
{' No': -0.003611429, ' Nine': -8.839862, '\n': -7.7624803, ' ': -6.471198, 'No': -6.568093}
{' No': -0.02873204, '\n': -6.0813937, ' ': -6.1758456, 'No': -3.7433813, ' no': -9.12863}
{' No': -0.062216755, '\n': -4.1604166, ' ': -4.810637, 'No': -3.3358605, '  ': -8.613498}
{' No': -0.0030772528, ' Nine': -10.435247, '\n': -9.486472, ' ': -7.04324, 'No': -6.189442}
{' No': -0.1315085, '\n': -4.260225, ' ': -4.7255616, 'No': -2.3138375, ' no': -7.9319367}
{' No': -0.024070166, '\n': -6.9968514, ' ': -5.912322, 'No': -4.026641, ' no': -6.8609896}
{' No': -0.05761699, '\n': -7.861338, ' ': -6.3829713, 'No': -3.0006902, ' no': -5.725731}
{' No': -0.0732039, ' ': -7.308215, 'No': -2.6709554, ' Yes': -9.172928, ' no': -8.437248}
{' No': -0.22761878, ' ': -6.306537, 'No': -2.7543387, ' Yes': -2.0611644, 'Yes': -5.056165}
{' No': -0.01155406, ' ': -7.7493367, 'No': -4.5630255, ' Yes': -8.117236, ' no': -8.569381}
{' No': -0.43363324, '\n': -7.024184, ' ': -6.9206557, 'No': -1.0520471, 'no': -8.305164}
{' False': -8.88819, ' No': -0.09382589, ' ': -7.8447084, 'No': -2.424478, ' no': -8.418047}
{' No': -0.022399485, '\n': -7.409979, ' ': -5.4940386, 'No': -5.51617, ' no': -4.3476515}
{' No': -0.04455343, '\n': -5.635375, ' ': -5.46409, 'No': -3.4071956, ' no': -6.1113343}
{' No': -0.098809324, '\n': -3.7750518, ' ': -4.7857685, 'No': -2.818244, ' no': -6.1230717}
{' No': -0.018985998, '\n': -6.054146, ' ': -5.793117, 'No': -4.407139, ' no': -7.0210223}
{' No': -0.22432415, '\n': -3.2297773, ' ': -4.754507, 'No': -1.9324387, ' no': -5.259401}
{' No': -0.19170047, '\n': -4.198921, ' ': -4.6051593, 'No': -3.7911084, ' no': -2.1304002}
{' No': -0.0084024025, '\n': -6.174017, ' ': -5.878723, 'No': -5.6955705, ' no': -9.816378}
{' No': -0.033377007, '\n': -4.733494, ' ': -5.523039, 'No': -3.929846, ' no': -9.065793}
{' No': -0.057286635, ' Nine': -8.149335, '\n': -4.155978, ' ': -4.8453035, 'No': -3.467975}
{' No': -0.010487726, ' Nine': -9.044285, '\n': -6.3641343, ' ': -5.574786, 'No': -5.3591948}
{' No': -0.05257694, '\n': -4.0362897, ' ': -5.328022, 'No': -3.5705671, ' no': -8.552547}
{' No': -0.04966956, '\n': -4.2915745, ' ': -4.384902, 'No': -4.075985, ' no': -5.714317}
{'\n': -9.991968, ' ': -9.343654, ' Yes': -0.0037024214, ' yes': -9.560938, 'Yes': -5.661821}
{' YES': -10.710722, ' ': -7.980918, ' Yes': -0.014893773, ' yes': -8.10792, 'Yes': -4.265952}
{'\n': -7.935716, ' ': -7.1572394, ' Yes': -0.030544054, ' yes': -7.6255794, 'Yes': -3.5679224}
{' YES': -12.488273, ' ': -10.104213, ' Yes': -0.0020196107, ' yes': -9.9437, 'Yes': -6.255989}
{'\n': -8.1550865, ' ': -7.336972, ' Yes': -0.029637918, ' yes': -8.29695, 'Yes': -3.581104}
{'\n': -8.193543, ' ': -7.978536, ' Yes': -0.016854655, ' yes': -7.7653933, 'Yes': -4.164651}
{'\n': -7.803107, ' ': -7.4162865, ' Yes': -0.0029226525, ' yes': -7.9952073, 'Yes': -6.500702}
{'\n': -6.858906, ' ': -6.819217, ' Yes': -0.022264477, ' yes': -7.4096465, 'Yes': -3.9601517}
{'\n': -4.5467095, ' ': -5.544749, ' Yes': -0.060438767, ' yes': -6.825989, 'Yes': -3.1603513}
{'\n': -9.775887, ' ': -7.8675075, ' Yes': -0.002838366, ' yes': -8.757985, 'Yes': -6.1161976}
{'\n': -5.073926, ' ': -5.3519106, ' Yes': -0.12166405, ' yes': -6.1076064, 'Yes': -2.301283}
{'\n': -7.202218, ' ': -6.4124947, ' Yes': -0.020065147, ' yes': -5.7278423, 'Yes': -4.314178}
{' ': -6.933315, ' Yes': -0.029364062, ' yes': -4.844118, 'Yes': -3.9510977, 'yes': -8.097507}
{' ': -7.540175, ' Yes': -0.034680165, ' yes': -6.4126763, 'Yes': -3.4572036, 'yes': -8.902406}
{' No': -7.4357, ' ': -6.454596, ' Yes': -0.055778965, ' yes': -5.5281987, 'Yes': -3.0593493}
{' YES': -9.771169, ' ': -7.571087, ' Yes': -0.0125740925, ' yes': -6.890864, 'Yes': -4.5339875}
{' ': -7.0121093, ' Yes': -0.17340061, ' yes': -6.5883417, 'Yes': -1.8593631, 'yes': -7.674496}
{' ': -7.787937, ' Yes': -0.030161215, ' yes': -6.4372888, 'Yes': -3.595795, 'yes': -8.6856575}
{'\n': -6.592142, ' ': -6.0486274, ' Yes': -0.05117734, ' yes': -3.2462397, 'Yes': -5.090852}
{'\n': -5.4922647, ' ': -5.398185, ' Yes': -0.057816528, ' yes': -4.70547, 'Yes': -3.2894487}
{'\n': -4.148929, ' ': -5.046577, ' Yes': -0.08826237, ' yes': -4.5437026, 'Yes': -3.0024142}
{'\n': -7.3668857, ' ': -6.6010547, ' Yes': -0.017054955, ' yes': -6.0191545, 'Yes': -4.4038496}
{'\n': -3.253504, ' ': -5.08513, ' Yes': -0.21969259, ' yes': -4.0272956, 'Yes': -2.0520842}
{'\n': -5.058872, ' ': -5.4409323, ' Yes': -0.14465064, ' yes': -2.2952168, 'Yes': -4.012663}
{'\n': -6.7407575, ' ': -6.9662194, ' Yes': -0.0066189407, ' yes': -7.297832, 'Yes': -5.611094}
{'\n': -5.618919, ' ': -6.2455225, ' Yes': -0.02519197, ' yes': -6.9930124, 'Yes': -4.013677}
{'\n': -4.577052, ' ': -5.3149347, ' Yes': -0.043753862, ' yes': -6.732145, 'Yes': -3.663249}
{'\n': -6.876968, ' ': -6.3746705, ' Yes': -0.007820808, ' yes': -8.116707, 'Yes': -5.361996}
{'\n': -3.9346046, ' ': -5.4124975, ' Yes': -0.07202519, ' yes': -6.5166006, 'Yes': -3.1410675}
{'\n': -4.631521, ' ': -5.0238695, ' Yes': -0.042922772, ' yes': -4.681852, 'Yes': -4.223129}
{'\n': -10.702734, ' ': -9.882246, ' Yes': -0.0021530474, ' yes': -9.962272, 'Yes': -6.2067733}
{' No': -3.2029903, ' ': -7.971743, 'No': -6.591744, ' Yes': -0.05666057, 'Yes': -4.399823}
{' No': -4.2662826, ' ': -7.73626, ' Yes': -0.028176626, ' yes': -7.6005597, 'Yes': -4.412545}
{' No': -7.3089824, ' ': -10.579456, ' Yes': -0.0016977447, ' yes': -10.047256, 'Yes': -6.9669437}
{' No': -4.729736, ' ': -7.039792, 'No': -7.875361, ' Yes': -0.026256291, 'Yes': -4.183147}
{' No': -7.872283, ' ': -8.539725, ' Yes': -0.014707697, ' yes': -7.4828696, 'Yes': -4.327671}
{'\n': -9.300854, ' ': -7.8670692, ' Yes': -0.0017898141, ' yes': -7.9082584, 'Yes': -7.020474}
{' No': -2.3608942, ' ': -5.9571447, 'No': -5.7912207, ' Yes': -0.12249682, 'Yes': -4.3882}
{' No': -2.1895313, '\n': -3.741077, ' ': -4.302509, ' Yes': -0.2011088, 'Yes': -3.6868627}
{' No': -10.359519, ' ': -8.137683, ' Yes': -0.0016101575, ' yes': -8.609224, 'Yes': -6.8519955}
{' No': -2.065512, '\n': -4.0603867, 'No': -3.8713915, ' Yes': -0.289656, 'Yes': -2.666548}
{' No': -6.7523866, ' ': -6.487718, ' Yes': -0.018430378, ' yes': -5.3107963, 'Yes': -4.6543307}
{' No': -5.842532, ' ': -6.7706017, ' Yes': -0.04150101, ' yes': -4.178429, 'Yes': -3.915654}
{' No': -0.33751065, 'No': -3.6904824, ' Yes': -1.3708512, ' yes': -6.882545, 'Yes': -5.3897963}
{' No': -2.0945501, 'No': -5.0056715, ' Yes': -0.18357205, ' yes': -4.4746256, 'Yes': -3.7593622}
{' No': -1.3942157, 'No': -6.1773267, ' Yes': -0.2959282, ' yes': -6.694854, 'Yes': -5.603732}
{' No': -2.365165, 'No': -3.7716343, ' Yes': -0.21227387, ' yes': -6.3722587, 'Yes': -2.655475}
{' No': -3.3170927, 'No': -6.730396, ' Yes': -0.05133978, ' yes': -6.3376765, 'Yes': -4.599075}
{' ': -5.760848, ' Yes': -0.07895371, ' yes': -2.7070189, 'Yes': -5.5362325, 'yes': -7.3313065}
{' No': -1.6178244, ' ': -4.6063385, 'No': -4.852327, ' Yes': -0.2800997, 'Yes': -4.221981}
