{' Right': -0.023665998, ' right': -3.813581, 'Right': -7.2528434, ' "': -7.8961616, 'right': -8.905826}
{' Left': -0.24432942, ' left': -1.5391158, 'Left': -6.8669353, 'left': -7.193574, ' "': -8.019064}
{' Left': -0.39586055, ' left': -1.1268615, ' "': -6.870773, 'Left': -7.1660175, 'left': -7.2414055}
{' Left': -0.2472877, ' left': -1.5282383, 'Left': -7.1435046, 'left': -7.320106, ' "': -7.4825106}
{' Right': -0.18821324, ' Left': -2.0079076, ' right': -3.718519, ' left': -4.5049243, 'Right': -6.656244}
{' Right': -0.3707098, ' Left': -1.4759228, ' right': -3.054414, ' left': -3.443147, 'Right': -7.107011}
{' Right': -0.55371803, ' Left': -1.0114319, ' left': -3.3618484, ' right': -3.6902726, 'Right': -7.284089}
{' Right': -0.29190594, ' Left': -1.5346847, ' right': -3.8557525, ' left': -4.1908545, 'Right': -7.2806716}
{' Right': -0.1903084, ' Left': -2.007445, ' right': -3.6525369, ' left': -4.487546, 'Right': -7.034722}
{' Right': -0.18847473, ' Left': -2.0848656, ' right': -3.4299927, ' left': -4.283891, 'Right': -7.320324}
{' Right': -0.15234677, ' Left': -2.4243307, ' right': -3.2149842, ' left': -4.4948893, 'Right': -7.096244}
{' Right': -0.25202158, ' Left': -1.7566222, ' right': -3.487562, ' left': -4.019924, 'Right': -7.246479}
{' Left': -0.13520426, ' left': -2.1255283, ' Right': -5.4537983, 'Left': -6.54334, 'left': -7.173963}
{' Left': -0.13823615, ' left': -2.0759077, ' Right': -6.597157, 'Left': -6.7542315, 'left': -7.175912}
{' Left': -0.10129425, ' left': -2.3717792, 'Left': -6.719366, ' Right': -6.9579773, 'left': -7.4651227}
{' Left': -0.057994, ' left': -2.9114254, 'Left': -6.8221216, 'left': -7.9177637, ' Right': -7.9822774}
{' Left': -0.068859324, ' left': -2.7343752, 'Left': -7.0891285, ' "': -7.929323, 'left': -8.008217}
{' Left': -0.06468796, ' left': -2.7983, 'Left': -6.803049, 'left': -7.93738, ' "': -8.814676}
{' Left': -0.0811403, ' left': -2.5791414, 'Left': -6.695398, 'left': -7.6675315, ' "': -8.222657}
{' Left': -0.09999887, ' left': -2.372988, 'Left': -6.898968, 'left': -7.6038585, ' "': -8.457153}
{' Right': -0.02204272, ' right': -3.9560616, 'Right': -6.452204, ' Left': -7.678817, ' "': -8.163278}
{' Right': -0.045382198, ' right': -3.2002838, 'Right': -6.4106054, ' Left': -6.959389, ' "': -7.8470254}
{' Right': -0.029692195, ' right': -3.670485, 'Right': -6.275795, ' Left': -6.8778934, ' "': -7.898424}
{' Right': -0.024445608, ' right': -3.8889778, 'Right': -6.336713, ' Left': -6.7524076, ' "': -8.023594}
{' Right': -0.038104847, ' right': -3.3711605, 'Right': -6.3073845, ' "': -7.672727, 'right': -7.9881496}
{' Right': -0.028379636, ' right': -3.6955245, 'Right': -6.4326596, ' "': -7.3770165, ' Left': -7.530832}
{' Right': -0.057688907, ' right': -2.9685795, 'Right': -6.085723, ' "': -6.9001055, ' Left': -7.436841}
{' Right': -0.035407472, ' right': -3.447883, 'Right': -6.5994463, ' Left': -7.359351, ' "': -7.56153}
{' Left': -0.08258446, ' left': -2.5650957, 'Left': -6.763931, 'left': -7.2083178, ' "': -8.123683}
{' Left': -0.12507789, ' left': -2.1751916, 'Left': -6.541911, 'left': -6.811725, ' Right': -7.270662}
{' Left': -0.12648122, ' left': -2.1634054, 'Left': -6.583121, 'left': -6.781209, ' "': -7.199439}
{' Left': -0.08750985, ' left': -2.5353572, 'Left': -6.372902, 'left': -6.878647, ' "': -7.0598474}
{' Left': -0.13894594, ' left': -2.0680652, 'Left': -6.5550985, 'left': -6.7719617, ' "': -7.3856897}
{' Left': -0.13346942, ' left': -2.1098773, 'Left': -6.5021524, 'left': -6.653064, ' "': -7.149064}
{' Left': -0.1427093, ' left': -2.042276, 'Left': -6.5676913, 'left': -6.874524, ' "': -7.3389425}
{' Left': -0.08529014, ' left': -2.539615, 'Left': -6.667875, 'left': -7.1065435, ' "': -7.3171887}
{' Right': -0.06325294, ' Left': -3.1568446, ' right': -4.2555995, ' left': -6.259919, 'Right': -6.2870054}
{' Right': -0.075163014, ' Left': -3.258562, ' right': -3.554281, ' left': -5.9130435, 'Right': -6.3816447}
{' Right': -0.12812512, ' Left': -2.3299549, ' right': -4.152766, ' left': -5.4229536, 'Right': -6.337687}
{' Right': -0.08092468, ' Left': -2.8626, ' right': -4.190183, ' left': -5.931623, 'Right': -6.2829056}
{' Right': -0.036386307, ' right': -4.1121383, ' Left': -4.192167, 'Right': -5.9654937, ' left': -7.149638}
{' Right': -0.047996033, ' Left': -3.530706, ' right': -4.278438, 'Right': -6.343457, ' left': -6.672721}
{' Right': -0.120038, ' Left': -2.4372587, ' right': -3.984803, ' left': -5.469981, 'Right': -6.350329}
{' Right': -0.08272954, ' Left': -2.8533783, ' right': -4.104315, ' left': -5.8477497, 'Right': -6.5600166}
{' Left': -0.15231152, ' Right': -2.1858082, ' left': -3.7039435, ' right': -6.370348, 'Left': -7.017788}
{' Left': -0.06187245, ' left': -3.356882, ' Right': -3.8290536, 'Left': -6.6786094, ' "': -6.9691005}
{' Left': -0.069254145, ' Right': -3.421074, ' left': -3.4661808, 'Left': -6.686222, ' right': -7.404343}
{' Left': -0.040399175, ' left': -3.52955, ' Right': -4.933273, 'Left': -6.4079967, 'left': -7.2740407}
{' Left': -0.048731446, ' left': -3.325375, ' Right': -4.824673, 'Left': -6.5756135, ' "': -6.801765}
{' Left': -0.05543769, ' left': -3.3738027, ' Right': -4.098902, 'Left': -6.696516, ' "': -7.1339035}
{' Left': -0.08012458, ' Right': -3.2471664, ' left': -3.368262, 'Left': -6.815991, ' "': -6.8487015}
{' Left': -0.06579284, ' left': -3.3978772, ' Right': -3.6089158, ' "': -6.8334236, 'Left': -7.004322}
{' Left': -0.7659931, ' Right': -1.0171947, ' left': -2.2346916, ' right': -2.7537043, 'left': -7.1322207}
{' Left': -1.051669, ' left': -1.2854869, ' Right': -1.525277, ' right': -1.8770053, 'left': -6.675139}
{' Left': -0.7379862, ' left': -1.2897955, ' Right': -1.771588, ' right': -2.6038728, 'left': -6.83207}
{' Right': -0.9724317, ' Left': -1.0145556, ' left': -1.89284, ' right': -2.2557857, 'right': -6.719841}
{' Left': -0.7055658, ' left': -1.2217249, ' Right': -1.9818567, ' right': -2.6381793, 'left': -6.8896585}
{' Left': -0.5557528, ' Right': -1.675725, ' left': -1.6918344, ' right': -2.9453456, 'left': -6.892331}
{' Left': -0.914537, ' Right': -0.9869877, ' left': -2.1915278, ' right': -2.201599, 'Right': -6.7502723}
{' left': -0.9316082, ' Left': -1.1057187, ' Right': -1.8887731, ' right': -2.1088028, 'left': -6.753031}
{' Left': -0.3436939, ' left': -1.2422572, 'left': -6.9154344, 'Left': -7.4413075, ' Right': -7.8929067}
{' left': -0.623625, ' Left': -0.77444285, 'left': -6.6765475, ' Right': -7.3457713, 'Left': -7.610056}
{' left': -0.5500347, ' Left': -0.86992186, 'left': -6.374889, ' Right': -7.1593504, ' right': -7.2043676}
{' Left': -0.5428121, ' left': -0.8773554, 'left': -6.5581965, 'Left': -7.1644087, ' Right': -7.6958475}
{' left': -0.3960331, ' Left': -1.1237972, 'left': -6.621897, 'Left': -8.118312, ' right': -8.801688}
{' Left': -0.3432977, ' left': -1.2429025, 'left': -6.8204556, 'Left': -7.2311983, ' Right': -8.962432}
{' Left': -0.49263605, ' left': -0.9619105, ' Right': -6.013521, 'left': -6.493221, ' right': -6.6719394}
{' Left': -0.5719935, ' left': -0.8353468, 'left': -6.93458, 'Left': -7.653431, ' Right': -8.288931}
{' Left': -0.4961766, ' left': -1.7097005, ' Right': -1.7802876, ' right': -3.2393272, 'left': -7.129221}
{' Left': -0.6018131, ' left': -1.3689355, ' Right': -1.9961612, ' right': -2.8390758, 'left': -6.671521}
{' Left': -0.55840814, ' left': -1.4998085, ' Right': -1.8855469, ' right': -3.0112543, 'left': -6.6226077}
{' Left': -0.89628357, ' Right': -1.4275545, ' left': -1.4499601, ' right': -2.1679032, 'right': -7.0394278}
{' Left': -1.2434947, ' Right': -1.2822481, ' left': -1.4616592, ' right': -1.6146305, 'right': -6.6776986}
{' Left': -0.671295, ' Right': -1.4950635, ' left': -1.6384771, ' right': -2.692867, 'left': -6.995136}
{' Left': -0.8005302, ' Right': -1.3652599, ' left': -1.6290615, ' right': -2.345082, 'left': -7.002916}
{' Left': -1.1786784, ' left': -1.3367977, ' Right': -1.3401355, ' right': -1.8005542, 'right': -7.040888}
{' Left': -0.14837284, ' left': -2.1397133, ' Right': -4.135233, ' right': -6.207098, 'left': -6.717325}
{' Left': -0.2873441, ' left': -1.5204622, ' Right': -3.8013592, ' right': -5.226383, 'left': -6.1428623}
{' Left': -0.31915313, ' left': -1.3683532, ' Right': -4.4686017, ' right': -5.6951127, 'left': -5.9807854}
{' Left': -0.31682503, ' left': -1.3924227, ' Right': -4.1921835, ' right': -5.421048, 'left': -6.0752363}
{' Left': -0.24457799, ' left': -1.5671468, ' Right': -5.3152795, 'left': -6.5821133, ' right': -6.804735}
{' Left': -0.23907131, ' left': -1.5995202, ' Right': -4.9838223, ' right': -6.2784066, 'left': -6.736691}
{' Left': -0.319578, ' left': -1.5625684, ' Right': -3.074577, ' right': -4.2211375, 'Left': -6.7575006}
{' Left': -0.61507076, ' left': -0.8092712, ' Right': -4.9431057, ' right': -5.3957863, 'left': -6.3208194}
{' Left': -0.28204712, ' Right': -1.9048481, ' left': -2.4674356, ' right': -4.626671, 'Left': -7.1917014}
{' Left': -0.39129078, ' Right': -1.8260518, ' left': -1.9684925, ' right': -3.8819427, 'left': -7.284731}
{' Left': -0.37102568, ' left': -1.8744987, ' Right': -1.9969488, ' right': -4.019522, 'left': -7.002869}
{' Right': -0.6361175, ' Left': -1.0300195, ' left': -2.8448005, ' right': -2.951217, ' "': -6.6852145}
{' Left': -0.15717483, ' left': -2.4706473, ' Right': -2.893751, ' right': -5.6007113, 'Left': -7.0344157}
{' Left': -0.15273118, ' left': -2.579506, ' Right': -2.8067455, ' right': -5.5496774, 'Left': -7.1783047}
{' Left': -0.31876373, ' left': -1.8549997, ' Right': -2.3011246, ' right': -4.2656307, 'left': -7.197763}
{' Left': -0.25132146, ' left': -2.0837781, ' Right': -2.4366453, ' right': -4.7581897, 'Left': -7.2927985}
{' Left': -0.15693659, ' left': -1.9806708, ' Right': -5.2974563, 'Left': -7.1993194, 'left': -7.207267}
{' Left': -0.119065374, ' left': -2.2834866, ' Right': -4.8182936, ' right': -7.2974744, 'Left': -7.4516153}
{' Left': -0.13194402, ' left': -2.2318585, ' Right': -4.307555, ' right': -6.7373815, ' "': -7.361275}
{' Left': -0.18391521, ' left': -1.8279697, ' Right': -5.360526, ' right': -7.3272047, ' "': -7.329325}
{' Left': -0.20790888, ' left': -1.7075769, ' Right': -5.6919556, ' "': -6.8882003, 'left': -7.1562843}
{' Left': -0.093465164, ' left': -2.4616256, ' Right': -6.2186403, ' "': -7.2442923, 'Left': -7.3260355}
{' Left': -0.15067954, ' left': -2.0052366, ' Right': -5.712455, 'Left': -7.433442, ' "': -7.6269903}
{' Left': -0.2667491, ' left': -1.497008, ' Right': -5.0725965, ' "': -6.7598805, ' right': -6.8248577}
{' Left': -0.30313647, ' Right': -1.5704418, ' left': -3.168308, ' right': -4.6124744, 'Left': -7.524162}
{' Right': -0.67101204, ' Left': -0.8896666, ' left': -3.2479753, ' right': -3.28798, ' "': -7.4036055}
{' Left': -0.71239626, ' Right': -0.8135926, ' left': -3.204681, ' right': -3.734695, 'Right': -7.381864}
{' Left': -0.6790851, ' Right': -0.8312591, ' left': -3.3730643, ' right': -3.855036, 'Right': -7.35054}
{' Right': -0.6297879, ' Left': -0.8825593, ' left': -3.5412524, ' right': -3.8192544, ' "': -6.9315066}
{' Left': -0.7239028, ' Right': -0.79651934, ' left': -3.2442827, ' right': -3.7356122, 'Right': -7.6264067}
{' Left': -0.37401906, ' Right': -1.4760029, ' left': -2.7588687, ' right': -3.9817822, 'Left': -7.7181344}
{' Left': -0.5036378, ' Right': -1.1580871, ' left': -2.8641684, ' right': -3.7845118, 'Right': -7.4135876}
{' Left': -0.18817367, ' left': -1.9619964, ' Right': -3.659947, ' right': -5.9372005, 'left': -6.8086834}
{' Left': -0.21106459, ' left': -1.8020604, ' Right': -3.8999472, ' right': -5.9649267, 'left': -6.801739}
{' Left': -0.25290254, ' left': -1.601213, ' Right': -4.104408, ' right': -5.9499693, 'left': -6.640677}
{' Left': -0.10091467, ' left': -2.5163217, ' Right': -4.3874936, 'Left': -6.980042, ' right': -7.099509}
{' Left': -0.12253428, ' left': -2.2553887, ' Right': -4.8256683, 'Left': -6.962522, 'left': -7.3543224}
{' Left': -0.10429607, ' left': -2.4385378, ' Right': -4.6639237, 'Left': -6.9190674, ' right': -7.3553715}
{' Left': -0.22691157, ' left': -1.7829877, ' Right': -3.5811942, ' right': -5.313255, 'left': -7.0395565}
{' Left': -0.16206266, ' left': -2.0531454, ' Right': -4.0316377, ' right': -6.199914, 'Left': -7.191785}
{' Right': -0.6584352, ' Left': -0.9595865, ' left': -2.7470543, ' right': -3.4234285, 'Right': -6.909816}
{' Right': -0.49235415, ' Left': -1.1037757, ' left': -3.3931527, ' right': -3.8404336, 'Right': -7.1226945}
{' Right': -0.40286827, ' Left': -1.2633514, ' left': -3.6843243, ' right': -3.8425407, 'Right': -7.0001674}
{' Right': -0.27930552, ' Left': -1.6220045, ' right': -3.689168, ' left': -3.9510221, 'Right': -6.908252}
{' Right': -0.3473687, ' Left': -1.4976448, ' right': -3.3605828, ' left': -3.4310572, ' "': -6.819027}
{' Right': -0.5117262, ' Left': -1.0806465, ' left': -3.2919445, ' right': -3.8275719, ' "': -7.1602354}
{' Right': -0.2297198, ' Left': -1.8290488, ' right': -3.673312, ' left': -4.1533055, ' "': -6.4666944}
{' Right': -0.34565032, ' Left': -1.3518169, ' left': -4.069645, ' right': -4.2542195, ' "': -7.115925}
{' Left': -0.18531896, ' left': -1.906947, ' Right': -4.08956, ' right': -6.762194, 'Left': -6.8146744}
{' Left': -0.22021654, ' left': -1.6410061, ' Right': -6.77792, 'Left': -6.8380275, 'left': -7.177871}
{' Left': -0.21483226, ' left': -1.6642684, ' Right': -6.443872, 'Left': -6.8297005, 'left': -7.188459}
{' Left': -0.20405002, ' left': -1.704666, 'Left': -6.8194118, 'left': -7.243686, ' Right': -7.7073836}
{' Left': -0.20059416, ' left': -1.7204895, 'Left': -6.8808074, ' "': -6.9248238, 'left': -7.3010087}
{' Left': -0.23286054, ' left': -1.5836905, 'Left': -6.6924467, 'left': -7.1758966, ' "': -7.826768}
{' Left': -0.261393, ' left': -1.4826683, 'Left': -6.909002, ' "': -6.9115963, 'left': -7.2309146}
{' Left': -0.2801467, ' left': -1.4226218, 'Left': -6.637162, 'left': -6.7921863, ' "': -7.2583075}
{' Right': -0.34461504, ' Left': -1.4657086, ' right': -3.4576292, ' left': -3.620078, 'Right': -6.756438}
{' Right': -0.29637182, ' Left': -1.561581, ' right': -3.576689, ' left': -4.087469, 'Right': -7.004914}
{' Right': -0.49923977, ' Left': -1.0745629, ' left': -3.5843399, ' right': -3.8351486, 'Right': -6.997643}
{' Right': -0.28026646, ' Left': -1.5773417, ' right': -3.8163877, ' left': -4.2718663, 'Right': -6.9072957}
{' Right': -0.53733677, ' Left': -0.95372057, ' left': -4.0057316, ' right': -4.6522317, ' "': -7.126997}
{' Right': -0.2655071, ' Left': -1.7432806, ' right': -3.334717, ' left': -3.9121535, 'Right': -6.5564785}
{' Right': -0.6357395, ' Left': -1.0523732, ' left': -2.6813023, ' right': -2.9981737, 'Right': -6.9928427}
{' Right': -0.33277938, ' Left': -1.441668, ' right': -3.7161336, ' left': -3.9118598, 'Right': -7.07616}
{' Left': -0.43064842, ' Right': -1.7523187, ' left': -1.8426682, ' right': -4.2307806, 'Left': -6.5234137}
{' Left': -0.057744347, ' left': -2.9131727, 'Left': -6.7843027, 'left': -7.969487, ' Right': -8.76476}
{' Left': -0.05456776, ' left': -2.979832, 'Left': -6.5640545, 'left': -7.692705, ' "': -8.354193}
{' Left': -0.052537866, ' left': -3.0075092, 'Left': -6.9008875, 'left': -8.057611, ' Right': -8.089485}
{' Left': -0.13340037, ' left': -2.1127648, 'Left': -6.6664524, ' "': -6.8384, ' Right': -7.154499}
{' Left': -0.11229114, ' left': -2.284233, ' Right': -6.384338, 'Left': -6.570327, 'left': -7.3976417}
{' Left': -0.35449216, ' left': -1.5746689, ' Right': -2.5496504, ' right': -4.7158012, 'Left': -6.3334427}
{' Left': -0.060840987, ' left': -2.860634, 'Left': -6.9640365, 'left': -8.099184, ' "': -8.106619}
{' Right': -0.014971155, ' right': -4.4231567, 'Right': -6.668077, ' Left': -6.8808656, ' "': -8.124477}
{' Right': -0.036273874, ' right': -3.479038, ' Left': -6.113029, 'Right': -6.5203495, ' "': -7.8312755}
{' Right': -0.020878969, ' right': -4.119849, ' Left': -6.1314797, 'Right': -6.512914, ' "': -8.053029}
{' Right': -0.020388175, ' right': -4.206322, ' Left': -5.894533, 'Right': -6.4078045, ' "': -7.7929573}
{' Right': -0.030692535, ' right': -3.6121168, 'Right': -6.511714, ' Left': -7.0245576, ' "': -7.7909293}
{' Right': -0.016397886, ' right': -4.439289, ' Left': -6.024115, 'Right': -6.6774197, ' "': -7.6777215}
{' Right': -0.028573796, ' right': -3.7405012, 'Right': -6.2773027, ' Left': -6.5866237, ' "': -7.3727922}
{' Right': -0.033328813, ' right': -3.5390947, ' Left': -6.5413146, 'Right': -6.672163, ' "': -7.619343}
{' Left': -0.053499922, ' left': -3.0007806, 'Left': -6.9313893, 'left': -7.5072346, ' Right': -7.7336736}
{' Left': -0.11850087, ' left': -2.2398996, ' Right': -6.2344065, 'Left': -6.6170244, 'left': -6.8643804}
{' Left': -0.08476904, ' left': -2.5642192, ' Right': -6.356259, 'Left': -6.8317127, 'left': -7.1404095}
{' Left': -0.06787633, ' left': -2.7897067, 'Left': -6.2983427, 'left': -6.8732786, ' Right': -7.339923}
{' Left': -0.12100942, ' left': -2.203157, 'Left': -6.656776, 'left': -6.875751, ' "': -7.2136493}
{' Left': -0.08320761, ' left': -2.5662532, 'Left': -6.6288257, 'left': -7.001487, ' "': -7.4562426}
{' Left': -0.10019875, ' left': -2.3850422, 'Left': -6.632692, 'left': -7.0670676, ' "': -7.192013}
{' Left': -0.07464614, ' left': -2.6719017, 'Left': -6.7866564, 'left': -7.2080994, ' "': -7.240685}
{' Right': -0.12895414, ' Left': -2.2440052, ' right': -4.672682, ' left': -5.690599, 'Right': -6.526308}
{' Right': -0.09382348, ' Left': -2.7808464, ' right': -3.8376286, ' left': -5.593407, 'Right': -6.548125}
{' Right': -0.21622908, ' Left': -1.740643, ' right': -4.5307584, ' left': -5.124991, 'Right': -6.5964036}
{' Right': -0.31772664, ' Left': -1.3781573, ' right': -4.6598287, ' left': -4.8773656, 'Right': -6.44853}
{' Right': -0.054588847, ' Left': -3.3657498, ' right': -4.2785745, 'Right': -6.0630093, ' left': -6.5103474}
{' Right': -0.113414474, ' Left': -2.377899, ' right': -4.6654162, ' left': -5.875903, 'Right': -6.4731016}
{' Right': -0.16224217, ' Left': -2.0434067, ' right': -4.362489, ' left': -5.3333163, 'Right': -6.5572386}
{' Right': -0.12701343, ' Left': -2.3036795, ' right': -4.3482046, ' left': -5.481902, 'Right': -6.614613}
{' Left': -0.081920296, ' Right': -2.9597223, ' left': -3.7397723, 'Left': -6.908136, ' right': -7.2061896}
{' Left': -0.07036549, ' Right': -3.3605359, ' left': -3.5093875, 'Left': -6.7454753, ' "': -7.2146277}
{' Left': -0.051855676, ' Right': -3.6293948, ' left': -3.822384, 'Left': -6.9351635, 'left': -7.7886505}
{' Left': -0.034524117, ' left': -4.0340567, ' Right': -4.2597036, 'Left': -6.858519, ' "': -7.7340283}
{' Left': -0.03451881, ' left': -3.7416453, ' Right': -4.9024863, 'Left': -6.7677164, ' "': -6.9516997}
{' Left': -0.025182923, ' left': -4.0816517, ' Right': -5.106848, 'Left': -6.8781343, ' "': -7.737919}
{' Left': -0.06264178, ' Right': -3.5066588, ' left': -3.5762334, 'Left': -6.957366, ' "': -7.2451262}
{' Left': -0.07973862, ' left': -3.0846727, ' Right': -3.5883272, 'Left': -6.9659553, ' right': -7.1171026}
{' Right': -0.82180643, ' Left': -0.9996304, ' left': -2.2901883, ' right': -2.4259684, 'Right': -7.160067}
{' Left': -1.1335955, ' left': -1.3481722, ' Right': -1.4030943, ' right': -1.7745218, 'left': -6.9537797}
{' Left': -0.9177832, ' left': -1.181665, ' Right': -1.6687865, ' right': -2.2753978, 'left': -6.8302445}
{' Left': -1.0349253, ' Right': -1.0408039, ' left': -1.8046796, ' right': -2.0872078, 'right': -7.055734}
{' Left': -1.1376437, ' left': -1.2699412, ' Right': -1.4502887, ' right': -1.8197097, 'left': -7.2823386}
{' Left': -0.84036535, ' left': -1.4016389, ' Right': -1.5154179, ' right': -2.2990103, 'left': -7.112073}
