{' Up': -0.80227643, ' Down': -1.2832868, ' down': -1.5959585, ' up': -2.6505296, ' "': -7.713283}
{' Down': -0.075178884, ' Up': -3.190005, ' down': -3.485976, 'Down': -8.1364, ' up': -8.45763}
{' Up': -0.25238088, ' Down': -1.529284, ' down': -5.705805, ' up': -5.86347, 'Down': -9.587315}
{' Down': -0.37623927, ' Up': -1.2295488, ' down': -3.9994864, ' up': -5.9653006, 'Down': -8.768338}
{' Down': -0.054325376, ' down': -3.113867, ' Up': -4.8290443, 'Down': -8.239796, 'down': -9.13096}
{' Up': -0.7321005, ' Down': -1.5363799, ' down': -1.617427, ' up': -2.2725363, 'Down': -6.741709}
{' Up': -0.50802153, ' Down': -1.71198, ' up': -2.1198857, ' down': -2.3478673, 'Down': -6.9614553}
{' Up': -0.4460135, ' up': -1.2467507, ' down': -3.30029, ' Down': -3.3980875, 'Up': -6.774197}
{' down': -0.54650724, ' Down': -0.9158938, ' Up': -4.3387146, ' up': -5.7474976, 'Down': -6.00523}
{' Down': -0.06500494, ' Up': -2.8772318, ' down': -5.082921, ' up': -8.11347, 'Down': -9.002077}
{' Down': -0.010366362, ' down': -4.6007113, 'Down': -8.893946, ' Up': -9.132805, 'down': -11.385402}
{' Down': -0.24346757, ' down': -1.5342218, ' Up': -8.54759, 'Down': -8.658972, 'down': -9.547113}
{' Down': -0.20617586, ' Up': -1.9317409, ' down': -3.3215244, ' up': -5.2767973, 'Down': -8.844024}
{' Down': -0.025944943, ' Up': -4.1007166, ' down': -4.8004274, 'Down': -7.3373094, ' up': -9.286401}
{' Down': -0.018749781, ' down': -4.02731, 'Down': -7.386803, 'down': -9.389635, ' Up': -10.615364}
{' Down': -0.04478186, ' down': -3.1516502, 'Down': -7.4618125, ' Up': -8.191391, 'down': -9.014705}
{' Down': -0.05958117, ' Up': -3.1652312, ' down': -4.248096, 'Down': -7.2916403, ' up': -7.5659432}
{' Down': -0.19985577, ' Up': -1.8083036, ' down': -4.2351413, 'Down': -6.461938, ' up': -7.1410575}
{' Down': -0.0536189, ' down': -2.991607, 'Down': -6.488334, 'down': -7.788917, ' DOWN': -9.851333}
{' Down': -0.11799833, ' down': -2.2133715, 'Down': -6.6576877, 'down': -7.413626, ' DOWN': -9.881901}
{' Down': -0.24014933, ' Up': -1.7081078, ' down': -3.565377, ' up': -6.0252066, 'Down': -6.8126664}
{' Down': -0.093573414, ' down': -2.9827392, ' Up': -3.2910316, ' up': -7.0286064, 'Down': -7.7219467}
{' Down': -0.12257942, ' down': -2.172096, ' Up': -7.1986575, 'Down': -7.5872493, 'down': -9.259634}
{' Down': -0.41915908, ' down': -1.0772002, ' Up': -6.9557967, 'Down': -7.7210083, 'down': -8.409566}
{' Down': -0.23637602, ' Up': -2.2747593, ' down': -2.2912123, ' up': -5.1305447, 'Down': -7.7534404}
{' Down': -0.13456881, ' Up': -2.4864004, ' down': -3.2723863, 'Down': -5.7491884, ' up': -7.1213903}
{' Down': -0.04656665, ' down': -3.1352522, 'Down': -6.4542227, 'down': -8.034935, ' DOWN': -9.192177}
{' Down': -0.102305524, ' down': -2.3534746, 'Down': -6.487508, 'down': -7.5096827, ' DOWN': -9.3386965}
{' Down': -0.026527768, ' down': -4.289458, ' Up': -4.526364, 'Down': -6.651306, 'down': -8.609444}
{' Down': -0.05466653, ' Up': -3.0246274, ' down': -5.490465, 'Down': -7.903755, ' up': -9.6777}
{' Down': -0.006687044, ' down': -5.0810275, 'Down': -7.901605, 'down': -10.19272, ' Up': -10.701893}
{' Down': -0.022722105, ' down': -3.8172963, 'Down': -8.0429, 'down': -9.284173, ' Up': -10.045471}
{' Down': -0.051692907, ' Up': -3.1304872, ' down': -5.0849376, 'Down': -8.147576, ' up': -8.93345}
{' down': -0.7651846, ' Down': -0.77902037, ' Up': -2.9294856, ' up': -4.1887417, 'Down': -5.480959}
{' down': -0.49216828, ' Down': -1.227106, ' Up': -2.8974185, ' up': -3.3498917, 'Down': -5.9212027}
{' down': -0.38296482, ' Down': -1.2266767, ' Up': -4.6174884, ' up': -4.8750415, 'down': -5.4351935}
{' Up': -0.6330375, ' up': -1.5924568, ' Down': -1.9126147, ' down': -2.1772156, 'Down': -6.6037726}
{' Down': -0.4992541, ' down': -0.93749607, ' Up': -7.4611716, 'Down': -8.054165, 'down': -8.486195}
{' Up': -0.021478154, ' up': -3.919799, ' UP': -6.973998, ' Down': -7.904261, 'Up': -9.848311}
{' down': -0.8195435, ' Down': -1.2698743, ' Up': -1.8224369, ' up': -2.168203, ' UP': -7.1123214}
{' Up': -0.528892, ' up': -1.0717025, ' down': -3.0839477, ' Down': -4.089757, ' UP': -5.2339625}
{' down': -0.1353365, ' Down': -2.0822875, 'down': -6.6593494, 'Down': -7.8959846, ' Even': -8.798464}
{' Up': -0.060295425, ' up': -2.8515356, ' UP': -8.130779, 'Up': -8.145641, ' Down': -9.458406}
{' down': -0.24549596, ' Down': -1.5583222, 'down': -5.883424, ' e': -6.807111, 'Down': -6.8732}
{' Up': -0.34774697, ' up': -1.2437469, ' UP': -5.9596004, ' down': -7.0597405, ' Down': -7.142985}
{' down': -0.6057415, ' Down': -0.7964994, 'down': -6.142614, 'Down': -6.939655, ' DOWN': -9.232588}
{' Up': -0.030213926, ' up': -3.5594933, ' UP': -7.1645617, 'Up': -7.9414763, 'up': -9.395793}
{' down': -0.45972437, ' Down': -1.3382378, ' Up': -3.0925653, ' e': -3.612436, ' up': -3.6700246}
{' Up': -0.43703765, ' up': -1.1249974, ' down': -4.222717, ' Down': -5.0313005, ' UP': -5.43567}
{' down': -0.2900057, ' Down': -1.3896495, ' e': -6.863045, 'down': -7.504128, 'Down': -7.678466}
{' Up': -0.2617301, ' up': -1.4788148, ' UP': -6.7449126, ' e': -7.949264, ' down': -8.221784}
{' down': -0.15109605, ' Down': -2.073078, ' up': -4.971042, ' e': -5.784677, ' Up': -6.0185556}
{' up': -0.6387563, ' Up': -0.7710996, ' UP': -5.439982, ' down': -5.974583, ' e': -6.7256093}
{' Down': -0.5170006, ' down': -0.9173798, 'Down': -6.0947547, 'down': -6.389881, ' DOWN': -9.3840885}
{' Up': -0.03933515, ' up': -3.2965658, ' UP': -7.2703547, 'Up': -7.3551745, 'up': -9.062214}
{' Down': -0.4406779, ' down': -1.0606139, 'down': -5.516636, 'Down': -5.9028754, ' DOWN': -6.575018}
{' Up': -0.13735741, ' up': -2.139734, ' UP': -5.450275, ' Down': -5.7940407, ' down': -6.412691}
{' Down': -0.15947536, ' down': -1.9522514, ' Up': -5.8519363, 'Down': -6.712642, 'down': -7.424974}
{' Up': -0.025534142, ' up': -3.7638512, ' UP': -6.5241146, 'Up': -7.82979, ' Down': -9.382473}
{' Up': -0.19344817, ' up': -2.1246614, ' Down': -3.332862, ' down': -4.1456537, ' e': -6.167083}
{' Up': -0.22007392, ' up': -2.0646365, ' Down': -3.3586962, ' down': -3.4758399, ' UP': -5.5614414}
{' down': -0.052141167, ' Down': -3.575422, 'down': -4.0044265, 'Down': -6.2740054, ' up': -6.877307}
{' up': -0.6591073, ' Up': -0.75122464, 'Up': -5.4192805, 'up': -5.517128, ' UP': -6.8833747}
{' down': -0.25458914, ' up': -2.0572374, ' Down': -3.3111055, ' e': -3.540804, 'down': -4.2329}
{' up': -0.24428688, ' Up': -1.766225, ' down': -3.4998791, 'up': -5.2694583, 'Up': -5.925021}
{' Down': -0.046407368, ' down': -3.3669999, ' Up': -4.55952, 'Down': -8.444579, ' up': -9.372419}
{' Down': -0.38201234, ' Up': -1.2074193, ' down': -4.1339407, ' up': -6.089689, 'Down': -8.691443}
{' Up': -0.010481942, ' up': -4.6945143, ' Down': -6.769651, ' down': -9.899449, ' UP': -10.119153}
{' Down': -0.07603549, ' down': -2.6191108, 'Down': -8.419659, 'down': -9.125401, ' DOWN': -11.233137}
{' Down': -0.02486268, ' down': -3.770447, 'Down': -6.806871, 'down': -8.090704, ' Up': -9.521463}
{' Up': -0.12536575, ' Down': -2.165361, ' up': -6.419124, ' down': -6.785903, 'Up': -8.742608}
{' Down': -0.70856595, ' Up': -0.7141946, ' down': -4.3320704, ' up': -5.573514, 'Down': -7.318948}
{' Down': -0.054973222, ' down': -2.9634757, 'Down': -6.8012977, 'down': -7.504684, ' Up': -8.951833}
{' Down': -0.016853625, ' down': -4.207878, 'Down': -6.5678096, 'down': -7.849388, ' DOWN': -10.780147}
{' Down': -0.65138817, ' Up': -0.76245695, ' down': -4.6638412, 'Down': -6.803541, ' up': -7.009037}
{' Down': -0.34101346, ' Up': -1.2912832, ' down': -4.5088196, 'Down': -6.5885334, ' up': -7.0818315}
{' Down': -0.017751103, ' down': -4.132951, 'Down': -6.8398986, 'down': -7.825711, ' "': -9.917649}
{' Down': -0.037415605, ' down': -3.3508594, ' Up': -7.0205526, 'Down': -7.433783, 'down': -8.783255}
{' Up': -0.046975188, ' Down': -3.1633747, ' up': -5.893939, ' down': -7.1979113, 'Up': -9.805721}
{' Up': -0.0266961, ' Down': -4.3298383, ' up': -4.4104924, ' down': -7.100436, 'Up': -9.067523}
{' Down': -0.100717805, ' down': -2.3564396, 'Down': -7.4060917, 'down': -8.1772785, ' Up': -8.985491}
{' Down': -0.031354997, ' down': -3.6073055, 'Down': -5.8368683, 'down': -7.332508, ' DOWN': -9.254656}
{' Down': -0.0727935, ' Up': -3.0276349, ' down': -4.0597644, 'Down': -5.679334, 'down': -7.1642637}
{' Up': -0.03520451, ' Down': -3.4839046, ' up': -6.0468774, 'Up': -7.2179413, ' down': -7.6023426}
{' Down': -0.028543005, ' down': -3.6857464, 'Down': -6.044044, 'down': -7.384378, ' DOWN': -10.383171}
{' Down': -0.009093937, ' down': -4.9823413, ' Up': -6.3449054, 'Down': -8.035468, 'down': -9.289916}
{' Up': -0.66293705, ' Down': -0.7291717, ' down': -6.3638945, ' up': -7.9376297, 'Down': -8.651235}
{' Up': -0.013526828, ' Down': -4.4000053, ' up': -6.8989754, ' down': -9.591616, 'Up': -9.879887}
{' Down': -0.006491627, ' down': -5.0844407, 'Down': -8.503148, 'down': -9.82269, ' "': -11.402223}
{' Down': -0.07156653, ' down': -2.7806253, 'Down': -5.1696634, 'down': -6.6946726, ' Up': -9.501067}
{' Up': -0.041006453, ' Down': -3.5119157, ' up': -5.0806255, 'Up': -6.0097637, ' down': -6.7498436}
{' Up': -0.1973614, ' Down': -1.9817318, ' up': -3.8760264, ' down': -4.0758038, 'Up': -6.4213047}
{' Down': -0.21316825, ' down': -1.6950485, 'Down': -5.3087587, 'down': -5.75261, ' Up': -9.119983}
{' Down': -0.08916076, ' Up': -2.9221892, ' down': -3.4745042, ' up': -8.349728, 'Down': -8.435631}
{' Down': -0.13990614, ' Up': -2.1595614, ' down': -4.254858, ' up': -7.1654544, 'Down': -8.6131115}
{' Up': -0.5114716, ' Down': -0.95202523, ' down': -4.5876813, ' up': -5.4949293, 'Down': -9.307743}
{' Down': -0.049037147, ' down': -3.048297, ' Up': -8.536935, 'Down': -8.640254, 'down': -10.251605}
{' Down': -0.10678257, ' Up': -2.5926604, ' down': -3.6747546, 'Down': -7.2960105, ' up': -8.110983}
{' Up': -0.33394948, ' Down': -1.2803607, ' down': -5.716813, ' up': -6.048625, 'Down': -8.566098}
{' Up': -0.05382777, ' Down': -3.095898, ' up': -5.150324, ' down': -6.7124386, 'Up': -9.271938}
{' Down': -0.027482126, ' down': -3.6795568, ' Up': -6.7203455, 'Down': -7.4864817, 'down': -9.339818}
{' Down': -0.052133758, ' down': -3.5321941, ' Up': -3.8994827, 'Down': -6.8934627, 'down': -8.814635}
{' Up': -0.10364966, ' Down': -2.3472314, ' up': -6.6402817, ' down': -6.7543087, 'Up': -8.725197}
{' Up': -0.059753515, ' Down': -2.929882, ' up': -5.7296867, ' down': -6.778047, 'Up': -9.188632}
{' Down': -0.04699099, ' down': -3.1168969, 'Down': -7.071002, ' Up': -7.553394, 'down': -8.49697}
{' Down': -0.3888633, ' down': -1.6009243, ' Up': -2.1618257, ' up': -5.3364606, 'Down': -7.902277}
{' Down': -0.33055553, ' Up': -1.6826615, ' down': -2.4167202, ' up': -5.132254, 'Down': -7.9720216}
{' Up': -0.26722234, ' Down': -1.9337337, ' up': -2.9510295, ' down': -3.2855155, 'Down': -9.712833}
{' Down': -0.50785637, ' down': -0.9239273, ' Up': -7.2491775, 'Down': -8.07715, 'down': -8.7248745}
{' Down': -0.113293506, ' down': -2.4772024, ' Up': -3.8852758, 'Down': -6.244042, 'down': -7.7533326}
{' Up': -0.101153776, ' Down': -2.3928313, ' up': -5.936641, ' down': -6.382636, 'Up': -8.120406}
{' Up': -0.05343679, ' Down': -3.099966, ' up': -5.2130113, ' down': -6.6569824, 'Up': -8.794203}
{' Down': -0.10146471, ' down': -2.355743, 'Down': -6.7916327, 'down': -8.040446, ' Up': -8.575461}
{' Down': -0.11185317, ' Up': -2.656941, ' down': -3.3628697, 'Down': -7.612606, ' up': -8.2560215}
{' Down': -0.5702871, ' Up': -0.8656134, ' down': -4.4391985, ' up': -6.495349, 'Down': -8.161656}
{' Down': -0.46118248, ' Up': -1.0407399, ' down': -4.2875566, ' up': -6.0890336, 'Down': -8.733052}
{' Down': -0.036405038, ' down': -3.4146492, ' Up': -6.001868, 'Down': -8.262229, 'down': -9.229053}
{' Up': -0.7874496, ' Down': -1.521405, ' down': -1.5757872, ' up': -2.1488273, 'Down': -6.516432}
{' Up': -0.47436658, ' Down': -1.7395012, ' up': -2.1208816, ' down': -2.5277114, 'Down': -6.9030776}
{' Up': -0.6782629, ' up': -0.9602815, ' down': -2.739914, ' Down': -3.1548214, 'Up': -6.731218}
{' down': -0.6341407, ' Down': -0.8779725, ' Up': -3.3044727, ' up': -4.5318213, 'Down': -5.5998635}
{' Down': -0.16290095, ' Up': -1.9559021, ' down': -4.8190937, ' up': -7.454761, 'Down': -8.549534}
{' Down': -0.00911902, ' down': -4.7246075, 'Down': -8.794981, ' Up': -10.448227, 'down': -11.352395}
{' Down': -0.114998214, ' down': -2.2235017, 'Down': -8.34272, ' Up': -9.425472, 'down': -9.727522}
{' Down': -0.07139163, ' Up': -3.180953, ' down': -3.6319115, ' up': -7.400607, 'Down': -8.406394}
{' Down': -0.01732837, ' Up': -4.4145484, ' down': -5.4312515, 'Down': -7.4035745, 'down': -10.175066}
{' Down': -0.011639748, ' down': -4.521739, 'Down': -7.427676, 'down': -9.696191, ' Up': -10.607852}
{' Down': -0.044891387, ' down': -3.1491814, 'Down': -7.292413, 'down': -8.720086, ' Up': -8.983565}
{' Down': -0.12786728, ' Up': -2.2065835, ' down': -4.7642465, ' up': -7.3184624, 'Down': -7.378279}
{' Down': -0.18563394, ' Up': -1.8796324, ' down': -4.2507925, 'Down': -6.512986, ' up': -7.3184934}
{' Down': -0.03389382, ' down': -3.4524937, 'Down': -6.61317, 'down': -8.24848, ' DOWN': -9.991335}
{' Down': -0.07700271, ' down': -2.621663, 'Down': -6.8721237, 'down': -7.996756, ' DOWN': -10.200374}
{' Down': -0.18255046, ' Up': -1.9607123, ' down': -3.7674634, ' up': -6.437537, 'Down': -6.9069076}
{' Down': -0.12841974, ' Up': -2.4802244, ' down': -3.349819, ' up': -6.9598694, 'Down': -7.4018683}
{' Down': -0.13174273, ' down': -2.0993977, 'Down': -7.449976, ' Up': -8.701897, 'down': -9.180542}
{' Down': -0.32615864, ' down': -1.2877847, ' Up': -6.5432296, 'Down': -7.59706, ' up': -8.418028}
{' Down': -0.25146222, ' Up': -1.9917918, ' down': -2.5356228, ' up': -5.1152334, 'Down': -7.675696}
{' Down': -0.099260375, ' Up': -2.8869226, ' down': -3.3710785, 'Down': -5.753841, ' up': -7.501165}
{' Down': -0.08459194, ' down': -2.5623446, 'Down': -5.781628, 'down': -7.2475843, ' DOWN': -8.6839075}
{' Down': -0.065990455, ' down': -2.7898693, 'Down': -6.3080173, 'down': -7.6008863, ' DOWN': -9.450662}
{' Down': -0.039708562, ' Up': -3.6561446, ' down': -4.488492, 'Down': -6.541345, 'down': -8.663999}
{' Down': -0.102850124, ' Up': -2.3679354, ' down': -5.6684113, 'Down': -7.7243443, ' up': -9.264242}
{' Down': -0.004808621, ' down': -5.4445095, 'Down': -7.7831535, 'down': -10.235546, ' DOWN': -11.277276}
{' Down': -0.09054323, ' down': -2.4681067, 'Down': -6.8461924, 'down': -7.522672, ' Up': -8.9103155}
{' Down': -0.08916877, ' Up': -2.5362055, ' down': -5.1916523, 'Down': -8.113842, ' up': -8.525213}
{' Down': -0.6423496, ' down': -1.0439725, ' Up': -2.3661828, ' up': -3.8684256, 'Down': -5.403321}
{' Down': -0.59909266, ' down': -0.86507434, ' Up': -4.028446, 'Down': -5.352524, ' up': -5.3758106}
{' down': -0.57831824, ' Down': -0.85190445, 'down': -5.261803, 'Down': -5.376002, ' Up': -6.347105}
{' Up': -0.35127386, ' up': -1.9590942, ' Down': -2.2543845, ' down': -3.0659914, 'Up': -6.4308534}
{' Down': -0.31323528, ' down': -1.3278817, ' Up': -5.870173, 'Down': -7.8876724, ' up': -8.033988}
{' Up': -0.024278572, ' up': -3.809038, ' UP': -6.7932544, ' Down': -7.473722, ' down': -9.734276}
{' Down': -1.142951, ' down': -1.212594, ' Up': -1.3498411, ' up': -2.1041708, ' UP': -6.8979216}
{' Up': -0.35821185, ' up': -1.4061224, ' down': -3.4833074, ' Down': -3.8857844, ' UP': -5.4358315}
{' down': -0.16311304, ' Down': -1.9106276, 'down': -6.7715764, ' Even': -7.3816795, 'Down': -7.897251}
{' Up': -0.14318933, ' up': -2.0225363, 'Up': -7.7717257, ' UP': -8.357526, 'up': -8.9304285}
{' down': -0.37104484, ' Down': -1.1893032, 'down': -6.2637067, ' Up': -6.8989944, ' up': -7.012938}
{' Up': -0.4298191, ' up': -1.0679684, ' down': -6.2800593, ' UP': -6.5199175, ' Down': -6.711797}
{' down': -0.42501134, ' Down': -1.0733954, 'down': -5.9034467, 'Down': -7.0446534, ' Even': -7.7014103}
{' Up': -0.047723424, ' up': -3.099245, ' UP': -7.270335, 'Up': -7.827789, 'up': -9.104396}
{' down': -0.5093007, ' Down': -1.3128285, ' Up': -2.6386971, ' up': -3.2586732, ' e': -4.2728257}
{' Up': -0.40433753, ' up': -1.2722363, ' down': -3.5160563, ' Down': -4.0206456, ' UP': -6.0187526}
{' down': -0.30247316, ' Down': -1.3575401, ' e': -6.5041504, 'down': -7.3661575, 'Down': -7.6273556}
{' Up': -0.23498744, ' up': -1.5760671, ' UP': -7.2107353, ' Down': -7.308069, ' down': -7.3591175}
{' down': -0.27200812, ' Down': -1.6041061, ' up': -4.07812, ' Up': -4.5857286, ' e': -4.893792}
{' up': -0.5952807, ' Up': -0.8373805, ' down': -4.9796915, ' e': -5.617078, ' UP': -5.8360963}
{' Down': -0.47546268, ' down': -0.9816538, 'Down': -6.325171, 'down': -6.4677052, ' Even': -9.061077}
{' Up': -0.037058078, ' up': -3.3546371, 'Up': -7.3617916, ' UP': -7.5468884, 'up': -9.17321}
{' Down': -0.2756481, ' down': -1.4894732, ' Up': -4.893877, 'Down': -5.9000545, 'down': -5.9490542}
{' Up': -0.13316582, ' up': -2.2314534, ' Down': -4.7362103, ' down': -5.4422193, ' UP': -5.894097}
{' Down': -0.10308236, ' down': -2.437557, ' Up': -4.8004756, 'Down': -6.7791643, 'down': -7.7107463}
{' Up': -0.020396022, ' up': -3.99071, ' UP': -6.7304196, 'Up': -8.007315, ' Down': -9.0305}
{' Up': -0.09114804, ' up': -2.8020663, ' Down': -3.9062402, ' down': -5.427467, ' UP': -6.4915824}
{' Up': -0.25252488, ' Down': -2.4435115, ' up': -2.4697013, ' down': -3.0251405, ' UP': -6.1383905}
{' down': -0.061399017, ' Down': -3.4041302, 'down': -3.8036094, 'Down': -6.1252522, ' up': -7.3543425}
{' up': -0.5790721, ' Up': -0.8499881, 'up': -5.223794, 'Up': -5.3619184, ' UP': -7.152904}
{' down': -0.15446177, ' up': -2.7635965, ' Down': -3.138459, 'down': -3.8908033, ' Up': -4.946254}
{' up': -0.24504799, ' Up': -1.762565, ' down': -3.523666, 'up': -4.9774413, 'Up': -5.6041822}
{' Down': -0.37948036, ' Up': -1.2876472, ' down': -3.3037832, ' up': -5.8878345, 'Down': -8.608612}
{' Down': -0.05302836, ' down': -3.4429076, ' Up': -3.95372, 'Down': -8.394968, ' up': -8.595953}
{' Up': -0.008098246, ' up': -5.030048, ' Down': -6.594029, ' UP': -9.603978, ' down': -9.935679}
{' Down': -0.05573321, ' down': -2.9212897, 'Down': -8.347151, 'down': -9.3106, ' DOWN': -11.228878}
{' Down': -0.03692825, ' down': -3.5727594, ' Up': -5.0907307, 'Down': -6.4554386, 'down': -7.9009857}
{' Down': -0.019319559, ' down': -4.3367233, ' Up': -5.3001494, 'Down': -7.0312805, 'down': -8.96137}
{' Up': -0.010999957, ' up': -5.187992, ' Down': -5.3261666, 'Up': -8.328178, ' down': -8.823105}
{' Down': -0.02797292, ' down': -3.6350589, 'Down': -7.01204, 'down': -8.196931, ' DOWN': -11.094232}
{' Down': -0.030390188, ' down': -3.615578, 'Down': -6.2481365, 'down': -7.512844, ' Up': -7.6986465}
{' Down': -0.019611709, ' down': -4.1859937, ' Up': -6.1251454, 'Down': -6.48152, 'down': -7.8644776}
{' Up': -0.005821313, ' up': -5.745685, ' Down': -6.223158, 'Up': -7.7343254, ' UP': -9.728945}
{' Down': -0.022513112, ' down': -3.8711228, 'Down': -6.9062505, 'down': -7.958031, ' "': -9.924411}
{' Down': -0.039828762, ' down': -3.2881389, ' Up': -6.898563, 'Down': -7.464713, 'down': -9.246875}
{' Up': -0.2573107, ' Down': -1.537567, ' down': -4.975837, ' up': -5.3409038, 'Down': -8.994495}
{' Up': -0.010025, ' up': -4.7555537, ' Down': -6.8155804, 'Up': -9.151221, ' UP': -9.326709}
{' Down': -0.066785395, ' down': -2.7504535, 'Down': -7.574899, 'down': -8.712968, ' DOWN': -10.838126}
{' Down': -0.021424627, ' down': -4.0397334, 'Down': -5.9029794, 'down': -7.778981, ' Up': -8.069371}
{' Down': -0.012520617, ' down': -4.7727995, 'Down': -5.854346, ' Up': -7.345263, 'down': -7.938336}
{' Up': -0.00641784, ' Down': -5.732087, ' up': -6.136447, 'Up': -7.227933, ' UP': -8.936063}
{' Down': -0.031027861, ' down': -3.6037796, 'Down': -5.935563, 'down': -7.360827, ' DOWN': -10.585383}
{' Down': -0.029094761, ' Up': -3.813112, ' down': -5.1092033, 'Down': -7.7601295, 'down': -9.798047}
{' Down': -0.004230227, ' down': -6.1362205, ' Up': -6.3728666, 'Down': -8.085367, 'down': -10.435533}
{' Up': -0.0020559852, ' Down': -6.8999686, ' up': -6.9735274, 'Up': -9.683848, ' UP': -10.229308}
{' Down': -0.005165943, ' down': -5.3322263, 'Down': -8.25364, 'down': -10.038094, ' DOWN': -11.826559}
{' Down': -0.04414986, ' down': -3.2957556, 'Down': -5.2653317, 'down': -7.267536, ' Up': -8.565195}
{' Up': -0.10221138, ' Down': -2.4247556, ' up': -5.517153, ' down': -6.0527196, 'Up': -6.506102}
{' Up': -0.034715705, ' up': -4.161207, ' Down': -4.203823, 'Up': -6.2960987, ' down': -6.7014008}
{' Down': -0.1401817, ' down': -2.0938904, 'Down': -5.2171144, 'down': -6.1715612, ' DOWN': -10.039544}
{' Down': -0.017556064, ' down': -4.085446, ' Up': -7.893868, 'Down': -8.601731, 'down': -10.592843}
{' Down': -0.01463487, ' down': -4.935638, ' Up': -4.9456973, 'Down': -8.5622015, ' up': -11.005809}
{' Down': -0.15488876, ' Up': -2.0364559, ' down': -4.398673, ' up': -7.6309733, 'Down': -8.60303}
