{' Yes': -0.0061298776, 'Yes': -5.340942, ' Generally': -7.020786, ' yes': -8.552528, ' An': -10.049665}
{' No': -0.33364913, 'No': -1.3885349, '\n': -3.815344, ' ': -5.0927067, ' no': -5.782524}
{' No': -0.3665585, 'No': -1.2768788, '\n': -3.9963841, ' ': -5.262851, ' no': -6.223294}
{' No': -0.3279779, 'No': -1.4726846, '\n': -3.6202092, ' no': -4.7267222, ' ': -4.752643}
{' No': -0.33049458, 'No': -1.4288068, '\n': -3.6567044, ' ': -5.089041, ' C': -5.4944215}
{' Yes': -0.7467231, ' No': -0.8790664, ' yes': -2.8398418, 'No': -4.075872, ' no': -4.631192}
{' No': -0.5862238, ' Yes': -1.0829889, ' yes': -3.3316402, 'No': -3.810773, ' A': -4.531401}
{' No': -0.43478483, ' Yes': -1.7261877, 'No': -3.1689498, ' C': -3.1702125, ' yes': -3.4335513}
{' No': -0.66190976, ' C': -1.5669774, ' Yes': -1.8320185, 'No': -3.0985649, ' yes': -3.7637117}
{' Yes': -0.7091541, ' No': -0.70969766, '\n': -5.3389435, 'No': -5.48381, ' ': -5.6073}
{' No': -0.22322735, ' Yes': -1.6926564, 'No': -4.9045033, ' A': -5.8348584, '\n': -6.1152}
{' No': -0.019039825, 'No': -4.9796796, '\n': -5.317446, ' Yes': -5.547692, ' ': -6.2280397}
{' No': -0.014881188, 'No': -4.8612876, '\n': -5.836187, ' Yes': -6.5243425, ' ': -6.656618}
{' No': -0.08112382, 'No': -2.804894, '\n': -4.5131555, ' ': -5.3345075, ' A': -7.3946376}
{' No': -0.08866115, 'No': -2.727436, '\n': -4.38182, ' ': -5.3177185, ' A': -6.68798}
{' No': -0.088445336, 'No': -2.8845248, '\n': -3.8952801, ' ': -5.2610245, ' C': -5.9876833}
{' No': -0.087068744, 'No': -2.8782637, '\n': -4.060158, ' C': -5.248265, ' ': -5.5194983}
{' No': -0.084922686, 'No': -2.909025, '\n': -4.3246474, ' ': -5.08774, ' A': -5.4433703}
{' No': -0.097178884, 'No': -2.666881, '\n': -4.3433714, ' ': -5.224771, ' A': -5.566039}
{' No': -0.074494265, 'No': -3.0000274, '\n': -4.408128, ' ': -5.373069, ' C': -5.4176702}
{' No': -0.109685786, 'No': -2.909895, '\n': -3.8348405, ' C': -3.897459, ' ': -5.1260967}
{' No': -0.03979322, 'No': -4.048399, ' Yes': -4.823166, '\n': -5.0312405, ' ': -5.137686}
{' No': -0.045617305, 'No': -3.7726145, ' Yes': -4.637061, ' ': -5.2461557, '\n': -5.32059}
{' No': -0.03870342, 'No': -3.730369, '\n': -5.0528197, ' ': -5.5371337, ' C': -5.7467604}
{' No': -0.037292723, 'No': -3.7040675, '\n': -5.4068336, ' C': -5.5382824, ' ': -5.864622}
{' No': -0.06534638, 'No': -2.9053311, ' ': -5.506886, '\n': -5.874182, ' A': -6.9114385}
{' No': -0.071118325, 'No': -2.7943866, ' ': -5.5750055, '\n': -6.0298395, ' A': -6.909915}
{' No': -0.0565478, 'No': -3.0934167, ' ': -5.3180413, '\n': -5.6303773, ' C': -7.54514}
{' No': -0.065987214, 'No': -2.9996152, '\n': -5.0363674, ' ': -5.3635907, ' C': -6.0809946}
{' No': -0.2592663, ' Yes': -1.7721734, 'No': -3.7602885, '\n': -4.399945, ' ': -4.577334}
{' No': -0.05187545, 'No': -3.6167214, ' Yes': -4.8515296, ' ': -5.2071714, '\n': -5.251712}
{' No': -0.071460575, 'No': -3.1320128, '\n': -4.837898, ' ': -5.057856, ' Yes': -5.2076316}
{' No': -0.08056425, 'No': -3.5240932, ' C': -4.0249305, ' Yes': -4.1086917, '\n': -5.0062747}
{' Yes': -0.20801075, ' No': -1.8383474, ' Generally': -4.0474806, 'Yes': -5.41105, 'No': -5.5888104}
{' No': -0.06553048, 'No': -3.4700694, ' Generally': -4.1941485, ' A': -4.9709506, ' Yes': -5.8667316}
{' No': -0.16309157, ' Generally': -2.7206743, ' C': -3.0790763, 'No': -3.684978, ' Yes': -4.9598846}
{' No': -0.21380809, ' C': -1.948826, 'No': -3.4517841, ' Generally': -4.4712696, ' Yes': -5.546079}
{' No': -0.08760139, 'No': -2.900708, ' Yes': -4.239535, ' Generally': -4.614903, ' A': -5.99025}
{' No': -0.16722594, 'No': -2.60991, ' Yes': -3.0321987, ' Generally': -4.031516, ' A': -5.101453}
{' No': -0.17494732, 'No': -2.3990283, ' C': -2.9863582, ' Generally': -4.335525, ' ': -6.6977134}
{' No': -0.17892465, 'No': -2.2318535, ' C': -3.0315304, ' Generally': -5.439205, ' ': -6.8269315}
{' No': -0.08101465, 'No': -2.9301567, ' Yes': -4.0790443, ' A': -5.8607826, ' Generally': -6.2763057}
{' No': -0.09514378, 'No': -2.601152, ' Yes': -4.990047, ' A': -5.5425906, ' ': -6.499196}
{' No': -0.13235714, 'No': -2.5021212, ' C': -3.3785746, ' ': -6.0857143, ' Generally': -6.1003933}
{' No': -0.2510082, ' C': -2.1155179, 'No': -2.3971033, ' ': -5.907291, ' Generally': -6.188649}
{' No': -0.16927522, ' Yes': -2.404514, 'No': -3.6036658, ' Generally': -3.7701201, ' A': -4.5549545}
{' No': -0.53882533, ' Yes': -1.208276, ' Generally': -2.8429708, 'No': -3.7087471, ' A': -4.347995}
{' No': -0.42868522, ' C': -1.4179144, ' Generally': -2.8969848, 'No': -3.3619373, ' On': -5.0465555}
{' No': -0.42079586, ' C': -1.2087846, 'No': -3.3025954, ' Generally': -5.558884, ' Yes': -6.2230678}
{' No': -0.088326834, 'No': -2.5918992, ' Generally': -5.6438875, ' ': -6.2688065, '\n': -6.5380716}
{' No': -0.13339409, 'No': -2.286125, ' Generally': -5.216903, ' Yes': -5.4011436, ' A': -5.6447043}
{' No': -0.2368364, 'No': -2.0702846, ' C': -2.9370985, ' ': -4.8636174, ' Generally': -4.9213405}
{' No': -0.24989791, 'No': -2.1408606, ' C': -2.4703643, ' ': -5.3144703, '\n': -5.62054}
{' No': -0.36831695, ' Yes': -1.8064883, ' Generally': -2.8098395, 'No': -2.971262, ' A': -4.1601944}
{' No': -0.38303125, ' Yes': -1.6004937, 'No': -2.8434403, ' Generally': -3.75959, ' A': -4.0899363}
{' No': -0.3233081, ' C': -2.0171938, 'No': -2.200574, ' Generally': -4.1777515, ' ': -5.624713}
{' No': -0.38712043, ' C': -1.6013023, 'No': -2.326688, ' Yes': -4.9204283, ' Generally': -5.225238}
{' No': -0.008466237, 'No': -5.036163, ' ': -7.1205263, ' Yes': -7.381604, ' A': -8.452513}
{' No': -0.01359498, 'No': -5.2179747, ' Yes': -5.572177, ' A': -6.1490893, ' ': -6.446576}
{' No': -0.011144725, 'No': -4.8426647, ' C': -6.4952655, ' ': -7.1052127, '\n': -7.913968}
{' No': -0.012065274, 'No': -5.013219, ' C': -5.6200476, ' ': -6.9258146, '\n': -7.484572}
{' No': -0.08657408, 'No': -2.581117, '\n': -5.9528766, ' ': -6.143968, ' A': -6.333089}
{' No': -0.07899964, 'No': -2.6780844, ' A': -6.0989766, '\n': -6.116717, ' ': -6.2397223}
{' No': -0.07795373, 'No': -3.0078814, ' C': -4.033907, ' ': -5.495587, '\n': -6.283499}
{' No': -0.12986076, ' C': -2.8423238, 'No': -2.8675814, ' ': -5.6110806, '\n': -6.575852}
{' No': -0.14892597, 'No': -2.4259512, '\n': -3.2612212, ' ': -4.873028, ' A': -5.7468605}
{' No': -0.13097566, 'No': -2.5085409, '\n': -3.4492662, ' ': -5.0546412, ' A': -5.932469}
{' No': -0.24557452, '\n': -2.2875323, 'No': -2.402477, ' ': -4.1456294, ' C': -4.813226}
{' No': -0.30351338, '\n': -2.1483676, 'No': -2.1979587, ' C': -4.0675077, ' ': -4.183007}
{' No': -0.012921638, 'No': -4.441779, ' ': -7.342786, ' A': -8.221007, '\n': -9.789931}
{' No': -0.012534858, 'No': -4.477571, ' ': -7.383695, ' A': -8.0209875, ' Yes': -9.944685}
{' No': -0.015404874, 'No': -4.3980875, ' C': -6.0447187, ' ': -7.642246, '\n': -10.002721}
{' No': -0.019510567, 'No': -4.2195916, ' C': -5.5296426, ' ': -7.5612197, '\n': -9.818711}
{' No': -0.2469289, 'No': -1.652929, '\n': -4.404594, ' ': -4.724464, ' A': -5.43617}
{' No': -0.2747869, 'No': -1.5472668, '\n': -4.3687043, ' ': -4.79341, ' A': -5.263701}
{' No': -0.25823975, 'No': -1.7451057, '\n': -3.8975677, ' ': -4.236183, ' C': -4.3074512}
{' No': -0.2832115, 'No': -1.6288553, ' C': -3.9429579, '\n': -4.0332913, ' ': -4.5532174}
{' No': -0.068299994, 'No': -3.2096212, ' A': -4.4097457, ' Yes': -5.0950313, ' ': -5.4725766}
{' No': -0.40206143, ' Yes': -1.6015377, ' A': -2.644323, 'No': -3.4787369, ' ': -4.5610404}
{' No': -0.23870559, ' C': -1.9040154, 'No': -3.125073, ' ': -4.8683815, 'C': -5.992387}
{' No': -0.23204248, ' C': -1.9154797, 'No': -3.044226, ' ': -5.340925, '\n': -6.177247}
{' No': -0.121660754, 'No': -2.250134, ' A': -5.4567194, ' no': -6.5805697, ' ': -6.829815}
{' No': -0.18535247, 'No': -2.1223278, ' A': -3.4617043, ' C': -5.299985, ' Generally': -5.913322}
{' No': -0.22634254, 'No': -1.8728346, ' C': -3.4669728, ' ': -5.788644, ' Generally': -5.9212418}
{' No': -0.23473364, 'No': -1.8525352, ' C': -3.2060394, '\n': -5.9604306, ' ': -6.033395}
{' No': -0.081958205, 'No': -2.5562603, ' ': -7.929075, ' Yes': -7.974441, ' Generally': -9.060763}
{' No': -0.12499771, 'No': -2.1489444, ' C': -8.351356, ' ': -8.3549, ' no': -8.8832035}
{' No': -0.18127775, 'No': -1.8778396, ' C': -5.0659976, ' Generally': -5.5094004, ' Yes': -7.2877107}
{' No': -0.19589208, 'No': -1.8152788, ' C': -4.4474006, ' Yes': -6.80573, ' Generally': -6.8764024}
{' No': -0.1339476, 'No': -2.0998404, ' Yes': -6.532825, ' ': -7.2710986, '\n': -8.595296}
{' No': -0.22168912, 'No': -1.629799, ' ': -7.251355, ' A': -7.2627325, '\n': -7.2687216}
{' No': -0.19103874, 'No': -1.8996509, ' C': -4.171763, ' Yes': -6.0098047, ' Generally': -6.2257314}
{' No': -0.32226703, 'No': -1.5285069, ' C': -3.153125, ' Yes': -4.8392634, ' Generally': -6.2236595}
{' No': -0.025516901, 'No': -3.7009373, ' ': -8.334922, ' no': -9.647371, ' NO': -10.012968}
{' No': -0.030763524, 'No': -3.5177689, ' A': -8.133102, ' ': -8.695053, ' C': -10.185165}
{' No': -0.062049378, 'No': -2.9626057, ' C': -5.0001707, ' Generally': -7.2711005, ' ': -7.7174582}
{' No': -0.06852638, 'No': -2.920455, ' C': -4.4941816, ' ': -7.675536, ' Generally': -8.430102}
{' No': -0.4587868, 'No': -1.0127952, ' Generally': -6.4279604, ' ': -6.903032, '\n': -7.059554}
{'No': -0.6659613, ' No': -0.7412501, ' C': -6.0309515, '\n': -6.0357275, ' Generally': -6.7124386}
{' No': -0.6778567, 'No': -1.0919079, ' C': -2.2128642, ' Generally': -4.14085, 'C': -4.4552402}
{' No': -0.59525293, 'No': -0.93419063, ' C': -3.181076, ' Generally': -5.531062, 'C': -5.546875}
{' No': -0.1080274, 'No': -2.624278, ' Yes': -4.150244, ' Cow': -5.572348, ' A': -5.9031386}
{' No': -0.12775789, 'No': -2.1923807, ' C': -5.4442325, ' A': -6.4584923, '\n': -6.9485316}
{' No': -0.5144994, ' C': -1.5755327, 'No': -2.1439264, ' Yes': -3.2180746, ' Generally': -3.8123128}
{' C': -0.84452903, ' No': -0.95517045, 'No': -2.1167896, ' Yes': -3.244357, ' Generally': -4.6371427}
{' No': -0.021364769, 'No': -4.41091, ' ': -5.4339395, ' no': -5.5746202, '\n': -8.35909}
{' No': -0.07182485, ' Yes': -3.187364, ' ': -4.633554, 'No': -4.7261844, ' A': -5.6376586}
{' No': -0.018735752, 'No': -4.4829955, ' ': -5.7581344, ' no': -5.910038, ' C': -7.453016}
{' No': -0.036580116, 'No': -4.1938524, ' C': -4.2809725, ' ': -5.78216, ' no': -6.2006707}
{' No': -0.092052884, 'No': -2.506741, ' ': -5.906386, '\n': -6.5451503, ' A': -6.9710865}
{' No': -0.11098331, 'No': -2.3291745, ' ': -5.963127, '\n': -6.176353, ' A': -6.2294636}
{' No': -0.09264103, 'No': -2.559331, ' ': -5.533475, '\n': -5.7942057, ' C': -6.0434656}
{' No': -0.13126516, 'No': -2.2843318, ' C': -4.5100927, ' ': -5.4293, '\n': -5.4477606}
{' No': -0.17240249, 'No': -2.123084, '\n': -3.7197254, ' ': -4.9535265, ' A': -5.2860775}
{' No': -0.17731038, 'No': -2.075452, '\n': -3.6617463, ' ': -5.151424, ' A': -5.4766035}
{' No': -0.22268489, 'No': -2.282261, '\n': -2.8020227, ' C': -3.950098, ' ': -4.3486347}
{' No': -0.31286144, 'No': -1.9308786, '\n': -2.6052847, ' C': -3.34072, ' ': -4.475688}
{' No': -0.02633884, 'No': -3.7295437, ' ': -6.8089633, ' no': -7.9312, '\n': -8.209621}
{' No': -0.028004367, 'No': -3.6803098, ' ': -6.7108936, ' A': -7.522774, '\n': -8.127754}
{' No': -0.029019838, 'No': -3.6414123, ' C': -7.06437, ' ': -7.152009, ' no': -7.9764295}
{' No': -0.037893288, 'No': -3.4215274, ' C': -5.766477, ' ': -7.203991, '\n': -8.004206}
{' No': -0.31979567, 'No': -1.4356327, '\n': -3.7287219, ' ': -5.0463324, ' no': -5.949559}
{' No': -0.33317077, 'No': -1.403962, '\n': -3.6200686, ' ': -5.0556426, ' no': -6.4317136}
{' No': -0.31847915, 'No': -1.5086876, '\n': -3.4883163, ' ': -4.6351314, ' no': -5.136253}
{' No': -0.33940512, 'No': -1.4522343, '\n': -3.33395, ' ': -4.8373976, ' C': -5.291169}
{' No': -0.1082312, 'No': -3.1179206, ' Yes': -3.9584565, ' no': -4.324451, ' A': -4.472647}
{' No': -0.2240066, ' Yes': -2.270092, 'No': -3.400835, ' A': -3.5971344, ' no': -4.789354}
{' No': -0.14944714, 'No': -2.6554286, ' C': -3.7606854, ' no': -3.8553655, '\n': -4.502404}
{' No': -0.37403202, ' C': -1.5816317, 'No': -2.771329, ' no': -4.5982714, '\n': -4.6082964}
{' No': -0.013214886, 'No': -4.6987844, '\n': -6.4295316, ' ': -6.496197, ' A': -7.7238774}
{' No': -0.049493056, ' Yes': -3.5693696, 'No': -4.7412653, ' A': -5.2107973, '\n': -5.889729}
{' No': -0.012925079, 'No': -4.911635, '\n': -5.8824697, ' ': -6.6515565, ' C': -6.862139}
{' No': -0.01697214, 'No': -4.788983, ' C': -5.5384774, '\n': -5.9647927, ' ': -6.5146503}
{' No': -0.07421626, 'No': -2.8518233, '\n': -4.710925, ' ': -5.532893, ' A': -7.5799794}
{' No': -0.07551546, 'No': -2.9547172, '\n': -4.3895984, ' ': -5.26008, ' A': -6.0340133}
{' No': -0.10552961, 'No': -2.912929, '\n': -3.417726, ' ': -4.9122043, ' C': -5.3751636}
{' No': -0.12808873, 'No': -2.8797576, '\n': -3.27694, ' C': -4.0222344, ' ': -4.9449124}
{' No': -0.085946225, 'No': -2.893174, '\n': -4.1130877, ' ': -5.0512533, ' A': -5.674575}
{' No': -0.08567261, 'No': -2.8444903, '\n': -4.260332, ' ': -5.23485, ' A': -5.545816}
{' No': -0.10246717, 'No': -2.915743, '\n': -3.6232398, ' C': -4.794041, ' ': -4.929339}
{' No': -0.1167317, 'No': -2.9301527, '\n': -3.697149, ' C': -3.7423537, ' ': -4.965301}
{' No': -0.024253229, 'No': -4.012832, ' ': -5.7774954, '\n': -6.228148, ' A': -7.359374}
{' No': -0.028033605, 'No': -4.055862, ' ': -5.4323225, ' A': -5.77225, '\n': -6.1139}
{' No': -0.048924655, 'No': -3.635402, ' C': -4.759763, '\n': -4.9745193, ' ': -5.230279}
{' No': -0.095207304, ' C': -3.087528, 'No': -3.530113, '\n': -4.695617, ' ': -5.181848}
{' No': -0.058191407, 'No': -3.0921786, ' ': -5.2338657, '\n': -5.5456367, ' A': -6.4811664}
{' No': -0.06522237, 'No': -2.9352765, ' ': -5.387305, '\n': -5.7331543, ' A': -6.238546}
{' No': -0.074426524, 'No': -2.896856, ' ': -4.9139233, '\n': -5.0931168, ' C': -6.2324443}
{' No': -0.079915695, 'No': -2.970888, '\n': -4.613556, ' ': -4.8610587, ' C': -4.940799}
{' No': -0.07291074, 'No': -3.2325327, '\n': -4.6019206, ' ': -4.7965693, ' A': -4.8084126}
{' No': -0.05192436, 'No': -3.7407937, ' A': -4.6073136, ' ': -5.0196977, '\n': -5.216412}
{' No': -0.0963215, 'No': -3.1190205, ' C': -3.8682709, '\n': -4.280546, ' ': -4.698166}
{' No': -0.16958337, ' C': -2.2990923, 'No': -3.6682117, '\n': -4.652364, ' Yes': -4.7927456}
{' Yes': -0.008933052, ' Generally': -5.09641, 'Yes': -6.0440464, ' yes': -8.844761, ' Typically': -9.577765}
{' Yes': -0.047235847, ' Generally': -3.4387686, ' No': -5.382269, 'Yes': -5.400097, ' It': -6.1474686}
{' Yes': -0.24918342, ' Generally': -1.6169183, ' In': -5.231113, ' On': -5.681003, ' Typically': -5.7029815}
{' Yes': -0.66967016, ' Generally': -1.2132932, ' No': -2.0956554, ' It': -3.6099663, ' On': -4.85643}
{' Yes': -0.039330687, ' Generally': -3.6748116, 'Yes': -4.5649333, ' Typically': -7.3106585, ' yes': -7.6412535}
{' Yes': -0.13675784, ' Generally': -2.5275202, ' It': -4.3075666, 'Yes': -4.447253, ' No': -4.499488}
{' Yes': -0.12661746, ' Generally': -2.3498573, 'Yes': -4.6014404, ' In': -5.6789393, ' Typically': -5.8986773}
{' Yes': -0.07373857, ' Generally': -3.071839, 'Yes': -4.275591, ' No': -5.597159, ' Typically': -6.907441}
{' Yes': -0.02269028, 'Yes': -4.107302, ' Generally': -5.704178, '\n': -7.332213, ' yes': -7.484976}
{' Yes': -0.06799161, ' Generally': -3.9296858, 'Yes': -4.1855564, ' No': -4.586773, ' It': -4.7146707}
{' Yes': -0.07288895, ' Generally': -3.239038, 'Yes': -4.2021785, ' No': -5.725811, ' In': -6.126094}
{' Yes': -0.037567526, 'Yes': -4.0770473, ' Generally': -4.4212055, ' No': -6.239527, ' ': -7.0903997}
{' Yes': -0.022238027, ' Generally': -4.030178, 'Yes': -5.8891525, ' A': -8.165413, ' Typically': -8.261053}
{' Yes': -0.040769696, ' Generally': -3.453983, 'Yes': -5.574325, ' No': -6.62545, ' A': -7.194944}
{' Yes': -0.13181187, ' Generally': -2.1940334, 'Yes': -5.8701115, ' In': -6.110949, ' On': -6.1232777}
{' Yes': -0.10301602, ' Generally': -2.4871027, 'Yes': -5.2641525, ' In': -6.352344, ' On': -6.364143}
{' Yes': -0.12276971, ' Generally': -2.9793408, ' No': -3.6231928, 'Yes': -4.158357, '\n': -5.1950297}
{' No': -0.6000499, ' It': -1.9343548, ' Generally': -2.2355137, 'No': -2.5752754, ' That': -3.2593381}
{' Yes': -0.19448376, ' Generally': -2.5554552, ' No': -3.8365579, 'Yes': -3.8913734, ' It': -4.3961134}
{' Yes': -0.31654778, ' No': -2.6217847, ' Generally': -2.6450522, ' It': -3.5679579, 'Yes': -3.6231472}
{' Yes': -0.062865995, ' Generally': -3.0437486, 'Yes': -4.9231696, ' Typically': -6.249126, ' yes': -7.273937}
{' Yes': -0.07171035, ' Generally': -3.0432944, 'Yes': -4.5794635, ' Typically': -6.0520597, ' A': -6.4559135}
{' Yes': -0.1892038, ' Generally': -2.0765386, 'Yes': -4.4586096, ' No': -4.538003, ' In': -5.406839}
{' Yes': -0.07565142, ' Generally': -3.2254279, 'Yes': -3.9909346, ' yes': -5.732321, ' No': -6.063244}
{' Yes': -0.0043110396, 'Yes': -5.7680626, ' yes': -7.60985, ' ': -8.096163, '\n': -8.897153}
{' Yes': -0.004365576, 'Yes': -5.9423785, ' Generally': -7.5443263, ' ': -7.7284713, ' yes': -7.925136}
{' Yes': -0.008819998, ' Generally': -5.401032, 'Yes': -6.100099, ' yes': -7.4092445, '\n': -7.6074505}
{' Yes': -0.017368764, ' Generally': -4.916569, 'Yes': -5.647473, ' No': -5.7250824, ' yes': -7.062186}
{' Yes': -0.035071347, 'Yes': -4.2264338, ' Generally': -4.753127, ' No': -5.4283433, '\n': -6.2968893}
{' No': -0.2239796, ' Yes': -2.651159, 'No': -3.0777047, ' Generally': -3.2407072, ' It': -4.0240664}
{' Yes': -0.1507262, ' Generally': -2.603853, ' No': -3.3028848, 'Yes': -4.6842093, ' ': -5.8964744}
{' Yes': -0.7064246, ' No': -1.1384829, ' Generally': -2.2158391, 'No': -3.971149, ' C': -4.4687214}
{' Yes': -0.08087318, '\n': -3.3659852, 'Yes': -3.6095595, ' ': -4.8607135, ' No': -5.9132156}
{' Yes': -0.7696734, ' No': -1.1577349, '\n': -2.2087183, 'No': -3.478507, ' ': -3.6408856}
{' Yes': -0.39036873, '\n': -1.7747911, ' Generally': -3.1470978, ' No': -3.1646302, ' ': -3.4570532}
{' No': -1.0691172, '\n': -1.2555472, ' Yes': -1.4082972, 'No': -3.1565843, ' ': -3.3245435}
{' Yes': -0.003732035, 'Yes': -5.8086324, ' yes': -7.999453, ' ': -8.376685, ' YES': -9.683972}
{' Yes': -0.022837903, ' No': -4.098094, 'Yes': -5.726321, ' ': -7.009557, ' yes': -7.7278814}
{' Yes': -0.005966828, 'Yes': -5.976649, ' Generally': -6.239004, ' No': -7.658568, ' yes': -7.8577843}
{' No': -0.62881863, ' Yes': -0.8156416, 'No': -4.6530495, ' Generally': -5.0199986, 'Yes': -5.8745213}
{' Yes': -0.8798706, ' No': -1.0746548, 'No': -2.1582634, 'Yes': -2.9114373, '\n': -3.3070776}
{' No': -0.36503708, 'No': -1.503213, '\n': -3.6863813, ' Yes': -3.9456644, ' ': -4.307458}
{' Yes': -0.821687, ' No': -1.0918897, 'No': -2.3473618, 'Yes': -3.2088997, '\n': -3.2465487}
{' No': -0.39131668, 'No': -1.5909913, ' Yes': -2.8614683, '\n': -3.5315812, ' ': -4.2819624}
{' Yes': -0.022411978, 'Yes': -4.4967523, ' yes': -5.0324674, ' ': -6.3176723, ' YES': -7.074612}
{' Yes': -0.06670644, ' No': -4.0449758, ' Generally': -4.4975457, 'Yes': -4.837727, ' yes': -4.893828}
{' Yes': -0.0446476, 'Yes': -4.515773, ' Generally': -4.609702, ' yes': -4.6833825, ' YES': -5.3455205}
{' Yes': -0.06509673, ' yes': -4.04728, ' No': -4.3036437, 'Yes': -4.403517, ' Generally': -4.6212993}
{' Yes': -0.07330209, 'Yes': -3.4355628, ' Generally': -4.0334277, ' yes': -4.3980203, ' A': -5.925563}
{' Yes': -0.15288576, ' Generally': -3.3490314, 'Yes': -3.4866488, ' It': -3.8169339, ' No': -4.0956964}
{' Yes': -0.17309251, ' Generally': -3.0191495, 'Yes': -3.338186, ' yes': -3.5131907, ' No': -4.835975}
{' Yes': -0.18307093, ' Generally': -3.2095504, 'Yes': -3.2360682, ' yes': -3.569455, ' No': -3.9795957}
{' Yes': -0.03720376, 'Yes': -3.6359868, ' Generally': -5.3954916, ' yes': -6.072232, ' No': -6.1670866}
{' No': -0.5117442, ' Yes': -1.573052, 'No': -2.2730112, ' Generally': -2.9679916, ' It': -3.7925782}
{' Yes': -0.18105057, ' Generally': -2.3425953, 'Yes': -3.6333857, ' No': -3.717618, 'No': -5.206004}
{' Yes': -0.2842251, ' Generally': -2.1768317, ' No': -2.7460093, 'Yes': -3.3687682, 'No': -4.037004}
{' Yes': -0.03971303, 'Yes': -3.3653924, ' Generally': -6.309828, ' yes': -6.734512, ' No': -7.7345424}
{' Yes': -0.14174113, 'Yes': -3.081759, ' Generally': -3.262787, ' No': -3.7363741, ' It': -4.8250146}
{' Yes': -0.12588865, 'Yes': -2.952886, ' Generally': -3.7335505, ' No': -3.823358, 'No': -4.9467607}
{' Yes': -0.15359843, 'Yes': -2.9360783, ' No': -3.3206513, ' Generally': -3.4726253, 'No': -4.5563083}
{' Yes': -0.01447146, 'Yes': -4.646504, ' No': -6.1077347, ' Generally': -6.733309, ' yes': -7.11541}
{' Yes': -0.018781483, 'Yes': -4.6983986, ' No': -4.9304767, ' Generally': -6.822603, ' yes': -7.6797996}
{' Yes': -0.029255608, 'Yes': -4.2133965, ' Generally': -4.585213, ' No': -6.678985, ' yes': -6.9820933}
{' Yes': -0.033238046, ' Generally': -4.2269006, 'Yes': -4.255341, ' No': -6.759957, ' yes': -6.975907}
{' Yes': -0.9968645, ' No': -1.3725396, ' Generally': -1.6316186, 'No': -2.1517966, 'Yes': -3.614117}
{' No': -0.829182, 'No': -1.2772622, ' It': -2.0295393, ' Generally': -2.7860663, ' That': -3.593016}
{' Yes': -0.9034172, ' Generally': -1.5233018, ' No': -2.1423204, 'No': -2.4992785, 'Yes': -3.0489748}
{' No': -1.1758825, 'No': -1.4066869, ' Generally': -2.000784, ' It': -2.2867072, ' Yes': -2.6020148}
{' Yes': -0.31713954, ' No': -1.5177946, 'No': -3.8477027, 'Yes': -4.0263395, ' Generally': -5.4181104}
{' No': -0.5146703, ' Yes': -1.3932772, 'No': -2.4156218, ' Generally': -3.10752, 'Yes': -4.831773}
{' Yes': -0.08570456, ' Generally': -3.2243762, 'Yes': -3.6471555, ' yes': -5.6496496, ' No': -5.7431026}
{' Yes': -0.0956271, ' Generally': -3.2659454, 'Yes': -3.3391838, ' yes': -5.419549, ' No': -5.72744}
{' Yes': -0.043886762, ' yes': -3.3921018, 'Yes': -5.103844, ' ': -6.672004, ' YES': -6.7631817}
{' Yes': -0.05369632, ' yes': -3.20036, 'Yes': -4.8072968, ' ': -6.336987, '\n': -7.3909616}
