{' Right': -0.039885, ' Left': -3.3768294, ' right': -5.4826035, ' left': -7.4533596, 'Right': -8.778944}
{' Right': -0.197993, ' right': -1.747748, ' Left': -5.712103, ' left': -6.8704643, 'Right': -7.451305}
{' Left': -0.24357523, ' Right': -1.9257003, ' left': -2.7355452, ' right': -5.3790445, 'Left': -7.705218}
{' Right': -0.028426426, ' right': -4.1976995, ' Left': -4.509259, 'Right': -7.0076947, ' left': -7.093205}
{' Left': -0.15946053, ' Right': -2.5263677, ' left': -2.770001, ' right': -6.0614505, 'Left': -6.6885343}
{' Right': -0.030643059, ' right': -3.5483413, 'Right': -7.1956935, ' Left': -7.8125906, 'right': -8.565516}
{' Left': -0.10779408, ' Right': -2.3920653, ' left': -4.5928555, ' right': -7.9360375, 'Left': -8.712267}
{' Right': -0.0020979738, ' Left': -6.832046, ' right': -7.1854963, 'Right': -8.369973, 'right': -11.24309}
{' Left': -0.47231275, ' Right': -0.9995001, ' left': -5.008846, ' right': -6.821628, 'Left': -8.238777}
{' Right': -0.004893254, ' right': -5.421822, 'Right': -8.307421, ' Left': -8.6765375, 'right': -10.224948}
{' Left': -0.39012885, ' Right': -1.6025254, ' left': -2.3216739, ' right': -3.9661384, 'Left': -6.2664523}
{' Right': -0.044408046, ' right': -3.8692753, ' Left': -4.1286955, 'Right': -5.3739805, ' left': -7.0740137}
{' Left': -0.2275614, ' Right': -2.0025077, ' left': -2.890939, ' right': -5.1059713, 'Left': -5.4463835}
{' Right': -0.10286413, ' right': -2.5008247, ' Left': -4.7501874, 'Right': -5.5660806, 'right': -6.3771157}
{' Left': -0.07526519, ' Right': -2.8018389, ' left': -4.494689, ' right': -7.820583, 'Left': -8.6797495}
{' Right': -0.006350598, ' right': -5.1247644, ' Left': -8.528419, 'Right': -8.808152, 'right': -10.847663}
{' Right': -0.7415445, ' Left': -0.84282094, ' left': -3.0371644, ' right': -3.1054263, 'Right': -8.952835}
{' Right': -0.039644435, ' right': -3.5470142, ' Left': -4.7422695, ' left': -6.9531803, 'Right': -8.1373825}
{' Left': -0.02475826, ' left': -3.7723453, 'Left': -6.864245, 'left': -8.38763, ' Right': -8.642757}
{' Right': -0.022124493, ' right': -3.8804293, 'Right': -6.9715643, 'right': -8.429393, ' Left': -9.765084}
{' Left': -0.20692787, ' left': -1.6860099, 'Left': -7.29623, 'left': -7.3550844, ' Right': -8.068242}
{' Right': -0.059363943, ' right': -2.943658, ' Left': -5.980369, 'Right': -6.5269294, ' left': -7.4979434}
{' Left': -0.034973625, ' left': -3.426346, 'Left': -6.719677, 'left': -7.730419, ' Right': -8.618095}
{' Right': -0.023214655, ' right': -3.8538077, 'Right': -6.71422, 'right': -7.704418, ' RIGHT': -10.354069}
{' Left': -0.12557267, ' left': -2.1996102, ' Right': -5.237917, 'left': -7.2367883, 'Left': -7.2701664}
{' Right': -0.08755455, ' Left': -3.2092679, ' right': -3.3333828, ' left': -5.248956, 'Right': -6.4505873}
{' Left': -0.17569445, ' left': -1.8617125, ' Right': -5.5459714, 'Left': -7.14832, ' right': -7.358493}
{' Right': -0.17750704, ' right': -1.8263851, 'Right': -6.8971395, 'right': -7.646867, ' Left': -9.266576}
{' left': -0.68907756, ' Left': -1.057686, ' right': -2.4143927, ' Right': -2.8111153, 'left': -7.5764136}
{' Right': -0.2815881, ' right': -1.4307084, ' Left': -5.922821, ' left': -6.200556, 'Right': -6.9502735}
{' Left': -0.047273148, ' left': -3.153165, 'Left': -5.909829, 'left': -7.3572206, ' Right': -9.331235}
{' Right': -0.017802132, ' right': -4.2064977, 'Right': -6.0714326, 'right': -7.8825326, ' RIGHT': -10.308844}
{' Left': -0.17126867, ' left': -1.865246, 'Left': -6.8237977, 'left': -7.0093, ' Right': -7.608254}
{' Right': -0.06644212, ' right': -2.9570193, ' Left': -4.9304767, 'Right': -6.112569, ' left': -6.225208}
{' Left': -0.10915708, ' Right': -2.5324912, ' left': -3.7878413, ' right': -7.0279684, 'Left': -8.272395}
{' Right': -0.008919821, ' right': -4.798354, 'Right': -7.677586, ' Left': -9.468956, 'right': -9.546668}
{' Right': -0.52204216, ' Left': -1.0345601, ' left': -3.5841208, ' right': -3.7763526, 'Right': -8.163159}
{' Right': -0.016067727, ' right': -4.5560207, ' Left': -5.374943, 'Right': -7.80969, ' left': -8.168872}
{' Left': -0.10727488, ' left': -2.6059759, ' Right': -4.2310576, 'Left': -4.630958, 'left': -6.23763}
{' Right': -0.15280709, ' right': -2.3116453, 'Right': -3.6344218, 'right': -4.506784, ' Left': -5.458408}
{' Left': -0.39904156, ' left': -1.2326349, ' Right': -4.3829265, 'Left': -4.423263, 'left': -4.897914}
{' Right': -0.4782032, ' right': -1.8484634, ' Left': -2.0064452, ' left': -2.903002, 'Right': -3.9312959}
{' Left': -0.65410733, ' Right': -0.74142575, ' left': -6.024806, ' right': -6.8661103, 'Right': -9.4660845}
{' Left': -0.16264486, ' Right': -1.9466376, ' left': -5.0843005, ' right': -6.9716697, 'Left': -9.017362}
{' Right': -0.01510064, ' right': -4.3346744, ' Left': -6.465439, 'Right': -8.549517, 'right': -9.321039}
{' Left': -0.026197918, ' left': -3.9445271, ' Right': -5.106255, 'Left': -8.596052, 'left': -8.648628}
{' Left': -0.0216457, ' Right': -4.3872614, ' left': -4.8165426, 'Left': -7.4237394, 'left': -8.429885}
{' Left': -0.03881675, ' Right': -3.531794, ' left': -4.8378396, 'Left': -7.6138825, 'left': -8.469728}
{' Right': -0.029003518, ' Left': -4.050474, ' right': -4.623392, 'Right': -7.2346873, ' left': -7.8935947}
{' Left': -0.022405213, ' left': -3.907394, 'Left': -7.1525264, ' Right': -7.173068, 'left': -7.6003885}
{' Left': -0.016574156, ' left': -4.6947265, ' Right': -5.1057253, 'Left': -7.1118484, 'left': -7.9146647}
{' Left': -0.14576389, ' Right': -2.0735078, ' left': -4.836987, ' right': -7.321306, 'Left': -7.328791}
{' Right': -0.025684942, ' right': -4.3727226, ' Left': -4.579821, 'Right': -6.5573997, 'right': -7.2743397}
{' Left': -0.045902885, ' left': -3.1735137, 'left': -6.536583, 'Left': -6.611475, ' Right': -8.578878}
{' Left': -0.23865336, ' Right': -1.5948927, ' left': -4.8545513, ' right': -6.738132, 'Left': -8.380192}
{' Left': -0.10995434, ' Right': -2.420953, ' left': -4.310077, ' right': -6.6608267, 'Left': -7.9263663}
{' Right': -0.025770316, ' right': -3.709589, 'Right': -7.857176, ' Left': -7.8872046, 'right': -8.694748}
{' Left': -0.089924306, ' left': -2.481854, ' Right': -6.7272453, 'Left': -7.4484067, 'left': -7.531821}
{' Left': -0.030554743, ' Right': -4.2527285, ' left': -4.297248, 'Left': -6.4622865, 'left': -7.443419}
{' Left': -0.070805304, ' Right': -2.8311925, ' left': -4.8779917, 'Left': -6.86892, 'left': -7.965897}
{' Right': -0.0113968775, ' right': -4.8872166, 'Right': -6.15934, ' Left': -6.738909, 'right': -7.755793}
{' Left': -0.052799296, ' left': -3.038868, 'Left': -6.139578, 'left': -6.5991416, ' "': -11.407213}
{' Left': -0.24904396, ' Right': -1.538116, ' left': -5.3399024, ' right': -7.5662932, 'Left': -8.6321745}
{' Left': -0.009739306, ' left': -5.151253, ' Right': -5.6368046, 'Left': -8.3163185, 'left': -9.526876}
{' Right': -0.0037691903, ' right': -5.730128, 'Right': -8.341715, ' Left': -8.39029, 'right': -10.078528}
{' Left': -0.011390125, ' left': -4.5322413, 'Left': -8.11456, 'left': -8.865798, ' Right': -9.006207}
{' Left': -0.09587085, ' Right': -2.5975072, ' left': -4.638098, 'Left': -5.244484, 'Right': -7.1162243}
{' Right': -0.15518595, ' Left': -2.171284, ' right': -4.3065434, 'Right': -4.5022664, ' left': -5.870632}
{' Right': -0.08197652, ' right': -2.840485, 'Right': -4.316405, 'right': -5.5855885, ' Left': -5.880336}
{' Left': -0.050106518, ' left': -3.281746, 'Left': -4.844374, ' Right': -6.349085, 'left': -6.4506435}
{' Left': -0.116318025, ' Right': -2.5010169, ' left': -3.643063, ' right': -6.658119, 'Left': -8.573807}
{' Left': -0.19873519, ' Right': -2.0864801, ' left': -2.9732006, ' right': -5.43522, 'left': -8.241619}
{' Right': -0.629996, ' Left': -0.92195576, ' right': -3.2949016, ' left': -3.436106, 'Right': -8.642546}
{' Left': -0.14367929, ' left': -2.3672261, ' Right': -3.2765605, ' right': -6.337942, 'left': -8.18383}
{' Left': -0.040901635, ' left': -3.5663455, ' Right': -4.540907, 'Left': -7.3996186, 'left': -7.987488}
{' Left': -0.10201221, ' left': -2.823669, ' Right': -3.3560252, ' right': -6.5502806, 'Left': -7.3473043}
{' Right': -0.7402713, ' Left': -0.88184416, ' left': -2.8428104, ' right': -3.0036416, 'Right': -7.603316}
{' Left': -0.05165387, ' left': -3.0556076, ' Right': -6.1542535, 'Left': -7.372016, 'left': -7.7251}
{' Left': -0.042920407, ' left': -3.4907696, ' Right': -4.583699, 'Left': -7.241696, 'left': -7.991366}
{' Left': -0.487642, ' Right': -1.1075035, ' left': -3.18605, ' right': -4.4509063, 'Right': -7.1552973}
{' Right': -0.5553075, ' Left': -1.0268384, ' right': -3.318998, ' left': -3.491621, 'Right': -7.3514457}
{' Left': -0.10088724, ' left': -2.429922, ' Right': -5.1242123, 'Left': -7.11095, 'left': -7.1452193}
{' Left': -0.21729441, ' left': -1.9539467, ' Right': -3.0452936, ' right': -5.2455726, 'Left': -7.890025}
{' Left': -0.21589714, ' left': -2.1386323, ' Right': -2.6732755, ' right': -5.009625, 'Left': -8.088039}
{' Left': -0.8999939, ' Right': -1.0104332, ' left': -2.071642, ' right': -2.2756443, 'Right': -8.416843}
{' Left': -0.63081944, ' left': -0.77530295, ' Right': -5.481035, ' right': -6.188013, 'left': -7.367735}
{' Left': -0.05952582, ' left': -3.031257, ' Right': -4.858718, 'Left': -6.87169, 'left': -7.606206}
{' Left': -0.09962385, ' left': -2.7724488, ' Right': -3.5284586, 'Left': -6.734729, ' right': -6.9492707}
{' Left': -0.55801004, ' Right': -1.0880526, ' left': -2.7761059, ' right': -3.6261077, 'Right': -7.199306}
{' Left': -0.10871722, ' left': -2.3143618, ' Right': -6.2960696, 'Left': -6.597988, 'left': -7.051208}
{' Left': -0.06060664, ' Right': -3.1674867, ' left': -4.1480317, ' right': -7.9028955, 'Left': -8.001018}
{' Left': -0.14108847, ' Right': -2.2156808, ' left': -3.8937757, ' right': -6.454586, 'Left': -8.147028}
{' Left': -0.25124857, ' Right': -1.6605446, ' left': -3.6002913, ' right': -5.4336576, 'Left': -8.627648}
{' Left': -0.05353652, ' left': -3.4689283, ' Right': -3.9069088, 'Left': -8.007991, ' right': -8.14111}
{' Left': -0.24308935, ' Right': -1.8320595, ' left': -3.1596086, ' right': -4.8899016, 'Left': -5.7319083}
{' Left': -0.24006544, ' left': -2.2236354, ' Right': -2.431853, ' right': -4.476147, 'Left': -5.679435}
{' Right': -0.63352144, ' Left': -1.2589773, ' right': -2.1792157, ' left': -2.7853637, 'Right': -5.1503725}
{' Left': -0.17922379, ' left': -2.1788023, ' Right': -3.2652776, 'Left': -5.1063685, ' right': -5.5322547}
{' Left': -0.34381193, ' Right': -1.3054113, ' left': -4.135371, ' right': -5.665786, 'Left': -8.600207}
{' Left': -0.01877201, ' left': -4.017366, 'Left': -7.9917865, ' Right': -8.731145, 'left': -9.2635145}
{' Left': -0.15346313, ' left': -1.9626787, ' Right': -7.0717826, 'Left': -7.7128425, 'left': -7.749208}
{' Left': -0.11334444, ' left': -2.3077414, ' Right': -5.0218353, ' right': -7.76514, 'Left': -7.9739876}
{' Left': -0.12029826, ' Right': -2.3110483, ' left': -4.3611236, ' right': -7.407497, 'Left': -7.574474}
{' Left': -0.009686222, ' left': -4.820201, 'Left': -7.1981626, ' Right': -7.2825284, 'left': -8.9131365}
{' Left': -0.031251248, ' left': -3.5874894, ' Right': -6.497634, 'Left': -6.792861, 'left': -7.714078}
{' Left': -0.050293725, ' left': -3.1273277, ' Right': -5.480864, 'Left': -7.4706273, 'left': -7.88716}
{' Right': -0.6538238, ' Left': -0.8095493, ' left': -3.816467, ' right': -4.516062, 'Right': -7.196002}
{' Left': -0.034462295, ' left': -3.446833, 'Left': -6.8552985, 'left': -7.567753, ' Right': -7.712372}
{' Left': -0.085199594, ' left': -2.5578558, ' Right': -6.5162067, 'Left': -6.623405, 'left': -6.633171}
{' Left': -0.11977229, ' left': -2.3881533, ' Right': -4.021569, ' right': -6.7718577, 'left': -6.825229}
{' Left': -0.3113965, ' Right': -1.5952023, ' left': -2.9276323, ' right': -4.5757284, 'Left': -7.7954817}
{' Left': -0.06641722, ' left': -2.7642417, 'Left': -7.2778273, ' Right': -8.163766, 'left': -8.314128}
{' Left': -0.23575652, ' left': -1.5736585, ' Right': -6.9421716, 'Left': -7.0384026, 'left': -7.216168}
{' Left': -0.33082852, ' left': -1.3447274, ' Right': -4.2287183, ' right': -5.2483187, 'left': -7.340781}
{' Left': -0.14853542, ' Right': -2.3292701, ' left': -3.306393, ' right': -6.3360615, 'Left': -6.687105}
{' Left': -0.028548585, ' left': -3.6479027, 'Left': -6.493809, 'left': -7.7568502, ' Right': -8.768506}
{' Left': -0.054549128, ' left': -2.9842405, 'Left': -6.441942, 'left': -7.135136, ' Right': -9.082273}
{' Left': -0.08051348, ' left': -2.6716619, ' Right': -5.182921, 'Left': -6.6580677, 'left': -6.823723}
{' Left': -0.22422607, ' Right': -1.6581784, ' left': -4.724201, ' right': -6.905979, 'Left': -8.159294}
{' Left': -0.005856267, ' left': -5.2384515, 'Left': -7.817376, ' Right': -9.573512, 'left': -9.754057}
{' Left': -0.018852549, ' left': -4.028637, 'Left': -7.5405807, 'left': -8.521513, ' Right': -8.838928}
{' Left': -0.040128, ' left': -3.3678994, ' Right': -5.5061846, 'Left': -7.745248, 'left': -8.223796}
{' Right': -0.7797621, ' Left': -0.8099917, ' left': -2.9619956, ' right': -3.3382564, 'Right': -5.3451214}
{' Left': -0.045261636, ' left': -3.5952911, ' Right': -4.7243137, 'Left': -4.9608746, 'left': -7.5744987}
{' Left': -0.34828243, ' left': -1.3229203, ' Right': -4.431605, 'Left': -4.837233, ' right': -5.5632877}
{' Left': -0.9239283, ' left': -1.3477564, ' Right': -1.6464968, ' right': -1.971139, 'Left': -5.7718287}
{' Right': -0.54011023, ' Left': -0.921353, ' left': -4.375977, ' right': -5.048714, 'Right': -8.791151}
{' Right': -0.019377897, ' Left': -4.117116, ' right': -6.00919, ' left': -8.32731, 'Right': -8.649707}
{' Right': -0.07568099, ' Left': -2.8375885, ' right': -4.521898, ' left': -5.7770243, 'Right': -8.278144}
{' Right': -0.30433348, ' Left': -1.7440269, ' right': -2.791064, ' left': -3.6614232, 'Right': -8.347257}
{' Right': -0.67715067, ' Left': -1.026182, ' left': -2.3829477, ' right': -3.2310257, 'left': -7.381864}
{' Right': -0.4538903, ' Left': -1.123879, ' left': -3.7444673, ' right': -4.2168694, 'Right': -7.353804}
{' Left': -0.7813005, ' Right': -1.021758, ' left': -1.9361867, ' right': -3.348927, 'left': -6.608935}
{' Left': -0.49767148, ' left': -1.242352, ' Right': -2.4897063, ' right': -4.024241, 'left': -6.364355}
{' Right': -0.10715134, ' Left': -2.669344, ' right': -3.6987002, ' left': -5.107464, 'Right': -6.958406}
{' Left': -0.5677434, ' Right': -0.941727, ' left': -3.3974228, ' right': -4.8174496, 'left': -7.5403137}
{' Right': -0.106774755, ' Left': -2.6008792, ' right': -3.9382756, ' left': -5.237306, 'Right': -6.518897}
{' Left': -0.52547616, ' Right': -1.223007, ' left': -2.4105449, ' right': -3.7826443, 'left': -7.2492137}
{' Left': -0.5980603, ' Right': -1.2075993, ' left': -2.1531312, ' right': -3.3792317, 'left': -7.9965105}
{' Right': -0.12719035, ' Left': -2.5816312, ' right': -3.351212, ' left': -4.8153024, 'Right': -7.7946568}
{' Right': -0.35057703, ' Left': -1.9277617, ' right': -2.3211849, ' left': -2.981671, 'Right': -7.4380836}
{' Right': -1.1187856, ' Left': -1.2767103, ' left': -1.6057621, ' right': -1.6478307, 'right': -7.8740478}
{' Right': -0.43052673, ' Left': -1.1367034, ' left': -4.1163845, ' right': -4.5491977, 'Right': -6.7850337}
{' Left': -0.39605114, ' Right': -1.2243916, ' left': -3.6195638, ' right': -5.5574355, 'Left': -6.712541}
{' Right': -0.14431505, ' Left': -2.13071, ' right': -4.8341627, ' left': -5.3584776, 'Right': -6.14507}
{' Left': -0.30608368, ' Right': -1.5772076, ' left': -3.024902, ' right': -5.037668, 'Left': -6.915376}
{' Right': -0.48157942, ' Left': -0.99088734, ' left': -4.949427, ' right': -5.6531854, 'Right': -8.646288}
{' Right': -0.038822945, ' Left': -3.3433979, ' right': -6.2131734, ' left': -7.8337173, 'Right': -8.080112}
{' Right': -0.012508605, ' Left': -4.729906, ' right': -5.7773013, 'Right': -8.133945, ' left': -8.747564}
{' Left': -0.2815749, ' Right': -1.5233485, ' left': -3.7336164, ' right': -5.77154, 'Left': -8.621574}
{' Right': -0.7245632, ' Left': -0.94781834, ' left': -2.612766, ' right': -3.112474, 'Right': -5.3549075}
{' Right': -0.5974531, ' Left': -0.9645109, ' left': -3.3783314, ' right': -3.7008576, 'Right': -5.189458}
{' Left': -0.6140831, ' Right': -1.2353734, ' left': -2.136006, ' right': -3.2929697, 'Left': -5.353585}
{' Right': -0.7546666, ' Left': -1.4533818, ' right': -1.7911104, ' left': -2.1452975, 'Right': -5.2747717}
{' Left': -0.017083209, ' left': -4.163411, ' Right': -7.022696, 'Left': -7.8123655, 'left': -9.559741}
{' Right': -0.042627893, ' right': -3.22428, 'Right': -6.9563103, ' Left': -7.4211183, 'right': -8.261177}
{' left': -0.6043138, ' Left': -1.1815748, ' right': -2.5339365, ' Right': -2.726325, 'left': -7.2628355}
{' Right': -0.43854263, ' right': -1.8289559, ' Left': -2.0579426, ' left': -2.732013, 'Right': -6.965024}
{' Left': -0.059678286, ' left': -2.8963213, 'Left': -6.2954893, 'left': -7.2104917, ' Right': -9.7544365}
{' Right': -0.17398225, ' right': -1.8965508, 'Right': -5.440698, 'right': -6.1002765, ' e': -6.7347217}
{' left': -0.5654819, ' Left': -0.856736, ' e': -5.777842, 'left': -5.7985044, 'Left': -6.7248826}
{' Right': -0.2806338, ' right': -1.4645975, ' Left': -5.4510436, ' left': -5.6732955, 'Right': -5.675932}
{' Left': -0.058782846, ' left': -2.9154682, 'Left': -6.422949, 'left': -7.1210155, ' Even': -8.265299}
{' Right': -0.12378875, ' right': -2.253624, 'Right': -5.694673, ' e': -5.7135067, 'right': -6.0035872}
{' Left': -0.40805566, ' left': -1.118112, ' e': -5.644916, 'left': -5.948482, 'Left': -6.7403626}
{' Right': -0.1864605, ' right': -2.4986856, ' Left': -2.680357, ' left': -4.2645698, 'Right': -5.94552}
{' Left': -0.3469317, ' left': -1.2360766, 'Left': -6.805544, 'left': -7.2559814, ' Right': -7.4636555}
{' Right': -0.61583203, ' right': -0.8039385, ' e': -5.370438, 'Right': -6.191412, ' Left': -6.2441177}
{' left': -0.2234951, ' Left': -1.6775739, ' e': -4.704771, ' right': -6.2543755, 'left': -6.6573596}
{' right': -0.6519451, ' Right': -0.8105164, ' left': -3.8627892, ' Left': -4.554718, 'Right': -6.599111}
{' Left': -0.06483575, ' left': -2.8432877, 'Left': -5.7044134, 'left': -6.825659, ' Right': -9.509777}
{' Right': -0.08925186, ' right': -2.6090958, 'Right': -4.9428573, 'right': -6.1230226, ' e': -6.976025}
{' Left': -0.232703, ' left': -1.5968349, 'left': -6.0071054, 'Left': -6.093434, ' Right': -8.763628}
{' Right': -0.17400566, ' Left': -2.573067, ' right': -2.7605495, ' left': -4.281271, 'Right': -5.532803}
{' Left': -0.015608579, ' left': -4.2250466, 'Left': -7.5016413, 'left': -9.077191, ' Even': -9.248055}
{' Right': -0.017791878, ' right': -4.187187, 'Right': -6.742708, ' Left': -7.053034, 'right': -8.679884}
{' Left': -0.164541, ' left': -1.8992345, ' Right': -7.11235, 'Left': -7.4337916, 'left': -7.65591}
{' Right': -0.11667571, ' Left': -2.5684772, ' right': -3.6595564, ' left': -5.03819, 'Right': -7.1317225}
{' Left': -0.20810944, ' left': -1.8775581, 'Left': -3.589348, 'left': -5.0875225, ' Right': -7.119844}
{' Right': -0.20949276, ' right': -2.05795, 'Right': -3.2084875, 'right': -3.9840555, ' Left': -6.4273157}
{' left': -0.6377166, ' Left': -0.8487419, 'left': -3.795174, 'Left': -4.053366, ' Right': -6.4437585}
{' Right': -0.53083897, ' right': -1.2943106, ' Left': -3.1518066, 'Right': -3.2955365, 'right': -3.5302227}
{' Left': -0.6793415, ' Right': -0.7144844, ' left': -6.0190344, ' right': -6.8858466, 'Right': -9.700309}
