{'\n': -11.393823, ' ': -10.280131, ' Yes': -0.004631475, ' yes': -10.561475, 'Yes': -5.4026356}
{' No': -0.14621806, ' ': -7.2876277, 'No': -2.1257446, ' Yes': -4.349753, ' It': -6.7093973}
{' No': -0.23450257, ' ': -6.3220973, 'No': -2.0797555, ' Yes': -2.5899673, 'Yes': -5.2124248}
{' No': -0.045711134, ' ': -7.301618, 'No': -3.2554317, ' Yes': -5.3232226, 'Yes': -9.207184}
{' No': -0.53863174, ' ': -6.3814774, 'No': -1.00017, ' Yes': -3.3056967, 'Yes': -5.0898952}
{' No': -0.13487776, ' ': -7.607112, 'No': -2.101644, ' Yes': -5.8930154, 'Yes': -8.621368}
{' No': -0.025841571, '\n': -6.3418965, ' ': -4.6677294, 'No': -4.861515, ' no': -5.135609}
{' No': -0.07229464, '\n': -6.3324647, ' ': -5.4045014, 'No': -2.7872853, ' Yes': -6.7927485}
{' No': -0.15744045, '\n': -4.1335626, ' ': -4.4800334, 'No': -2.2025552, ' Yes': -5.1981373}
{' No': -0.05320537, '\n': -5.921466, ' ': -5.535108, 'No': -3.115669, ' no': -8.084683}
{' No': -0.25349826, '\n': -3.5490112, ' ': -4.602471, 'No': -1.7140429, ' no': -6.0521398}
{' No': -0.07302217, '\n': -4.839261, ' ': -5.4754715, 'No': -3.1140945, ' no': -4.641945}
{' No': -0.017751893, '\n': -6.326061, ' ': -5.8313026, 'No': -5.430456, ' Yes': -4.791195}
{' No': -0.049686097, '\n': -5.415834, ' ': -5.645889, 'No': -3.253538, ' Yes': -6.538419}
{' No': -0.09845035, '\n': -4.524136, ' ': -4.7947755, 'No': -3.0483553, ' Yes': -3.6745915}
{' No': -0.018542342, '\n': -6.800034, ' ': -5.5458245, 'No': -4.3351088, ' Yes': -9.422449}
{' No': -0.085226275, '\n': -5.1511383, ' ': -5.102188, 'No': -2.8748856, ' Yes': -4.4050007}
{' No': -0.0660947, '\n': -4.8838744, ' ': -5.176971, 'No': -3.2028458, ' Yes': -4.877156}
{' No': -0.027232075, ' Not': -9.149883, ' ': -8.888527, 'No': -3.6519496, ' Yes': -7.903205}
{' No': -0.06440411, ' Not': -9.687561, '\n': -9.378352, ' ': -7.134848, 'No': -2.7929385}
{' No': -0.06047936, '\xa0': -9.009138, '\n': -7.752747, ' ': -6.669617, 'No': -2.8707762}
{' No': -0.019988282, ' Not': -10.2146635, ' ': -9.347469, 'No': -3.9331448, ' Yes': -10.499427}
{' No': -0.097208776, ' May': -8.903933, '\n': -6.5165854, ' ': -6.220677, 'No': -2.425824}
{' No': -0.08372051, '\n': -8.10083, ' ': -7.107356, 'No': -2.549785, ' Yes': -8.411926}
{' No': -0.003578409, ' May': -10.34322, '\n': -8.810986, ' ': -6.6682086, 'No': -6.1923695}
{' No': -0.03101077, '\n': -6.793896, ' ': -6.0107317, 'No': -3.6213331, ' no': -10.151831}
{' No': -0.05236814, '\xa0': -8.116054, '\n': -4.770649, ' ': -5.19684, 'No': -3.319296}
{' No': -0.0046971077, '\n': -10.599738, ' ': -7.1448636, 'No': -5.5647473, ' no': -11.347973}
{' No': -0.13699357, '\n': -4.9353876, ' ': -4.53537, 'No': -2.2164805, ' no': -8.41012}
{' No': -0.04847308, '\n': -6.74742, ' ': -5.7632136, 'No': -3.171449, ' no': -7.6948013}
{' No': -0.081075534, '\n': -7.7750278, ' ': -6.488361, 'No': -2.6073263, ' no': -6.4681625}
{' No': -0.09638963, ' ': -7.5173903, 'No': -2.3972948, 'no': -9.929938, ' no': -9.243966}
{' No': -0.14035864, '\xa0': -8.405745, '\n': -8.007928, ' ': -6.5770564, 'No': -2.0518901}
{' No': -0.031445105, '\xa0': -10.133454, ' ': -7.5865083, 'No': -3.5010839, ' no': -9.359794}
{' No': -0.44762412, '\xa0': -8.9138, '\n': -7.1992464, ' ': -6.87713, 'No': -1.0257949}
{' No': -0.123461165, '\n': -9.361893, ' ': -7.5686603, 'No': -2.1608298, ' no': -9.204992}
{' No': -0.021753635, '\n': -7.456998, ' ': -5.0495706, 'No': -5.1371427, ' no': -4.802843}
{' No': -0.041397136, '\n': -7.0842667, ' ': -5.494339, 'No': -3.3608396, ' no': -7.22825}
{' No': -0.10327803, '\n': -4.6698256, ' ': -4.744553, 'No': -2.5505054, ' no': -6.6837363}
{' No': -0.020123227, '\n': -7.4939737, ' ': -5.9985394, 'No': -4.1321893, ' no': -7.2934046}
{' No': -0.26118338, '\n': -3.4249225, ' ': -4.489449, 'No': -1.7168585, ' no': -5.5126195}
{' No': -0.058726523, '\n': -5.296144, ' ': -5.238718, 'No': -3.6177819, ' no': -3.9964602}
{' No': -0.003665391, '\n': -7.5717854, ' ': -6.756946, 'No': -6.3015084, ' no': -10.021357}
{' No': -0.028222056, '\n': -6.046248, ' ': -5.9696984, 'No': -3.7907763, ' no': -9.597904}
{' No': -0.0360868, '\n': -5.654588, ' ': -5.4497924, 'No': -3.6064887, ' no': -9.36299}
{' No': -0.011155572, ' May': -10.352176, '\n': -7.977154, ' ': -5.9189653, 'No': -4.8366404}
{' No': -0.037664756, '\n': -6.0103636, ' ': -5.5710335, 'No': -3.4946444, ' no': -9.132277}
{' No': -0.038488828, '\n': -5.726378, ' ': -5.2452474, 'No': -3.5891309, ' no': -7.4593697}
{' No': -8.365479, ' Generally': -8.197982, ' Yes': -0.0040463605, 'Yes': -5.7918115, ' In': -8.79749}
{' No': -0.106828205, ' ': -7.338831, 'No': -2.7802787, ' Yes': -3.296928, 'Yes': -7.474399}
{' No': -0.098486654, ' ': -6.611363, 'No': -2.56741, ' Yes': -4.2443013, 'Yes': -7.697362}
{' No': -0.3200695, 'No': -4.1543646, ' Yes': -1.3756955, 'Yes': -6.922538, ' In': -6.606516}
{' No': -0.2822599, ' ': -5.805173, 'No': -2.083577, ' Yes': -2.21757, 'Yes': -5.193055}
{' No': -0.6817932, ' Generally': -6.6478143, 'No': -3.2378006, ' Yes': -0.8142567, 'Yes': -5.0855694}
{' No': -0.006960883, '\n': -7.7663336, ' ': -6.654801, 'No': -5.341271, ' Yes': -8.153724}
{' No': -0.052069336, '\n': -6.866863, ' ': -5.959563, 'No': -3.0623593, ' Yes': -9.199572}
{' No': -0.07998956, '\n': -4.5785933, ' ': -4.821866, 'No': -2.8553896, ' Yes': -8.147758}
{' No': -0.011360463, '\n': -9.790175, ' ': -6.6765094, 'No': -4.6143627, ' no': -11.096973}
{' No': -0.22774445, '\n': -4.501092, ' ': -4.496644, 'No': -1.7168056, ' Yes': -7.9045496}
{' No': -0.070365936, ' ': -5.588451, ' September': -6.960517, 'No': -3.32645, ' Yes': -3.6925142}
{' No': -0.10758718, ' ': -6.1438837, 'No': -2.3483021, ' Yes': -6.6107826, ' no': -6.736435}
{' No': -0.14910653, ' ': -7.391968, 'No': -2.06982, ' Yes': -4.5965934, 'Yes': -7.66407}
{' No': -0.22633171, ' ': -6.575698, 'No': -1.7812824, ' Yes': -3.5339773, 'Yes': -6.1497946}
{' No': -0.043777715, ' ': -7.5292416, 'No': -3.2106323, ' Yes': -6.5201774, ' no': -9.284261}
{' No': -0.582521, ' ': -6.6954064, 'No': -0.8748508, ' Yes': -4.058746, 'Yes': -5.6239467}
{' No': -0.091909714, ' ': -7.598158, 'No': -2.4814281, ' Yes': -5.8084717, ' no': -8.82474}
{' No': -0.021480164, '\n': -7.4636917, ' ': -4.963695, 'No': -4.679128, ' no': -5.544269}
{' No': -0.062638156, '\n': -6.810266, ' ': -5.5812273, 'No': -2.903926, ' no': -7.4715533}
{' No': -0.13953348, '\n': -4.395118, ' ': -4.737067, 'No': -2.233354, ' no': -7.144877}
{' No': -0.03643712, '\n': -7.318818, ' ': -5.900277, 'No': -3.4470127, ' no': -8.036264}
{' No': -0.2869416, '\n': -3.557046, ' ': -4.6187773, 'No': -1.58103, ' no': -5.9140644}
{' No': -0.07968943, '\n': -4.7974486, ' ': -5.43001, 'No': -3.0452273, ' no': -4.4643536}
{' No': -0.0075098025, '\n': -7.481737, ' ': -6.65291, 'No': -5.35698, ' Yes': -7.2635465}
{' No': -0.04793707, '\n': -6.1316447, ' ': -5.829896, 'No': -3.194166, ' Yes': -7.8331523}
{' No': -0.07707565, '\n': -5.2270846, ' ': -5.170097, 'No': -2.8991904, ' Yes': -4.9295306}
{' No': -0.017706392, '\n': -7.932438, ' ': -5.861723, 'No': -4.2638516, ' Yes': -9.166549}
{' No': -0.084376864, '\n': -4.7887015, ' ': -4.996293, 'No': -2.7421393, ' Yes': -7.023931}
{' No': -0.09010249, '\n': -5.3351736, ' ': -5.216161, 'No': -3.2578022, ' Yes': -3.360677}
{'\n': -11.103746, ' ': -10.443632, ' Yes': -0.0026551744, ' yes': -10.687852, 'Yes': -5.9707694}
{' No': -0.19708595, ' ': -7.098857, 'No': -3.3968635, ' Yes': -1.9554553, 'Yes': -6.137391}
{' No': -0.1415375, ' ': -6.432869, 'No': -2.7749333, ' Yes': -2.7437463, 'Yes': -6.1398606}
{' No': -5.4758286, ' September': -8.811867, 'No': -9.93233, ' Yes': -0.006941376, 'Yes': -6.0746613}
{' No': -0.29137447, '\n': -5.5711775, 'No': -2.442547, ' Yes': -1.8883325, 'Yes': -4.973465}
{' No': -4.684709, ' ': -7.727443, 'No': -7.7098947, ' Yes': -0.02200074, 'Yes': -4.5689464}
{' No': -1.0635937, ' ': -6.1722302, 'No': -6.656766, ' Yes': -0.43142024, 'Yes': -6.755667}
{' No': -0.06852198, '\n': -6.4185214, ' ': -5.7438145, 'No': -3.1820643, ' Yes': -3.9528236}
{' No': -0.08992281, '\n': -4.1458025, ' ': -4.556924, 'No': -3.0396488, ' Yes': -4.5612283}
{' No': -0.00673367, '\n': -9.862972, ' ': -6.8121395, 'No': -5.268576, ' Yes': -7.9431686}
{' No': -0.16646391, '\n': -4.5818243, ' ': -4.4615316, 'No': -2.0788517, ' Yes': -5.326004}
{' No': -1.0275327, ' ': -5.3914194, 'No': -4.6504717, ' Yes': -0.4821302, 'Yes': -5.078739}
{' No': -0.12546332, ' ': -6.151376, 'No': -2.5196912, ' Yes': -3.4664912, 'Yes': -6.80136}
{' No': -0.27671152, ' ': -7.159157, 'No': -2.6188, ' Yes': -1.8247843, 'Yes': -5.1204443}
{' No': -0.1486002, ' ': -6.717551, 'No': -2.1183686, ' Yes': -4.230124, 'Yes': -6.9201984}
{' No': -0.036279622, ' ': -7.5738397, 'No': -3.4408298, ' Yes': -5.9324584, ' no': -9.580871}
{' No': -0.5364592, '\n': -6.623413, 'No': -0.9054491, ' Yes': -5.0853214, 'Yes': -6.6421647}
{' No': -0.14258337, ' ': -7.2195187, 'No': -3.1349216, ' Yes': -2.4556136, 'Yes': -6.1574507}
{' No': -0.034991592, ' ': -4.7227244, 'No': -5.129311, ' Yes': -4.622731, ' no': -4.850484}
{' No': -0.32843122, ' ': -4.963191, 'No': -3.2997828, ' Yes': -1.4880323, 'Yes': -5.174384}
{' No': -0.3625864, '\n': -3.8441975, ' ': -4.1445665, 'No': -2.4863026, ' Yes': -1.7766565}
{' No': -0.029862959, '\n': -7.343742, ' ': -6.032882, 'No': -3.7373655, ' Yes': -6.2352543}
{' No': -0.27806705, '\n': -3.2386754, ' ': -4.492684, 'No': -1.7038062, ' Yes': -5.347517}
{' No': -0.17112416, '\n': -4.475129, 'No': -3.5262916, ' Yes': -2.40931, ' no': -4.4745464}
{' No': -0.086661294, '\n': -6.5485525, ' ': -6.0628457, 'No': -5.6818433, ' Yes': -2.585593}
{' No': -0.059065387, '\n': -5.4756355, ' ': -5.9171734, 'No': -3.3683896, ' Yes': -4.1800466}
{' No': -0.07412459, '\n': -4.998412, ' ': -5.18674, 'No': -3.4268293, ' Yes': -3.6761808}
{' No': -0.012576988, '\n': -7.514875, ' ': -5.948347, 'No': -4.752136, ' Yes': -7.460045}
{' No': -0.08874622, '\n': -5.0656996, ' ': -5.1915426, 'No': -3.030408, ' Yes': -3.756938}
{' No': -0.30812085, '\n': -5.000149, ' ': -4.9192324, 'No': -3.767559, ' Yes': -1.507334}
{'\n': -10.98991, ' ': -10.154409, ' Yes': -0.005199256, ' yes': -10.269782, 'Yes': -5.285259}
{' No': -2.3576486, ' ': -7.884249, 'No': -4.9580727, ' Yes': -0.12405188, 'Yes': -4.297836}
{' No': -3.5321221, ' ': -7.4416904, 'No': -5.8415117, ' Yes': -0.05870124, 'Yes': -3.7459626}
{' No': -5.5081067, 'No': -9.331149, ' Yes': -0.008366162, 'Yes': -5.5668073, ' Chron': -9.6635275}
{' No': -6.0756474, '\n': -6.6295447, ' ': -6.9956765, ' Yes': -0.045770783, 'Yes': -3.2398968}
{' No': -8.2937, ' ': -8.468741, ' Yes': -0.014221979, ' yes': -7.9879446, 'Yes': -4.355447}
{' No': -0.06749544, '\n': -6.515379, ' ': -6.072519, 'No': -5.195032, ' Yes': -2.8955443}
{' No': -1.9753417, ' ': -6.415392, 'No': -5.020786, ' Yes': -0.17402253, 'Yes': -4.5119033}
{' No': -3.2188628, '\n': -4.1920853, ' ': -5.1266193, ' Yes': -0.09661505, 'Yes': -3.6111488}
{' No': -0.46644044, ' ': -6.456646, 'No': -4.8264637, ' Yes': -1.0193465, 'Yes': -6.312975}
{' No': -1.2935649, '\n': -3.2629652, 'No': -2.9224288, ' Yes': -0.5776301, 'Yes': -3.0257387}
{' No': -4.765625, ' June': -6.4743176, ' Yes': -0.024671625, ' yes': -6.0744777, 'Yes': -4.656584}
{' No': -0.37702227, 'No': -2.6357427, ' Yes': -1.4905782, ' yes': -5.9267135, 'Yes': -5.0793824}
{' No': -2.457541, 'No': -4.5918183, ' Yes': -0.13453546, ' yes': -6.581835, 'Yes': -3.5794299}
{' No': -4.926451, 'No': -6.757812, ' Yes': -0.054539435, ' yes': -6.1604004, 'Yes': -3.1902244}
{' No': -0.10290079, ' ': -7.583087, 'No': -3.1890554, ' Yes': -2.9088373, 'Yes': -6.996255}
{' No': -4.537305, 'No': -5.1570296, ' Yes': -0.12612495, ' yes': -6.6978936, 'Yes': -2.3095794}
{' No': -0.68965304, 'No': -2.9777083, ' Yes': -0.83689076, ' yes': -6.869428, 'Yes': -4.4502826}
{' No': -2.2416382, ' ': -5.350324, ' Yes': -0.1401368, ' yes': -4.379631, 'Yes': -5.7669315}
{' No': -4.630463, ' ': -6.237808, ' Yes': -0.039457787, ' yes': -5.620939, 'Yes': -3.8582404}
{' No': -5.2338185, '\n': -3.919434, ' Yes': -0.09783604, ' yes': -5.1527734, 'Yes': -2.895466}
{' No': -0.39729825, ' ': -5.9785266, 'No': -3.3772979, ' Yes': -1.26242, 'Yes': -5.337447}
{' No': -0.5533497, '\n': -2.304965, 'No': -1.9232149, ' Yes': -1.9673759, 'Yes': -4.0673695}
{' No': -1.1815361, '\n': -4.3829813, 'No': -4.10835, ' Yes': -0.48324615, ' yes': -3.6391993}
{' No': -1.0443153, '\n': -5.8490295, ' ': -6.115015, 'No': -5.9124527, ' Yes': -0.44988644}
{' No': -4.091613, '\n': -5.7726073, ' ': -6.4622335, ' Yes': -0.03509252, 'Yes': -4.4294634}
{' No': -6.1732507, '\n': -5.214162, ' ': -6.0154424, ' Yes': -0.031323202, 'Yes': -3.9120395}
{' No': -2.2237198, '\n': -5.809558, ' ': -5.490983, ' Yes': -0.130191, 'Yes': -5.433429}
{' No': -2.381653, '\n': -3.844393, ' ': -4.7854443, ' Yes': -0.17833367, 'Yes': -3.4130423}
{' No': -3.5373363, '\n': -4.4792814, ' ': -5.26435, ' Yes': -0.065427765, 'Yes': -4.5042543}
{' No': -0.036165226, ' Not': -9.780546, '\n': -9.014565, ' ': -8.9584, 'No': -3.3510566}
{' No': -0.0937656, ' Not': -9.166724, '\n': -9.304625, ' ': -7.3896236, 'No': -2.4261343}
{' No': -0.09501477, '\xa0': -9.668078, '\n': -7.572448, ' ': -7.305198, 'No': -2.4181998}
{' No': -0.026175706, ' Not': -9.424807, ' ': -9.781731, 'No': -3.671855, ' Yes': -8.815234}
{' No': -0.11142811, '\n': -6.445626, ' ': -6.4514337, 'No': -2.2885466, ' Yes': -8.769138}
{' No': -0.08458577, '\n': -8.099736, ' ': -7.7118063, 'No': -2.5361295, ' Yes': -8.275805}
{' No': -0.0055886037, '\n': -7.9111743, ' ': -6.9005756, 'No': -5.498281, ' no': -10.548817}
{' No': -0.0417377, '\n': -6.9486966, ' ': -6.5212483, 'No': -3.2652884, ' no': -9.836753}
{' No': -0.05770722, '\xa0': -8.66738, '\n': -4.8378925, ' ': -5.4289594, 'No': -3.1426337}
{' No': -0.0072734607, '\n': -9.5409155, ' ': -6.815417, 'No': -5.1124043, ' no': -10.698098}
{' No': -0.17757319, '\n': -4.494738, ' ': -4.9130898, 'No': -1.944398, ' no': -8.292327}
{' No': -0.03878589, '\n': -7.2321124, ' ': -6.403564, 'No': -3.3840787, ' no': -7.1118712}
{' No': -0.104670666, '\n': -7.558987, ' ': -6.8689213, 'No': -2.3553991, ' no': -6.1579466}
{' No': -0.07737958, ' ': -7.735999, 'No': -2.6092248, ' Yes': -9.551475, ' no': -8.907322}
{' No': -0.14891428, '\n': -7.890307, ' ': -6.7489014, 'No': -1.9969617, ' no': -8.364668}
{' No': -0.044435024, ' ': -7.9781466, 'No': -3.1515155, 'no': -10.242185, ' no': -8.907119}
{' No': -0.4667061, '\n': -6.8091016, ' ': -7.091417, 'No': -0.9938418, 'no': -8.599724}
{' No': -0.1482507, '\n': -9.05512, ' ': -7.9397416, 'No': -1.9876442, ' no': -9.123125}
{' No': -0.024823027, '\n': -7.0954156, ' ': -5.227401, 'No': -4.939854, ' no': -4.5387197}
{' No': -0.056509133, '\n': -6.686498, ' ': -6.007261, 'No': -2.9893112, ' no': -7.2860246}
{' No': -0.13639127, '\n': -4.7606626, ' ': -5.243338, 'No': -2.191008, ' no': -6.742257}
{' No': -0.025939623, '\n': -7.3713255, ' ': -6.5191894, 'No': -3.7855563, ' no': -7.3756475}
{' No': -0.25324184, '\n': -3.4079716, ' ': -4.786896, 'No': -1.7525628, ' no': -5.124433}
{' No': -0.09327847, '\n': -4.962753, ' ': -5.8327813, 'No': -3.1522558, ' no': -3.3931499}
{' No': -0.008093859, '\n': -6.547627, ' ': -6.467715, 'No': -5.3492017, ' no': -9.207717}
{' No': -0.043038007, '\n': -5.6014442, ' ': -6.191555, 'No': -3.322798, ' no': -9.50022}
{' No': -0.05165575, '\n': -4.9321775, ' ': -5.7179766, 'No': -3.2426596, ' Yes': -8.301712}
{' No': -0.011546401, '\n': -7.1250777, ' ': -5.952983, 'No': -4.838138, ' no': -10.175479}
{' No': -0.05799179, '\n': -5.306662, ' ': -5.5860085, 'No': -3.0532863, ' no': -8.766344}
{' No': -0.044857472, '\n': -5.1781216, ' ': -5.6275816, 'No': -3.4170954, ' no': -7.408585}
{' No': -3.3371792, ' July': -8.339177, 'No': -7.4732246, ' Yes': -0.041109294, 'Yes': -5.7599144}
{' No': -0.057760447, ' ': -7.623303, ' July': -7.5934377, 'No': -3.0041485, ' Yes': -5.426859}
{' No': -0.07544624, '\n': -8.148716, ' ': -7.2335453, 'No': -2.697276, ' Yes': -5.583653}
{' No': -0.015295081, ' July': -7.204466, 'No': -4.4443817, ' Yes': -6.2759113, ' In': -8.5234995}
{' No': -0.18518963, '\n': -5.746851, 'No': -2.2829182, ' Yes': -2.856691, 'Yes': -6.1253614}
{' No': -0.1290634, ' July': -6.9945745, 'No': -2.994082, ' Yes': -2.7226224, 'Yes': -7.0767903}
{' No': -0.0053780605, '\n': -7.6486497, ' ': -6.710662, ' July': -9.990856, 'No': -5.6652575}
{' No': -0.034603216, '\n': -7.27885, ' ': -6.6955147, 'No': -3.4555128, ' Yes': -9.375896}
{' No': -0.05052949, '\xa0': -8.841088, '\n': -5.1155963, ' ': -5.4040694, 'No': -3.2642193}
{' No': -0.0072544273, '\n': -9.596847, ' ': -6.6972637, ' July': -10.56976, 'No': -5.144259}
{' No': -0.14735724, '\n': -4.541802, ' ': -4.8946214, 'No': -2.1403496, ' no': -8.025764}
{' No': -0.038136862, ' ': -6.326058, ' July': -6.0120625, 'No': -3.5936425, ' Yes': -6.0316}
{' No': -0.07887006, '\n': -7.332513, ' ': -6.509008, 'No': -2.6663923, ' no': -5.9019985}
{' No': -0.107213974, ' ': -7.636233, 'No': -2.3671796, ' Yes': -5.0797215, ' no': -8.3071165}
{' No': -0.17157869, ' ': -7.022928, 'No': -2.2113507, ' Yes': -3.1308622, 'Yes': -6.154613}
{' No': -0.035681076, ' ': -7.686121, 'No': -3.3895113, ' Yes': -7.9432487, ' no': -9.007506}
{' No': -0.37868246, ' ': -7.313732, 'No': -1.200416, ' Yes': -4.5837874, 'Yes': -6.596267}
{' No': -0.12919416, ' ': -8.036614, 'No': -2.1288736, ' Yes': -6.784752, ' no': -8.504276}
{' No': -0.026804704, '\n': -6.872712, ' ': -5.031123, 'No': -4.8248386, ' no': -4.571629}
{' No': -0.041721914, '\n': -7.0138364, ' ': -6.0507073, 'No': -3.3115485, ' no': -7.1017246}
{' No': -0.11277549, '\n': -4.4346805, ' ': -5.13506, 'No': -2.4504106, ' no': -6.3312163}
{' No': -0.031639483, '\n': -7.009247, ' ': -6.2818627, 'No': -3.5930715, ' no': -7.573676}
{' No': -0.22374159, '\n': -3.5040548, ' ': -4.9020834, 'No': -1.8457756, ' no': -5.7009263}
{' No': -0.07904028, '\n': -4.936996, ' ': -5.853036, 'No': -3.2934797, ' no': -3.6606421}
{' No': -0.0056029893, '\n': -7.455859, ' ': -6.8006506, 'No': -5.6752806, ' Yes': -8.774811}
{' No': -0.031997275, '\n': -6.13144, ' ': -6.1819067, 'No': -3.6211734, ' Yes': -8.831675}
{' No': -0.041128546, '\n': -5.726597, ' ': -6.005396, 'No': -3.3890402, ' Yes': -7.99498}
{' No': -0.0120927235, '\n': -7.5194316, ' ': -6.1278324, ' July': -9.080907, 'No': -4.7203026}
{' No': -0.05993108, '\n': -5.0855083, ' ': -5.4201355, 'No': -3.0567896, ' Yes': -8.661907}
{' No': -0.052801687, '\n': -5.057348, ' ': -5.4955964, 'No': -3.5088868, ' Yes': -4.8464417}
{'\n': -11.308292, ' ': -10.606872, ' Yes': -0.0030304396, ' yes': -10.684509, 'Yes': -5.8246875}
{'\n': -10.400834, ' ': -8.7102, ' Yes': -0.012532986, ' yes': -8.843371, 'Yes': -4.421676}
{' No': -8.700333, ' ': -8.243949, ' Yes': -0.018268347, ' yes': -8.52957, 'Yes': -4.06431}
{' ': -11.33868, ' July': -11.655898, ' Yes': -0.002200175, ' yes': -10.616786, 'Yes': -6.1456633}
{'\n': -7.3933463, ' ': -7.431361, ' Yes': -0.023953008, ' yes': -8.731951, 'Yes': -3.8157353}
{'\n': -8.948975, ' ': -8.699023, ' Yes': -0.010141564, ' yes': -8.420492, 'Yes': -4.6658134}
{'\n': -9.297721, ' ': -8.38091, ' Yes': -0.0014661076, ' yes': -8.954916, 'Yes': -6.9161806}
{'\n': -7.709918, ' ': -7.5746355, ' Yes': -0.012691075, ' yes': -8.254705, 'Yes': -4.4873176}
{'\n': -5.263701, ' ': -5.874297, ' Yes': -0.03611659, ' yes': -7.596131, 'Yes': -3.6258345}
{'\n': -11.399738, ' ': -8.95148, ' Yes': -0.0019349849, ' yes': -9.643441, 'Yes': -6.372437}
{'\n': -5.0531425, ' ': -5.3385334, ' Yes': -0.08994876, ' yes': -6.328943, 'Yes': -2.6328564}
{'\n': -7.9466715, ' ': -7.1350355, ' Yes': -0.01162666, ' yes': -6.123576, 'Yes': -4.854028}
{' ': -7.5494914, ' Yes': -0.037363816, ' yes': -4.6672673, 'Yes': -3.6563709, 'yes': -8.001771}
{' No': -7.206827, ' ': -8.807523, ' Yes': -0.025213672, ' yes': -7.0113215, 'Yes': -3.7776263}
{' No': -6.0806193, ' ': -7.7102485, ' Yes': -0.044374526, ' yes': -6.5383964, 'Yes': -3.2584665}
{' No': -5.468143, ' ': -8.714299, ' Yes': -0.014648239, ' yes': -7.3722925, 'Yes': -4.6816006}
{' No': -7.188765, ' ': -7.692504, ' Yes': -0.10355578, ' yes': -7.150837, 'Yes': -2.3499165}
{' No': -7.1446877, ' ': -8.669513, ' Yes': -0.02052579, ' yes': -6.4321566, 'Yes': -4.0456777}
{'\n': -7.5979085, ' ': -6.787239, ' Yes': -0.031330273, ' yes': -3.6606178, 'Yes': -5.7680507}
{'\n': -7.405508, ' ': -6.7608604, ' Yes': -0.023115404, ' yes': -5.530043, 'Yes': -4.0816765}
{'\n': -4.8728137, ' ': -5.885583, ' Yes': -0.082511246, ' yes': -5.111882, 'Yes': -2.7851362}
{'\n': -8.937669, ' ': -8.210912, ' Yes': -0.010150656, ' yes': -6.4399347, 'Yes': -4.8338256}
{'\n': -3.6877072, ' ': -5.072828, ' Yes': -0.18427798, ' yes': -4.3733745, 'Yes': -2.1256995}
{'\n': -5.6532836, ' ': -6.3985515, ' Yes': -0.08031445, ' yes': -2.857345, 'Yes': -4.336923}
{'\n': -8.636128, ' ': -8.415627, ' Yes': -0.0027028061, ' yes': -8.255174, 'Yes': -6.240528}
{'\n': -6.546841, ' ': -7.340609, ' Yes': -0.015888821, ' yes': -7.9800935, 'Yes': -4.3317513}
{'\n': -5.8799706, ' ': -6.302845, ' Yes': -0.023086857, ' yes': -7.6093616, 'Yes': -4.051346}
{'\n': -8.26054, ' ': -7.188219, ' Yes': -0.0040115328, ' yes': -9.015583, 'Yes': -5.8791122}
{'\n': -5.7792196, ' ': -6.1523495, ' Yes': -0.03535943, ' yes': -7.4241357, 'Yes': -3.5525906}
{'\n': -6.169307, ' ': -6.5282784, ' Yes': -0.016124543, ' yes': -5.881877, 'Yes': -4.698972}
{'\n': -11.307931, ' ': -10.345288, ' Yes': -0.003738677, ' yes': -10.345307, 'Yes': -5.6169205}
{' No': -1.5347972, 'No': -4.151111, ' Yes': -0.28493652, 'Yes': -4.480634, ' It': -5.6650176}
{' No': -1.916073, ' ': -7.1347413, 'No': -4.167198, ' Yes': -0.20778482, 'Yes': -3.7842674}
{' No': -3.527567, ' June': -8.680656, 'No': -7.4466534, ' Yes': -0.034843765, 'Yes': -5.6036334}
{' No': -4.3737392, '\n': -6.432118, 'No': -6.2159567, ' Yes': -0.05609539, 'Yes': -3.307764}
{' No': -5.4239717, 'No': -7.7390246, ' Yes': -0.021664033, ' yes': -8.001185, 'Yes': -4.183613}
{' No': -0.015031478, '\n': -7.4423976, ' ': -6.6877494, 'No': -5.517032, ' Yes': -4.74245}
{' No': -0.2120575, ' ': -6.145729, 'No': -3.4756756, ' Yes': -1.8684218, 'Yes': -6.1386375}
{' No': -1.0463148, '\n': -3.71452, 'No': -3.7235172, ' Yes': -0.55795735, 'Yes': -4.094565}
