{' No': -3.5439048, ' ': -9.908948, 'No': -9.454865, ' Yes': -0.030950211, 'Yes': -6.564}
{' No': -0.041431118, ' ': -6.4909463, 'No': -4.71923, ' Yes': -3.5236259, 'Yes': -7.9758697}
{' No': -0.005400233, ' ': -7.479519, 'No': -5.5573444, ' Yes': -7.0417194, ' no': -10.221806}
{' No': -0.043883145, ' ': -6.371474, 'No': -4.788676, ' Yes': -3.4382443, 'Yes': -7.8897405}
{' No': -0.016536647, '\n': -7.846344, ' ': -6.356565, 'No': -4.486099, ' Yes': -5.968305}
{' No': -0.03282054, '\n': -10.405097, ' ': -8.157265, 'No': -7.628714, ' Yes': -3.4592977}
{' No': -0.0062496457, ' ': -8.166911, 'No': -5.5696783, ' Yes': -6.165129, 'Yes': -11.26451}
{' No': -0.033705283, '\n': -7.7973213, ' ': -6.6829815, 'No': -5.302773, ' Yes': -3.6385748}
{' No': -0.0043287585, '\n': -10.296384, ' ': -7.7330556, 'No': -6.6366506, ' Yes': -5.983184}
{' No': -0.16981481, ' ': -6.070159, 'No': -5.129459, ' Yes': -1.9218327, 'Yes': -6.7835875}
{' No': -0.0777855, ' ': -7.325522, 'No': -6.3691883, ' Yes': -2.6278725, 'Yes': -8.840861}
{' YES': -12.152128, ' ': -11.244218, ' Yes': -0.0031302874, ' yes': -10.128162, 'Yes': -5.78792}
{' YES': -11.767998, ' ': -11.211244, ' Yes': -0.007663911, ' yes': -9.926059, 'Yes': -4.8848133}
{' YES': -11.166283, ' ': -11.026793, ' Yes': -0.011110307, ' yes': -9.711672, 'Yes': -4.5141883}
{' YES': -12.409327, ' ': -11.888412, ' Yes': -0.0050413897, ' yes': -10.216093, 'Yes': -5.302492}
{' YES': -11.856186, ' ': -11.190124, ' Yes': -0.010022592, ' yes': -9.926815, 'Yes': -4.61552}
{' YES': -11.551759, ' ': -10.775273, ' Yes': -0.008369103, ' yes': -9.064828, 'Yes': -4.805904}
{' YES': -11.95271, ' ': -10.9032545, ' Yes': -0.0007009111, ' yes': -9.521003, 'Yes': -7.420775}
{' YES': -11.598643, ' ': -10.331308, ' Yes': -0.006042564, ' yes': -9.331665, 'Yes': -5.135704}
{'\n': -10.311921, ' ': -9.712272, ' Yes': -0.00487199, ' yes': -9.183516, 'Yes': -5.3710656}
{' YES': -12.110307, ' ': -11.3059225, ' Yes': -0.0013289463, ' yes': -9.679202, 'Yes': -6.689746}
{'\n': -9.953177, ' ': -9.071044, ' Yes': -0.007836669, ' yes': -9.626, 'Yes': -4.8847322}
{'\n': -9.752319, ' ': -9.173839, ' Yes': -0.007213362, ' yes': -7.985933, 'Yes': -5.01308}
{' YES': -10.96617, ' ': -10.821272, ' Yes': -0.0071190493, ' yes': -8.166981, 'Yes': -4.996943}
{' ': -12.552631, ' Yes': -0.009293712, ' yes': -10.043658, 'Yes': -4.688863, 'yes': -12.510493}
{' YES': -10.946697, ' ': -10.486441, ' Yes': -0.017210482, ' yes': -8.349777, 'Yes': -4.0886974}
{' YES': -12.033369, ' ': -11.336153, ' Yes': -0.0052373037, ' yes': -9.156627, 'Yes': -5.2796803}
{' ': -10.158235, ' Yes': -0.017857652, ' yes': -8.861014, 'Yes': -4.046298, 'yes': -11.066118}
{' ': -9.683919, ' Yes': -0.02323234, ' yes': -6.9729295, 'Yes': -3.822394, 'yes': -9.836242}
{' YES': -11.041607, ' ': -9.472979, ' Yes': -0.0032487416, ' yes': -6.848133, 'Yes': -6.184038}
{' ': -9.184434, ' Yes': -0.014777804, ' yes': -7.313417, 'Yes': -4.28145, 'yes': -10.102914}
{'\n': -9.240153, ' ': -8.719324, ' Yes': -0.012758989, ' yes': -7.8538613, 'Yes': -4.4237623}
{' ': -9.188139, ' Yes': -0.0076586273, ' yes': -6.7730575, 'Yes': -5.070374, 'yes': -10.023664}
{'\n': -9.246639, ' ': -8.494386, ' Yes': -0.013714621, ' yes': -8.243426, 'Yes': -4.3415627}
{'\n': -8.240867, ' ': -7.9513874, ' Yes': -0.023710554, ' yes': -5.2388515, 'Yes': -4.0588017}
{'\n': -11.76426, ' ': -10.422815, ' Yes': -0.00073055556, ' yes': -9.889942, 'Yes': -7.362358}
{'\n': -11.110718, ' ': -9.788019, ' Yes': -0.005861124, ' yes': -9.522676, 'Yes': -5.170179}
{'\n': -8.986517, ' ': -8.950466, ' Yes': -0.007267456, ' yes': -9.289996, 'Yes': -4.9806314}
{'\n': -11.558222, ' ': -10.0087385, ' Yes': -0.0012671774, ' yes': -9.857138, 'Yes': -6.76869}
{'\n': -9.621228, ' ': -8.78419, ' Yes': -0.008125047, ' yes': -9.680475, 'Yes': -4.854461}
{'\n': -11.652978, ' ': -10.152703, ' Yes': -0.0019836586, ' yes': -9.776507, 'Yes': -6.280647}
{' No': -1.7421046, ' ': -8.971958, 'No': -7.8486934, ' Yes': -0.19476052, 'Yes': -6.6660595}
{' No': -4.0249743, ' ': -9.641593, 'No': -8.879541, ' Yes': -0.021829419, 'Yes': -5.6600013}
{' No': -4.4645653, ' ': -9.463198, 'No': -8.747089, ' Yes': -0.018558614, 'Yes': -5.022896}
{' No': -4.665233, ' ': -10.482958, 'No': -10.174094, ' Yes': -0.011741544, 'Yes': -6.134481}
{' No': -0.3264632, ' ': -8.099156, 'No': -4.4234, ' Yes': -1.3321661, 'Yes': -6.0797725}
{' No': -5.3672805, ' ': -9.292251, ' Yes': -0.010356424, ' yes': -8.640928, 'Yes': -5.245292}
{' No': -10.067068, ' ': -10.573772, ' Yes': -0.00048477546, ' yes': -9.612461, 'Yes': -7.970394}
{' No': -4.9988213, ' ': -8.88562, ' Yes': -0.010668441, ' yes': -9.434654, 'Yes': -5.6278043}
{' No': -1.6139418, ' ': -7.0182066, 'No': -7.1356173, ' Yes': -0.2280662, 'Yes': -5.8397818}
{' No': -5.6402907, ' ': -9.27963, ' Yes': -0.0046842922, ' yes': -9.968588, 'Yes': -6.9392824}
{' No': -1.304151, ' ': -6.294751, 'No': -6.6953344, ' Yes': -0.32514527, 'Yes': -5.84336}
{' No': -5.167503, ' ': -7.563581, ' Yes': -0.009635546, ' yes': -7.886195, 'Yes': -5.8600225}
{' No': -6.959127, ' ': -10.513492, ' Yes': -0.006776336, ' yes': -7.905118, 'Yes': -5.2262373}
{' No': -7.1775284, ' ': -11.55571, ' Yes': -0.0053638583, ' yes': -10.028078, 'Yes': -5.399149}
{' No': -9.224593, ' ': -10.014562, ' Yes': -0.013132869, ' yes': -8.407084, 'Yes': -4.3698587}
{' No': -7.641357, ' ': -10.812648, ' Yes': -0.0037553096, ' yes': -9.083168, 'Yes': -5.7691736}
{' No': -4.0788484, 'No': -7.7987385, ' Yes': -0.030426625, ' yes': -8.259481, 'Yes': -4.4093175}
{' No': -7.9652143, ' ': -9.638826, ' Yes': -0.01229376, ' yes': -6.8853555, 'Yes': -4.534762}
{' No': -8.784771, ' ': -9.168794, ' Yes': -0.00197201, ' yes': -7.1542654, 'Yes': -6.99591}
{' No': -5.376696, ' ': -8.066337, ' Yes': -0.0123471655, ' yes': -7.7078996, 'Yes': -4.9908056}
{' No': -5.3146195, ' ': -6.951189, ' Yes': -0.014527157, ' yes': -8.045968, 'Yes': -4.823334}
{' No': -6.6347127, ' ': -7.9258823, ' Yes': -0.005019103, ' yes': -7.379484, 'Yes': -5.9297295}
{' No': -3.452024, ' ': -6.2475104, ' Yes': -0.041579925, ' yes': -8.081453, 'Yes': -5.074945}
{' No': -4.600249, ' ': -6.26837, ' Yes': -0.024271853, ' yes': -5.3414426, 'Yes': -5.015738}
{' No': -8.022756, ' ': -9.668577, ' Yes': -0.0008801634, ' yes': -9.9704, 'Yes': -7.7485294}
{' No': -3.4905686, ' ': -7.644667, 'No': -8.70503, ' Yes': -0.035506096, 'Yes': -5.612547}
{' No': -1.8744998, ' ': -6.229995, 'No': -7.2307653, ' Yes': -0.1748176, 'Yes': -5.6044436}
{' No': -4.108125, ' ': -7.8191047, ' Yes': -0.017967, ' yes': -10.008478, 'Yes': -7.044868}
{' No': -0.96343535, ' ': -5.5525923, 'No': -6.100905, ' Yes': -0.49656785, 'Yes': -5.7561994}
{' No': -3.8022344, ' ': -7.639415, ' Yes': -0.02463699, ' yes': -8.94986, 'Yes': -6.6547184}
{' No': -0.003363862, ' ': -9.799811, 'No': -5.714356, ' no': -13.539441, ' NO': -13.481135}
{' No': -0.0073596183, ' ': -9.860591, 'No': -4.923255, ' no': -13.6840315, ' NO': -12.945844}
{' No': -0.011382589, ' ': -9.482398, 'No': -4.4887443, ' no': -13.551467, ' NO': -12.723131}
{' No': -0.003973053, ' ': -10.269127, 'No': -5.5397396, ' no': -13.892469, ' NO': -13.766071}
{' No': -0.017048407, '\n': -12.669996, ' ': -9.100424, 'No': -4.0876484, ' no': -12.660739}
{' No': -0.01355879, ' ': -8.45663, 'No': -4.325364, ' no': -11.567718, ' NO': -12.523037}
{' No': -0.00057488505, '\n': -12.689642, ' ': -9.417807, 'No': -7.6287637, ' no': -13.316646}
{' No': -0.0039269733, '\n': -12.720163, ' ': -9.07854, 'No': -5.5735636, ' NO': -13.179678}
{' No': -0.0029902644, '\n': -10.851863, ' ': -8.724931, 'No': -5.879447, ' NO': -12.903572}
{' No': -0.0012352474, '\n': -12.430683, ' ': -9.535319, 'No': -6.76356, ' NO': -13.414866}
{' No': -0.0048442576, '\n': -10.382028, ' ': -7.910014, 'No': -5.4205375, ' NO': -12.759484}
{' No': -0.0053830347, '\n': -9.520872, ' ': -8.088991, 'No': -5.3047986, ' no': -11.505195}
{' No': -0.012396049, ' ': -8.813015, 'No': -4.4149804, ' no': -9.966587, ' NO': -11.293892}
{' No': -0.007935301, ' ': -10.460502, 'No': -4.84446, ' no': -13.614771, ' NO': -13.802779}
{' No': -0.026593322, '\n': -11.208494, ' ': -8.5234375, 'No': -3.6499145, ' no': -11.239388}
{' No': -0.006540764, ' ': -9.427944, 'No': -5.0480275, ' no': -11.67733, ' NO': -12.44649}
{' No': -0.030054213, '\n': -11.535598, ' ': -8.545382, 'No': -3.5282326, ' no': -10.88589}
{' No': -0.05062335, '\n': -10.089829, ' ': -7.8510447, 'No': -3.021334, ' no': -9.074836}
{' No': -0.0013600418, '\n': -11.846813, ' ': -8.380367, 'No': -6.8118515, ' no': -11.034839}
{' No': -0.008856016, '\n': -11.39518, ' ': -7.9830112, 'No': -4.774542, ' no': -11.218371}
{' No': -0.010558378, '\n': -9.443215, ' ': -7.3468804, 'No': -4.6302137, ' no': -11.402873}
{' No': -0.0033490313, '\n': -11.100731, ' ': -7.982654, 'No': -5.825607, ' no': -10.576499}
{' No': -0.0069551812, '\n': -9.03367, ' ': -7.21205, 'No': -5.1074057, ' no': -11.374495}
{' No': -0.010395992, '\n': -8.282974, ' ': -6.8564844, 'No': -4.731324, ' no': -8.554478}
{' No': -0.00048179337, '\n': -12.482769, ' ': -9.63351, 'No': -7.798953, ' NO': -13.809964}
{' No': -0.0035292408, '\n': -11.815832, ' ': -8.605223, 'No': -5.7055416, ' NO': -12.95494}
{' No': -0.006249286, '\n': -8.811584, ' ': -7.7284203, 'No': -5.1804357, ' NO': -12.119876}
{' No': -0.0014737489, '\n': -11.08104, ' ': -8.386062, 'No': -6.7077246, ' NO': -12.425836}
{' No': -0.0049328464, '\n': -9.288878, ' ': -7.4569035, 'No': -5.463797, ' NO': -12.428375}
{' No': -0.0021146387, '\n': -11.293919, ' ': -8.464392, 'No': -6.276189, ' no': -12.358489}
{' No': -0.0030566833, ' ': -10.473075, 'No': -5.8064623, ' Yes': -11.225257, ' no': -14.260881}
{' No': -0.009424753, ' ': -10.017796, 'No': -4.7017674, ' Yes': -8.294062, 'Yes': -13.005774}
{' No': -0.015310575, ' ': -9.372192, 'No': -4.2026405, ' Yes': -8.85651, ' NO': -12.78123}
{' No': -0.0038485297, ' ': -10.829904, 'No': -5.570319, ' Yes': -11.548487, ' NO': -14.24394}
{' No': -0.016444359, ' ': -9.394167, 'No': -4.17521, ' Yes': -7.088887, 'Yes': -11.496087}
{' No': -0.025288427, ' ': -8.479847, 'No': -4.2792172, ' Yes': -4.5287786, 'Yes': -9.282805}
{' No': -0.003161261, '\n': -12.334497, ' ': -9.0876665, 'No': -7.5882173, ' Yes': -5.981856}
{' False': -13.03198, ' No': -0.0040093176, ' ': -9.315889, 'No': -5.63175, ' Yes': -8.051102}
{' No': -0.0042205886, '\n': -10.580678, ' ': -8.517871, 'No': -5.573752, ' Yes': -8.623046}
{' No': -0.001373473, '\n': -12.81102, ' ': -9.414981, 'No': -6.6777053, ' Yes': -10.528249}
{' No': -0.006155365, '\n': -10.351341, ' ': -7.9845886, 'No': -5.3496575, ' Yes': -6.906526}
{' No': -0.007405194, '\n': -9.364298, ' ': -7.5987287, 'No': -5.301268, ' Yes': -6.337548}
{' No': -0.009695428, ' ': -9.607641, 'No': -4.883448, ' Yes': -6.2423615, ' no': -10.584957}
{' No': -0.017600045, ' ': -10.936592, 'No': -4.899102, ' Yes': -4.615403, 'Yes': -9.529514}
{' No': -0.05480781, ' ': -8.396766, 'No': -4.0197234, ' Yes': -3.3672044, 'Yes': -7.4145904}
{' No': -0.015576672, ' ': -9.587013, 'No': -5.214584, ' Yes': -4.6178827, 'Yes': -9.701489}
{' No': -0.04454564, ' ': -8.35341, 'No': -3.5022671, ' Yes': -4.3524776, 'Yes': -8.191297}
{' No': -0.21025755, ' ': -7.576159, 'No': -3.5717058, ' Yes': -1.8461866, 'Yes': -5.9289746}
{' No': -0.0045122574, ' ': -7.7045913, 'No': -6.745212, ' Yes': -5.879838, ' no': -9.885911}
{' No': -0.010050346, ' ': -7.9627705, 'No': -4.6895294, ' Yes': -7.770273, ' no': -10.924081}
{' No': -0.009685861, '\n': -9.223963, ' ': -7.198887, 'No': -4.8332276, ' Yes': -7.129902}
{' No': -0.0046667443, ' ': -7.5057745, 'No': -5.5681715, ' Yes': -8.467422, ' no': -10.033328}
{' No': -0.008598971, '\n': -8.943743, ' ': -7.157822, 'No': -4.9583664, ' Yes': -7.417187}
{' No': -0.01289471, ' ': -6.238852, 'No': -4.745862, ' Yes': -6.4502225, ' no': -8.142729}
{' No': -0.0065226452, '\n': -11.041711, ' ': -8.496688, 'No': -7.569919, ' Yes': -5.1574354}
{' No': -0.0031990502, '\n': -12.222375, ' ': -8.811266, 'No': -5.871744, ' Yes': -8.43791}
{' No': -0.0063322415, '\n': -9.009338, ' ': -7.5881686, 'No': -5.3000274, ' Yes': -7.299814}
{' No': -0.0016418003, '\n': -11.651682, ' ': -8.419429, 'No': -7.0795264, ' Yes': -7.480718}
{' No': -0.010745736, '\n': -9.228552, ' ': -7.234313, 'No': -5.103872, ' Yes': -5.5845146}
{' No': -0.0039965697, '\n': -10.740974, ' ': -8.182686, 'No': -6.237662, ' Yes': -6.3647842}
{' YES': -12.28685, ' ': -11.159943, ' Yes': -0.0023322038, ' yes': -9.991292, 'Yes': -6.093042}
{' No': -11.154768, ' ': -10.866534, ' Yes': -0.0053854324, ' yes': -9.738614, 'Yes': -5.245881}
{' YES': -11.760419, ' ': -10.893922, ' Yes': -0.008244455, ' yes': -9.614272, 'Yes': -4.8147798}
{' YES': -12.315405, ' ': -11.72546, ' Yes': -0.0033132678, ' yes': -10.101086, 'Yes': -5.729546}
{' YES': -12.151656, ' ': -11.16494, ' Yes': -0.008147282, ' yes': -9.796935, 'Yes': -4.8242807}
{' YES': -11.572589, ' ': -10.453232, ' Yes': -0.0069640637, ' yes': -8.727819, 'Yes': -5.0011315}
{' YES': -12.008272, ' ': -10.502579, ' Yes': -0.0006740084, ' yes': -9.247171, 'Yes': -7.5267563}
{' YES': -12.127729, ' ': -10.682514, ' Yes': -0.0029306042, ' yes': -9.294194, 'Yes': -5.8787007}
{'\n': -10.348491, ' ': -9.405299, ' Yes': -0.0039094435, ' yes': -8.958734, 'Yes': -5.614581}
{' YES': -12.153255, ' ': -11.149453, ' Yes': -0.0011069442, ' yes': -9.494911, 'Yes': -6.9002385}
{'\n': -10.482182, ' ': -8.9296465, ' Yes': -0.005204107, ' yes': -9.384462, 'Yes': -5.311913}
{'\n': -9.45577, ' ': -8.794431, ' Yes': -0.0064557544, ' yes': -7.85901, 'Yes': -5.152141}
{' ': -10.72075, ' Yes': -0.0063811284, ' yes': -7.678162, 'Yes': -5.14536, 'yes': -10.999999}
{' ': -12.477656, ' Yes': -0.006554623, ' yes': -9.69957, 'Yes': -5.0425024, 'yes': -12.47784}
{' ': -10.093982, ' Yes': -0.020001842, ' yes': -7.8010836, 'Yes': -3.948104, 'yes': -10.41068}
{' No': -11.768298, ' ': -11.163127, ' Yes': -0.004736034, ' yes': -8.669209, 'Yes': -5.4001045}
{' ': -9.911918, ' Yes': -0.018220272, ' yes': -8.512471, 'Yes': -4.030484, 'yes': -10.766065}
{' ': -9.717571, ' Yes': -0.017084844, ' yes': -6.9543424, 'Yes': -4.1449075, 'yes': -9.918866}
{' YES': -11.248514, ' ': -9.196207, ' Yes': -0.0027615589, ' yes': -6.748117, 'Yes': -6.538554}
{' ': -8.837607, ' Yes': -0.012892898, ' yes': -6.8132977, 'Yes': -4.467429, 'yes': -9.971707}
{'\n': -9.181689, ' ': -8.460785, ' Yes': -0.010677054, ' yes': -7.5519943, 'Yes': -4.630932}
{' ': -8.946035, ' Yes': -0.0064241397, ' yes': -6.541752, 'Yes': -5.355156, 'yes': -10.015022}
{'\n': -8.461102, ' ': -7.712393, ' Yes': -0.012495204, ' yes': -7.855131, 'Yes': -4.480493}
{'\n': -8.322989, ' ': -7.9641266, ' Yes': -0.016308883, ' yes': -5.4098024, 'Yes': -4.5123377}
{'\n': -11.518424, ' ': -10.2134695, ' Yes': -0.000657308, ' yes': -9.766246, 'Yes': -7.512063}
{'\n': -10.964195, ' ': -9.485378, ' Yes': -0.0037718231, ' yes': -9.300343, 'Yes': -5.6368294}
{'\n': -8.635752, ' ': -8.611351, ' Yes': -0.0052037477, ' yes': -9.037758, 'Yes': -5.3618684}
{'\n': -11.420772, ' ': -9.849567, ' Yes': -0.0009846295, ' yes': -9.770121, 'Yes': -7.0674953}
{'\n': -9.603013, ' ': -8.570782, ' Yes': -0.0062079625, ' yes': -9.50678, 'Yes': -5.1422744}
{'\n': -11.156785, ' ': -10.012779, ' Yes': -0.0018160287, ' yes': -9.247986, 'Yes': -6.4056206}
{' No': -4.094997, ' ': -9.954219, 'No': -9.979556, ' Yes': -0.01857337, 'Yes': -6.425418}
{' No': -5.5259566, 'No': -10.053636, ' Yes': -0.008510482, ' yes': -9.937274, 'Yes': -5.436449}
{' No': -6.95118, ' ': -10.180658, ' Yes': -0.009053096, ' yes': -9.816607, 'Yes': -4.8362985}
{' No': -7.042233, ' ': -11.306805, ' Yes': -0.0033006507, ' yes': -10.629245, 'Yes': -6.0415506}
{' No': -2.1389728, ' ': -8.551438, 'No': -6.1969543, ' Yes': -0.13599922, 'Yes': -4.950063}
{' No': -8.431358, ' ': -10.187992, ' Yes': -0.0064229397, ' yes': -8.771493, 'Yes': -5.1199346}
{' YES': -13.151119, ' ': -11.017823, ' Yes': -0.00043844085, ' yes': -9.469339, 'Yes': -7.988357}
{' No': -7.9799223, ' ': -9.60689, ' Yes': -0.0044071805, ' yes': -9.229461, 'Yes': -5.552667}
{' No': -7.13842, ' ': -8.579166, ' Yes': -0.0051749293, ' yes': -9.156586, 'Yes': -5.5151253}
{' No': -9.000101, ' ': -10.451508, ' Yes': -0.0011293235, ' yes': -9.827435, 'Yes': -6.993795}
{' No': -4.616029, ' ': -7.1138597, ' Yes': -0.015660342, ' yes': -9.444292, 'Yes': -5.380492}
{' No': -8.103556, ' ': -8.330966, ' Yes': -0.0046733934, ' yes': -7.645241, 'Yes': -5.6361275}
{' No': -9.460875, ' ': -10.879671, ' Yes': -0.0062335143, ' yes': -7.8966007, 'Yes': -5.1630077}
{' No': -8.886909, ' ': -12.25998, ' Yes': -0.0047717295, ' yes': -9.9241, 'Yes': -5.389577}
{' No': -10.906852, ' ': -10.3126135, ' Yes': -0.012033238, ' yes': -8.298993, 'Yes': -4.453407}
{' No': -8.502401, ' ': -11.421778, ' Yes': -0.0029971374, ' yes': -9.230627, 'Yes': -5.924235}
{' No': -6.7828193, ' ': -9.61574, ' Yes': -0.014135469, ' yes': -8.252108, 'Yes': -4.3806686}
{' No': -9.181351, ' ': -9.915272, ' Yes': -0.012973745, ' yes': -6.993322, 'Yes': -4.44166}
{' ': -9.48096, ' Yes': -0.0021412794, ' yes': -6.8662195, 'Yes': -6.909667, 'yes': -11.622364}
{' No': -9.348857, ' ': -8.733591, ' Yes': -0.00812048, ' yes': -7.38477, 'Yes': -4.9357805}
{' No': -8.320057, ' ': -7.763712, ' Yes': -0.009815323, ' yes': -7.848179, 'Yes': -4.7521644}
{' No': -8.853647, ' ': -8.802262, ' Yes': -0.003644812, ' yes': -7.2405634, 'Yes': -5.954395}
{' No': -6.075507, ' ': -6.7025824, ' Yes': -0.010934633, ' yes': -7.808093, 'Yes': -4.995565}
{' No': -7.1790466, ' ': -7.169733, ' Yes': -0.015652047, ' yes': -5.0990334, 'Yes': -4.879969}
{' No': -11.517998, ' ': -10.202226, ' Yes': -0.00045728518, ' yes': -9.850898, 'Yes': -7.953908}
{' No': -6.5663867, ' ': -8.27273, ' Yes': -0.00513437, ' yes': -9.430979, 'Yes': -5.698063}
{' No': -5.4263964, '\n': -8.991183, ' ': -7.460305, ' Yes': -0.00947698, 'Yes': -5.4713035}
{' No': -7.511, ' ': -9.059169, ' Yes': -0.0014425323, ' yes': -9.9152775, 'Yes': -7.2381024}
{' No': -4.695586, '\n': -9.138972, ' ': -6.7154074, ' Yes': -0.015402999, 'Yes': -5.361964}
{' No': -7.4037952, ' ': -8.766956, ' Yes': -0.0019992448, ' yes': -9.075979, 'Yes': -6.8118167}
{' No': -0.0039480375, ' ': -9.6806555, 'No': -5.55368, ' no': -13.569622, ' NO': -13.4112625}
{' No': -0.009842353, ' ': -9.725388, 'No': -4.6326566, ' no': -13.737936, ' NO': -12.629218}
{' No': -0.013539637, ' ': -9.283366, 'No': -4.3163977, ' no': -13.535326, ' NO': -12.535044}
{' No': -0.004027929, ' ': -10.182152, 'No': -5.526649, ' no': -13.992072, ' NO': -13.766854}
{' No': -0.018226707, ' ': -8.993779, 'No': -4.0214825, ' no': -12.962518, ' NO': -12.615074}
{' No': -0.015257616, ' ': -8.625685, 'No': -4.203463, ' no': -11.952557, ' NO': -12.585966}
{' No': -0.00055901904, '\n': -12.545168, ' ': -9.498846, 'No': -7.6493545, ' no': -13.192955}
{' No': -0.0046427925, '\n': -12.709592, ' ': -9.004162, 'No': -5.403511, ' NO': -13.022967}
{' No': -0.0038667778, '\n': -10.710463, ' ': -8.551563, 'No': -5.617153, ' NO': -12.751195}
{' No': -0.0013524021, '\n': -12.300711, ' ': -9.493524, 'No': -6.6701484, ' NO': -13.350852}
{' No': -0.005786241, '\n': -9.938064, ' ': -7.6944666, 'No': -5.2485685, ' NO': -12.622945}
{' No': -0.0060132993, '\n': -9.708669, ' ': -8.076198, 'No': -5.1848383, ' no': -11.373752}
{' No': -0.009141696, ' ': -9.400179, 'No': -4.7126937, ' no': -10.739698, ' NO': -11.810368}
{' No': -0.008892878, ' ': -10.976417, 'No': -4.7291574, ' no': -13.835667, ' NO': -14.047445}
{' No': -0.032760676, ' ': -8.723386, 'No': -3.441181, ' no': -11.368395, ' NO': -11.687481}
{' No': -0.005110164, ' ': -9.887884, 'No': -5.2910614, ' no': -12.215573, ' NO': -12.923594}
{' No': -0.022240955, ' ': -8.655543, 'No': -3.8266861, ' no': -11.14101, ' NO': -11.946372}
{' No': -0.048721433, ' ': -7.799431, 'No': -3.0586357, 'no': -10.546019, ' no': -9.192725}
{' No': -0.0015219243, '\n': -11.111444, ' ': -8.015594, 'No': -6.7758307, ' no': -10.479886}
{' No': -0.010643439, '\n': -11.172346, ' ': -7.8262563, 'No': -4.590836, ' no': -10.882011}
{' No': -0.014069514, '\n': -9.103496, ' ': -7.1232233, 'No': -4.3411207, ' no': -11.237795}
{' No': -0.0039120163, '\n': -10.58185, ' ': -7.6937504, 'No': -5.6901665, ' no': -10.313658}
{' No': -0.007808374, '\n': -9.04058, ' ': -7.075191, 'No': -4.992582, ' no': -11.257507}
{' No': -0.013673108, '\n': -8.273335, ' ': -6.749192, 'No': -4.4343615, ' no': -8.285592}
{' No': -0.00072011777, '\n': -12.092925, ' ': -9.148503, 'No': -7.412665, ' no': -13.165232}
{' No': -0.0042271744, '\n': -11.715379, ' ': -8.335249, 'No': -5.531016, ' NO': -12.371105}
{' No': -0.0075147273, '\n': -8.877462, ' ': -7.399513, 'No': -5.0030975, ' NO': -12.056575}
{' No': -0.0015055082, '\n': -11.558487, ' ': -8.414507, 'No': -6.6719856, ' NO': -12.51765}
{' No': -0.005675879, '\n': -9.366483, ' ': -7.311193, 'No': -5.3202205, ' NO': -12.341739}
{' No': -0.0020952264, '\n': -11.733458, ' ': -8.542343, 'No': -6.275311, ' no': -12.3438}
{' No': -0.0039789164, ' ': -10.217781, 'No': -5.541998, ' Yes': -11.26488, ' no': -13.858317}
{' No': -0.010227009, ' ': -9.988375, 'No': -4.6051154, ' Yes': -9.012826, ' NO': -12.840419}
{' No': -0.017775677, ' ': -9.277101, 'No': -4.048585, ' Yes': -9.613732, ' NO': -12.4381}
{' No': -0.005719159, ' ': -10.49753, 'No': -5.174178, ' Yes': -11.4449005, ' NO': -13.639636}
{' No': -0.019743681, ' ': -9.225801, 'No': -3.958344, ' Yes': -7.987133, 'Yes': -12.177797}
{' No': -0.025805786, ' ': -8.351258, 'No': -4.0401487, ' Yes': -4.886216, 'Yes': -9.533389}
{' No': -0.0021507768, '\n': -12.323251, ' ': -8.887355, 'No': -7.3980303, ' Yes': -6.582452}
{' No': -0.0053945384, ' ': -9.210625, 'No': -5.3776326, ' Yes': -7.3415356, 'Yes': -12.290985}
{' No': -0.0050853617, '\n': -10.224053, ' ': -8.348718, 'No': -5.3925385, ' Yes': -8.349655}
{' No': -0.0016505757, '\n': -12.738882, ' ': -9.430466, 'No': -6.5021653, ' Yes': -9.681198}
{' No': -0.0066638235, '\n': -10.349387, ' ': -8.072356, 'No': -5.123538, ' Yes': -8.006841}
{' No': -0.010962836, '\n': -9.130181, ' ': -7.3923635, 'No': -5.0076113, ' Yes': -5.6739073}
{' No': -0.011522947, ' ': -9.471613, 'No': -4.62818, ' Yes': -6.468252, ' no': -10.929874}
