{' Yes': -0.00454453, 'Yes': -5.773289, ' Generally': -6.811503, ' yes': -8.638304, ' An': -10.67748}
{' No': -0.18153788, 'No': -2.1047976, '\n': -3.3542652, ' ': -5.3360825, ' no': -6.1938534}
{' No': -0.1349489, 'No': -2.2714427, '\n': -4.233837, ' ': -5.442489, ' no': -6.1440825}
{' No': -0.22465825, 'No': -2.2078755, '\n': -2.5551236, ' ': -4.7399335, ' no': -6.2498536}
{' No': -0.19761491, 'No': -2.116749, '\n': -3.1037595, ' ': -4.788351, ' no': -5.9084773}
{' No': -0.01907117, 'No': -4.1161056, ' ': -6.7320113, ' no': -7.2571025, '\n': -7.833329}
{' No': -0.018402753, 'No': -4.1550946, ' ': -6.806296, ' no': -6.9916253, '\n': -8.163982}
{' No': -0.016227402, 'No': -4.2598186, ' ': -7.2274146, '\n': -7.5307775, ' no': -7.587804}
{' No': -0.020056633, 'No': -4.0472765, ' ': -6.7966185, ' no': -7.4845448, '\n': -7.796284}
{' No': -0.35638985, 'No': -1.3809146, '\n': -3.5456185, ' no': -4.9798827, ' ': -5.082004}
{' No': -0.30781773, 'No': -1.5033991, '\n': -3.6695156, ' no': -5.0007644, ' ': -5.0902004}
{' No': -0.23660946, 'No': -1.7306471, '\n': -4.2463293, ' ': -5.0473523, ' no': -5.106257}
{' No': -0.30923715, 'No': -1.5036552, '\n': -3.9313314, ' no': -4.604621, ' ': -4.838406}
{' No': -0.08201158, 'No': -3.1749604, ' no': -3.694669, '\n': -5.3971553, ' ': -5.5806904}
{' No': -0.085549824, ' no': -3.3226674, 'No': -3.3499024, ' ': -5.668435, '\n': -5.9426236}
{' No': -0.105630435, 'No': -2.906442, ' no': -3.6277118, '\n': -4.8237567, ' ': -5.2557774}
{' No': -0.110008955, 'No': -2.9511096, ' no': -3.3803554, '\n': -5.112952, ' ': -5.240004}
{' No': -0.019898413, 'No': -4.6897783, '\n': -4.8790216, ' ': -6.097977, ' NO': -8.078549}
{' No': -0.011397479, 'No': -4.9686403, '\n': -5.9885564, ' ': -6.677138, ' A': -8.14245}
{' No': -0.031782452, '\n': -3.995634, 'No': -4.7089524, ' ': -5.692339, ' NO': -8.288575}
{' No': -0.019694138, '\n': -4.7246118, 'No': -4.901892, ' ': -5.905712, ' Don': -8.518379}
{' No': -0.09344611, 'No': -3.0767796, '\n': -3.351949, ' ': -4.967328, ' A': -8.004068}
{' No': -0.057271678, 'No': -3.2839334, '\n': -4.340175, ' ': -5.478151, ' A': -7.899006}
{' No': -0.12080445, '\n': -2.7573056, 'No': -3.2071579, ' ': -4.713391, ' Don': -8.122352}
{' No': -0.07532373, '\n': -3.385886, 'No': -3.519303, ' ': -4.8680077, ' Don': -7.0580015}
{' No': -0.07086205, 'No': -3.226633, '\n': -3.792984, ' ': -5.3164005, ' A': -7.7769604}
{' No': -0.04998169, 'No': -3.4092555, '\n': -4.5705295, ' ': -5.5304523, ' A': -7.2850566}
{' No': -0.1144862, '\n': -2.8470397, 'No': -3.190477, ' ': -4.8479476, ' Don': -7.833702}
{' No': -0.06386442, '\n': -3.609242, 'No': -3.6121585, ' ': -5.102116, ' Don': -6.9847407}
{' No': -0.020623991, 'No': -4.2416778, ' ': -5.7465086, '\n': -6.056125, ' NO': -8.626906}
{' No': -0.016600035, 'No': -4.4761643, ' ': -5.784718, '\n': -6.5338616, ' A': -8.319412}
{' No': -0.028125742, 'No': -3.9398572, '\n': -5.430671, ' ': -5.621052, ' NO': -9.353575}
{' No': -0.024554519, 'No': -4.1876426, '\n': -5.3666544, ' ': -5.581748, ' Don': -7.7480874}
{' No': -0.036274, 'No': -3.5111046, ' ': -5.8883877, '\n': -6.029394, ' A': -8.470133}
{' No': -0.043820374, 'No': -3.3476608, ' ': -5.5356736, '\n': -5.840153, ' A': -7.7331386}
{' No': -0.055813123, 'No': -3.201315, ' ': -4.9986997, '\n': -5.1054764, ' NO': -8.286155}
{' No': -0.05140723, 'No': -3.30864, ' ': -4.98008, '\n': -5.1490273, ' Don': -8.010132}
{' No': -0.05122546, 'No': -3.461517, '\n': -4.7496924, ' ': -4.961366, ' no': -7.051783}
{' No': -0.03521933, 'No': -3.7745342, ' ': -5.436113, '\n': -5.5261383, ' A': -6.5270424}
{' No': -0.052416567, 'No': -3.4641078, '\n': -4.5706077, ' ': -4.9079013, ' NO': -7.3172727}
{' No': -0.057885118, 'No': -3.3308914, '\n': -4.734448, ' ': -4.8714666, ' Don': -6.6418676}
{' Yes': -0.1958785, ' No': -1.7869277, ' Generally': -5.5941234, 'Yes': -5.6975036, 'No': -6.277358}
{' No': -0.5261739, ' Yes': -0.9341042, 'No': -4.455201, 'Yes': -5.827477, ' Generally': -7.165441}
{' No': -0.27780554, ' Yes': -1.6254827, ' Generally': -3.6476727, 'No': -4.3503423, ' On': -6.6253}
{' No': -0.041083213, 'No': -3.6040103, ' Yes': -4.864112, ' Generally': -5.4912477, ' Wh': -8.00235}
{' No': -0.0663909, 'No': -3.0245247, ' Yes': -4.4336147, ' Generally': -6.260923, ' A': -7.5492983}
{' No': -0.6983677, ' Yes': -0.77451295, 'No': -3.7422159, 'Yes': -4.7551646, ' Generally': -5.402723}
{' No': -0.2657708, ' Yes': -2.028573, 'No': -2.779164, ' Generally': -3.5743644, 'Yes': -5.85022}
{' No': -0.16799067, 'No': -2.5641108, ' Yes': -2.6818075, ' Generally': -5.4305944, 'Yes': -6.0721154}
{' No': -0.06324265, 'No': -2.8828454, ' Yes': -6.2943945, '\n': -6.5438414, ' ': -6.7484474}
{' No': -0.06337569, 'No': -2.9318335, ' Yes': -5.260412, ' ': -6.68787, '\n': -7.3897614}
{' No': -0.11439223, 'No': -2.56351, ' Yes': -3.881871, '\n': -5.528096, ' ': -6.1484632}
{' No': -0.10751987, 'No': -2.3814893, ' Yes': -5.8092403, '\n': -6.1089063, ' ': -6.14183}
{' No': -0.38445294, ' Yes': -1.1910764, 'No': -4.820303, ' Generally': -5.7313347, 'Yes': -6.425314}
{' Yes': -0.23145705, ' No': -1.6725371, 'Yes': -5.100043, ' A': -5.193064, 'No': -5.6139126}
{' No': -0.18703279, ' Yes': -2.216259, 'No': -3.7001743, ' Generally': -3.7062683, ' Wh': -5.008909}
{' No': -0.22135259, ' Yes': -2.0600557, 'No': -3.0932014, ' Generally': -4.2720957, ' Wh': -4.923062}
{' No': -0.09799946, 'No': -2.441633, '\n': -6.049595, ' ': -6.477786, ' Generally': -7.21713}
{' No': -0.1202432, 'No': -2.2188206, '\n': -6.376504, ' ': -6.5993757, ' Generally': -7.7557936}
{' No': -0.14028697, 'No': -2.174518, ' Yes': -5.250785, ' ': -5.854314, '\n': -5.983064}
{' No': -0.1165524, 'No': -2.2833788, ' ': -6.0214114, '\n': -6.1403813, ' Generally': -6.974788}
{' No': -0.048426908, 'No': -3.2001374, ' Generally': -6.234717, ' Yes': -6.312907, ' A': -7.352556}
{' No': -0.14192851, ' Yes': -2.7382476, 'No': -2.9746826, ' Generally': -4.905957, ' A': -5.5263486}
{' No': -0.122732505, 'No': -2.5585997, ' Yes': -3.8378394, ' Generally': -4.695053, ' ': -6.587706}
{' No': -0.15120344, 'No': -2.1451838, ' Yes': -4.3392467, ' Generally': -5.421215, ' ': -6.517552}
{' Yes': -0.31736022, ' No': -1.3445895, 'Yes': -5.455364, 'No': -6.037992, ' ': -6.192583}
{' No': -0.14637718, ' Yes': -2.082542, 'No': -5.2470756, ' ': -5.9480815, ' A': -6.219848}
{' Yes': -0.50677395, ' No': -0.94446075, 'No': -5.886885, 'Yes': -6.0077043, '\n': -6.544684}
{' No': -0.11239918, ' Yes': -2.351325, 'No': -4.844842, ' ': -6.646874, '\n': -6.9597974}
{' No': -0.059068676, 'No': -2.9205704, ' ': -6.4857135, '\n': -6.6384463, ' A': -8.260266}
{' No': -0.05185499, 'No': -3.0639644, ' ': -6.656065, '\n': -6.7424827, ' A': -7.0104313}
{' No': -0.058817107, 'No': -3.0052452, ' Yes': -5.7041283, ' ': -6.23283, '\n': -6.734026}
{' No': -0.06680445, 'No': -2.8942502, ' Yes': -5.4320693, ' ': -6.016088, '\n': -6.555692}
{' No': -0.13688748, 'No': -2.4166956, '\n': -3.4811144, ' ': -5.15456, ' A': -7.0470195}
{' No': -0.1171077, 'No': -2.4944136, '\n': -3.8013194, ' ': -5.442724, ' A': -7.276645}
{' No': -0.2116633, 'No': -2.3664217, '\n': -2.4716825, ' ': -4.4997683, ' NO': -8.005275}
{' No': -0.18008837, 'No': -2.2655683, '\n': -2.9468899, ' ': -4.853546, ' NO': -8.976011}
{' No': -0.009734372, 'No': -4.797965, ' Yes': -7.3422875, ' ': -7.3820257, '\n': -9.75913}
{' No': -0.00960672, 'No': -4.740035, ' ': -7.4145303, ' Yes': -9.29251, '\n': -10.0398655}
{' No': -0.01920283, 'No': -4.6766543, ' Yes': -4.713632, ' ': -7.6997404, '\n': -8.829701}
{' No': -0.0118776085, 'No': -4.5105233, ' Yes': -7.8651066, ' ': -8.015479, '\n': -9.647936}
{' No': -0.33589515, 'No': -1.3351111, '\n': -4.6755233, ' ': -4.9345117, ' NO': -5.9819946}
{' No': -0.21582118, 'No': -1.722699, '\n': -4.861743, ' ': -5.200563, ' A': -7.12431}
{' No': -0.28360963, 'No': -1.5372754, '\n': -4.060627, ' ': -4.515313, ' NO': -6.3247466}
{' No': -0.3015844, 'No': -1.4216291, '\n': -4.5412335, ' ': -4.969694, ' NO': -7.851332}
{' No': -0.15066479, ' Yes': -2.335359, 'No': -3.5444481, ' ': -5.2052016, ' A': -5.9383826}
{' No': -0.28249967, ' Yes': -1.6306994, 'No': -3.7778742, ' A': -4.2530975, ' ': -5.2121873}
{' Yes': -0.54453415, ' No': -0.9864859, 'No': -4.0710497, 'Yes': -4.399482, ' yes': -4.9348793}
{' Yes': -0.11976182, ' No': -2.7299702, 'Yes': -3.6936464, ' yes': -4.8494644, ' ': -5.2902346}
{' No': -0.10944317, 'No': -2.377294, ' Yes': -5.4478436, ' A': -6.436353, ' no': -6.6401153}
{' No': -0.12813677, 'No': -2.2827177, ' Yes': -4.690814, ' A': -5.682745, ' no': -6.1620398}
{' No': -0.3814687, ' Yes': -1.8176451, 'No': -2.1863775, 'Yes': -4.611743, ' Generally': -4.8841753}
{' No': -0.61224437, ' Yes': -1.4616152, 'No': -2.09047, ' Wh': -3.5746274, 'Yes': -3.8171384}
{' No': -0.0981485, 'No': -2.3765643, ' ': -8.279163, ' no': -9.022425, ' Yes': -9.369649}
{' No': -0.12005601, 'No': -2.210142, ' Yes': -5.9248934, ' ': -8.083918, 'Yes': -8.628482}
{' No': -0.1662982, 'No': -1.9202558, ' Yes': -5.3401012, ' Generally': -7.0265675, 'Yes': -8.029083}
{' No': -0.2260433, 'No': -1.6094642, ' Yes': -6.662097, ' ': -8.309978, ' Generally': -8.384361}
{' No': -0.111051574, 'No': -2.3125384, ' Yes': -5.3505497, ' ': -7.7300596, 'Yes': -8.171286}
{' No': -0.11241365, 'No': -2.281662, ' Yes': -5.7800517, ' ': -7.6595283, 'Yes': -8.484247}
{' No': -0.16228719, 'No': -2.0051045, ' Yes': -4.467459, 'Yes': -7.0938087, ' ': -7.137045}
{' No': -0.23696065, 'No': -1.6079226, ' Yes': -4.950362, 'Yes': -7.0086823, ' ': -7.054996}
{' No': -0.019648971, 'No': -4.019233, ' Yes': -6.8395205, ' ': -8.481143, ' no': -9.595975}
{' No': -0.021640465, 'No': -4.217653, ' Yes': -5.0790744, ' ': -8.5547085, 'Yes': -9.4724455}
{' No': -0.06606299, 'No': -3.2363298, ' Yes': -3.8275719, ' Generally': -6.589068, ' ': -7.6475096}
{' No': -0.0826736, 'No': -2.7947993, ' Yes': -4.2068496, ' Generally': -6.970475, ' Wh': -7.1403213}
{' No': -0.4481466, 'No': -1.0258728, ' ': -7.263849, ' Generally': -7.600693, '\n': -7.69143}
{' No': -0.5094726, 'No': -0.9257992, '\n': -7.158033, ' ': -7.1875978, ' A': -7.740012}
{' No': -0.5916197, 'No': -0.88674754, ' Generally': -4.7340183, ' Wh': -5.24574, ' Yes': -5.478792}
{' No': -0.54619217, 'No': -0.87893665, ' ': -6.793563, ' Generally': -6.812209, '\n': -6.973665}
{' No': -0.05674466, 'No': -2.915809, ' ': -7.9370747, ' no': -8.187243, ' Generally': -9.070134}
{' No': -0.10074418, 'No': -2.363838, ' no': -7.2273083, ' ': -7.842424, ' A': -8.707606}
{' No': -0.15604238, 'No': -2.2701437, ' Yes': -3.582516, ' Generally': -5.1519256, ' Wh': -5.8214307}
{' No': -0.21474, 'No': -1.7787851, ' Yes': -4.3965025, ' Generally': -5.4666405, ' Wh': -6.1341276}
{' Yes': -0.21402557, ' No': -2.3431723, ' yes': -2.4705372, ' ': -5.4744854, 'Yes': -5.499855}
{' Yes': -0.09682424, ' yes': -2.6563106, 'Yes': -4.777963, ' No': -4.865806, ' ': -5.579542}
{' Yes': -0.16098839, ' No': -2.2459817, ' yes': -3.396374, 'Yes': -5.405028, ' ': -5.962176}
{' Yes': -0.14105709, ' No': -2.329772, ' yes': -3.9540546, 'Yes': -4.8479395, ' ': -5.611533}
{' No': -0.0748281, 'No': -2.7602873, ' ': -5.7949038, '\n': -6.4147806, ' Yes': -6.490578}
{' No': -0.1273189, 'No': -2.7449203, ' Yes': -3.2367663, '\n': -5.3892503, ' ': -5.4428244}
{' No': -0.15746969, 'No': -2.4407816, ' Yes': -3.0380409, ' ': -5.7547307, '\n': -5.915596}
{' No': -0.20484212, 'No': -2.4273648, ' Yes': -2.519732, '\n': -5.145987, ' ': -5.418854}
{' No': -0.15091942, 'No': -2.1794572, '\n': -4.079115, ' ': -5.2875624, ' no': -6.35778}
{' No': -0.16307627, 'No': -2.0828779, '\n': -4.0190463, ' ': -5.3674493, ' no': -6.8506417}
{' No': -0.21520025, 'No': -2.019327, '\n': -3.104978, ' ': -4.970657, ' Yes': -5.130027}
{' No': -0.24131253, 'No': -1.959147, '\n': -2.7793412, ' ': -4.8274274, ' Yes': -6.47233}
{' No': -0.03079315, 'No': -4.0167894, ' Yes': -4.710492, ' ': -6.396916, ' no': -7.599289}
{' No': -0.4881557, ' Yes': -1.0212445, 'No': -4.3708534, 'Yes': -5.342028, ' A': -5.7352276}
{' No': -0.06594112, ' Yes': -3.4146423, 'No': -3.585728, ' ': -6.8364763, 'Yes': -7.5429134}
{' No': -0.14523023, ' Yes': -2.3703508, 'No': -3.318982, 'Yes': -6.2373066, '\n': -6.6982803}
{' No': -0.38298982, 'No': -1.3206729, '\n': -3.6749468, ' no': -4.780677, ' ': -4.893612}
{' No': -0.30793756, 'No': -1.4730052, '\n': -3.8055544, ' ': -5.150416, ' no': -5.3044877}
{' No': -0.40468436, 'No': -1.2526381, '\n': -4.02001, ' no': -4.68009, ' ': -4.8703594}
{' No': -0.32347992, 'No': -1.3995603, '\n': -3.91595, ' ': -5.3238215, ' no': -5.7753153}
{' No': -0.20801163, ' Yes': -2.693319, ' no': -3.135326, 'No': -3.3083417, ' yes': -3.8566625}
{' No': -0.4931491, ' Yes': -1.3109401, ' yes': -3.119982, 'No': -3.662762, ' no': -3.9093847}
{' No': -0.82999235, ' Yes': -0.9153042, ' yes': -2.4628298, 'No': -3.6375942, ' no': -4.2742653}
{' Yes': -0.77489346, ' No': -1.0435207, ' yes': -2.5371654, 'No': -3.4152324, '\n': -3.795239}
{' No': -0.5472146, ' Yes': -0.89510167, '\n': -5.463505, 'No': -5.71075, ' ': -5.871477}
{' Yes': -0.43309686, ' No': -1.087121, ' ': -5.7903314, '\n': -5.801596, 'Yes': -5.8560185}
{' No': -0.059058115, ' Yes': -3.482251, '\n': -4.2036176, 'No': -4.879573, ' ': -5.7953606}
{' No': -0.03162435, ' Yes': -4.192246, 'No': -4.760472, '\n': -5.309777, ' ': -6.2699127}
{' No': -0.053456407, 'No': -3.2161586, '\n': -4.9166346, ' ': -5.5883775, ' A': -8.009389}
{' No': -0.06241881, 'No': -2.9807706, '\n': -5.2821507, ' ': -5.7714715, ' A': -7.128384}
{' No': -0.0754866, 'No': -3.0335515, '\n': -4.0681963, ' ': -5.2669077, ' Generally': -7.0143843}
{' No': -0.07458982, 'No': -2.8215206, '\n': -4.7247763, ' ': -5.860631, ' Generally': -8.43718}
{' No': -0.06411401, 'No': -3.164139, '\n': -4.363831, ' ': -5.2776494, ' A': -6.8577695}
{' No': -0.06527353, 'No': -3.0258007, '\n': -4.804907, ' ': -5.4853897, ' A': -6.4483566}
{' No': -0.06714045, 'No': -3.194185, '\n': -4.2228603, ' ': -5.191833, ' Yes': -5.952066}
{' No': -0.06656525, 'No': -3.0195568, '\n': -4.6411614, ' ': -5.4132752, ' Yes': -7.494677}
{' No': -0.012854315, 'No': -4.8485665, ' ': -5.840834, '\n': -6.8224754, ' Yes': -7.629137}
{' No': -0.02863605, 'No': -4.2630835, ' Yes': -5.210183, ' ': -5.3869734, '\n': -5.7788954}
{' No': -0.036198907, 'No': -3.832734, '\n': -4.7737207, ' ': -5.5186625, ' Yes': -7.1683774}
{' No': -0.036371965, 'No': -3.6207397, '\n': -5.25087, ' ': -5.6811566, ' Yes': -8.824477}
{' No': -0.05775717, 'No': -2.940886, ' ': -6.2419834, '\n': -6.782034, ' A': -9.710845}
{' No': -0.065960474, 'No': -2.8582692, ' ': -5.741806, '\n': -5.8601665, ' A': -8.586369}
{' No': -0.063068055, 'No': -2.9806094, ' ': -5.25827, '\n': -5.419025, ' Yes': -7.746518}
{' No': -0.07518666, 'No': -2.7928324, '\n': -5.1661844, ' ': -5.278132, ' NO': -9.390673}
{' No': -0.086086795, ' Yes': -3.1009011, 'No': -4.1426945, ' ': -4.586123, '\n': -4.8191285}
{' No': -0.14556344, ' Yes': -2.3823512, 'No': -3.886385, ' ': -4.7966137, ' A': -5.177272}
{' No': -0.27758405, ' Yes': -1.6266669, 'No': -3.9545267, '\n': -4.4983597, ' ': -4.648151}
{' No': -0.6832295, ' Yes': -0.84375954, 'No': -3.6620634, '\n': -4.504722, 'Yes': -4.5467696}
{' Yes': -0.0050659515, 'Yes': -5.6645923, ' No': -7.1519237, ' A': -8.055231, ' Generally': -8.299655}
{' Yes': -0.0045910543, 'Yes': -5.439356, ' yes': -9.168356, ' A': -9.814007, ' ': -10.536591}
{' Yes': -0.04862901, ' No': -4.0189753, ' Generally': -4.280648, ' Wh': -4.803668, 'Yes': -5.513461}
{' Yes': -0.0057370244, 'Yes': -5.285579, ' Generally': -8.4122095, ' yes': -8.640975, ' Wh': -8.6505995}
{' Yes': -0.029779077, 'Yes': -4.410743, ' No': -4.6007094, ' Generally': -5.7846313, ' A': -5.915912}
{' Yes': -0.018080974, 'Yes': -4.146699, ' Generally': -7.1771307, ' A': -7.463408, ' yes': -7.752015}
{' Yes': -0.030707901, 'Yes': -4.027208, ' Generally': -5.0034404, ' No': -5.80347, ' Wh': -7.1429725}
{' Yes': -0.030674405, 'Yes': -3.6652722, ' Generally': -6.1318836, ' Wh': -7.1944103, ' ': -7.6774483}
{' Yes': -0.05522086, 'Yes': -3.7987566, ' No': -3.8216734, ' A': -5.513219, ' ': -6.564475}
{' Yes': -0.017913055, 'Yes': -4.1152716, ' ': -7.8785906, ' yes': -7.8995867, ' A': -8.059745}
{' Yes': -0.07107826, 'Yes': -3.5186186, ' No': -3.7161832, ' Wh': -5.514193, ' Generally': -5.8149347}
{' Yes': -0.05712677, 'Yes': -3.3169036, ' No': -4.8730755, ' Wh': -5.7927356, ' ': -5.9573126}
{' Yes': -0.20528896, ' No': -1.8148108, ' A': -4.7610517, 'Yes': -5.0983553, 'No': -5.7771063}
{' Yes': -0.0074405633, 'Yes': -5.087467, ' A': -7.368341, ' yes': -8.328231, ' Generally': -8.468068}
{' Yes': -0.1461255, ' Wh': -3.0382743, ' No': -3.1030955, ' Generally': -3.6195219, 'Yes': -4.8533587}
{' Yes': -0.021178152, 'Yes': -4.5441575, ' Wh': -4.9277406, ' Generally': -6.475394, ' No': -7.280894}
{' Yes': -0.47110844, ' No': -1.2378284, 'No': -3.5658407, 'Yes': -3.7947052, ' A': -4.340672}
{' Yes': -0.042708077, 'Yes': -3.3274846, ' ': -6.336838, '\n': -6.7579365, ' Generally': -7.0444765}
{' Yes': -0.1405267, ' No': -3.0308385, 'Yes': -3.0742197, ' Generally': -4.67138, 'No': -4.9592705}
{' Yes': -0.08196468, 'Yes': -3.026104, ' No': -4.381855, ' ': -5.563696, ' Wh': -5.758788}
{' Yes': -0.027490398, 'Yes': -4.1706524, ' A': -5.6634345, ' No': -5.6973658, ' Generally': -6.169848}
{' Yes': -0.017261358, 'Yes': -4.264675, ' yes': -7.123357, ' Generally': -7.2172923, ' A': -7.354955}
{' Yes': -0.049797606, 'Yes': -3.5338597, ' Wh': -4.9660687, ' Generally': -5.2647567, ' No': -6.3984694}
{' Yes': -0.05026765, 'Yes': -3.2132428, ' Generally': -6.136404, ' Wh': -6.288839, ' yes': -6.4518614}
{' Yes': -0.011256235, 'Yes': -5.291274, ' No': -5.657584, ' A': -6.9807897, ' ': -7.3013105}
{' Yes': -0.005391243, 'Yes': -5.4861994, ' yes': -7.56087, ' ': -7.988419, ' A': -8.7498665}
{' Yes': -0.06688321, ' No': -2.8665752, 'Yes': -5.477558, '\n': -6.783451, ' yes': -7.170765}
{' Yes': -0.006386226, 'Yes': -5.251631, ' yes': -7.527077, ' ': -8.0402565, '\n': -8.94531}
{' No': -0.12949073, 'No': -2.8334415, ' Yes': -3.2309403, ' A': -4.283503, '\n': -5.6803117}
{' Yes': -0.029795414, 'Yes': -3.9034295, ' A': -5.439879, ' ': -6.526514, '\n': -6.7646465}
{' Yes': -0.5888639, ' No': -0.9706827, 'No': -3.8785005, ' Wh': -4.100735, 'Yes': -4.364447}
{' Yes': -0.033166323, 'Yes': -3.6642258, ' ': -6.2344656, '\n': -6.7651186, ' yes': -6.817176}
{' No': -1.0284379, ' Yes': -1.0946, '\n': -1.9343026, ' A': -2.8515022, 'No': -3.0073175}
{' Yes': -0.094310865, 'Yes': -2.9876194, '\n': -3.6529655, ' ': -4.9916267, ' A': -5.493492}
{' No': -0.81206745, ' Yes': -1.3576074, '\n': -1.7025951, 'No': -2.7821374, ' ': -3.6499448}
{' Yes': -0.19052343, '\n': -2.459635, 'Yes': -2.7445261, ' ': -4.128298, ' yes': -6.288407}
{' No': -0.09126061, ' Yes': -2.6982648, 'No': -4.6295047, ' A': -4.8417068, ' ': -6.4735117}
{' Yes': -0.006299311, 'Yes': -5.3160505, ' ': -7.745385, ' yes': -7.8035398, ' A': -7.891782}
{' No': -0.33801162, ' Yes': -1.3144329, 'No': -4.5064683, ' Wh': -5.774037, 'Yes': -6.104527}
{' Yes': -0.0060587553, 'Yes': -5.235484, ' yes': -7.8941407, ' ': -8.579734, ' Wh': -10.203118}
{' No': -0.7693382, 'No': -1.5999541, ' Yes': -1.6408648, ' A': -3.1276295, 'Yes': -3.1352324}
{' Yes': -0.17566262, 'Yes': -1.986715, ' ': -4.9014277, '\n': -5.0475745, ' yes': -5.426539}
{' Yes': -0.974824, ' No': -1.0404253, 'No': -2.1338398, 'Yes': -2.6973066, '\n': -3.4542227}
{' Yes': -0.24912293, 'Yes': -1.8265575, ' ': -4.1897864, '\n': -4.3235583, ' No': -4.5741363}
{' Yes': -0.07069111, ' A': -3.7918022, 'Yes': -4.0594563, ' No': -4.248118, ' yes': -5.028608}
{' Yes': -0.025107559, 'Yes': -4.2850237, ' yes': -5.2952967, ' A': -5.7954473, ' ': -6.4088516}
{' Yes': -0.050466236, 'Yes': -3.7035406, ' yes': -4.6246276, ' No': -5.5431237, ' ': -5.7313313}
{' Yes': -0.04813691, 'Yes': -3.5515015, ' yes': -4.6087637, ' ': -5.901944, ' Wh': -6.5752687}
{' Yes': -0.32210645, ' No': -1.8546516, 'Yes': -3.183938, ' A': -3.3128364, 'No': -3.8646069}
{' Yes': -0.076017804, 'Yes': -2.8456957, ' yes': -4.6589794, ' A': -5.770751, ' ': -7.1766033}
{' Yes': -0.25190908, ' No': -2.598423, ' Wh': -2.9948728, 'Yes': -3.027046, ' yes': -4.1429024}
{' Yes': -0.122787975, 'Yes': -2.5651479, ' yes': -4.106585, ' Wh': -4.6187215, '\n': -5.8577766}
{' No': -0.4855312, ' Yes': -1.2562717, 'No': -2.5371518, 'Yes': -4.127758, ' A': -6.3433456}
{' Yes': -0.057696544, 'Yes': -2.9553845, ' yes': -5.7801795, ' ': -8.179941, 'yes': -8.398154}
{' Yes': -0.073178634, 'Yes': -3.1026163, ' No': -4.063327, ' Generally': -5.6307797, 'No': -5.8431635}
{' Yes': -0.075880505, 'Yes': -2.6883225, ' No': -6.1574116, ' Generally': -7.3093686, ' yes': -7.359875}
{' Yes': -0.0956115, 'Yes': -3.1049917, ' No': -3.2690616, 'No': -5.391651, ' yes': -6.751736}
{' Yes': -0.051355965, 'Yes': -3.0390306, ' yes': -6.9211617, ' ': -7.5007954, ' YES': -8.46426}
{' Yes': -0.08030522, 'Yes': -2.8289642, ' No': -4.46332, 'No': -6.2921634, ' yes': -6.652354}
{' Yes': -0.082294226, 'Yes': -2.5861413, ' yes': -6.8222685, ' ': -7.1307282, ' No': -7.7246842}
{' No': -0.25770518, ' Yes': -1.576732, 'No': -4.238958, 'Yes': -5.9326377, ' A': -6.0624804}
{' Yes': -0.011367154, 'Yes': -4.5910563, ' yes': -7.40376, ' A': -8.618588, ' ': -8.962603}
{' Yes': -0.16950314, ' No': -2.1695716, 'Yes': -3.9673622, ' Wh': -4.6597643, 'No': -5.0468435}
{' Yes': -0.033479, 'Yes': -3.596387, ' No': -6.2508135, ' Wh': -6.378964, ' yes': -7.4602485}
{' No': -0.54760474, 'No': -1.0120631, ' Yes': -3.5470724, 'Yes': -4.8988867, ' A': -5.0267763}
{' Yes': -0.37462056, 'Yes': -1.3044187, 'No': -4.6310177, ' A': -4.7521744, ' No': -4.834032}
{' Yes': -0.41398337, 'Yes': -1.9745857, ' Wh': -2.731, ' No': -3.1039093, 'No': -3.4318476}
{' Yes': -0.46084288, 'Yes': -1.408116, ' Wh': -3.269732, 'No': -3.630034, ' No': -3.8008945}
{' Yes': -0.123000205, ' No': -2.857379, 'Yes': -3.312747, 'No': -5.0975943, ' yes': -5.2444887}
{' Yes': -0.070635706, 'Yes': -3.0283003, ' yes': -4.666396, ' A': -5.7321615, ' ': -6.3350964}
{' Yes': -0.055687457, 'Yes': -3.12982, ' yes': -5.7446957, ' Wh': -6.3187056, ' Generally': -6.3343854}
{' Yes': -0.096147925, 'Yes': -2.5298238, ' yes': -5.4713907, ' Wh': -6.033835, ' Generally': -6.627468}
{' Yes': -0.05175097, ' yes': -3.3724048, 'Yes': -4.9329877, ' No': -5.370248, ' ': -6.214297}
