{' Right': -0.019237828, ' right': -3.9719508, 'Right': -9.226725, ' "': -9.861021, 'right': -10.116972}
{' right': -0.65946496, ' Right': -0.73253924, 'right': -6.3857656, 'Right': -7.758069, ' Left': -10.601096}
{' Left': -0.35643017, ' left': -1.3236792, ' Right': -3.8797567, ' right': -4.599891, 'left': -6.127111}
{' Right': -0.008144457, ' right': -5.186567, 'Right': -6.418388, ' Left': -7.6012607, 'right': -8.318929}
{' Left': -0.048303165, ' left': -3.1159205, 'Left': -6.544896, 'left': -6.621047, ' Right': -10.520776}
{' Right': -0.034294315, ' right': -3.470665, 'Right': -6.2875595, 'right': -7.2634997, ' ': -10.459152}
{' Left': -0.085194856, ' left': -2.5667965, 'Left': -6.0527425, 'left': -6.082755, ' Right': -8.645047}
{' Right': -0.0053513935, ' right': -5.547111, ' Left': -6.824544, 'Right': -8.414292, ' "': -9.661063}
{' Left': -0.02990116, ' left': -3.5569222, ' Right': -7.8310976, 'Left': -8.260064, 'left': -8.296222}
{' Right': -0.014655316, ' right': -4.2568636, 'Right': -8.529639, 'right': -8.979999, ' Left': -10.008672}
{' Left': -0.044158272, ' left': -3.3257859, ' Right': -5.047593, 'left': -7.8939695, 'Left': -8.474275}
{' Right': -0.124734946, ' right': -2.697212, ' Left': -3.7042925, 'Right': -4.2294083, 'right': -4.9053154}
{' Right': -0.20436585, ' right': -2.0713682, ' Left': -3.7988005, 'Right': -4.1171846, 'right': -4.1943045}
{' Right': -0.28636396, ' right': -1.5413746, 'right': -3.9164066, 'Right': -4.2909913, ' Left': -7.2853394}
{' Left': -0.73873186, ' Right': -1.5420556, ' left': -1.6648048, ' right': -2.4271035, 'left': -4.487992}
{' Left': -0.79913026, ' left': -0.8134716, ' Right': -2.58615, ' right': -3.515044, 'left': -6.4776535}
{' Right': -0.08687914, ' right': -2.5669606, ' Left': -5.4364405, ' left': -6.4621873, 'right': -8.2755575}
{' Right': -0.30981174, ' right': -2.1128435, ' Left': -2.3751557, ' left': -2.9675057, 'right': -7.560162}
{' Left': -1.1722524, ' Right': -1.1825483, ' left': -1.3048513, ' right': -2.197498, 'left': -7.05487}
{' left': -0.5381089, ' Left': -1.7677137, ' Right': -2.0519695, ' right': -2.219444, 'left': -5.1901855}
{' left': -0.797217, ' Left': -0.93998957, ' Right': -2.2217126, ' right': -3.1294277, 'left': -5.317908}
{' Right': -0.47976175, ' right': -1.4888998, ' left': -2.557265, ' Left': -2.615107, 'right': -5.903036}
{' left': -0.65786093, ' Left': -0.7451318, 'left': -5.2778316, ' Right': -7.0199614, 'Left': -7.0412893}
{' Right': -0.43891206, ' right': -1.0807844, ' left': -5.011443, 'right': -5.438475, ' Left': -5.746981}
{' left': -0.59686977, ' Left': -0.83872926, ' Right': -4.877298, 'left': -5.309753, ' right': -5.5943117}
{' Right': -0.55848265, ' Left': -1.5957007, ' right': -2.133081, ' left': -2.2854667, 'right': -6.107541}
{' left': -0.53670925, ' Left': -0.8908677, 'left': -5.6238804, 'Left': -7.340147, ' Right': -7.7049713}
{' left': -0.085284755, ' Left': -2.6732934, ' right': -4.743665, 'left': -5.957677, ' Right': -6.679328}
{' right': -0.60437185, ' Right': -0.83157134, ' left': -4.43737, ' Left': -5.5825725, 'right': -6.2537374}
{' Right': -0.81576544, ' right': -0.8368608, ' left': -2.4862995, ' Left': -3.2816677, 'right': -5.957982}
{' left': -0.102229856, ' Left': -2.9744506, ' right': -3.2214637, ' Right': -5.656125, 'left': -6.0628424}
{' left': -0.65911996, ' right': -1.7764008, ' Right': -1.830438, ' Left': -1.9682363, 'left': -4.9020534}
{' left': -0.5627938, ' Left': -0.90858465, ' Right': -4.5414524, 'left': -4.675064, ' right': -5.2742176}
{' Left': -0.9539657, ' Right': -0.9641967, ' left': -1.817062, ' right': -2.7911544, 'left': -5.542076}
{' left': -0.50228214, ' Left': -0.969676, 'left': -4.8309317, ' Right': -5.731196, ' right': -5.8963857}
{' Left': -0.45928353, ' left': -1.2262436, ' Right': -2.7816958, ' right': -4.5624366, 'left': -6.216749}
{' Right': -0.07983293, ' Left': -3.3010166, ' right': -3.4439135, ' left': -4.9519773, 'Right': -7.676661}
{' Right': -0.026951836, ' right': -3.9564085, ' Left': -5.0752707, ' left': -7.5764, 'Right': -7.897628}
{' Left': -0.11434104, ' left': -2.2559273, ' Right': -6.220712, 'left': -7.0704923, 'Left': -8.019395}
{' left': -0.2771481, ' right': -1.6589897, ' Left': -3.8666732, 'left': -4.4143643, ' Right': -4.469729}
{' left': -0.2896141, ' Left': -1.6776928, ' right': -3.5171034, 'left': -4.109656, ' Right': -4.2676773}
{' left': -0.6469987, ' Left': -1.6559289, ' right': -1.8241323, ' Right': -2.284982, 'left': -4.420348}
{' left': -0.09850901, ' right': -3.2275772, ' Left': -3.2756805, 'left': -4.4552693, ' Right': -5.836193}
{' Left': -0.17343204, ' left': -2.1903367, ' Right': -3.201983, ' right': -5.606812, 'left': -6.7981534}
{' Right': -0.20767014, ' right': -1.7773533, ' Left': -5.169681, 'right': -5.7172103, ' Even': -6.0263977}
{' left': -0.23897116, ' Left': -1.5819238, 'left': -5.569316, ' e': -6.0327573, 'Left': -7.5588617}
{' Right': -0.4481929, ' right': -1.1526606, ' Left': -3.7871933, ' left': -3.9186785, 'right': -6.4463024}
{' Left': -0.5492555, ' left': -0.94976246, ' even': -4.6166286, 'left': -4.6923523, ' Even': -4.7907066}
{' right': -0.60217303, ' Right': -1.0559847, ' e': -3.3347244, ' even': -3.4263573, 'right': -4.1707115}
{' left': -0.19954239, ' Left': -1.8017973, 'left': -4.8506765, ' e': -4.9922423, 'Left': -6.844956}
{' right': -0.5461716, ' Right': -0.906733, 'right': -4.536749, 'Right': -5.66791, ' e': -6.749016}
{' Left': -0.14490125, ' left': -2.2041948, ' Even': -4.970812, ' Right': -5.031101, ' even': -5.6611304}
{' Right': -0.4745849, ' right': -1.1777079, ' even': -3.819464, ' Even': -4.2601013, 'right': -4.3760395}
{' left': -0.42841455, ' Left': -1.1871846, ' e': -3.4704907, 'left': -4.7792387, 'Left': -6.3088336}
{' Right': -0.48575354, ' right': -1.0240359, 'right': -4.4457374, 'Right': -5.3198066, ' Left': -5.542106}
{' left': -0.5913503, ' Left': -1.1322381, ' even': -2.594957, ' e': -3.852678, ' Even': -4.251859}
{' right': -0.61265826, ' e': -1.3521985, ' Right': -2.0926464, ' even': -2.8553967, 'right': -4.9434342}
{' left': -0.1257519, ' Left': -2.4001505, ' e': -3.811903, 'left': -5.436852, 'Left': -7.4116445}
{' right': -0.24917644, ' Right': -1.5955433, 'right': -4.913073, ' e': -5.5044765, ' left': -5.772635}
{' Left': -0.10776328, ' left': -2.390047, 'Left': -5.28648, 'left': -6.0123653, ' Even': -6.734445}
{' Right': -0.310005, ' right': -1.552204, ' even': -4.03882, ' Even': -4.4177394, 'right': -4.6427174}
{' Left': -0.54910797, ' left': -0.88706154, 'left': -5.0539412, 'Left': -5.6207705, ' e': -7.9967356}
{' Right': -0.27016997, ' right': -1.5381105, 'right': -4.9789557, 'Right': -4.9937396, ' Left': -5.320625}
{' Left': -0.65442616, ' Even': -1.410051, ' even': -2.4938407, ' left': -2.5417154, ' e': -2.9200358}
{' Right': -1.1442431, ' e': -1.3044641, ' Even': -1.4836328, ' even': -2.1726282, ' right': -2.9787822}
{' Left': -0.66214913, ' left': -0.88337487, ' e': -2.7238042, 'left': -5.8995676, 'Left': -6.770578}
{' Right': -0.17685111, ' right': -2.0231147, ' e': -4.6838164, ' Left': -4.966554, 'right': -5.7035117}
{' left': -0.4653751, ' Left': -1.3662139, 'left': -2.755706, 'Left': -3.9913566, ' even': -4.3078704}
{' right': -0.39207378, 'right': -1.4527597, ' Right': -2.6689274, 'Right': -4.14235, ' ': -6.2582746}
{' left': -0.15870091, 'left': -2.5305023, ' Left': -2.8262844, 'Left': -4.8840175, ' ': -8.675156}
{' right': -0.28971, 'right': -1.7798891, ' Right': -2.6665926, 'Right': -4.4019556, ' ': -7.3694673}
{' Left': -0.36609665, ' Right': -1.2832147, ' left': -3.839001, ' right': -4.906006, 'left': -8.637886}
{' Left': -0.3913755, ' Right': -1.1928053, ' left': -4.2498636, ' right': -5.1527777, 'Left': -8.719127}
{' Left': -0.33525118, ' Right': -1.4784606, ' left': -3.0965178, ' right': -4.5172825, 'left': -7.8984046}
{' Right': -0.28861806, ' Left': -1.5212154, ' right': -3.7025719, ' left': -4.937254, 'Right': -8.6423}
{' Left': -0.08452552, ' left': -2.8024437, ' Right': -4.0304675, ' right': -7.0341277, 'Left': -7.0518546}
{' Left': -0.54139847, ' Right': -0.94486177, ' left': -3.9265397, ' right': -4.780345, 'Left': -7.7393527}
{' Left': -0.32491195, ' Right': -1.5493478, ' left': -2.9374416, ' right': -4.6008058, 'left': -7.0736847}
{' Left': -0.33019885, ' Right': -1.5958086, ' left': -2.7624898, ' right': -4.2922406, 'left': -7.263342}
{' Left': -0.13121758, ' Right': -2.2832713, ' left': -3.984037, ' right': -6.302203, 'Left': -8.109735}
{' Left': -0.17332216, ' Right': -1.9647038, ' left': -4.1268134, ' right': -6.1432886, 'Left': -7.9796457}
{' Left': -0.1945878, ' Right': -1.9798889, ' left': -3.4004173, ' right': -5.4894657, 'Left': -7.509958}
{' Left': -0.16255833, ' Right': -2.153962, ' left': -3.5169377, ' right': -5.6709957, 'Left': -7.8862023}
{' Left': -0.22559083, ' left': -1.8387216, ' Right': -3.3590348, ' right': -5.1007605, 'left': -6.9225855}
{' Right': -0.8016954, ' Left': -0.80341965, ' left': -2.9145548, ' right': -3.0502687, 'Right': -7.403973}
{' Left': -0.648245, ' Right': -1.2994231, ' left': -1.9632435, ' right': -2.8000412, 'left': -6.7573133}
{' Left': -0.44088382, ' left': -1.778168, ' Right': -1.9101868, ' right': -3.3047962, 'left': -6.788971}
{' Left': -0.03984526, ' Right': -3.9064243, ' left': -4.0497575, 'Left': -7.009186, ' right': -8.0829525}
{' Left': -0.12778892, ' Right': -2.2811074, ' left': -4.1962376, ' right': -6.705725, 'Left': -6.9010243}
{' Left': -0.09191696, ' Right': -3.1264455, ' left': -3.2147787, 'Left': -6.5378623, ' right': -6.6132827}
{' Left': -0.12400019, ' Right': -2.3404746, ' left': -4.0421505, ' right': -6.458005, 'Left': -7.2037787}
{' Left': -0.050490934, ' Right': -3.2241492, ' left': -4.739604, 'Left': -8.130498, ' right': -8.172532}
{' Left': -0.44109142, ' Right': -1.0470693, ' left': -5.58868, ' right': -6.590238, 'Left': -8.219177}
{' Left': -0.21257219, ' Right': -1.7398874, ' left': -4.328146, ' right': -6.3498464, 'Left': -7.533842}
{' Left': -0.21281439, ' Right': -1.72019, ' left': -4.5747504, ' right': -6.391147, 'Left': -7.964699}
{' Left': -0.45737278, ' left': -1.1470263, ' Right': -3.914442, ' right': -4.5749187, 'left': -4.5819836}
{' Right': -0.3422668, ' right': -1.9293851, ' Left': -2.3414104, ' left': -3.7126837, 'right': -4.5276575}
{' Left': -0.8671845, ' Right': -1.4484166, ' left': -1.5581024, ' right': -2.2410212, 'left': -4.706628}
{' Left': -1.0249773, ' Right': -1.3098055, ' left': -1.6224791, ' right': -1.9027126, 'right': -4.6005235}
{' Right': -0.029784296, ' right': -3.5856638, ' Left': -6.7008023, 'Right': -8.594241, 'right': -9.06095}
{' Left': -0.09438488, ' left': -2.703239, ' Right': -3.8555121, ' right': -6.599159, 'left': -7.9013495}
{' Right': -0.123791926, ' right': -2.1535943, 'right': -8.406138, 'Right': -8.97602, ' RIGHT': -11.398342}
{' Left': -0.14748275, ' left': -2.082551, ' Right': -4.5689282, ' right': -6.625649, 'left': -7.443524}
{' Right': -0.025981033, ' right': -4.207419, ' Left': -4.663787, 'Right': -7.379128, ' left': -8.067696}
{' Left': -0.07674936, ' left': -2.6922507, ' Right': -5.5965643, 'left': -6.4178, 'Left': -7.438327}
{' Right': -0.05805963, ' right': -2.902868, 'right': -7.2537303, 'Right': -7.557258, ' Left': -8.245507}
{' Left': -0.0839687, ' left': -2.598743, ' Right': -5.527101, 'left': -6.60567, 'Left': -7.4513597}
{' Right': -0.012011341, ' right': -4.9501767, ' Left': -5.6440816, 'Right': -7.1100087, 'right': -8.228396}
{' Left': -0.02023629, ' left': -4.0305605, ' Right': -6.674531, 'left': -7.62349, 'Left': -7.6424494}
{' Right': -0.019181322, ' right': -4.026658, 'Right': -7.322728, 'right': -7.8162813, ' Left': -9.869365}
{' Left': -0.047126185, ' left': -3.2044156, ' Right': -5.744519, 'left': -6.8181157, 'Left': -6.922324}
{' Right': -0.09631553, ' Left': -3.0729082, ' right': -3.1778927, ' left': -5.968179, 'Right': -7.274435}
{' Right': -0.39931005, ' Left': -1.5830353, ' right': -2.2944784, ' left': -3.8426085, 'right': -7.2166815}
{' Right': -0.41628912, ' right': -1.0831689, 'right': -6.5686097, 'Right': -7.615036, ' Left': -10.300113}
{' Right': -0.5065428, ' Left': -1.3385168, ' right': -2.3738427, ' left': -3.2171996, 'right': -7.1267056}
{' Right': -0.009020259, ' right': -5.125281, 'Right': -6.4861584, ' Left': -6.745674, 'right': -8.417267}
{' Left': -0.026473416, ' left': -3.742738, 'Left': -6.6709623, 'left': -6.9837465, ' Right': -8.389472}
{' Right': -0.015138337, ' right': -4.340213, 'Right': -6.453499, 'right': -7.8864155, ' ': -10.774838}
{' Left': -0.0461506, ' left': -3.2772698, ' Right': -5.5447598, 'Left': -6.3620186, 'left': -6.4995346}
{' Right': -0.0056863083, ' right': -5.337481, ' Left': -7.467335, 'Right': -8.499338, 'right': -9.95569}
{' Left': -0.03915767, ' left': -3.2878585, ' Right': -7.5369525, 'left': -8.120086, 'Left': -8.479888}
{' Right': -0.014717557, ' right': -4.249457, 'Right': -8.740517, 'right': -9.0879135, ' Left': -9.901278}
{' Left': -0.04233348, ' left': -3.3475056, ' Right': -5.2135143, 'left': -7.792827, 'Left': -8.464286}
{' Right': -0.08458817, ' right': -3.0536487, ' Left': -4.28522, 'Right': -4.355363, 'right': -5.192046}
{' Right': -0.15311712, ' right': -2.3782644, ' Left': -3.721156, 'Right': -4.452594, 'right': -4.718962}
{' Right': -0.13670972, ' right': -2.2387776, 'Right': -4.5634637, 'right': -4.579945, ' ': -8.263754}
{' Left': -0.59057134, ' Right': -1.0649061, ' left': -2.9230146, ' right': -3.524306, 'Left': -5.3328943}
{' Left': -0.4262442, ' Right': -1.3064437, ' left': -2.846429, ' right': -4.0757933, 'left': -7.8734446}
{' Right': -0.4458112, ' right': -1.5272702, ' Left': -2.3390608, ' left': -3.1579387, 'right': -6.4251924}
{' left': -0.407653, ' Left': -1.1048901, 'left': -6.048709, ' e': -7.4771795, 'Left': -7.770793}
{' Right': -0.36126626, ' right': -1.2994739, ' Left': -4.055896, ' left': -4.501025, 'right': -6.6350102}
{' Left': -0.26121396, ' left': -1.5488553, ' Right': -5.096785, 'left': -5.5144587, 'Left': -5.9379873}
{' Right': -0.5404445, ' right': -1.105567, ' Left': -3.6746702, ' left': -3.9019136, 'right': -4.5691366}
{' left': -0.18349512, ' Left': -1.8281446, 'left': -5.255057, ' e': -7.0244718, 'Left': -7.218347}
{' right': -0.6228404, ' Right': -0.80940014, 'right': -4.6993937, ' left': -5.569419, 'Right': -5.952653}
{' Left': -0.07698263, ' left': -2.7846982, ' Right': -5.219008, 'Left': -6.0433345, ' Even': -6.219881}
{' Right': -0.20226437, ' right': -2.042276, ' Left': -3.73188, ' Even': -4.912494, 'right': -5.074117}
{' left': -0.6276369, ' Left': -0.81493664, ' e': -4.2630296, 'left': -4.977872, 'Left': -6.2562637}
{' Right': -0.37448722, ' right': -1.3200476, ' Left': -3.9728355, ' left': -4.4346433, 'right': -4.6549745}
{' left': -0.45416752, ' Left': -1.0978595, ' even': -4.532737, ' e': -5.015252, 'left': -5.421035}
{' right': -0.42315704, ' e': -1.7807527, ' Right': -2.0993447, ' even': -3.7346346, ' left': -4.336075}
{' left': -0.09019458, ' Left': -2.6906679, ' e': -4.297224, 'left': -5.472919, 'Left': -7.7944164}
{' right': -0.19967608, ' Right': -1.8042082, 'right': -4.90678, ' left': -5.3428817, ' e': -6.549194}
{' Left': -0.08179985, ' left': -2.6480134, 'Left': -5.5832543, 'left': -6.405005, ' Right': -6.5374994}
{' Right': -0.13619624, ' right': -2.7485695, ' Left': -3.1162927, 'Right': -5.1102257, ' left': -5.1968513}
{' Left': -0.5136643, ' left': -0.9316847, 'left': -5.3106728, 'Left': -5.949375, ' e': -8.925685}
{' Right': -0.2616083, ' right': -1.6315233, ' Left': -4.1773777, ' left': -4.8670635, 'right': -5.136549}
{' Left': -0.4099597, ' left': -2.115772, ' Even': -2.4450605, ' Right': -2.793232, ' even': -3.3881547}
{' Right': -0.97475684, ' e': -1.3402259, ' Even': -2.3134181, ' right': -2.336123, ' Left': -2.7571552}
{' Left': -0.6093406, ' left': -1.0674609, ' e': -2.2482927, 'left': -5.748625, 'Left': -6.3648543}
{' Right': -0.30301338, ' right': -1.6711793, ' e': -3.4713788, ' Left': -3.9805741, ' left': -4.7426496}
{' Left': -0.59831923, ' left': -1.0579578, 'left': -3.5612154, 'Left': -3.7767305, ' Right': -3.780858}
{' right': -0.6618579, ' Right': -1.1045917, 'right': -2.1678472, 'Right': -3.4990273, ' ': -6.3609796}
{' left': -0.21630456, ' Left': -2.0122335, 'left': -2.9735944, 'Left': -4.6578727, ' ': -8.686225}
{' right': -0.39265752, ' Right': -1.5097038, 'right': -2.4467309, 'Right': -4.1473227, ' ': -7.1364646}
{' Left': -0.3651515, ' Right': -1.2349007, ' left': -4.5422583, ' right': -5.517619, 'left': -8.937581}
{' Left': -0.5013307, ' Right': -0.9585145, ' left': -4.9902453, ' right': -5.6070967, 'Left': -9.19112}
{' Left': -0.41873065, ' Right': -1.1838503, ' left': -3.6562815, ' right': -4.6554456, 'left': -8.073796}
{' Right': -0.5392204, ' Left': -0.9350429, ' right': -4.258163, ' left': -4.634677, 'right': -9.067868}
{' Left': -0.07031816, ' left': -3.326475, ' Right': -3.522186, 'left': -7.0305877, ' right': -7.111324}
{' Left': -0.48839125, ' Right': -0.9954714, ' left': -4.4468126, ' right': -5.4621973, 'Left': -8.057475}
{' Left': -0.30995786, ' Right': -1.4997294, ' left': -3.37138, ' right': -4.952435, 'left': -7.0321503}
{' Left': -0.20195447, ' Right': -2.0916162, ' left': -2.9725597, ' right': -5.0564103, 'left': -6.9471326}
{' Left': -0.23009884, ' Right': -1.7314053, ' left': -3.7435455, ' right': -5.4809856, 'left': -8.191526}
{' Left': -0.09670887, ' Right': -2.5285573, ' left': -4.4990716, ' right': -7.1984043, 'Left': -8.108292}
{' Left': -0.10575067, ' Right': -2.668466, ' left': -3.5609794, ' right': -6.4450336, 'left': -7.7059164}
{' Left': -0.25094768, ' Right': -1.7382104, ' left': -3.277128, ' right': -4.9114094, 'left': -7.707515}
{' Left': -0.15665044, ' left': -2.3671587, ' Right': -3.0930898, ' right': -5.4658146, 'Left': -7.1573176}
{' Right': -0.6407043, ' Left': -0.85170656, ' left': -3.751838, ' right': -3.840928, 'Right': -7.555241}
{' Left': -0.6756269, ' Right': -0.97356415, ' left': -2.6456738, ' right': -3.2195873, 'left': -7.2844543}
{' Left': -0.32484135, ' Right': -1.9198635, ' left': -2.2200706, ' right': -3.9222324, 'left': -6.976739}
{' Left': -0.1172308, ' Right': -2.33966, ' left': -4.4306498, ' right': -6.841542, 'Left': -7.1408796}
{' Left': -0.048624814, ' Right': -3.2899098, ' left': -4.7613993, 'Left': -6.854836, 'left': -8.235964}
{' Left': -0.09201256, ' Right': -2.8480513, ' left': -3.6498435, 'Left': -6.3883667, ' right': -6.792793}
{' Left': -0.053243592, ' Right': -3.3065355, ' left': -4.3039417, 'Left': -7.1357017, ' right': -7.6948643}
{' Left': -0.06615462, ' Right': -2.9190884, ' left': -4.684805, ' right': -7.9279976, 'Left': -8.223721}
{' Left': -0.24484034, ' Right': -1.5476052, ' left': -5.6739483, ' right': -7.415582, 'Left': -8.482445}
{' Left': -0.15559332, ' Right': -2.0084126, ' left': -4.773814, ' right': -7.1207113, 'Left': -7.940219}
{' Left': -0.06917238, ' Right': -2.8605044, ' left': -4.7312336, ' right': -7.836399, 'Left': -8.361441}
{' Left': -0.24732511, ' left': -1.6161432, ' Right': -4.787165, 'left': -5.3102922, 'Left': -5.311061}
{' Right': -0.68061924, ' Left': -0.8480997, ' left': -3.5428534, ' right': -3.6447744, 'Right': -5.4849195}
{' Left': -0.70138997, ' Right': -1.1656748, ' left': -2.1561227, ' right': -2.8363328, 'left': -5.3329396}
