{'\n': -9.868756, ' ': -9.318076, ' Yes': -0.0024784687, ' yes': -8.480762, 'Yes': -6.177218}
{' No': -0.021917569, '\n': -5.6293526, ' ': -5.6319423, 'No': -4.302849, ' no': -7.2195606}
{' No': -0.25137356, '\n': -2.7956927, ' ': -4.594116, 'No': -1.9304965, ' no': -5.6313996}
{' No': -0.16703454, '\n': -3.7552044, ' ': -4.6668315, 'No': -3.770691, ' no': -2.4041216}
{' No': -0.011659647, '\n': -5.7001033, ' ': -5.518997, 'No': -5.529533, ' Yes': -9.257921}
{' No': -0.04521973, '\n': -4.2909985, ' ': -5.247717, 'No': -3.7023754, ' no': -8.995143}
{' No': -0.07945456, '\n': -3.5252726, ' ': -4.344818, 'No': -3.4345152, ' Yes': -7.823853}
{' No': -0.020838803, '\n': -5.3566465, ' ': -4.752398, 'No': -4.977666, ' Yes': -8.917399}
{' No': -0.077210985, '\n': -3.677642, ' ': -4.671803, 'No': -3.2590978, ' no': -7.8994365}
{' No': -0.058955368, '\n': -4.2108192, ' ': -4.5216494, 'No': -3.835393, ' Yes': -5.455983}
{'\n': -9.258137, ' ': -8.592282, ' Yes': -0.0055434695, ' yes': -8.768345, 'Yes': -5.28669}
{' YES': -9.858135, ' ': -7.4423637, ' Yes': -0.018541856, ' yes': -7.5700955, 'Yes': -4.0707436}
{'\n': -8.415336, ' ': -7.6147504, ' Yes': -0.029182883, ' yes': -7.665764, 'Yes': -3.5982137}
{' YES': -10.688671, ' ': -8.588261, ' Yes': -0.0044598076, ' yes': -8.5913105, 'Yes': -5.5172753}
{'\n': -8.393982, ' ': -7.339894, ' Yes': -0.025135003, ' yes': -8.006295, 'Yes': -3.7544305}
{'\n': -8.039633, ' ': -7.5611672, ' Yes': -0.021580836, ' yes': -6.84777, 'Yes': -3.9546936}
{'\n': -7.2423153, ' ': -6.795677, ' Yes': -0.004860251, ' yes': -7.6354804, 'Yes': -6.036143}
{'\n': -7.146478, ' ': -6.814237, ' Yes': -0.020165736, ' yes': -7.2193995, 'Yes': -4.0690336}
{'\n': -4.629361, ' ': -5.5916924, ' Yes': -0.05864246, ' yes': -6.6678305, 'Yes': -3.1854732}
{'\n': -9.01028, ' ': -7.2189856, ' Yes': -0.004642314, ' yes': -8.250834, 'Yes': -5.668685}
{'\n': -5.3068943, ' ': -5.3906813, ' Yes': -0.1278135, ' yes': -5.783624, 'Yes': -2.2453823}
{'\n': -6.6987042, ' ': -6.092597, ' Yes': -0.026324214, ' yes': -5.275607, 'Yes': -4.0998163}
{' ': -6.8419423, ' Yes': -0.050205033, ' yes': -4.1853595, 'Yes': -3.4726312, 'yes': -7.2697725}
{' YES': -8.520541, ' ': -7.1153, ' Yes': -0.03839523, ' yes': -6.0456047, 'Yes': -3.3870852}
{' ': -6.5904574, ' Yes': -0.06759639, ' yes': -5.230707, 'Yes': -2.8660448, 'yes': -7.6647797}
{' YES': -9.114601, ' ': -7.4589696, ' Yes': -0.014070119, ' yes': -6.36963, 'Yes': -4.4831367}
{' ': -7.1858115, ' Yes': -0.15954632, ' yes': -6.165336, 'Yes': -1.9412807, 'yes': -7.4900894}
{' ': -8.570153, ' Yes': -0.03006404, ' yes': -5.4770985, 'Yes': -3.6939929, 'yes': -8.265586}
{'\n': -6.1075406, ' ': -5.6911755, ' Yes': -0.10575849, ' yes': -2.5166392, 'Yes': -4.5015044}
{'\n': -5.4841533, ' ': -5.3052926, ' Yes': -0.06610552, ' yes': -4.690095, 'Yes': -3.1191964}
{'\n': -4.1801443, ' ': -5.098608, ' Yes': -0.10770546, ' yes': -4.2474933, 'Yes': -2.7494786}
{'\n': -7.166604, ' ': -6.4873376, ' Yes': -0.0203049, ' yes': -5.56544, 'Yes': -4.2982416}
{'\n': -3.244211, ' ': -4.940942, ' Yes': -0.22104727, ' yes': -4.044192, 'Yes': -2.0496092}
{'\n': -5.1799135, ' ': -5.623899, ' Yes': -0.15421209, ' yes': -2.2264357, 'Yes': -3.8464289}
{'\n': -5.6671176, ' ': -6.0944705, ' Yes': -0.014176819, ' yes': -6.552932, 'Yes': -5.030946}
{'\n': -5.1854224, ' ': -5.867355, ' Yes': -0.03470571, ' yes': -6.379525, 'Yes': -3.756559}
{'\n': -4.2532926, ' ': -5.1838346, ' Yes': -0.061991222, ' yes': -6.223855, 'Yes': -3.2942717}
{'\n': -5.726835, ' ': -5.544552, ' Yes': -0.017490735, ' yes': -7.395813, 'Yes': -4.6739006}
{'\n': -3.9901822, ' ': -5.135627, ' Yes': -0.08908205, ' yes': -5.8534255, 'Yes': -2.8737001}
{'\n': -4.6408997, ' ': -5.0200014, ' Yes': -0.054105897, ' yes': -4.4656944, 'Yes': -3.769722}
{'\n': -9.933452, ' ': -9.401231, ' Yes': -0.0041709696, ' yes': -9.079696, 'Yes': -5.5490503}
{' No': -4.7565365, ' ': -7.6644855, ' Yes': -0.025026396, ' yes': -7.2087383, 'Yes': -4.2466216}
{'\n': -9.017918, ' ': -8.106973, ' Yes': -0.0156188095, ' yes': -7.2431703, 'Yes': -4.2574663}
{' ': -9.9307995, ' Yes': -0.0023069915, ' yes': -9.169843, 'Yes': -6.1644216, ' True': -10.848985}
{'\n': -8.476105, ' ': -7.398607, ' Yes': -0.021426028, ' yes': -7.9148655, 'Yes': -3.9209218}
{'\n': -8.218283, ' ': -8.000464, ' Yes': -0.02430813, ' yes': -6.5260334, 'Yes': -3.8340156}
{'\n': -8.959225, ' ': -7.5235724, ' Yes': -0.002472314, ' yes': -8.005326, 'Yes': -6.590721}
{' No': -6.508994, ' ': -6.9626093, ' Yes': -0.01572876, ' yes': -7.1616926, 'Yes': -4.452372}
{'\n': -4.4826765, ' ': -5.302966, ' Yes': -0.049426414, ' yes': -6.3695345, 'Yes': -3.526319}
{' YES': -10.025508, ' ': -8.238656, ' Yes': -0.0019469293, ' yes': -8.168387, 'Yes': -6.6312513}
{'\n': -4.8741946, ' ': -5.2851825, ' Yes': -0.10904175, ' yes': -5.587958, 'Yes': -2.4650846}
{'\n': -7.34284, ' ': -6.364906, ' Yes': -0.023483103, ' yes': -4.8810196, 'Yes': -4.41567}
{' ': -7.260287, ' Yes': -0.039257906, ' yes': -4.1617823, 'Yes': -3.8599079, 'yes': -7.5678697}
{' No': -5.7299294, ' ': -8.039186, ' Yes': -0.025503693, ' yes': -5.939316, 'Yes': -4.0101337}
{' ': -7.164887, ' Yes': -0.041901093, ' yes': -4.8727994, 'Yes': -3.458855, 'yes': -7.6952443}
{' ': -8.114994, ' Yes': -0.009339496, ' yes': -6.0841684, 'Yes': -5.0842657, ' True': -8.798421}
{' ': -7.486114, ' Yes': -0.09344258, ' yes': -6.285247, 'Yes': -2.453388, 'yes': -7.7247753}
{' ': -8.820385, ' Yes': -0.027943745, ' yes': -5.1265383, 'Yes': -3.8679056, 'yes': -7.797362}
{' YES': -7.422946, ' ': -6.387518, ' Yes': -0.044836342, ' yes': -3.3045084, 'Yes': -5.613262}
{' No': -4.8115754, ' ': -5.235183, ' Yes': -0.043738544, ' yes': -5.0386076, 'Yes': -4.048623}
{'\n': -4.252332, ' ': -5.2565284, ' Yes': -0.07470099, ' yes': -4.477325, 'Yes': -3.2341418}
{'\n': -7.53433, ' ': -7.009012, ' Yes': -0.011394887, ' yes': -5.7223015, 'Yes': -5.063366}
{' No': -4.236673, '\n': -2.662273, ' Yes': -0.24800639, ' yes': -4.2370257, 'Yes': -2.2686553}
{'\n': -5.040394, ' ': -5.8023987, ' Yes': -0.1901291, ' yes': -1.9271228, 'Yes': -4.3358345}
{'\n': -6.7417393, ' ': -6.879358, ' Yes': -0.0065672235, ' yes': -7.228689, 'Yes': -5.702022}
{'\n': -5.841164, ' ': -6.2289524, ' Yes': -0.020624418, ' yes': -6.8713303, 'Yes': -4.2973633}
{'\n': -4.809204, ' ': -5.5006757, ' Yes': -0.038662408, ' yes': -6.2998085, 'Yes': -3.7725604}
{'\n': -6.913126, ' ': -6.018196, ' Yes': -0.007875763, ' yes': -7.4255433, 'Yes': -5.6651382}
{' No': -5.3802843, '\n': -3.5115035, ' ': -5.0139503, ' Yes': -0.086960144, 'Yes': -3.238787}
{'\n': -5.1379085, ' ': -5.3660064, ' Yes': -0.04367634, ' yes': -4.2300186, 'Yes': -4.1882095}
{' No': -0.007969545, '\n': -8.397287, ' ': -7.7767835, 'No': -4.930163, ' no': -10.573569}
{' No': -0.03982442, '\n': -8.5051565, ' ': -6.551638, 'No': -3.294194, ' no': -9.144869}
{' No': -0.05448707, '\xa0': -9.253634, '\n': -7.1157713, ' ': -6.581376, 'No': -2.98706}
{' No': -0.012222018, '\n': -10.635144, ' ': -7.9063067, 'No': -4.4499793, ' no': -10.621172}
{' No': -0.054969635, '\n': -6.561204, ' ': -6.1918545, 'No': -3.008167, ' no': -8.930706}
{' No': -0.048878275, '\n': -7.8307433, ' ': -7.0686827, 'No': -3.0823658, ' no': -8.420656}
{' No': -0.0077788793, '\n': -6.4754047, ' ': -5.673176, 'No': -6.0751324, ' no': -8.121637}
{' No': -0.024393143, '\n': -6.3570323, ' ': -5.686172, 'No': -3.998655, ' no': -7.96321}
{' No': -0.07413865, '\n': -3.7271898, ' ': -4.5163097, 'No': -3.3509786, ' no': -7.765251}
{' No': -0.0058256905, '\n': -8.3599, ' ': -6.05686, 'No': -5.7895546, ' no': -9.161442}
{' No': -0.14331162, '\n': -3.9568539, ' ': -4.320653, 'No': -2.3312216, ' no': -6.549975}
{' No': -0.038048815, '\n': -6.221366, ' ': -5.3294287, 'No': -3.654597, ' no': -5.612283}
{' No': -0.05188066, '\n': -7.7916346, ' ': -6.3068347, 'No': -3.2071464, ' no': -4.9902587}
{' No': -0.06889559, ' ': -6.4118896, 'No': -2.757391, 'no': -8.865767, ' no': -7.0496416}
{' No': -0.13503137, '\n': -7.186318, ' ': -6.1981626, 'No': -2.1091638, ' no': -6.746701}
{' False': -9.854903, ' No': -0.013472817, ' ': -7.2829905, 'No': -4.447158, ' no': -7.2468905}
{' No': -0.24851492, '\n': -6.72938, ' ': -6.442551, 'No': -1.5329024, ' no': -7.4693265}
{' No': -0.083560765, ' ': -7.18466, 'No': -2.5504894, 'no': -8.188826, ' no': -7.103994}
{' No': -0.06639759, '\n': -5.965244, ' ': -4.9912663, 'No': -4.7010922, ' no': -3.1228912}
{' No': -0.071140334, '\n': -5.0520816, ' ': -4.809759, 'No': -3.0721567, ' no': -5.0013156}
{' No': -0.11544206, '\n': -3.4947355, ' ': -4.5861216, 'No': -2.83073, ' no': -4.8611937}
{' No': -0.02730631, '\n': -5.918575, ' ': -5.3130116, 'No': -4.166569, ' no': -5.68442}
{' No': -0.22039285, '\n': -3.1400034, ' ': -4.3123116, 'No': -2.122814, ' no': -4.1373863}
{' No': -0.17129095, '\n': -4.2758555, ' ': -4.7870593, 'No': -3.8799336, ' no': -2.2101798}
{' No': -0.020429848, '\n': -4.882448, ' ': -5.2325783, 'No': -5.0736294, ' no': -7.1519527}
{' No': -0.050143365, '\n': -4.280406, ' ': -5.0093355, 'No': -3.6075068, ' no': -7.3171797}
{' No': -0.07195768, '\n': -3.6690166, ' ': -4.4312963, 'No': -3.508851, ' no': -7.173039}
{' No': -0.025832273, '\n': -5.0130587, ' ': -4.706017, 'No': -4.7023726, ' no': -7.8768744}
{' No': -0.12814423, '\n': -2.79983, ' ': -4.2199655, 'No': -3.2121055, ' no': -6.1715255}
{' No': -0.06296197, '\n': -4.265479, ' ': -4.5295935, 'No': -3.7953463, ' no': -4.556923}
{' No': -0.0080173705, '\n': -8.937381, ' ': -7.8387, 'No': -4.9327188, ' Yes': -8.449995}
{' No': -0.040969502, '\n': -9.246631, ' ': -7.1650295, 'No': -3.2824798, ' Yes': -6.5223894}
{' No': -0.040652856, '\n': -7.3779283, ' ': -6.737756, 'No': -3.3939166, ' Yes': -5.5096316}
{' No': -0.007756173, ' ': -8.748412, 'No': -4.891619, ' Yes': -10.57654, ' no': -11.700618}
{' No': -0.0633614, '\n': -6.907239, ' ': -5.93489, 'No': -2.905509, ' Yes': -6.0065565}
{' No': -0.060709495, '\n': -7.4604445, ' ': -7.1525736, 'No': -2.970894, ' Yes': -5.249289}
{' No': -0.004342289, '\n': -7.8762116, ' ': -6.0125093, 'No': -6.6108084, ' no': -9.600866}
{' No': -0.021280378, '\n': -6.842565, ' ': -6.0549464, 'No': -4.059913, ' no': -8.771542}
{' No': -0.076254435, '\n': -3.6913989, ' ': -4.3356934, 'No': -3.3950922, ' Yes': -7.4045258}
{' No': -0.003438384, '\n': -9.248347, ' ': -6.7929945, 'No': -6.1430025, ' no': -10.121692}
{' No': -0.1513797, '\n': -4.134074, ' ': -4.440234, 'No': -2.2023556, ' no': -7.441841}
{' No': -0.030804703, '\n': -6.608002, ' ': -5.4907618, 'No': -3.8452175, ' no': -6.1121993}
{' No': -0.06113495, ' ': -6.276961, 'No': -2.9892223, ' Yes': -6.5137258, ' no': -5.408747}
{' No': -0.060898002, ' ': -7.03677, 'No': -2.86426, ' Yes': -8.098182, ' no': -7.9250174}
{' No': -0.48397097, 'No': -3.0751708, ' Yes': -1.1597047, ' yes': -5.478115, 'Yes': -4.371277}
{' No': -0.011633415, ' ': -7.4689436, 'No': -4.610836, ' Yes': -7.873844, ' no': -7.8095326}
{' No': -0.29856077, '\n': -7.2884574, ' ': -6.7093534, 'No': -1.3669392, ' Yes': -7.9193845}
{' No': -0.08149167, ' ': -7.997493, 'No': -2.5616932, 'no': -8.640999, ' no': -7.794675}
{' No': -0.026723215, '\n': -6.893633, ' ': -4.917154, 'No': -5.538409, ' no': -4.3055334}
{' No': -0.041638084, '\n': -5.825736, ' ': -5.237002, 'No': -3.4930215, ' no': -6.369742}
{' No': -0.09171887, '\n': -3.581337, ' ': -4.597187, 'No': -3.107952, ' no': -5.747429}
{' No': -0.016059186, '\n': -6.608718, ' ': -5.868007, 'No': -4.518226, ' no': -7.2555537}
{' No': -0.24806109, '\n': -2.765166, ' ': -4.5394335, 'No': -1.9870251, ' no': -5.12768}
{' No': -0.20518154, '\n': -4.1406255, ' ': -4.6449165, 'No': -4.0376396, ' no': -2.0058253}
{' No': -0.0076403683, '\n': -6.5606394, ' ': -5.8838973, 'No': -5.756664, ' no': -8.989827}
{' No': -0.03976289, '\n': -4.807774, ' ': -5.3507843, 'No': -3.6683123, ' no': -8.801264}
{' No': -0.0662625, '\n': -3.901187, ' ': -4.4838057, 'No': -3.469184, ' Yes': -7.69693}
{' No': -0.013629724, '\n': -6.1919093, ' ': -5.1513915, 'No': -5.216932, ' no': -8.952922}
{' No': -0.053144585, '\n': -4.3001003, ' ': -5.18013, 'No': -3.448818, ' no': -8.071722}
{' No': -0.07166085, '\n': -4.086762, ' ': -4.1919513, 'No': -4.0693374, ' Yes': -4.322429}
{'\n': -9.512926, ' ': -8.963544, ' Yes': -0.0048062857, ' yes': -8.547086, 'Yes': -5.4362082}
{' YES': -9.825646, ' ': -7.8932486, ' Yes': -0.01593727, ' yes': -7.444331, 'Yes': -4.2211795}
{'\n': -8.117779, ' ': -7.7606993, ' Yes': -0.021983737, ' yes': -7.171228, 'Yes': -3.912252}
{' YES': -10.8264265, ' ': -9.119462, ' Yes': -0.0036680838, ' yes': -8.463392, 'Yes': -5.7166333}
{'\n': -8.439826, ' ': -7.425272, ' Yes': -0.024304893, ' yes': -7.531748, 'Yes': -3.7991517}
{'\n': -8.13308, ' ': -7.824124, ' Yes': -0.0202105, ' yes': -6.647425, 'Yes': -4.0348644}
{'\n': -7.941872, ' ': -7.243418, ' Yes': -0.004439392, ' yes': -7.1219583, 'Yes': -6.0252876}
{'\n': -7.6085763, ' ': -7.163389, ' Yes': -0.014587877, ' yes': -6.9529614, 'Yes': -4.422934}
{'\n': -4.7293673, ' ': -5.7929273, ' Yes': -0.04397327, ' yes': -6.579146, 'Yes': -3.5408852}
{'\n': -9.399676, ' ': -7.573987, ' Yes': -0.0031158782, ' yes': -8.026652, 'Yes': -6.153672}
{'\n': -5.0779457, ' ': -5.3952923, ' Yes': -0.112061635, ' yes': -5.3295374, 'Yes': -2.4271233}
{'\n': -7.0200877, ' ': -6.3631625, ' Yes': -0.022151189, ' yes': -5.052718, 'Yes': -4.4180593}
{' ': -6.633005, ' Yes': -0.049491923, ' yes': -3.9401166, 'Yes': -3.666313, 'yes': -7.179925}
{' ': -7.5017204, ' Yes': -0.034726754, ' yes': -5.924234, 'Yes': -3.497705, 'yes': -8.522521}
{' ': -6.9230814, ' Yes': -0.06184296, ' yes': -5.2762136, 'Yes': -2.950414, 'yes': -7.5588193}
{' YES': -9.090971, ' ': -7.7878456, ' Yes': -0.012729346, ' yes': -6.100486, 'Yes': -4.6440883}
{' ': -7.7282987, ' Yes': -0.102806985, ' yes': -6.4130116, 'Yes': -2.3552997, 'yes': -7.7420564}
{' ': -8.689106, ' Yes': -0.023325443, ' yes': -5.32692, 'Yes': -4.037537, 'yes': -8.233592}
{'\n': -6.243498, ' ': -5.8094525, ' Yes': -0.10069005, ' yes': -2.5322316, 'Yes': -4.7617817}
{'\n': -5.9429135, ' ': -5.8539104, ' Yes': -0.04037652, ' yes': -5.0128226, 'Yes': -3.6338537}
{'\n': -4.412749, ' ': -5.55207, ' Yes': -0.07753073, ' yes': -4.3708444, 'Yes': -3.1236217}
{'\n': -7.203303, ' ': -6.8609295, ' Yes': -0.016142473, ' yes': -5.4678483, 'Yes': -4.641634}
{'\n': -3.2436275, ' ': -4.9756403, ' Yes': -0.17939572, ' yes': -3.782536, 'Yes': -2.417553}
{'\n': -5.0461383, ' ': -5.914036, ' Yes': -0.12773953, ' yes': -2.381802, 'Yes': -4.2555537}
{'\n': -6.053369, ' ': -6.63817, ' Yes': -0.010759293, ' yes': -6.434658, 'Yes': -5.279754}
{'\n': -5.5897818, ' ': -6.3772817, ' Yes': -0.026953857, ' yes': -6.3569155, 'Yes': -3.973712}
{'\n': -4.8017282, ' ': -5.6032534, ' Yes': -0.042594433, ' yes': -5.8961225, 'Yes': -3.6548169}
{'\n': -6.3365407, ' ': -6.0801187, ' Yes': -0.010035355, ' yes': -7.4117, 'Yes': -5.269402}
{'\n': -3.709492, ' ': -5.374716, ' Yes': -0.07844222, ' yes': -5.774143, 'Yes': -3.1761136}
{'\n': -4.6290326, ' ': -5.1931834, ' Yes': -0.04745526, ' yes': -4.21328, 'Yes': -4.2365074}
{'\n': -10.004004, ' ': -9.303421, ' Yes': -0.0047933483, ' yes': -9.003998, 'Yes': -5.4039936}
{' No': -4.8210034, ' ': -7.559401, ' Yes': -0.02424309, ' yes': -7.174959, 'Yes': -4.2701974}
{'\n': -9.110472, ' ': -7.9333544, ' Yes': -0.021698937, ' yes': -7.1799474, 'Yes': -3.915967}
{' No': -11.814312, ' ': -10.209563, ' Yes': -0.0018226585, ' yes': -9.247426, 'Yes': -6.4011183}
{'\n': -8.173099, ' ': -7.1195908, ' Yes': -0.026925381, ' yes': -7.6373916, 'Yes': -3.7072117}
{'\n': -8.15441, ' ': -7.8629785, ' Yes': -0.027509026, ' yes': -6.0069976, 'Yes': -3.7454555}
{'\n': -8.463563, ' ': -6.985025, ' Yes': -0.00331267, ' yes': -7.620675, 'Yes': -6.4501777}
{' No': -1.6356146, ' ': -5.687752, 'No': -5.3532925, ' Yes': -0.24388516, 'Yes': -4.5882435}
{' No': -5.4646196, '\n': -4.0706644, ' ': -4.9997087, ' Yes': -0.0581523, 'Yes': -3.6748226}
{'\n': -10.5090475, ' ': -7.6959844, ' Yes': -0.0024882092, ' yes': -8.069369, 'Yes': -6.4220834}
{'\n': -4.4884405, ' ': -4.987516, ' Yes': -0.13732213, ' yes': -5.3662953, 'Yes': -2.316388}
{'\n': -7.2092333, ' ': -6.215044, ' Yes': -0.02798616, ' yes': -4.5766444, 'Yes': -4.320117}
{' ': -7.0205483, ' Yes': -0.050055064, ' yes': -3.8095727, 'Yes': -3.7101195, 'yes': -7.3762517}
{' No': -1.4729949, 'No': -4.4695177, ' Yes': -0.30476105, ' yes': -5.6511884, 'Yes': -4.140252}
{' ': -7.088587, ' Yes': -0.064358145, ' yes': -4.015703, 'Yes': -3.2075462, 'yes': -6.899789}
{' No': -5.6996293, ' ': -7.7840576, ' Yes': -0.013205224, ' yes': -6.0830407, 'Yes': -5.0140767}
{' ': -7.288841, ' Yes': -0.10956368, ' yes': -5.713218, 'Yes': -2.3224084, 'yes': -7.1738443}
{' No': -5.921542, ' Yes': -0.03344985, ' yes': -4.771704, 'Yes': -3.875897, 'yes': -7.617688}
{' YES': -7.3005023, ' ': -6.0272326, ' Yes': -0.06296534, ' yes': -2.9531057, 'Yes': -5.510517}
{' No': -2.5244408, '\n': -4.634939, ' Yes': -0.14841267, ' yes': -4.5516396, 'Yes': -3.7788506}
{'\n': -3.60666, ' ': -4.8200073, ' Yes': -0.10281478, ' yes': -4.057088, 'Yes': -3.1782045}
{'\n': -7.293625, ' ': -6.8335776, ' Yes': -0.016019516, ' yes': -5.2017393, 'Yes': -4.800033}
{' No': -2.6650105, '\n': -2.2904415, ' Yes': -0.3895988, ' yes': -4.0128555, 'Yes': -2.302288}
{'\n': -4.8896627, ' Yes': -0.27340218, ' yes': -1.5658617, 'Yes': -4.368674, 'yes': -5.4372206}
{'\n': -6.6211534, ' ': -6.519114, ' Yes': -0.008090194, ' yes': -6.708155, 'Yes': -5.5995793}
{' No': -4.9408975, '\n': -5.669188, ' ': -5.9754357, ' Yes': -0.030132838, 'Yes': -4.232249}
{'\n': -4.455243, ' ': -5.2205915, ' Yes': -0.04359546, ' yes': -5.9246173, 'Yes': -3.883441}
{'\n': -7.108474, ' ': -5.9058065, ' Yes': -0.009118538, ' yes': -7.070926, 'Yes': -5.474868}
{' No': -2.253426, '\n': -3.0221066, ' ': -4.38712, ' Yes': -0.24100347, 'Yes': -3.2592185}
{'\n': -5.0281057, ' ': -5.1510677, ' Yes': -0.054123953, ' yes': -3.8341148, 'Yes': -4.186305}
{' No': -0.008712785, '\n': -8.34893, ' ': -7.718374, 'No': -4.8361855, ' no': -10.91437}
{' No': -0.037224732, '\n': -8.72977, ' ': -6.527756, 'No': -3.3615882, ' no': -9.682595}
{' No': -0.058103915, '\xa0': -9.058245, '\n': -6.9656034, ' ': -6.694715, 'No': -2.9218771}
{' No': -0.011204274, '\n': -10.210538, ' ': -7.6896005, 'No': -4.551554, ' no': -10.319371}
{' No': -0.05386092, '\n': -6.9864683, ' ': -6.250572, 'No': -3.0154161, ' 6': -8.835131}
{' No': -0.05851315, '\n': -7.694502, ' ': -7.1556983, 'No': -2.9016068, ' no': -8.064655}
{' No': -0.006870915, '\n': -6.7037435, ' ': -5.7095017, 'No': -6.226887, ' no': -8.428043}
{' No': -0.028479038, '\n': -6.166094, ' ': -5.6879826, 'No': -3.8126054, ' no': -8.333967}
{' No': -0.07304051, '\n': -3.6425593, ' ': -4.4761453, 'No': -3.4737284, ' no': -7.3817897}
{' No': -0.0043245694, '\n': -8.803459, ' ': -6.3670793, 'No': -6.0665174, ' no': -9.503482}
{' No': -0.12431357, '\n': -4.577095, ' ': -4.5439825, 'No': -2.3711493, ' no': -6.9183965}
{' No': -0.03746981, '\n': -6.5406976, ' ': -5.4914002, 'No': -3.5993211, ' no': -5.7960896}
{' No': -0.05526533, '\n': -7.5916147, ' ': -6.0297737, 'No': -3.1649015, ' no': -4.8837185}
{' No': -0.06739629, ' ': -6.3954353, 'No': -2.7748775, 'no': -8.9351845, ' no': -7.4282713}
{' No': -0.1324413, '\n': -7.0676637, ' ': -6.1622353, 'No': -2.1325786, ' no': -6.6581845}
{' No': -0.013698972, ' ': -7.037515, 'No': -4.445456, 'no': -9.757432, ' no': -7.273415}
{' No': -0.31730253, '\n': -6.283674, ' ': -6.19259, 'No': -1.321861, 'no': -7.761}
{' No': -0.076200984, ' ': -7.4910927, 'No': -2.646256, 'no': -7.8185725, ' no': -6.69594}
{' No': -0.0950134, '\n': -6.0377965, ' ': -4.7022834, 'No': -4.8978715, ' no': -2.664582}
{' No': -0.06620385, '\n': -5.2256083, ' ': -4.984085, 'No': -3.1058042, ' no': -5.1255565}
{' No': -0.11457155, '\n': -3.6129673, ' ': -4.7311583, 'No': -2.7515173, ' no': -4.97633}
{' No': -0.025389422, '\n': -6.2082586, ' ': -5.6410336, 'No': -4.1229196, ' no': -5.8335633}
{' No': -0.21323413, '\n': -2.973012, ' ': -4.4846277, 'No': -2.160435, ' no': -4.558338}
{' No': -0.16364488, '\n': -4.481325, ' ': -4.9396734, 'No': -3.9034872, ' no': -2.225435}
{' No': -0.01801294, '\n': -5.1503773, ' ': -5.252157, 'No': -5.141073, ' no': -7.270724}
{' No': -0.04695051, '\n': -4.6466913, ' ': -5.2686987, 'No': -3.504592, ' no': -7.5504003}
{' No': -0.071821906, '\n': -3.69916, ' ': -4.482537, 'No': -3.4588835, ' no': -7.3775573}
{' No': -0.023017446, '\n': -5.2136188, ' ': -4.9009356, 'No': -4.6923156, ' no': -7.862743}
{' No': -0.09205485, '\n': -3.196934, ' ': -4.529404, 'No': -3.3900511, ' no': -6.688832}
{' No': -0.057871405, '\n': -4.484528, ' ': -4.808204, 'No': -3.6446693, ' no': -4.8044086}
{' No': -0.010559463, '\n': -8.542942, ' ': -7.793106, 'No': -4.6294003, ' Yes': -9.735182}
{' No': -0.048858624, '\n': -9.21633, ' ': -7.1779613, 'No': -3.0709856, ' Yes': -8.425665}
{' No': -0.040467072, '\n': -7.544658, ' ': -6.861531, 'No': -3.2890708, ' Yes': -7.5802093}
{' No': -0.010286927, ' ': -8.643854, 'No': -4.6052537, ' Yes': -11.224987, ' 8': -11.107879}
{' No': -0.06386143, '\n': -7.1878266, ' ': -6.1601334, 'No': -2.848249, ' Yes': -7.3452816}
{' No': -0.06245631, '\n': -7.6027927, ' ': -7.1847553, 'No': -2.848301, ' Yes': -7.2266}
{' No': -0.004491721, '\n': -7.759674, ' ': -5.9266167, 'No': -6.680955, ' no': -9.454353}
{' No': -0.02242161, '\n': -6.2498837, ' ': -5.8842835, 'No': -4.0657125, ' no': -8.924394}
{' No': -0.068407975, '\n': -3.7441258, ' ': -4.473197, 'No': -3.5194538, ' no': -7.9297013}
{' No': -0.0031360874, '\n': -9.379118, ' ': -6.8638043, 'No': -6.25074, ' no': -9.978979}
{' No': -0.1517974, '\n': -4.0944414, ' ': -4.44502, 'No': -2.2031586, ' no': -7.4958444}
{' No': -0.030861566, '\n': -6.6116323, ' ': -5.4965234, 'No': -3.8590875, ' no': -6.073859}
{' No': -0.070670255, ' ': -5.9544764, 'No': -2.8604937, ' Yes': -7.040516, ' no': -5.1304474}
{' No': -0.07121023, '\n': -9.441895, ' ': -7.1686864, 'No': -2.6981595, ' no': -8.356543}
{' No': -0.30705774, ' ': -5.9447727, 'No': -2.8705306, ' Yes': -1.6575769, 'Yes': -4.754695}
{' No': -0.012261117, ' ': -7.4828477, 'No': -4.5151467, ' Yes': -9.279472, ' no': -7.9140816}
{' No': -0.32266742, '\n': -7.5376534, ' ': -6.659108, 'No': -1.2989668, 'no': -7.879338}
{' No': -0.13755691, ' ': -7.81143, 'No': -2.0621939, 'no': -8.113259, ' no': -7.66209}
{' No': -0.027735427, '\n': -6.97698, ' ': -4.957907, 'No': -5.6851296, ' no': -4.168723}
{' No': -0.04988225, '\n': -5.4244757, ' ': -5.1581893, 'No': -3.3502476, ' no': -5.847826}
