{' !': -8.781245e-05, '!': -9.38345, ' @': -12.985971, ' ': -13.820295, '!.': -15.134049}
{' $': -0.20336147, ' @': -1.7218091, ' $$': -6.6802673, '$': -6.921815, ' ': -7.223872}
{' #': -0.1693058, ' $': -1.8787746, ' ': -6.9805083, '$': -7.9725747, '#': -8.097823}
{' #': -0.19210552, ' $': -1.7530701, ' ': -7.7478495, '$': -8.329156, '#': -8.592995}
{' !': -0.006111527, ' @': -5.423214, '!': -6.5616817, ' ': -9.259599, '@': -10.081818}
{' !': -0.0037424464, ' @': -6.2253056, '!': -6.475052, ' ': -9.24299, ' None': -10.759282}
{' #': -0.2826582, ' !': -1.4065176, '#': -7.1099954, '!': -8.963874, ' ': -9.103714}
{' #': -0.44359505, ' !': -1.0291244, '#': -7.432036, '!': -8.668115, ' ': -9.301239}
{' !': -0.21524657, ' $': -1.6578965, '$': -6.264248, '!': -7.413353, ' ': -8.282484}
{' !': -0.066050634, ' $': -2.776763, '!': -7.2127995, '$': -7.4741216, ' ': -8.482849}
{' !': -0.52833533, ' @': -0.9020498, '@': -5.9962325, ' ': -6.988664, '!': -7.454865}
{' @': -0.53462917, ' !': -0.8919385, '@': -5.8896246, ' ': -7.258506, '\n': -8.1136875}
{' @': -0.54964715, ' #': -0.87725914, '@': -5.494784, ' ': -6.779782, '\n': -7.7432237}
{' @': -0.58670336, ' #': -0.8215858, '@': -6.2043276, ' ': -7.1176977, '\n': -7.8024287}
{' @': -0.11768563, ' $': -2.2687933, '@': -5.248205, ' ': -7.3859134, '$': -7.5646257}
{' @': -0.11361765, ' $': -2.2865226, '@': -5.610236, ' ': -7.510295, '\n': -7.657791}
{' #': -0.05653316, ' !': -2.9124482, '#': -7.9105577, ' ': -9.369676, '!': -9.758555}
{' #': -0.019385006, ' !': -3.9723094, '#': -8.272431, ' ': -9.868262, '!': -10.981217}
{' #': -0.0007080683, '#': -7.8313413, ' @': -8.953758, ' ': -9.381177, '\n': -10.302786}
{' #': -0.0005828758, '#': -8.210341, ' @': -8.724767, ' ': -9.491943, '\n': -10.16786}
{' #': -0.0033315686, ' $': -5.878794, '#': -8.372113, ' ': -9.342129, '\n': -9.615442}
{' #': -0.0038397328, ' $': -5.6997795, '#': -8.3578, ' ': -9.329138, '\n': -9.533743}
{' !': -0.5340722, ' $': -0.88881046, '$': -7.0320044, ' ': -7.3214893, '!': -7.423028}
{' !': -0.4090069, ' $': -1.1013038, '!': -6.8986454, ' ': -7.0082326, '$': -7.128234}
{' $': -0.026434554, ' @': -3.9175344, '$': -6.533373, ' ': -6.6992073, '$.': -7.099834}
{' $': -0.029651916, ' @': -3.815834, ' ': -6.4889746, '$': -6.6212287, ' $$': -6.750587}
{' #': -0.221314, ' $': -1.6337687, ' ': -6.7513638, '$': -7.954383, '  ': -8.236331}
{' #': -0.2686708, ' $': -1.4586351, ' ': -6.837615, '$': -7.783754, '#': -8.337326}
{' @': -0.039385308, ' !': -3.8998952, '@': -4.0235386, ' ': -8.238481, '\n': -9.619889}
{' @': -0.25564626, ' !': -1.5402397, '@': -4.592751, ' ': -7.6945753, '!': -8.621498}
{' #': -0.0004427333, '#': -7.8767967, ' !': -10.745327, ' ': -10.844309, '\n': -11.455872}
{' #': -0.0007294817, '#': -7.6062202, ' !': -8.672949, ' ': -10.596756, '\n': -10.807442}
{' $': -0.008365439, '$': -4.947197, ' !': -6.92194, ' ': -9.889136, ' $(': -10.148967}
{' $': -0.012016046, '$': -4.8183093, ' !': -5.6562433, ' ': -9.082002, ' $$': -9.638655}
{' !': -0.0030847876, '!': -5.876772, ' @': -8.552769, ' ': -10.068267, '\n': -10.786652}
{' !': -0.0038886797, '!': -6.212489, ' @': -6.344497, ' ': -9.777223, '\n': -10.294347}
{' #': -0.0025789775, ' @': -6.689459, '#': -6.8781486, ' ': -8.8190975, '\n': -9.456778}
{' #': -0.0031582115, ' @': -6.111427, '#': -7.1974115, ' ': -9.417914, '\n': -9.54993}
{' $': -0.016144896, '$': -4.8777094, ' @': -4.9612017, ' $$': -8.163543, '\n': -8.336104}
{' $': -0.03867077, ' @': -3.4662697, '$': -5.2471037, ' $$': -7.9386253, ' ': -8.210846}
{' !': -0.009151142, ' #': -4.877355, '!': -6.558082, ' ': -10.186386, '\n': -11.380247}
{' !': -0.14026125, ' #': -2.0413365, '!': -7.0494614, '#': -9.715366, ' ': -9.93936}
{' @': -0.28280243, ' #': -1.4308431, '@': -5.083147, ' ': -7.9449725, '#': -8.559887}
{' #': -0.41166624, ' @': -1.0939286, '@': -6.431784, '#': -7.8615446, ' ': -8.327968}
{' $': -0.04711519, ' #': -3.1463048, '$': -6.0636053, '$,': -8.866523, ' $(': -9.157737}
{' $': -0.38743305, ' #': -1.1434375, '$': -6.326865, '\n': -8.966066, ' ': -9.116612}
{' !': -0.0038113715, ' $': -6.1820545, '!': -6.4313183, ' ': -9.513329, '\n': -11.468461}
{' !': -0.0050940495, ' $': -5.634502, '!': -6.6095324, ' ': -9.282248, ' 3': -11.113777}
{' @': -0.011898478, '@': -4.9952073, ' $': -5.5100822, ' ': -7.9365535, '\n': -8.526472}
{' @': -0.010905167, ' $': -4.845433, '@': -6.00562, ' ': -8.542528, '\n': -9.078806}
{' #': -0.0005614051, '#': -8.694444, ' $': -8.744787, ' ': -9.260376, '\n': -9.663627}
{' #': -0.00070747134, ' $': -7.830751, '#': -8.680378, ' ': -9.844749, '\n': -10.001722}
{' @': -0.040786892, '@': -3.434126, ' !': -4.9669113, ' ': -7.8637075, '\n': -8.960187}
{' @': -0.14054562, ' !': -2.190848, '@': -4.003428, ' ': -7.6582236, '\n': -8.797449}
{' #': -0.0006238507, '#': -7.488554, ' ': -10.677704, '\n': -11.032547, ' !': -11.575747}
{' #': -0.0008342296, '#': -7.24293, ' !': -9.569924, ' ': -10.761581, '\n': -11.157247}
{' $': -0.006023493, '$': -5.19705, ' !': -8.73514, ' $(': -9.825686, ' ': -9.849027}
{' $': -0.0070985802, '$': -5.080747, ' !': -7.597695, ' ': -9.231645, ' $$': -9.765195}
{' !': -0.0021087853, '!': -6.2562594, ' ': -9.66091, '\n': -9.920979, ' @': -9.985352}
{' !': -0.0022299285, '!': -6.288908, ' @': -8.571329, '\n': -9.474901, ' ': -9.577264}
{' #': -0.0015525487, '#': -6.7287383, ' @': -8.413397, ' ': -9.885977, '\n': -10.065879}
{' #': -0.0018956291, '#': -6.7659564, ' @': -7.504813, '\n': -9.4445715, ' ': -9.619405}
{' $': -0.008095483, '$': -5.062918, ' @': -7.560895, '\n': -8.422795, ' ': -8.59297}
{' $': -0.00908323, '$': -5.1730275, ' @': -6.109461, '\n': -8.106314, ' $$': -8.274827}
{' !': -0.020134354, ' #': -3.9663813, '!': -7.0225143, ' ': -10.060997, '\n': -10.821093}
{' !': -0.096421205, ' #': -2.3965518, '!': -7.1738415, '#': -9.917595, ' ': -10.245546}
{' @': -0.6187451, ' #': -0.78833693, '@': -5.1791105, '#': -7.6325865, ' ': -8.283878}
{' #': -0.37374356, ' @': -1.1726003, '@': -6.535277, '#': -7.826834, ' ': -8.601585}
{' $': -0.10122229, ' #': -2.382499, '$': -5.7826734, ' $(': -9.027844, ' ': -9.070842}
{' $': -0.40335244, ' #': -1.1100556, '$': -6.3535585, '\n': -8.902605, '#': -9.233408}
{' !': -0.0022140963, '!': -6.606206, ' $': -7.2087183, ' ': -9.684844, '\n': -10.905869}
{' !': -0.002722708, '!': -6.50972, ' $': -6.858757, ' ': -9.413038, ' 3': -10.296746}
{' @': -0.02115794, ' $': -4.5999103, '@': -4.6862426, ' ': -7.6020274, '\n': -8.351033}
{' @': -0.01459822, ' $': -4.7026815, '@': -5.3245134, '\n': -8.679092, ' ': -8.796691}
{' #': -0.0007016272, '#': -8.068212, ' $': -8.858243, ' ': -9.305457, '\n': -9.734138}
{' #': -0.00061728765, ' $': -8.134682, '#': -8.6196375, '\n': -9.799934, ' ': -10.033258}
{' !': -3.023464e-05, '!': -10.579122, ' ': -12.639124, ' @': -13.63349, '!.': -16.114569}
{' !': -2.9636725e-05, '!': -10.610061, ' ': -12.721793, ' @': -13.342429, ' !!': -16.186747}
{' !': -5.0140625e-05, '!': -10.471968, ' #': -10.857513, ' ': -13.141218, '!.': -16.204853}
{' !': -4.2153635e-05, '!': -10.465228, ' #': -11.424649, ' ': -13.003639, ' !!': -16.103931}
{' !': -3.965026e-05, '!': -10.2801895, ' ': -12.892186, ' $': -12.916267, '!.': -15.879647}
{' !': -4.430127e-05, '!': -10.269329, ' $': -11.988167, ' ': -12.808207, '!.': -15.908567}
{' @': -0.0014432485, '@': -7.2731066, ' !': -7.395568, ' ': -9.077033, '\n': -12.535724}
{' @': -0.0014960767, '@': -7.179606, ' !': -7.405789, ' ': -9.177107, '\n': -12.183623}
{' @': -0.0024569568, ' #': -6.621671, '@': -6.8734818, ' ': -9.557584, '\n': -12.212594}
{' @': -0.0056579546, ' #': -5.437327, '@': -6.7288785, ' ': -9.584637, '\n': -11.715251}
{' @': -0.0016535616, '@': -6.8426204, ' $': -7.6800265, ' ': -9.530787, ' @@': -10.981246}
{' @': -0.0061110463, ' $': -5.3363247, '@': -6.797059, ' ': -9.562278, ' @@': -10.544134}
{' #': -0.00035359056, ' !': -8.060774, '#': -10.362754, ' ': -12.247924, ' "#': -14.861734}
{' #': -8.1136764e-05, ' !': -9.80521, '#': -10.76363, ' ': -12.61506, ' "#': -14.599513}
{' #': -5.6460554e-05, ' @': -10.395652, '#': -10.8691225, ' ': -12.387596, '\n': -14.159839}
{' #': -5.0976956e-05, ' @': -10.710767, '#': -10.796634, ' ': -12.118772, '\n': -13.838349}
{' #': -0.0002329739, ' $': -8.484135, '#': -11.189029, ' ': -12.102737, '#$': -12.960677}
{' #': -0.0011336177, ' $': -6.827784, '#': -10.589319, ' ': -11.661761, '#$': -11.923901}
{' $': -0.0058436766, ' !': -5.403478, '$': -6.827932, '$.': -9.461964, ' $\\': -9.598006}
{' $': -0.0012515995, '$': -7.0228405, ' !': -8.841198, ' $\\': -9.348444, ' ': -9.794767}
{' $': -0.0005240139, ' $\\': -8.937953, ' ': -9.08393, '$': -9.086338, '$.': -9.640587}
{' $': -0.0006186008, '$': -8.569277, ' $\\': -8.864202, ' ': -9.128265, ' @': -9.466569}
{' $': -0.0014174026, ' #': -6.8615875, '$': -8.936838, ' ': -9.291525, ' $\\': -9.755742}
{' $': -0.0019661584, ' #': -6.49937, '$': -8.2603655, ' ': -9.544577, ' $\\': -9.715604}
{' !': -0.00021252633, ' @': -8.672817, '!': -10.235859, ' ': -12.3676605, '!.': -14.914734}
{' !': -0.00029581378, ' @': -8.342741, '!': -9.901342, ' ': -12.014194, '@': -14.533986}
{' !': -0.00864226, ' #': -4.7604537, '!': -10.383739, ' ': -11.657651, '#': -12.94598}
{' !': -0.02483977, ' #': -3.7097628, '!': -10.333824, ' ': -11.589937, '#': -11.853691}
{' !': -0.002207763, ' $': -6.15387, '!': -9.795906, ' ': -11.378939, '$': -11.577138}
{' !': -0.0061207623, ' $': -5.1196475, '!': -9.739239, '$': -9.971266, ' ': -11.196741}
{' @': -0.01901534, ' !': -4.0401807, '@': -6.9161477, ' ': -8.460834, '                ': -12.082513}
{' @': -0.00410555, ' !': -6.0158334, '@': -6.5305424, ' ': -8.675011, '\n': -11.752}
{' @': -0.034142278, ' #': -3.4418225, '@': -6.5761375, ' ': -8.9622, '\n': -11.499534}
{' @': -0.06024573, ' #': -2.8635788, '@': -6.729662, ' ': -8.792543, '\n': -10.912364}
{' @': -0.012025456, ' $': -4.580249, '@': -6.496375, ' ': -9.180155, '\n': -10.7998705}
{' @': -0.032608137, ' $': -3.4781835, '@': -6.913482, ' ': -9.309104, ' $$': -10.337608}
{' #': -0.0021850655, ' !': -6.1657414, '#': -9.717624, ' ': -10.91398, '                ': -14.239633}
{' #': -0.002393444, ' !': -6.0714335, '#': -9.622708, ' ': -11.232037, '\n': -14.613336}
{' #': -0.00036658617, ' @': -8.097193, '#': -9.965763, ' ': -11.434059, '\n': -13.687072}
{' #': -0.0015379826, ' @': -6.5256634, '#': -9.939983, ' ': -11.013231, '\n': -13.259861}
{' #': -0.0043466585, ' $': -5.4568305, '#': -10.331249, ' ': -11.050708, '#$': -11.832464}
{' #': -0.006996535, ' $': -4.978663, '#': -10.2706375, ' ': -10.741694, '#$': -11.61451}
{' $': -0.020939225, ' !': -3.9291537, '$': -7.441246, '$.': -8.484263, ' ': -8.878052}
{' $': -0.024014913, ' !': -3.7858841, '$': -7.3787165, ' ': -8.664064, '$.': -9.222108}
{' $': -0.0021139216, ' @': -6.515217, '$.': -8.700181, ' ': -8.778585, '$': -8.907955}
{' $': -0.013062756, ' @': -4.4144754, '$': -8.251025, ' ': -8.394809, ' $\\': -9.314967}
{' $': -0.028596733, ' #': -3.5850291, ' ': -8.730174, '$': -9.252669, '$.': -9.524857}
{' $': -0.05940057, ' #': -2.8620625, ' ': -8.520773, '$': -9.216874, ' $$': -9.604158}
{' @': -0.0026221261, '@': -5.982248, ' ': -9.563844, ' @@': -12.331715, '\n': -12.494195}
{' @': -0.0037557883, '@': -5.6258464, ' ': -9.204998, ' !': -11.363668, '\n': -11.574201}
{' #': -4.7279616e-05, '#': -10.152801, ' ': -12.024897, '\n': -14.31416, ' "#': -14.561522}
{' #': -4.1678675e-05, '#': -10.343985, ' ': -11.930403, '\n': -13.93497, '                ': -14.796407}
{' $': -0.0018817154, '$': -6.4125066, ' $\\': -8.873905, ' $$': -10.341536, ' ': -10.647539}
{' $': -0.0038100546, '$': -5.632075, ' $\\': -9.11476, ' $$': -9.885462, ' ': -10.577501}
{' !': -0.00053337787, ' @': -8.025632, '!': -8.540257, ' ': -12.127004, ' !!': -13.721292}
{' !': -0.0012767253, ' @': -6.837012, '!': -8.632665, ' ': -11.294257, '@': -12.713579}
{' #': -0.00033713412, ' @': -8.281835, '#': -9.701688, ' ': -11.219741, '\n': -12.482799}
{' #': -0.00047940828, ' @': -7.877993, '#': -9.514083, ' ': -11.023373, '\n': -12.110208}
{' $': -0.0024124442, '$': -6.556531, ' @': -7.2328444, ' $\\': -9.407643, ' $$': -9.526819}
{' $': -0.0051437137, ' @': -5.9251685, '$': -6.128135, ' $$': -9.25398, ' $\\': -9.620813}
{' !': -0.0017092676, ' #': -6.4478397, '!': -9.055771, ' ': -12.785328, '!,': -13.339967}
{' !': -0.0037020629, ' #': -5.647178, '!': -8.787553, ' ': -12.141567, '!,': -12.8057995}
{' @': -0.005719398, ' #': -5.582108, '@': -6.3464804, ' ': -9.127324, ' @@': -10.6945305}
{' @': -0.016823499, ' #': -4.1848664, '@': -6.640389, ' ': -9.24248, ' @@': -11.071153}
{' $': -0.0012960006, ' #': -7.273949, '$': -7.7575517, ' $\\': -9.632991, ' $$': -10.237031}
{' $': -0.0036961401, ' #': -5.81142, '$': -7.49184, ' $$': -10.13496, ' $\\': -10.207938}
{' !': -0.00094984594, ' $': -7.2558756, '!': -8.471124, ' ': -11.107148, '!.': -11.883562}
{' !': -0.007201655, ' $': -4.989173, '!': -8.346589, ' ': -9.866632, ' <': -10.681582}
{' @': -0.0028460766, '@': -6.4401913, ' $': -6.8505554, ' ': -9.065897, ' @@': -10.715559}
{' @': -0.004449572, ' $': -5.7873225, '@': -6.793075, ' ': -8.767352, '\n': -10.58371}
{' #': -0.00021789165, ' $': -8.727406, '#': -10.522516, ' ': -10.968161, '\n': -13.0038805}
{' #': -0.0007176115, ' $': -7.352606, '#': -10.164896, ' ': -10.772287, '\n': -12.439649}
{' @': -0.0037595578, '@': -5.628629, ' ': -8.973633, '\n': -11.868394, ' "@': -12.223572}
{' @': -0.005150125, '@': -5.303856, ' ': -9.121079, ' !': -10.717116, '\n': -11.943168}
{' #': -6.122609e-05, '#': -9.831875, ' ': -12.110965, '\n': -14.631847, ' "#': -14.680906}
{' #': -7.326899e-05, '#': -9.656763, ' ': -11.923782, '\n': -14.407672, '                ': -14.850683}
{' $': -0.0028470333, '$': -5.953702, ' $\\': -8.750264, ' $$': -10.542314, ' ': -10.559958}
{' $': -0.0043067886, '$': -5.4904633, ' $\\': -9.6103325, ' $$': -10.236619, ' ': -10.363299}
{' !': -0.00012250594, '!': -9.443258, ' @': -10.233833, ' ': -12.533555, ' <': -13.262642}
{' !': -0.0007539364, ' @': -7.389948, '!': -9.025188, ' ': -11.882828, ' <': -12.589477}
{' #': -0.00037410008, ' @': -8.329416, '#': -9.137796, ' ': -11.027653, '\n': -12.504877}
{' #': -0.00081668893, ' @': -7.238426, '#': -9.464729, ' ': -11.206437, '\n': -12.69185}
{' $': -0.0017846196, '$': -6.447198, ' $\\': -9.36526, ' $$': -10.0950165, ' ': -11.053763}
{' $': -0.003195641, '$': -5.9308324, ' @': -8.064744, ' $$': -9.47505, ' $\\': -9.535944}
{' !': -0.0015015679, ' #': -6.5570965, '!': -9.519785, ' ': -12.636666, ' <': -13.822397}
{' !': -0.011366129, ' #': -4.4904327, '!': -9.66473, ' ': -11.428717, '#': -12.64228}
{' @': -0.0102959005, ' #': -4.7997074, '@': -6.2704825, ' ': -9.529116, ' @@': -11.714012}
{' @': -0.07124415, ' #': -2.7009723, '@': -6.535538, ' ': -9.11361, '\n': -11.433367}
{' $': -0.0018380017, '$': -6.7720647, ' #': -7.6157312, ' $\\': -9.3742075, ' $$': -10.158003}
{' $': -0.0076231295, ' #': -5.107171, '$': -6.5909343, ' $\\': -9.908222, ' $$': -9.924248}
{' !': -0.00022492779, '!': -8.749973, ' $': -9.892801, ' ': -11.67712, '!.': -12.727891}
{' !': -0.0004170931, ' $': -8.503347, '!': -8.728033, ' ': -10.607258, ' <': -11.080123}
{' @': -0.0028023235, '@': -6.1350503, ' $': -8.00605, ' ': -8.519819, '\n': -10.697327}
{' @': -0.003537436, '@': -6.3761263, ' $': -6.418038, ' ': -8.992787, '\n': -10.783139}
{' #': -0.00028949478, ' $': -8.467637, '#': -10.116166, ' ': -11.120364, '\n': -12.16078}
{' #': -0.0010336741, ' $': -6.976463, '#': -9.726729, ' ': -10.923102, '\n': -12.084026}
{' !': -0.00011571198, '!': -9.1157675, ' ': -12.454044, ' @': -13.457219, '!.': -15.047471}
{' !': -0.00015755986, '!': -8.790593, ' ': -12.42982, ' @': -14.223016, '!.': -14.797033}
{' !': -0.00062325277, ' #': -7.7261267, '!': -8.650264, ' ': -12.279718, '#': -14.013522}
{' !': -0.00029509945, '!': -8.443154, ' #': -9.504678, ' ': -12.405658, '!.': -14.607054}
{' !': -0.00031990238, '!': -8.368467, ' $': -9.422465, ' ': -12.393865, '$': -13.448095}
{' !': -0.00033319838, '!': -8.285852, ' $': -9.520734, ' ': -12.271445, '$': -13.340575}
{' @': -0.038061075, ' !': -3.3586216, '@': -6.044147, ' ': -8.768346, '!': -11.602456}
{' @': -0.018772252, ' !': -4.156456, '@': -5.9279175, ' ': -8.38545, '  ': -11.744566}
{' @': -0.027090967, ' #': -3.8089323, '@': -5.463341, ' ': -8.292912, '@#': -10.6891}
{' @': -0.030595737, ' #': -3.6132698, '@': -5.8481255, ' ': -8.56732, '@#': -9.968622}
{' @': -0.0042724893, '@': -5.848913, ' $': -6.7041354, ' ': -9.084365, '\n': -11.465632}
{' @': -0.004078978, '@': -5.926055, ' $': -6.694323, ' ': -9.068989, '\n': -11.392491}
{' #': -0.011126339, ' !': -4.525544, '#': -8.462097, ' ': -11.043346, '!': -12.401996}
{' #': -0.006766255, ' !': -5.034714, '#': -8.489628, ' ': -10.77166, '!': -12.607297}
{' #': -0.00021085552, ' @': -9.158516, '#': -9.482678, ' ': -10.651767, '  ': -13.30572}
{' #': -0.00026385646, ' @': -8.715172, '#': -9.654886, ' ': -10.46137, '  ': -13.045718}
{' #': -0.00047517402, ' $': -7.853396, '#': -9.701758, ' ': -11.224393, '#$': -12.054388}
{' #': -0.0006019041, ' $': -7.6510897, '#': -9.313085, ' ': -10.958958, '#$': -11.595954}
{' $': -0.09689233, ' !': -2.3952894, '$': -7.014502, ' ': -9.269836, '!': -9.400815}
{' $': -0.046419293, ' !': -3.1162205, '$': -7.192356, ' ': -9.022519, ' $\\': -9.737967}
{' $': -0.0007765466, '$': -8.502746, ' ': -8.555682, ' $\\': -8.866848, ' @': -9.216771}
{' $': -0.00095378456, '$': -7.8963194, ' ': -8.485566, ' $\\': -8.602652, ' @': -9.183499}
{' $': -0.0050576255, ' #': -5.398923, '$': -8.194341, ' ': -9.190965, '$.': -9.795346}
{' $': -0.0041568456, ' #': -5.7040563, '$': -7.470619, ' ': -9.007519, ' $\\': -9.672997}
{' !': -0.00020632465, ' @': -9.158724, '!': -9.251081, ' ': -12.383154, '@': -15.109594}
{' !': -0.0002286242, '!': -8.49817, ' @': -10.83738, ' ': -12.315491, '!.': -15.261685}
{' !': -0.008155813, ' #': -4.835348, '!': -8.7150955, '#': -11.913856, ' ': -11.97742}
{' !': -0.002104784, ' #': -6.300132, '!': -8.2662, ' ': -12.112359, '#': -12.858846}
{' !': -0.0013377809, ' $': -6.832924, '!': -8.320824, '$': -11.613178, ' ': -12.278451}
{' !': -0.0023186428, ' $': -6.226865, '!': -8.080337, '$': -10.761678, ' ': -11.845663}
{' @': -0.14839989, ' !': -1.999535, '@': -6.1013107, ' ': -8.5233555, '!': -10.041259}
{' @': -0.039685555, ' !': -3.337224, '@': -5.783063, ' ': -8.328464, '!': -11.059836}
{' @': -0.08870459, ' #': -2.5242438, '@': -5.4162536, ' ': -8.293577, '@#': -10.770315}
{' @': -0.07822724, ' #': -2.6282704, '@': -5.9033957, ' ': -8.442359, '@#': -10.087584}
{' @': -0.01050754, ' $': -5.045721, '@': -5.571714, ' ': -8.884799, '\n': -10.794996}
{' @': -0.008367179, ' $': -5.248388, '@': -5.8455553, ' ': -9.014918, '\n': -11.245905}
{' #': -0.018523397, ' !': -4.01978, '#': -7.9321446, ' ': -10.805564, '!': -11.468144}
{' #': -0.01224525, ' !': -4.4341717, '#': -8.22562, ' ': -10.603341, '!': -11.999279}
{' #': -0.0007835837, ' @': -7.384565, '#': -8.9567995, ' ': -10.580327, '  ': -13.1463995}
{' #': -0.0018801629, ' @': -6.3593764, '#': -9.176986, ' ': -10.326119, '@': -12.6686}
{' #': -0.0011006205, ' $': -6.9537234, '#': -9.141466, ' ': -10.90237, '#$': -11.468633}
{' #': -0.0027223504, ' $': -5.9709377, '#': -9.171114, ' ': -10.493992, '#$': -10.791013}
{' $': -0.18851136, ' !': -1.7660145, '$': -7.6691933, ' ': -9.130335, '!': -9.414652}
{' $': -0.11250137, ' !': -2.2519114, '$': -7.0286694, ' ': -8.943716, '!': -9.604608}
{' $': -0.001603233, ' @': -6.9924498, '$': -8.64619, '$.': -8.657323, ' ': -8.669368}
{' $': -0.0027876203, ' @': -6.3355927, '$': -7.7999945, ' ': -8.478665, '$.': -8.670563}
{' $': -0.028543433, ' #': -3.598951, '$.': -8.115454, '$': -8.33696, ' ': -8.897577}
{' $': -0.038196366, ' #': -3.305925, '$': -7.7890143, ' ': -8.735414, '$.': -9.045212}
{' @': -0.006045383, '@': -5.319079, ' !': -6.905122, ' ': -9.192635, ' <@': -12.294047}
{' @': -0.02808007, ' !': -3.7206075, '@': -5.704435, ' ': -9.077991, '!': -12.292823}
{' #': -0.00033534507, '#': -8.355525, ' !': -9.492097, ' ': -10.858899, '  ': -13.7782}
{' #': -0.0006864756, ' !': -7.945392, '#': -8.087915, ' ': -10.801232, '  ': -14.054283}
{' $': -0.0043982044, '$': -5.4927692, ' !': -8.844699, ' $\\': -9.733019, ' ': -10.070226}
{' $': -0.009737319, '$': -5.226355, ' !': -5.469998, ' $\\': -10.1398115, ' ': -10.151361}
{' !': -0.0016527253, ' @': -6.776755, '!': -7.611348, ' ': -11.755166, '@': -11.989936}
{' !': -0.008408593, ' @': -4.8327417, '!': -7.978574, '@': -9.982532, ' ': -11.046753}
{' #': -0.0011950243, ' @': -6.973255, '#': -8.428846, ' ': -10.661286, '\n': -12.430244}
{' #': -0.005639132, ' @': -5.2413473, '#': -8.323053, ' ': -10.029165, '@': -10.576495}
{' $': -0.0060485597, ' @': -5.4713, '$': -6.4613214, ' $\\': -9.245298, ' ': -9.575789}
{' $': -0.016859261, ' @': -4.216236, '$': -6.436859, '@': -9.20751, ' $\\': -9.294581}
{' !': -0.014587032, ' #': -4.2672853, '!': -7.7264023, ' ': -11.521771, '#': -11.859291}
{' !': -0.050227724, ' #': -3.023925, '!': -8.005595, '#': -10.520299, ' ': -11.270044}
{' @': -0.05343472, ' #': -3.0391428, '@': -5.5376134, ' ': -8.9716, '@#': -10.284475}
{' @': -0.27247247, ' #': -1.4459306, '@': -5.932969, ' ': -8.728088, '@#': -9.663286}
{' $': -0.03051308, ' #': -3.522487, '$': -7.805907, ' $(': -10.13774, ' $\\': -10.153331}
{' $': -0.21694343, ' #': -1.6375883, '$': -7.827626, ' $(': -10.15521, '#$': -10.3633995}
{' !': -0.0014076717, '!': -7.1843467, ' $': -7.36643, ' ': -11.5320015, '$': -13.077279}
{' !': -0.014823172, ' $': -4.2706175, '!': -7.283534, '$': -10.489234, ' ': -10.923286}
